Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
EOSE,EOSE,Industrials,Electrical Equipment & Parts,15.28,23056313.0,1.53,8.99,17.81,2.21,0.35,0.35,0.35
SMR,SMR,Industrials,Specialty Industrial Machinery,20.51,49325060.0,1.18,4.27,25.75,-3.8,1.01,1.01,1.01
MSFT,Microsoft,Technology,Software - Infrastructure,479.28,18349119.0,0.78,0.24,1.34,-2.59,8.79,8.79,8.79
FLNC,FLNC,Utilities,Utilities - Renewable,23.2,4327885.0,0.91,9.54,0.83,-3.09,0.1,0.1,0.1
LEN,LEN,Consumer Cyclical,Residential Construction,119.25,6535556.0,1.87,8.85,14.42,1.76,0.78,0.78,0.78
BBAI,BBAI,Technology,Information Technology Services,6.2,69924528.0,1.0,0.49,6.16,-7.6,0.43,0.43,0.43
CRWV,CoreWeave,Technology,Software - Infrastructure,80.14,26230163.0,1.12,3.96,1.03,-11.6,2.1,2.1,2.1
APLD,APLD,Technology,Information Technology Services,37.68,85995130.0,1.82,17.97,34.04,14.98,3.24,3.24,3.24
IREN,IREN,Financial Services,Capital Markets,46.03,41037640.0,1.18,0.77,7.8,-1.73,1.89,1.89,1.89
VST,VST,Utilities,Utilities - Independent Power Producers,166.37,13652343.0,2.19,10.47,0.69,0.95,2.27,2.27,2.27
ORCL,Oracle,Technology,Software - Infrastructure,198.52,24392813.0,1.45,4.68,1.44,-10.39,4.84,4.84,4.84
RVMD,RVMD,Healthcare,Biotechnology,118.64,20501717.0,2.9,10.48,50.14,52.47,2.43,2.43,2.43
PANW,Palo Alto,Technology,Software - Infrastructure,189.02,5300421.0,0.79,-0.93,5.38,-3.07,1.0,1.0,1.0
INTC,Intel,Technology,Semiconductors,45.55,185818849.0,1.81,10.8,15.67,12.47,8.46,8.46,8.46
MU,Micron,Technology,Semiconductors,345.09,32591178.0,0.85,5.53,9.41,36.71,11.25,11.25,11.25
^VIX,VIX,Index,Market Index,14.49,0.0,0.0,-6.21,-0.14,-14.41,0.0,0.0,0.0
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,124.61,16075526.0,0.74,1.38,1.6,5.38,2.0,2.0,2.0
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.64,36919129.0,0.76,-1.9,-9.73,-7.75,0.17,0.17,0.17
