Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
KRMN,KRMN,Industrials,Aerospace & Defense,101.28,3146955.0,1.72,10.42,38.42,53.32,0.32,0.32,0.32
GOOG,Alphabet,Communication Services,Internet Content & Information,326.01,21294071.0,1.1,1.11,3.89,3.68,6.94,6.94,6.94
AVGO,Broadcom,Technology,Semiconductors,332.48,22553516.0,0.95,-3.21,-3.94,-17.11,7.5,7.5,7.5
^IXIC,Nasdaq,Index,Market Index,23480.02,6616146000.0,0.84,-0.44,1.02,-0.28,155347.21,155347.21,155347.21
QBTS,QBTS,Technology,Computer Hardware,29.28,37186221.0,0.92,-3.05,11.97,2.95,1.09,1.09,1.09
GRAB,GRAB,Technology,Software - Application,4.88,78084478.0,1.84,-3.94,-2.2,-5.43,0.38,0.38,0.38
RIG,RIG,Energy,Oil & Gas Drilling,4.27,42882274.0,1.41,1.43,3.39,-3.83,0.18,0.18,0.18
AVAV,AVAV,Industrials,Aerospace & Defense,344.96,3206350.0,2.01,8.31,42.61,22.12,1.11,1.11,1.11
DNN,DNN,Energy,Uranium,3.33,48869370.0,0.98,0.0,25.19,21.98,0.16,0.16,0.16
CZR,CZR,Consumer Cyclical,Resorts & Casinos,25.07,8850468.0,2.59,9.0,7.18,5.51,0.22,0.22,0.22
PBF,PBF,Energy,Oil & Gas Refining & Marketing,32.15,5358322.0,1.02,13.85,18.55,0.59,0.17,0.17,0.17
APLD,APLD,Technology,Information Technology Services,31.94,90552177.0,2.6,8.05,30.26,-0.53,2.89,2.89,2.89
HRC=F,Steel (熱軋鋼),Other,Other,962.0,282.0,4.34,2.56,2.89,5.95,0.0,0.0,0.0
TSM,TSMC,Technology,Semiconductors,318.01,10285940.0,0.72,-0.21,4.65,5.35,3.27,3.27,3.27
TPL,TPL,Energy,Oil & Gas E&P,302.95,333891.0,0.88,7.66,5.48,0.52,0.1,0.1,0.1
NEOG,NEOG,Healthcare,Diagnostics & Research,9.71,22681254.0,7.5,31.57,38.91,60.76,0.22,0.22,0.22
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.32,87253639.0,0.87,1.75,17.77,7.41,0.2,0.2,0.2
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,14.07,44389584.0,1.18,-1.33,7.98,9.84,0.62,0.62,0.62
RIVN,RIVN,Consumer Cyclical,Auto Manufacturers,19.89,36252573.0,1.05,-0.85,0.91,12.95,0.72,0.72,0.72
AAPL,Apple,Technology,Consumer Electronics,259.04,47422499.0,1.12,-0.5,-4.72,-6.78,12.28,12.28,12.28
SOFI,SOFI,Financial Services,Credit Services,27.72,49829734.0,0.76,2.67,5.88,0.4,1.38,1.38,1.38
MHK,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",114.26,868891.0,1.08,6.91,4.54,5.12,0.1,0.1,0.1
OPEN,OPEN,Real Estate,Real Estate Services,6.43,56999749.0,0.91,5.07,10.29,-8.79,0.37,0.37,0.37
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,245.59,6840442.0,0.76,-0.14,8.6,-10.43,1.68,1.68,1.68
^VIX,VIX,Index,Market Index,15.45,0.0,0.0,0.46,3.34,-7.26,0.0,0.0,0.0
AMD,AMD,Technology,Semiconductors,204.68,26304077.0,0.84,-2.54,-4.43,-7.43,5.38,5.38,5.38
NOK,NOK,Technology,Communication Equipment,6.49,38913586.0,1.34,-4.42,0.31,5.53,0.25,0.25,0.25
BE,BE,Industrials,Electrical Equipment & Parts,121.84,25223212.0,2.31,12.81,40.22,8.99,3.07,3.07,3.07
INTC,INTC,Technology,Semiconductors,41.11,84562164.0,0.89,-3.57,11.41,2.01,3.48,3.48,3.48
F,F,Consumer Cyclical,Auto Manufacturers,14.4,145172033.0,2.81,4.8,9.76,9.59,2.09,2.09,2.09
COMP,COMP,Real Estate,Real Estate Services,12.26,66562856.0,2.42,3.55,15.99,17.66,0.82,0.82,0.82
BTC-USD,Bitcoin,Crypto,Cryptocurrency,91125.58,43582275584.0,1.11,-0.2,0.58,6.63,3971460.06,3971460.06,3971460.06
VNET,VNET,Technology,Information Technology Services,10.32,8513046.0,2.67,10.85,21.99,10.61,0.09,0.09,0.09
SNAP,SNAP,Communication Services,Internet Content & Information,8.4,53233307.0,1.26,-2.55,4.09,4.61,0.45,0.45,0.45
MSFT,Microsoft,Technology,Software - Infrastructure,478.11,18073036.0,0.79,-1.11,-1.14,-2.63,8.64,8.64,8.64
CMPO,CMPO,Industrials,Metal Fabrication,21.41,1596866.0,1.74,8.9,11.05,5.16,0.03,0.03,0.03
AMZN,Amazon,Consumer Cyclical,Internet Retail,246.29,37359715.0,0.84,1.96,6.7,8.55,9.2,9.2,9.2
SMCI,Super Micro,Technology,Computer Hardware,29.9,21033787.0,0.72,-0.37,2.15,-15.47,0.63,0.63,0.63
GAP,GAP,Consumer Cyclical,Apparel Retail,28.42,18096530.0,2.29,6.8,11.02,11.36,0.51,0.51,0.51
PLTR,PLTR,Technology,Software - Infrastructure,176.86,44752382.0,1.1,-2.65,-0.5,-2.55,7.91,7.91,7.91
ATRO,ATRO,Industrials,Aerospace & Defense,64.81,1454670.0,1.84,11.26,19.49,23.1,0.09,0.09,0.09
FIGR,FIGR,Financial Services,Capital Markets,58.4,4245380.0,0.97,6.78,43.0,43.35,0.25,0.25,0.25
GDS,GDS,Technology,Information Technology Services,41.75,4322239.0,2.74,8.61,19.63,17.14,0.18,0.18,0.18
TDW,TDW,Energy,Oil & Gas Equipment & Services,56.7,1010898.0,1.69,7.14,12.26,-0.61,0.06,0.06,0.06
TIC,TIC,Industrials,Specialty Business Services,10.88,1772232.0,0.92,8.91,7.62,14.65,0.02,0.02,0.02
BTG,BTG,Basic Materials,Gold,4.5,35379080.0,1.02,1.81,-0.22,0.45,0.16,0.16,0.16
HG=F,Copper (銅),Other,Other,5.81,64316.0,52.4,-0.05,3.13,8.23,0.0,0.0,0.0
META,Meta,Communication Services,Internet Content & Information,646.06,11774880.0,1.02,-0.41,-2.13,-3.11,7.61,7.61,7.61
SI=F,Silver (白銀),Other,Other,76.71,120763.0,202.08,-0.56,9.37,32.76,0.01,0.01,0.01
