Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
GTLB,GTLB,Technology,Software - Infrastructure,37.4,10122090.0,1.99,12.82,3.43,-1.58,0.38,0.38,0.38
CDE,CDE,Basic Materials,Gold,25.77,35392603.0,1.31,12.48,24.13,41.21,0.91,0.91,0.91
PANW,Palo Alto,Technology,Software - Infrastructure,182.27,6681910.0,1.02,0.44,-4.54,-2.47,1.22,1.22,1.22
NFLX,Netflix,Communication Services,Entertainment,83.54,67069789.0,0.9,-2.13,-5.66,-11.49,5.6,5.6,5.6
ORCL,Oracle,Technology,Software - Infrastructure,178.18,20972369.0,0.84,2.47,-7.97,-7.18,3.74,3.74,3.74
INTC,Intel,Technology,Semiconductors,54.32,154053301.0,0.99,0.13,11.49,47.53,8.37,8.37,8.37
JNJ,J&J,Healthcare,Drug Manufacturers - General,218.49,10404170.0,0.88,0.22,-0.03,5.87,2.27,2.27,2.27
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,15.74,49982872.0,1.14,1.09,7.73,23.74,0.79,0.79,0.79
NN,NN,Technology,Software - Infrastructure,17.01,2542864.0,2.0,11.47,16.83,1.31,0.04,0.04,0.04
^GSPC,S&P 500,Index,Market Index,6913.35,3309135000.0,0.6,0.55,-0.19,1.15,22877.21,22877.21,22877.21
SSL,SSL,Basic Materials,Specialty Chemicals,7.05,2832439.0,1.43,11.73,-5.24,14.08,0.02,0.02,0.02
ACHR,ACHR,Industrials,Aerospace & Defense,9.01,51722667.0,1.04,6.38,1.12,10.42,0.47,0.47,0.47
^IXIC,Nasdaq,Index,Market Index,23436.02,7848396000.0,0.78,0.91,-0.15,0.55,183935.16,183935.16,183935.16
ADBE,Adobe,Technology,Software - Application,299.73,4962399.0,0.78,1.87,-1.55,-15.77,1.49,1.49,1.49
JPM,JPMorgan,Financial Services,Banks - Diversified,303.63,9124185.0,0.58,0.53,-1.38,-4.28,2.77,2.77,2.77
GC=F,Gold (黃金),Other,Other,4933.6,257107.0,201.72,2.11,6.64,13.12,1.27,1.27,1.27
NVDA,NVIDIA,Technology,Semiconductors,184.84,132895690.0,0.68,0.83,0.93,2.13,24.56,24.56,24.56
META,Meta,Communication Services,Internet Content & Information,647.63,21254648.0,1.41,5.66,5.22,-1.69,13.77,13.77,13.77
CRSP,CRSP,Healthcare,Biotechnology,60.81,3402554.0,2.11,11.11,6.89,8.86,0.21,0.21,0.21
MA,Mastercard,Financial Services,Credit Services,532.86,4390341.0,1.07,1.0,-2.55,-6.88,2.34,2.34,2.34
CRM,Salesforce,Technology,Software - Application,228.09,8545940.0,0.7,2.94,-4.79,-12.24,1.95,1.95,1.95
SA,SA,Basic Materials,Gold,36.94,1812670.0,1.48,12.83,17.68,24.88,0.07,0.07,0.07
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1087.38,2053930.0,0.64,0.82,1.31,1.49,2.23,2.23,2.23
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,133.64,16547183.0,0.85,0.02,2.64,14.53,2.21,2.21,2.21
MU,Micron,Technology,Semiconductors,397.58,38754317.0,0.97,2.18,19.27,49.51,15.41,15.41,15.41
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,318.79,5940673.0,0.64,-1.98,5.6,24.33,1.89,1.89,1.89
TXN,Texas Inst,Technology,Semiconductors,194.99,7162254.0,0.93,0.3,0.8,10.61,1.4,1.4,1.4
PFE,PFE,Healthcare,Drug Manufacturers - General,26.1,41749411.0,0.77,0.81,2.03,3.61,1.09,1.09,1.09
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.59,183024653.0,1.76,16.67,10.21,17.73,0.47,0.47,0.47
DNN,DNN,Energy,Uranium,3.92,61211113.0,0.88,4.53,12.32,43.07,0.24,0.24,0.24
IRDM,IRDM,Communication Services,Telecom Services,21.79,5241939.0,2.34,11.06,10.67,27.88,0.11,0.11,0.11
NU,NU,Financial Services,Banks - Regional,18.0,58097583.0,1.1,4.41,8.17,10.16,1.05,1.05,1.05
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,22.71,30666130.0,1.82,17.49,24.23,64.09,0.7,0.7,0.7
DNLI,DNLI,Healthcare,Biotechnology,20.93,3086003.0,2.01,12.53,14.56,24.21,0.06,0.06,0.06
COST,Costco,Consumer Defensive,Discount Stores,976.17,1880083.0,0.58,-0.68,2.65,14.09,1.84,1.84,1.84
RCAT,RCAT,Industrials,Aerospace & Defense,17.36,23436321.0,1.28,11.21,27.09,115.65,0.41,0.41,0.41
TSM,TSMC,Technology,Semiconductors,327.37,11894021.0,0.53,0.38,0.08,13.3,3.89,3.89,3.89
AMD,AMD,Technology,Semiconductors,253.73,37215967.0,0.76,1.57,13.47,18.88,9.44,9.44,9.44
MSFT,Microsoft,Technology,Software - Infrastructure,451.14,23694236.0,0.79,1.58,-1.79,-7.16,10.69,10.69,10.69
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.75,67112387.0,1.27,2.13,3.68,4.29,1.19,1.19,1.19
^DJI,Dow Jones,Index,Market Index,49384.01,455132870.0,0.68,0.63,0.48,2.6,22476.29,22476.29,22476.29
TEO,TEO,Communication Services,Telecom Services,12.72,777979.0,3.26,13.07,17.78,12.37,0.01,0.01,0.01
PYPL,PayPal,Financial Services,Credit Services,57.15,14117509.0,0.86,2.25,-0.88,-4.45,0.81,0.81,0.81
BTC-USD,Bitcoin,Crypto,Cryptocurrency,89419.42,36964032512.0,1.0,0.05,-5.97,0.77,3305302.42,3305302.42,3305302.42
GRAL,GRAL,Healthcare,Diagnostics & Research,116.06,1379544.0,1.69,14.83,10.8,27.41,0.16,0.16,0.16
PBR,PBR,Energy,Oil & Gas Integrated,13.77,41507653.0,1.37,1.92,8.77,17.19,0.57,0.57,0.57
BBD,BBD,Financial Services,Banks - Regional,3.86,57414819.0,1.62,3.49,11.88,15.22,0.22,0.22,0.22
IBRX,IBRX,Healthcare,Biotechnology,7.34,80240105.0,0.66,6.07,143.05,252.88,0.59,0.59,0.59
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.77,44726683.0,1.21,2.14,4.61,-4.41,0.21,0.21,0.21
HBAN,HBAN,Financial Services,Banks - Regional,17.64,86505299.0,2.77,-6.02,-0.23,-0.28,1.53,1.53,1.53
MSTR,MicroStrategy,Technology,Software - Application,160.98,10984362.0,0.44,-1.73,-10.23,-2.33,1.77,1.77,1.77
EMAT,EMAT,Basic Materials,Other Industrial Metals & Mining,9.82,171338.0,1.33,23.68,-6.12,0.0,0.0,0.0,0.0
QCOM,Qualcomm,Technology,Semiconductors,157.8,7297479.0,0.72,0.91,-4.1,-9.96,1.15,1.15,1.15
GOOG,Alphabet,Communication Services,Internet Content & Information,330.84,19756856.0,0.93,0.75,-1.63,7.2,6.54,6.54,6.54
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,449.36,68365736.0,1.15,4.15,2.31,-6.62,30.72,30.72,30.72
ENPH,ENPH,Technology,Solar,40.48,13819290.0,2.52,12.54,12.04,21.74,0.56,0.56,0.56
NVTS,NVTS,Technology,Semiconductors,11.29,37106031.0,1.35,15.68,12.45,44.56,0.42,0.42,0.42
CRWD,CrowdStrike,Technology,Software - Infrastructure,453.77,1471658.0,0.46,1.77,-1.5,-5.72,0.67,0.67,0.67
AAPL,Apple,Technology,Consumer Electronics,248.35,36743336.0,0.64,0.28,-4.47,-9.25,9.13,9.13,9.13
DIS,Disney,Communication Services,Entertainment,113.21,10920383.0,1.12,0.02,-0.28,1.77,1.24,1.24,1.24
ASTS,ASTS,Technology,Communication Equipment,116.37,19342503.0,0.9,12.43,22.21,53.44,2.25,2.25,2.25
CRML,CRML,Basic Materials,Other Industrial Metals & Mining,18.46,47746965.0,1.29,20.89,2.98,145.15,0.88,0.88,0.88
SI=F,Silver (白銀),Other,Other,96.28,103848.0,197.35,4.41,5.95,44.03,0.01,0.01,0.01
AMZN,Amazon,Consumer Cyclical,Internet Retail,234.34,29975909.0,0.67,1.31,-0.98,3.07,7.02,7.02,7.02
HYMC,HYMC,Basic Materials,Gold,46.69,6773545.0,1.25,17.99,36.36,184.35,0.32,0.32,0.32
CRWV,CoreWeave,Technology,Software - Infrastructure,91.79,19270502.0,0.6,-2.4,2.22,10.59,1.77,1.77,1.77
HRC=F,Steel (熱軋鋼),Other,Other,969.0,26.0,2.55,2.98,3.19,6.84,0.0,0.0,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,220.7,11149886.0,0.78,-3.37,5.7,28.11,2.46,2.46,2.46
^VIX,VIX,Index,Market Index,15.64,0.0,0.0,-7.46,-6.63,4.9,0.0,0.0,0.0
BTG,BTG,Basic Materials,Gold,5.2,41701306.0,0.91,5.48,11.59,14.54,0.22,0.22,0.22
EXK,EXK,Basic Materials,Silver,13.6,16423902.0,0.92,10.93,21.32,42.86,0.22,0.22,0.22
GRAB,GRAB,Technology,Software - Application,4.55,46087411.0,0.63,3.41,-1.73,-7.71,0.21,0.21,0.21
^SOX,PHLX Semi,Index,Market Index,8055.17,0.0,0.0,0.16,4.59,13.97,0.0,0.0,0.0
USAS,USAS,Basic Materials,Other Industrial Metals & Mining,8.48,10107365.0,1.48,18.93,38.79,53.35,0.09,0.09,0.09
SSRM,SSRM,Basic Materials,Gold,25.98,5574926.0,1.45,12.32,9.07,13.2,0.14,0.14,0.14
CL=F,Crude Oil (原油),Other,Other,59.48,292068.0,0.89,-1.88,-4.1,4.98,0.02,0.02,0.02
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,223.14,6949652.0,0.71,-1.67,-12.79,-8.97,1.55,1.55,1.55
LMND,LMND,Financial Services,Insurance - Property & Casualty,96.57,6008342.0,3.38,13.13,19.02,16.9,0.58,0.58,0.58
SMCI,Super Micro,Technology,Computer Hardware,32.45,28725002.0,0.67,0.65,14.79,4.31,0.93,0.93,0.93
RGC,RGC,Healthcare,Drug Manufacturers - Specialty & Generic,30.77,1303621.0,3.11,40.44,-12.51,55.33,0.04,0.04,0.04
V,Visa,Financial Services,Credit Services,326.36,5550937.0,0.64,0.33,-0.85,-6.55,1.81,1.81,1.81
MARA,MARA,Financial Services,Capital Markets,10.29,41679894.0,0.85,-2.56,-7.38,1.08,0.43,0.43,0.43
BBAI,BBAI,Technology,Information Technology Services,5.93,75682160.0,0.7,3.85,-5.27,-5.27,0.45,0.45,0.45
HG=F,Copper (銅),Other,Other,5.8,46573.0,51.85,1.25,-3.46,6.65,0.0,0.0,0.0
WMT,Walmart,Consumer Defensive,Discount Stores,117.83,24132693.0,0.21,-1.28,-1.84,3.03,2.84,2.84,2.84
OPEN,OPEN,Real Estate,Real Estate Services,6.42,44139286.0,0.8,-0.93,-3.31,0.94,0.28,0.28,0.28
CORT,CORT,Healthcare,Biotechnology,41.3,5884676.0,3.62,13.74,11.5,-50.69,0.24,0.24,0.24
AAL,AAL,Industrials,Airlines,15.02,41588813.0,0.77,-0.86,-0.79,-4.82,0.62,0.62,0.62
AVGO,Broadcom,Technology,Semiconductors,325.49,23972158.0,0.81,-1.01,-4.24,-4.37,7.8,7.8,7.8
ONDS,ONDS,Technology,Communication Equipment,12.62,115440208.0,0.89,0.56,-6.93,36.88,1.46,1.46,1.46
NGD,NGD,Basic Materials,Gold,12.62,35219529.0,1.63,12.28,24.21,43.08,0.44,0.44,0.44
PLTR,Palantir,Technology,Software - Infrastructure,165.9,26957976.0,0.65,0.34,-7.01,-14.21,4.47,4.47,4.47
