Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
INTC,Intel,Technology,Semiconductors,44.06,100763259.0,0.83,-3.27,11.91,8.04,4.44,4.44,4.44
^GSPC,S&P 500,Index,Market Index,6977.27,3012294000.0,0.56,0.16,1.09,1.32,21017.59,21017.59,21017.59
GOOG,Alphabet,Communication Services,Internet Content & Information,332.73,23763833.0,1.15,1.09,4.86,3.65,7.91,7.91,7.91
PANW,Palo Alto,Technology,Software - Infrastructure,188.88,4269400.0,0.67,-0.07,3.71,-2.11,0.81,0.81,0.81
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.28,97253168.0,0.97,4.11,-3.8,0.88,0.22,0.22,0.22
TSM,TSMC,Technology,Semiconductors,331.77,12038857.0,0.89,2.52,2.95,6.97,3.99,3.99,3.99
BTC-USD,Bitcoin,Crypto,Cryptocurrency,91300.68,41724018688.0,1.36,0.52,-0.01,3.18,3809431.27,3809431.27,3809431.27
^SOX,PHLX Semi,Index,Market Index,7674.84,0.0,0.0,0.47,3.07,2.78,0.0,0.0,0.0
PSLV,PSLV,Other,Other,28.15,33923025.0,1.69,6.43,11.09,37.12,0.95,0.95,0.95
AVGO,Broadcom,Technology,Semiconductors,352.21,18376593.0,0.73,2.1,2.56,-14.71,6.47,6.47,6.47
BABA,BABA,Consumer Cyclical,Internet Retail,166.31,34950776.0,2.4,10.17,6.43,4.72,5.81,5.81,5.81
WMT,Walmart,Consumer Defensive,Discount Stores,117.97,47351148.0,2.17,3.0,4.67,4.23,5.59,5.59,5.59
PFE,PFE,Healthcare,Drug Manufacturers - General,25.27,44746173.0,0.96,-0.82,0.4,-1.98,1.13,1.13,1.13
AAL,AAL,Industrials,Airlines,16.0,90506546.0,1.4,0.06,1.07,5.68,1.45,1.45,1.45
MARA,MARA,Financial Services,Capital Markets,10.65,37923398.0,1.12,4.21,0.57,-10.65,0.4,0.4,0.4
HYMC,HYMC,Basic Materials,Gold,33.0,6787560.0,1.63,21.64,17.23,183.02,0.22,0.22,0.22
TAL,TAL,Consumer Defensive,Education & Training Services,12.26,5315497.0,1.88,10.35,6.79,7.64,0.07,0.07,0.07
MA,Mastercard,Financial Services,Credit Services,566.28,2795259.0,0.86,-1.61,-0.4,5.09,1.58,1.58,1.58
ACHR,ACHR,Industrials,Aerospace & Defense,8.86,57773025.0,1.2,0.57,3.5,5.85,0.51,0.51,0.51
APLD,APLD,Technology,Information Technology Services,38.21,50086382.0,0.87,1.41,26.52,23.3,1.91,1.91,1.91
MTSI,MTSI,Technology,Semiconductors,197.55,3986148.0,3.14,12.97,15.69,6.08,0.79,0.79,0.79
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,220.4,10730732.0,0.66,0.93,13.16,30.99,2.37,2.37,2.37
^DJI,Dow Jones,Index,Market Index,49590.2,508680954.0,0.98,0.17,1.25,3.19,25225.59,25225.59,25225.59
AAPL,Apple,Technology,Consumer Electronics,260.25,43482353.0,0.92,0.34,-2.62,-6.65,11.32,11.32,11.32
JNJ,J&J,Healthcare,Drug Manufacturers - General,209.72,6939830.0,0.92,2.61,2.65,1.54,1.46,1.46,1.46
QCOM,Qualcomm,Technology,Semiconductors,169.27,13512534.0,1.41,-4.79,-3.99,-7.1,2.29,2.29,2.29
PLTR,Palantir,Technology,Software - Infrastructure,179.41,34784041.0,0.88,1.08,3.09,-4.52,6.24,6.24,6.24
SMCI,Super Micro,Technology,Computer Hardware,30.12,24646769.0,0.89,-0.13,0.17,-13.7,0.74,0.74,0.74
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.0,41679824.0,0.99,1.01,1.07,-1.85,0.71,0.71,0.71
COST,Costco,Consumer Defensive,Discount Stores,943.08,2837171.0,0.87,1.97,7.69,7.85,2.68,2.68,2.68
TXN,Texas Inst,Technology,Semiconductors,189.07,6168099.0,0.75,-0.65,6.72,4.07,1.17,1.17,1.17
PSTG,PSTG,Technology,Computer Hardware,72.44,6492479.0,1.71,8.15,3.99,-1.64,0.47,0.47,0.47
PYPL,PayPal,Financial Services,Credit Services,57.29,19009127.0,1.28,-0.64,-3.37,-6.33,1.09,1.09,1.09
GC=F,Gold (黃金),Other,Other,4603.7,280320.0,203.28,2.53,3.76,9.71,1.29,1.29,1.29
CRWD,CrowdStrike,Technology,Software - Infrastructure,466.99,1925461.0,0.7,-0.77,2.29,-10.11,0.9,0.9,0.9
CL=F,Crude Oil (原油),Other,Other,59.01,140240.0,0.43,-0.19,1.18,0.94,0.01,0.01,0.01
SNAP,SNAP,Communication Services,Internet Content & Information,8.19,37565123.0,0.75,-0.24,-0.73,3.41,0.31,0.31,0.31
CRM,Salesforce,Technology,Software - Application,259.4,3927078.0,0.68,-0.21,1.23,-1.82,1.02,1.02,1.02
BAC,BAC,Financial Services,Banks - Diversified,55.19,35507944.0,0.99,-1.18,-2.99,2.05,1.96,1.96,1.96
HG=F,Copper (銅),Other,Other,6.01,60164.0,49.48,2.57,1.38,13.85,0.0,0.0,0.0
NVDA,NVIDIA,Technology,Semiconductors,184.94,135789886.0,0.83,0.04,-1.69,0.63,25.11,25.11,25.11
ONDS,ONDS,Technology,Communication Equipment,13.19,120148735.0,1.08,-3.65,5.27,58.44,1.58,1.58,1.58
AMD,AMD,Technology,Semiconductors,207.69,26997366.0,0.88,2.22,-6.06,-6.2,5.61,5.61,5.61
FRMI,FRMI,Other,Other,10.37,9492117.0,1.02,12.96,19.47,-32.57,0.1,0.1,0.1
F,F,Consumer Cyclical,Auto Manufacturers,14.03,46555156.0,0.57,-1.2,4.16,4.62,0.65,0.65,0.65
XPEV,XPEV,Consumer Cyclical,Auto Manufacturers,21.71,15107695.0,2.54,8.44,7.74,10.48,0.33,0.33,0.33
NFLX,Netflix,Communication Services,Entertainment,89.41,35407049.0,0.82,-0.06,-2.24,-3.56,3.17,3.17,3.17
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,124.03,11040946.0,0.5,-0.47,-1.06,3.76,1.37,1.37,1.37
MU,Micron,Technology,Semiconductors,345.87,22961688.0,0.63,0.23,10.8,31.16,7.94,7.94,7.94
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,448.96,60331332.0,0.88,0.89,-0.6,-0.55,27.09,27.09,27.09
BBAI,BBAI,Technology,Information Technology Services,6.31,61466003.0,0.84,1.77,7.31,-4.54,0.39,0.39,0.39
VNET,VNET,Technology,Information Technology Services,11.38,12268394.0,2.67,9.21,21.84,25.19,0.14,0.14,0.14
BILI,BILI,Communication Services,Internet Content & Information,31.78,7968367.0,2.63,8.95,16.28,25.41,0.25,0.25,0.25
SI=F,Silver (白銀),Other,Other,84.86,145040.0,112.43,7.57,11.41,40.54,0.01,0.01,0.01
ALMS,ALMS,Healthcare,Biotechnology,21.09,4172518.0,0.23,7.82,153.79,74.15,0.09,0.09,0.09
SOFI,SOFI,Financial Services,Credit Services,26.6,48743949.0,0.73,-2.92,-9.15,-1.81,1.3,1.3,1.3
BEAM,BEAM,Healthcare,Biotechnology,33.69,7033613.0,4.13,22.29,25.52,22.96,0.24,0.24,0.24
ORCL,Oracle,Technology,Software - Infrastructure,204.68,22292676.0,1.16,3.1,6.28,-8.22,4.56,4.56,4.56
TWST,TWST,Healthcare,Diagnostics & Research,38.04,1642797.0,1.12,7.7,10.77,16.05,0.06,0.06,0.06
RKT,RKT,Financial Services,Mortgage Finance,23.18,35996846.0,0.84,-0.47,9.86,20.48,0.83,0.83,0.83
HRC=F,Steel (熱軋鋼),Other,Other,942.0,41.0,0.58,0.21,0.96,3.97,0.0,0.0,0.0
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,307.24,6574814.0,0.85,2.01,8.06,11.66,2.02,2.02,2.02
NXT,NXT,Technology,Solar,99.08,2438746.0,1.82,8.68,10.58,10.84,0.24,0.24,0.24
JPM,JPMorgan,Financial Services,Banks - Diversified,324.49,9520227.0,1.02,-1.43,-2.86,4.64,3.09,3.09,3.09
MSTR,MicroStrategy,Technology,Software - Application,162.23,15959724.0,0.63,3.11,-1.51,-12.14,2.59,2.59,2.59
UEC,UEC,Energy,Uranium,15.95,8625373.0,0.93,8.06,14.01,23.45,0.14,0.14,0.14
ADBE,Adobe,Technology,Software - Application,327.65,3331581.0,0.94,-1.89,-1.18,-4.51,1.09,1.09,1.09
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1081.0,2374178.0,0.69,1.64,3.79,8.79,2.57,2.57,2.57
^IXIC,Nasdaq,Index,Market Index,23733.9,7742642000.0,0.92,0.26,1.45,0.34,183763.12,183763.12,183763.12
MSFT,Microsoft,Technology,Software - Infrastructure,477.18,21109977.0,0.96,-0.44,0.92,-0.29,10.07,10.07,10.07
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.85,47835374.0,0.99,4.53,-0.21,-3.58,0.23,0.23,0.23
RARE,RARE,Healthcare,Biotechnology,24.37,4516005.0,1.28,8.26,5.45,-32.31,0.11,0.11,0.11
META,Meta,Communication Services,Internet Content & Information,641.97,14476714.0,1.21,-1.7,-2.55,-1.26,9.29,9.29,9.29
