Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
NBIS,NBIS,Communication Services,Internet Content & Information,107.33,15836059.0,1.24,9.6,15.62,14.68,1.7,1.7,1.7
^VIX,VIX,Index,Market Index,15.12,0.0,0.0,4.35,1.48,-4.12,0.0,0.0,0.0
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,242.98,5913403.0,0.66,0.91,-4.68,-11.67,1.44,1.44,1.44
HMY,HMY,Basic Materials,Gold,22.3,5714939.0,1.84,7.78,9.96,11.39,0.13,0.13,0.13
LMND,LMND,Financial Services,Insurance - Property & Casualty,86.51,3516697.0,2.16,8.61,12.57,10.39,0.3,0.3,0.3
V,Visa,Financial Services,Credit Services,343.2,13226294.0,2.07,-1.88,-3.0,5.36,4.54,4.54,4.54
OPEN,OPEN,Real Estate,Real Estate Services,7.02,57417544.0,0.61,-3.7,11.08,0.29,0.4,0.4,0.4
BLLN,BLLN,Healthcare,Diagnostics & Research,99.15,274925.0,1.18,15.37,4.37,-4.39,0.03,0.03,0.03
PL,PL,Industrials,Aerospace & Defense,25.44,17415322.0,1.39,12.02,18.93,96.6,0.44,0.44,0.44
CRWV,CoreWeave,Technology,Software - Infrastructure,89.93,42899190.0,1.88,12.22,17.0,2.01,3.86,3.86,3.86
SOUN,SOUN,Technology,Software - Application,11.57,39110992.0,1.36,-1.53,5.18,-5.24,0.45,0.45,0.45
HL,HL,Basic Materials,Other Precious Metals & Mining,24.46,24183449.0,1.04,8.95,23.97,42.29,0.59,0.59,0.59
ADPT,ADPT,Healthcare,Biotechnology,18.26,3547583.0,1.32,15.86,12.93,16.01,0.06,0.06,0.06
AMZN,Amazon,Consumer Cyclical,Internet Retail,246.47,33139691.0,0.75,-0.37,5.75,6.34,8.17,8.17,8.17
DIS,Disney,Communication Services,Entertainment,112.82,10574032.0,1.14,-2.64,-1.1,3.67,1.19,1.19,1.19
IREN,IREN,Financial Services,Capital Markets,50.33,51960418.0,1.41,9.34,4.33,14.59,2.62,2.62,2.62
KC,KC,Technology,Software - Application,13.4,4961233.0,6.04,21.6,20.5,13.37,0.07,0.07,0.07
