Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
BBAI,BBAI,Technology,Information Technology Services,6.17,123926466.0,1.76,-1.44,0.0,3.35,0.76,0.76,0.76
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1032.97,3717081.0,1.52,-3.76,-4.81,-2.75,3.84,3.84,3.84
IBRX,IBRX,Healthcare,Biotechnology,3.95,70474180.0,3.05,30.79,76.34,77.93,0.28,0.28,0.28
GLXY,GLXY,Financial Services,Capital Markets,31.99,20396080.0,4.43,13.48,25.45,30.36,0.65,0.65,0.65
COST,Costco,Consumer Defensive,Discount Stores,956.75,2156339.0,0.65,0.61,4.53,11.18,2.06,2.06,2.06
V,Visa,Financial Services,Credit Services,327.75,8430874.0,0.78,-0.43,-6.95,-5.52,2.76,2.76,2.76
AEIS,AEIS,Industrials,Electrical Equipment & Parts,257.29,1055889.0,2.28,8.15,21.94,18.64,0.27,0.27,0.27
PLAB,PLAB,Technology,Semiconductor Equipment & Materials,34.22,1355183.0,1.18,8.91,7.68,-6.88,0.05,0.05,0.05
ONDS,ONDS,Technology,Communication Equipment,12.82,94169943.0,0.8,-5.46,-8.49,66.71,1.21,1.21,1.21
CRM,Salesforce,Technology,Software - Application,233.53,10218960.0,1.3,-2.52,-10.36,-8.27,2.39,2.39,2.39
CL=F,Crude Oil (原油),Other,Other,59.1,334462.0,0.92,-4.71,2.32,4.01,0.02,0.02,0.02
AAOI,AAOI,Technology,Communication Equipment,37.0,5652593.0,1.22,7.34,12.09,23.75,0.21,0.21,0.21
GRAB,GRAB,Technology,Software - Application,4.39,111064551.0,2.32,-5.18,-10.04,-12.55,0.49,0.49,0.49
PFE,PFE,Healthcare,Drug Manufacturers - General,25.89,45213403.0,0.99,1.21,2.37,-2.04,1.17,1.17,1.17
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,129.13,13663182.0,0.68,-0.82,5.06,9.66,1.76,1.76,1.76
GKOS,GKOS,Healthcare,Medical Devices,114.48,1258958.0,1.43,9.62,0.29,2.46,0.14,0.14,0.14
HG=F,Copper (銅),Other,Other,5.99,56413.0,48.22,-0.29,4.26,12.23,0.0,0.0,0.0
HSAI,HSAI,Consumer Cyclical,Auto Parts,28.61,4226355.0,1.85,7.52,3.62,37.02,0.12,0.12,0.12
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,438.57,47845404.0,0.81,-0.14,0.64,-7.73,20.98,20.98,20.98
KLAC,KLAC,Technology,Semiconductor Equipment & Materials,1544.96,1641612.0,1.71,7.7,16.64,26.11,2.54,2.54,2.54
INTC,Intel,Technology,Semiconductors,48.32,130670600.0,0.94,-0.82,17.54,28.82,6.31,6.31,6.31
CTRA,CTRA,Energy,Oil & Gas E&P,25.73,40115490.0,4.22,1.46,1.26,-2.06,1.03,1.03,1.03
FIGR,FIGR,Financial Services,Capital Markets,64.96,5971177.0,1.38,16.37,11.23,70.59,0.39,0.39,0.39
