Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,239.28,11732797.0,1.44,-6.48,-2.57,-4.45,2.81,2.81,2.81
CMPO,CMPO,Industrials,Metal Fabrication,25.25,9102612.0,4.2,7.86,17.94,28.56,0.23,0.23,0.23
ONTO,ONTO,Technology,Semiconductor Equipment & Materials,217.85,1538941.0,1.93,7.73,20.77,39.63,0.34,0.34,0.34
JPM,JPMorgan,Financial Services,Banks - Diversified,309.26,14600546.0,0.95,0.45,-6.23,-3.36,4.52,4.52,4.52
ENTG,ENTG,Technology,Semiconductor Equipment & Materials,113.54,6039147.0,2.62,9.08,13.71,26.27,0.69,0.69,0.69
TSM,TSMC,Technology,Semiconductors,341.64,39653769.0,3.38,4.44,7.43,18.73,13.55,13.55,13.55
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,14.67,43375340.0,1.21,0.41,4.26,14.88,0.64,0.64,0.64
FLNC,FLNC,Utilities,Utilities - Renewable,25.5,7025497.0,1.42,12.58,20.4,18.49,0.18,0.18,0.18
PYPL,PayPal,Financial Services,Credit Services,56.74,15376105.0,0.96,-1.6,-2.63,-6.59,0.87,0.87,0.87
AAPL,Apple,Technology,Consumer Electronics,258.21,34022938.0,0.77,-0.67,-0.32,-5.8,8.79,8.79,8.79
QBTS,QBTS,Technology,Computer Hardware,28.72,41555710.0,1.09,-4.74,-1.91,20.98,1.19,1.19,1.19
PTRN,PTRN,Technology,Software - Application,14.2,1213307.0,1.17,9.15,-0.21,19.63,0.02,0.02,0.02
DIS,Disney,Communication Services,Entertainment,113.41,7874679.0,0.83,-0.11,-0.67,2.64,0.89,0.89,0.89
MARA,MARA,Financial Services,Capital Markets,10.66,46062833.0,1.14,-4.05,2.11,-0.37,0.49,0.49,0.49
DNN,DNN,Energy,Uranium,3.55,75253278.0,1.74,1.72,6.61,39.76,0.27,0.27,0.27
MU,Micron,Technology,Semiconductors,336.63,25094317.0,0.93,0.98,2.94,41.74,8.45,8.45,8.45
SMCI,Super Micro,Technology,Computer Hardware,29.42,32797912.0,1.09,4.07,-1.61,-6.22,0.96,0.96,0.96
CAMT,CAMT,Technology,Semiconductor Equipment & Materials,144.38,1040768.0,2.01,8.62,11.24,32.03,0.15,0.15,0.15
MKSI,MKSI,Technology,Scientific & Technical Instruments,205.26,1857926.0,2.47,7.86,14.68,28.84,0.38,0.38,0.38
MA,Mastercard,Financial Services,Credit Services,542.65,3456768.0,0.79,-0.76,-6.45,-4.65,1.88,1.88,1.88
MSFT,Microsoft,Technology,Software - Infrastructure,456.66,23015084.0,0.98,-0.59,-4.49,-3.82,10.51,10.51,10.51
^SOX,PHLX Semi,Index,Market Index,7837.3,0.0,0.0,1.76,5.4,12.11,0.0,0.0,0.0
ORCL,Oracle,Technology,Software - Infrastructure,189.85,14318966.0,0.65,-1.94,0.11,2.67,2.72,2.72,2.72
CRWD,CrowdStrike,Technology,Software - Infrastructure,455.0,2792309.0,1.05,-1.24,-1.91,-6.66,1.27,1.27,1.27
PLTR,Palantir,Technology,Software - Infrastructure,177.07,30390696.0,0.87,-0.75,0.12,-3.37,5.38,5.38,5.38
SI=F,Silver (白銀),Other,Other,92.27,204180.0,345.13,1.54,23.49,46.6,0.02,0.02,0.02
AMD,AMD,Technology,Semiconductors,227.92,54069217.0,1.53,1.93,11.35,9.8,12.32,12.32,12.32
ERAS,ERAS,Healthcare,Biotechnology,9.56,14473979.0,1.26,15.04,64.54,178.72,0.14,0.14,0.14
NVDA,NVIDIA,Technology,Semiconductors,187.05,202434730.0,1.33,2.13,1.09,6.1,37.87,37.87,37.87
QCOM,Qualcomm,Technology,Semiconductors,161.39,8891768.0,0.9,-1.91,-11.26,-9.97,1.44,1.44,1.44
STUB,STUB,Communication Services,Internet Content & Information,15.2,9690577.0,3.68,11.36,16.03,8.11,0.15,0.15,0.15
MSTR,MicroStrategy,Technology,Software - Application,170.91,21200585.0,0.77,-4.7,2.36,5.45,3.62,3.62,3.62
OPEN,OPEN,Real Estate,Real Estate Services,6.3,46116213.0,0.56,-5.12,-2.02,-2.63,0.29,0.29,0.29
^IXIC,Nasdaq,Index,Market Index,23530.02,8512655000.0,0.92,0.25,0.21,2.05,200302.96,200302.96,200302.96
TXN,Texas Inst,Technology,Semiconductors,189.12,6462599.0,1.03,-2.24,0.36,6.27,1.22,1.22,1.22
BTC-USD,Bitcoin,Crypto,Cryptocurrency,95436.18,55166521344.0,1.48,-1.54,5.59,9.4,5264882.04,5264882.04,5264882.04
F,F,Consumer Cyclical,Auto Manufacturers,13.81,39479817.0,0.49,-0.22,-4.1,1.17,0.55,0.55,0.55
AMZN,Amazon,Consumer Cyclical,Internet Retail,238.18,42155126.0,1.11,0.65,-3.29,7.03,10.04,10.04,10.04
CRWV,CoreWeave,Technology,Software - Infrastructure,95.01,38269557.0,1.37,5.8,23.25,31.32,3.64,3.64,3.64
NOK,NOK,Technology,Communication Equipment,6.61,49894320.0,1.61,3.93,1.85,6.61,0.33,0.33,0.33
PEN,PEN,Healthcare,Medical Devices,350.49,9638816.0,10.61,11.82,11.08,13.37,3.38,3.38,3.38
ADBE,Adobe,Technology,Software - Application,304.09,4569086.0,1.0,-0.11,-10.31,-13.4,1.39,1.39,1.39
SNAP,SNAP,Communication Services,Internet Content & Information,7.76,46576827.0,1.01,-1.77,-7.62,6.89,0.36,0.36,0.36
NFLX,Netflix,Communication Services,Entertainment,88.05,36402505.0,0.8,-0.56,-2.74,-6.1,3.21,3.21,3.21
SOFI,SOFI,Financial Services,Credit Services,26.44,47612078.0,1.04,-0.86,-4.62,2.4,1.26,1.26,1.26
IMNM,IMNM,Healthcare,Biotechnology,22.85,3421350.0,1.28,10.07,11.74,0.93,0.08,0.08,0.08
CALX,CALX,Technology,Software - Infrastructure,59.04,1401481.0,1.52,7.42,14.64,9.35,0.08,0.08,0.08
WMT,Walmart,Consumer Defensive,Discount Stores,119.2,34400307.0,1.08,-0.7,5.42,2.06,4.1,4.1,4.1
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,319.08,11209783.0,1.59,5.69,13.29,22.13,3.58,3.58,3.58
JNJ,J&J,Healthcare,Drug Manufacturers - General,219.57,6197444.0,0.65,0.47,6.72,2.52,1.36,1.36,1.36
TLN,TLN,Utilities,Utilities - Independent Power Producers,419.07,1757021.0,2.44,11.8,17.72,17.08,0.74,0.74,0.74
META,Meta,Communication Services,Internet Content & Information,620.8,12938724.0,0.9,0.86,-3.91,-4.13,8.03,8.03,8.03
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,217.47,15211502.0,1.05,4.16,8.22,32.36,3.31,3.31,3.31
^GSPC,S&P 500,Index,Market Index,6944.47,3127477000.0,0.6,0.26,0.33,1.88,21718.67,21718.67,21718.67
ATRC,ATRC,Healthcare,Medical Instruments & Supplies,41.46,1005941.0,1.57,10.94,-2.24,1.02,0.04,0.04,0.04
GOOG,Alphabet,Communication Services,Internet Content & Information,333.16,16018898.0,0.76,-0.94,2.19,7.71,5.34,5.34,5.34
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.26,71689547.0,0.77,-3.83,-2.59,1.8,0.16,0.16,0.16
^VIX,VIX,Index,Market Index,15.84,0.0,0.0,-5.43,2.52,-4.0,0.0,0.0,0.0
AAL,AAL,Industrials,Airlines,15.71,69914456.0,1.04,3.76,-0.13,2.48,1.1,1.1,1.1
ACHR,ACHR,Industrials,Aerospace & Defense,8.86,55543389.0,0.98,-0.56,1.72,13.15,0.49,0.49,0.49
^DJI,Dow Jones,Index,Market Index,49442.44,540809193.0,1.06,0.6,0.36,2.12,26738.93,26738.93,26738.93
ATEC,ATEC,Healthcare,Medical Devices,17.46,7509471.0,1.12,9.47,-23.02,-11.42,0.13,0.13,0.13
PANW,Palo Alto,Technology,Software - Infrastructure,187.73,6209526.0,1.14,-1.68,-1.61,1.0,1.17,1.17,1.17
CHEF,CHEF,Consumer Defensive,Food Distribution,64.55,994708.0,1.81,7.12,6.89,1.99,0.06,0.06,0.06
GC=F,Gold (黃金),Other,Other,4619.1,222105.0,337.14,-0.16,3.81,7.25,1.03,1.03,1.03
HRC=F,Steel (熱軋鋼),Other,Other,942.0,76.0,0.51,0.32,0.43,3.86,0.0,0.0,0.0
MATX,MATX,Industrials,Marine Shipping,145.97,617841.0,2.5,10.65,11.35,20.18,0.09,0.09,0.09
BAC,BAC,Financial Services,Banks - Diversified,52.59,50903555.0,1.08,0.21,-6.39,-4.95,2.68,2.68,2.68
AVGO,Broadcom,Technology,Semiconductors,343.02,21320008.0,0.92,0.92,3.17,0.94,7.31,7.31,7.31
BMNR,BMNR,Financial Services,Capital Markets,30.87,45257445.0,1.02,-5.48,-1.31,-0.26,1.4,1.4,1.4
