Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
ZM,ZM,Technology,Software - Application,95.46,10225369.0,3.57,11.28,17.91,9.52,0.98,0.98,0.98
TEAM,TEAM,Technology,Software - Application,138.44,6064366.0,0.95,5.08,16.78,-14.75,0.84,0.84,0.84
MU,Micron,Technology,Semiconductors,389.09,28709415.0,0.63,-2.64,7.26,40.84,11.17,11.17,11.17
BTC-USD,Bitcoin,Crypto,Cryptocurrency,87889.46,47565066240.0,1.31,1.52,-1.66,-6.38,4180468.03,4180468.03,4180468.03
^IXIC,Nasdaq,Index,Market Index,23601.36,6514860000.0,0.72,0.43,0.37,0.17,153759.54,153759.54,153759.54
AG,AG,Basic Materials,Silver,25.72,49643171.0,1.64,1.1,19.63,47.99,1.28,1.28,1.28
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,222.87,10136309.0,0.84,2.26,-0.04,27.24,2.26,2.26,2.26
JPM,JPMorgan,Financial Services,Banks - Diversified,301.04,9289253.0,0.78,1.12,-3.66,-7.64,2.8,2.8,2.8
NP,NP,Financial Services,Insurance Brokers,25.77,283987.0,1.04,5.18,-0.85,-14.81,0.01,0.01,0.01
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,435.2,47998783.0,0.75,-3.09,-0.53,-10.37,20.89,20.89,20.89
AMD,AMD,Technology,Semiconductors,251.31,30389566.0,0.65,-3.22,8.4,16.94,7.64,7.64,7.64
ADBE,Adobe,Technology,Software - Application,304.72,3796857.0,0.62,1.21,2.9,-13.53,1.16,1.16,1.16
ONDS,ONDS,Technology,Communication Equipment,11.16,78482491.0,0.59,-8.3,-8.22,24.55,0.88,0.88,0.88
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,319.46,4463541.0,0.55,-0.91,-2.31,22.76,1.43,1.43,1.43
CRWV,CoreWeave,Technology,Software - Infrastructure,98.31,48524501.0,1.84,5.73,-2.88,22.49,4.77,4.77,4.77
META,Meta,Communication Services,Internet Content & Information,672.36,16072093.0,0.88,2.06,8.4,1.12,10.81,10.81,10.81
AAPL,Apple,Technology,Consumer Electronics,255.41,55030710.0,0.95,2.97,-0.05,-6.22,14.06,14.06,14.06
F,F,Consumer Cyclical,Auto Manufacturers,13.44,56356177.0,1.07,-0.88,-1.18,1.13,0.76,0.76,0.76
AMZN,Amazon,Consumer Cyclical,Internet Retail,238.42,32225833.0,0.78,-0.31,-0.29,2.71,7.68,7.68,7.68
BVN,BVN,Basic Materials,Other Precious Metals & Mining,39.14,2044952.0,1.12,5.5,12.86,31.83,0.08,0.08,0.08
ANET,ANET,Technology,Computer Hardware,143.72,10630201.0,1.29,5.41,10.7,9.44,1.53,1.53,1.53
CMCSA,CMCSA,Communication Services,Telecom Services,29.43,42856548.0,1.08,0.44,5.79,6.88,1.26,1.26,1.26
AGYS,AGYS,Technology,Software - Application,113.55,685840.0,2.94,5.5,-0.19,-6.47,0.08,0.08,0.08
AVGO,Broadcom,Technology,Semiconductors,324.85,23423893.0,0.78,1.5,-7.64,-7.01,7.61,7.61,7.61
SRPT,SRPT,Healthcare,Biotechnology,22.8,6898172.0,2.61,7.9,7.9,3.64,0.16,0.16,0.16
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.64,55580777.0,0.97,-0.9,2.56,3.64,0.98,0.98,0.98
AAL,AAL,Industrials,Airlines,14.57,40838072.0,0.96,-0.68,-5.2,-6.6,0.6,0.6,0.6
PTRN,PTRN,Technology,Software - Application,16.06,2163032.0,2.65,12.54,15.71,37.97,0.03,0.03,0.03
AVAL,AVAL,Financial Services,Banks - Regional,5.03,539709.0,4.08,7.48,16.17,21.5,0.0,0.0,0.0
