Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
MICC,MICC,Consumer Defensive,Packaged Foods,18.24,1787241.0,1.71,8.31,9.22,16.4,0.03,0.03,0.03
BOH,BOH,Financial Services,Banks - Regional,75.11,1002300.0,2.58,6.09,5.42,7.01,0.08,0.08,0.08
TXN,Texas Inst,Technology,Semiconductors,196.59,8235413.0,1.09,1.7,2.62,11.02,1.62,1.62,1.62
SMCI,Super Micro,Technology,Computer Hardware,30.8,19100003.0,0.43,-2.84,-5.64,0.13,0.59,0.59,0.59
MSFT,Microsoft,Technology,Software - Infrastructure,470.28,28609428.0,0.88,0.93,2.27,-3.4,13.45,13.45,13.45
DNN,DNN,Energy,Uranium,3.7,56641249.0,0.91,-5.13,0.27,33.09,0.21,0.21,0.21
DOCN,DOCN,Technology,Software - Infrastructure,58.94,6504813.0,3.1,9.94,11.71,20.46,0.38,0.38,0.38
COST,Costco,Consumer Defensive,Discount Stores,977.67,1949507.0,0.65,-0.57,1.46,14.38,1.91,1.91,1.91
V,Visa,Financial Services,Credit Services,328.49,7500382.0,0.98,0.71,0.06,-7.04,2.46,2.46,2.46
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,26.72,121112914.0,5.3,7.87,51.05,89.37,3.24,3.24,3.24
PLTR,Palantir,Technology,Software - Infrastructure,167.47,22567118.0,0.56,-1.26,-2.04,-13.73,3.78,3.78,3.78
SI=F,Silver (白銀),Other,Other,103.54,306304.0,599.42,2.59,17.53,46.89,0.03,0.03,0.03
HG=F,Copper (銅),Other,Other,5.91,63910.0,73.53,-0.05,2.06,7.89,0.0,0.0,0.0
AB,AB,Financial Services,Asset Management,41.88,1601159.0,4.65,7.49,4.26,7.83,0.07,0.07,0.07
GC=F,Gold (黃金),Other,Other,5003.7,416027.0,453.88,0.55,9.05,11.62,2.08,2.08,2.08
UMC,UMC,Technology,Semiconductors,11.33,18068555.0,1.14,7.5,21.83,42.16,0.2,0.2,0.2
GOOG,Alphabet,Communication Services,Internet Content & Information,333.59,17947363.0,0.81,1.57,0.98,5.67,5.99,5.99,5.99
TSM,TSMC,Technology,Semiconductors,332.71,8581062.0,0.51,-0.65,-2.83,12.04,2.86,2.86,2.86
NG,NG,Basic Materials,Gold,10.43,6685488.0,1.67,5.25,4.3,3.37,0.07,0.07,0.07
PYPL,PayPal,Financial Services,Credit Services,56.6,9910741.0,0.68,-0.04,-0.51,-4.73,0.56,0.56,0.56
APLD,APLD,Technology,Information Technology Services,36.18,47600647.0,1.28,-4.01,-3.26,38.73,1.72,1.72,1.72
NVDA,NVIDIA,Technology,Semiconductors,186.47,123840672.0,0.69,-0.64,0.13,-1.45,23.09,23.09,23.09
KC,KC,Technology,Software - Application,13.34,1904506.0,2.09,8.1,12.1,23.4,0.03,0.03,0.03
MARA,MARA,Financial Services,Capital Markets,9.98,39216622.0,0.85,-4.95,-12.15,1.22,0.39,0.39,0.39
NFLX,Netflix,Communication Services,Entertainment,85.7,40437071.0,0.48,-0.49,-2.61,-8.34,3.47,3.47,3.47
CL=F,Crude Oil (原油),Other,Other,60.71,254776.0,0.8,-0.59,2.14,3.99,0.02,0.02,0.02
CRWD,CrowdStrike,Technology,Software - Infrastructure,468.33,1943811.0,0.77,3.5,3.18,-2.19,0.91,0.91,0.91
WMT,Walmart,Consumer Defensive,Discount Stores,117.64,15984464.0,0.15,-0.08,-1.72,6.08,1.88,1.88,1.88
BBD,BBD,Financial Services,Banks - Regional,3.97,50405495.0,1.11,0.51,12.46,18.86,0.2,0.2,0.2
CRM,Salesforce,Technology,Software - Application,229.4,7112934.0,0.61,0.59,1.01,-12.92,1.63,1.63,1.63
BTG,BTG,Basic Materials,Gold,5.34,68550801.0,1.37,0.95,16.59,11.95,0.37,0.37,0.37
ORCL,Oracle,Technology,Software - Infrastructure,182.44,18085420.0,0.69,2.98,-4.53,-6.6,3.3,3.3,3.3
NU,NU,Financial Services,Banks - Regional,18.18,49402800.0,0.78,0.78,9.52,8.47,0.9,0.9,0.9
BBAI,BBAI,Technology,Information Technology Services,5.72,53310653.0,0.55,-1.72,-6.54,-6.54,0.3,0.3,0.3
MA,Mastercard,Financial Services,Credit Services,527.36,4161426.0,0.92,0.5,-2.25,-8.5,2.19,2.19,2.19
^GSPC,S&P 500,Index,Market Index,6950.23,2988481000.0,0.55,0.5,0.15,0.59,20770.63,20770.63,20770.63
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,15.7,41095492.0,0.99,-2.97,7.46,18.85,0.65,0.65,0.65
VAL,VAL,Energy,Oil & Gas Equipment & Services,57.87,1834452.0,1.74,6.65,7.19,16.7,0.11,0.11,0.11
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1062.75,1445207.0,0.48,-0.14,2.34,-0.83,1.54,1.54,1.54
MSTR,MicroStrategy,Technology,Software - Application,160.58,14361963.0,0.8,-1.55,-7.56,1.71,2.31,2.31,2.31
VIAV,VIAV,Technology,Communication Equipment,19.92,4998130.0,1.52,6.01,7.1,8.85,0.1,0.1,0.1
QCOM,Qualcomm,Technology,Semiconductors,154.52,7854097.0,0.82,-0.83,-3.07,-11.58,1.21,1.21,1.21
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,134.84,15993453.0,0.93,-0.1,3.81,12.91,2.16,2.16,2.16
ALMS,ALMS,Healthcare,Biotechnology,26.31,2146391.0,1.03,7.3,10.27,129.78,0.06,0.06,0.06
^VIX,VIX,Index,Market Index,16.15,0.0,0.0,0.37,1.83,15.36,0.0,0.0,0.0
CLSK,CLSK,Financial Services,Capital Markets,12.44,41815811.0,1.24,-9.26,-6.96,8.08,0.52,0.52,0.52
NET,NET,Technology,Software - Infrastructure,189.35,7338253.0,1.94,9.17,2.81,-6.3,1.39,1.39,1.39
OCUL,OCUL,Healthcare,Biotechnology,10.89,3001584.0,0.65,6.04,-3.37,-14.52,0.03,0.03,0.03
HL,HL,Basic Materials,Other Precious Metals & Mining,29.97,53006442.0,1.6,-5.78,12.92,47.64,1.59,1.59,1.59
^SOX,PHLX Semi,Index,Market Index,7927.04,0.0,0.0,-0.39,-0.0,10.33,0.0,0.0,0.0
DIS,Disney,Communication Services,Entertainment,111.31,6908465.0,0.63,0.3,0.1,-1.69,0.77,0.77,0.77
PSLV,PSLV,Other,Other,34.91,52313197.0,2.79,5.09,18.78,47.05,1.83,1.83,1.83
GDS,GDS,Technology,Information Technology Services,46.51,4459583.0,2.4,9.2,14.39,33.15,0.21,0.21,0.21
INTC,Intel,Technology,Semiconductors,42.49,146892151.0,0.75,-5.72,-9.52,16.89,6.24,6.24,6.24
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.3,102508660.0,0.78,-8.0,-2.54,12.2,0.24,0.24,0.24
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,213.48,6833377.0,0.74,-1.6,-11.47,-11.89,1.46,1.46,1.46
PANW,Palo Alto,Technology,Software - Infrastructure,184.22,5343458.0,0.8,2.24,-1.83,-2.07,0.98,0.98,0.98
HRC=F,Steel (熱軋鋼),Other,Other,968.0,67.0,8.59,2.76,3.09,6.61,0.0,0.0,0.0
JNJ,J&J,Healthcare,Drug Manufacturers - General,221.49,4015741.0,0.34,0.61,1.29,7.63,0.89,0.89,0.89
IREN,IREN,Financial Services,Capital Markets,52.36,41971088.0,0.84,-7.62,-9.44,24.46,2.2,2.2,2.2
^DJI,Dow Jones,Index,Market Index,49412.4,454378950.0,0.71,0.64,0.11,2.0,22451.95,22451.95,22451.95
