Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
VKTX,VKTX,Healthcare,Biotechnology,34.34,6845997.0,1.92,11.89,6.05,-7.39,0.24,0.24,0.24
AAPL,Apple,Technology,Consumer Electronics,259.96,37769900.0,0.82,-0.42,-0.14,-6.58,9.82,9.82,9.82
TERN,TERN,Healthcare,Biotechnology,37.18,3846905.0,1.44,7.92,-7.05,-17.38,0.14,0.14,0.14
SMCI,Super Micro,Technology,Computer Hardware,28.27,24119617.0,0.81,-1.15,-5.8,-12.56,0.68,0.68,0.68
TSM,TSMC,Technology,Semiconductors,327.11,11049065.0,0.93,-1.24,2.65,12.01,3.61,3.61,3.61
CLSK,CLSK,Financial Services,Capital Markets,13.34,59688764.0,2.38,6.29,11.82,-4.92,0.8,0.8,0.8
GPCR,GPCR,Healthcare,Biotechnology,84.33,1765152.0,1.25,8.23,27.29,25.75,0.15,0.15,0.15
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.12,47242752.0,1.08,0.65,2.27,-1.21,0.81,0.81,0.81
TXN,Texas Inst,Technology,Semiconductors,193.45,7294185.0,1.14,2.61,4.17,7.82,1.41,1.41,1.41
MSTR,MicroStrategy,Technology,Software - Application,179.33,39211329.0,1.56,3.66,10.81,1.63,7.03,7.03,7.03
GOOG,Alphabet,Communication Services,Internet Content & Information,336.31,17735541.0,0.79,-0.04,4.3,8.31,5.96,5.96,5.96
JPM,JPMorgan,Financial Services,Banks - Diversified,307.87,15582313.0,1.29,-0.97,-5.85,-3.34,4.8,4.8,4.8
PLTR,Palantir,Technology,Software - Infrastructure,178.4,33248932.0,0.89,-0.31,-1.81,-2.82,5.93,5.93,5.93
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,130.2,23856385.0,1.27,2.89,9.88,9.58,3.11,3.11,3.11
HG=F,Copper (銅),Other,Other,6.09,58961.0,53.01,2.08,4.91,15.34,0.0,0.0,0.0
CL=F,Crude Oil (原油),Other,Other,60.4,354306.0,1.04,-1.23,7.88,5.15,0.02,0.02,0.02
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,18.28,15802025.0,1.38,9.66,6.34,7.28,0.29,0.29,0.29
SI=F,Silver (白銀),Other,Other,92.71,208433.0,210.79,7.96,20.2,51.1,0.02,0.02,0.02
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,208.79,18145222.0,1.31,-2.61,2.81,30.07,3.79,3.79,3.79
MP,MP,Basic Materials,Other Industrial Metals & Mining,69.3,11674348.0,1.09,8.59,10.88,22.31,0.81,0.81,0.81
BTU,BTU,Energy,Thermal Coal,36.04,4782300.0,1.61,7.45,12.06,23.64,0.17,0.17,0.17
SNAP,SNAP,Communication Services,Internet Content & Information,7.9,43230233.0,0.88,-1.13,-8.35,8.07,0.34,0.34,0.34
ADBE,Adobe,Technology,Software - Application,304.44,5696147.0,1.4,-1.77,-9.96,-14.59,1.73,1.73,1.73
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,255.86,10483731.0,1.4,1.25,4.04,-4.34,2.68,2.68,2.68
NTR,NTR,Basic Materials,Agricultural Inputs,66.2,6362539.0,2.27,7.94,12.22,5.35,0.42,0.42,0.42
META,Meta,Communication Services,Internet Content & Information,615.52,15060115.0,1.09,-2.47,-5.11,-4.46,9.27,9.27,9.27
AMD,AMD,Technology,Semiconductors,223.6,39666753.0,1.2,1.19,6.47,6.08,8.87,8.87,8.87
CRM,Salesforce,Technology,Software - Application,239.57,10120836.0,1.45,-0.62,-9.98,-8.64,2.42,2.42,2.42
WMT,Walmart,Consumer Defensive,Discount Stores,120.04,32343290.0,1.08,-0.27,6.49,2.86,3.88,3.88,3.88
^GSPC,S&P 500,Index,Market Index,6926.6,3355522000.0,0.65,-0.53,0.08,1.45,23242.36,23242.36,23242.36
BAC,BAC,Financial Services,Banks - Diversified,52.48,71477910.0,1.78,-3.78,-5.68,-4.82,3.75,3.75,3.75
PFE,PFE,Healthcare,Drug Manufacturers - General,25.58,47961438.0,1.06,1.71,1.19,-1.04,1.23,1.23,1.23
ONDS,ONDS,Technology,Communication Equipment,13.56,82094437.0,0.71,-2.38,11.33,54.97,1.11,1.11,1.11
EWTX,EWTX,Healthcare,Biotechnology,28.17,2378883.0,3.0,12.91,14.19,19.26,0.07,0.07,0.07
^DJI,Dow Jones,Index,Market Index,49149.63,527354405.0,1.04,-0.09,0.31,1.43,25919.27,25919.27,25919.27
LUNR,LUNR,Industrials,Aerospace & Defense,19.76,14038761.0,1.08,12.46,6.12,65.08,0.28,0.28,0.28
GC=F,Gold (黃金),Other,Other,4630.0,287408.0,364.36,0.89,4.06,7.67,1.33,1.33,1.33
OPEN,OPEN,Real Estate,Real Estate Services,6.64,55839647.0,0.61,-1.92,8.5,1.22,0.37,0.37,0.37
GRAB,GRAB,Technology,Software - Application,4.63,52596239.0,1.11,-3.34,-8.86,-10.1,0.24,0.24,0.24
^SOX,PHLX Semi,Index,Market Index,7701.47,0.0,0.0,-0.6,1.67,9.5,0.0,0.0,0.0
AAL,AAL,Industrials,Airlines,15.14,63218777.0,0.89,-1.37,-5.32,1.2,0.96,0.96,0.96
RIVN,RIVN,Consumer Cyclical,Auto Manufacturers,17.5,52295961.0,1.58,-7.16,-12.76,-4.99,0.92,0.92,0.92
HTFL,HTFL,Healthcare,Health Information Services,34.98,1056104.0,1.39,9.07,7.37,32.1,0.04,0.04,0.04
VOYG,VOYG,Industrials,Aerospace & Defense,34.34,2056925.0,0.95,9.92,16.56,29.44,0.07,0.07,0.07
DNN,DNN,Energy,Uranium,3.49,61048084.0,1.56,4.18,4.8,33.72,0.21,0.21,0.21
ERAS,ERAS,Healthcare,Biotechnology,8.31,11237041.0,0.64,10.73,60.74,130.83,0.09,0.09,0.09
TGB,TGB,Basic Materials,Copper,7.29,14324377.0,1.8,11.81,20.1,34.25,0.1,0.1,0.1
