Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
NU,NU,Financial Services,Banks - Regional,17.24,67398678.0,1.44,1.59,4.11,5.96,1.16,1.16,1.16
MRNA,MRNA,Healthcare,Biotechnology,49.81,21775862.0,1.38,15.84,25.78,60.94,1.08,1.08,1.08
CL=F,Crude Oil (原油),Other,Other,60.64,300933.0,1.29,0.5,-0.83,8.0,0.02,0.02,0.02
^VIX,VIX,Index,Market Index,16.9,0.0,0.0,-15.88,5.76,0.18,0.0,0.0,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,228.39,12362992.0,0.86,2.69,6.54,38.67,2.82,2.82,2.82
META,Meta,Communication Services,Internet Content & Information,612.96,14239356.0,0.9,1.46,-2.87,-7.75,8.73,8.73,8.73
PI,PI,Technology,Semiconductors,167.87,992415.0,1.3,8.72,-15.87,-1.98,0.17,0.17,0.17
LCID,LCID,Consumer Cyclical,Auto Manufacturers,11.47,22981070.0,2.54,17.88,4.84,0.17,0.26,0.26,0.26
LCII,LCII,Consumer Cyclical,Recreational Vehicles,151.19,1111247.0,3.63,9.5,13.28,24.03,0.17,0.17,0.17
BNTX,BNTX,Healthcare,Biotechnology,118.0,2097341.0,1.8,11.78,10.08,29.02,0.25,0.25,0.25
TMC,TMC,Basic Materials,Other Industrial Metals & Mining,8.17,19176813.0,2.42,13.31,11.61,18.06,0.16,0.16,0.16
CRWV,CoreWeave,Technology,Software - Infrastructure,94.05,28910216.0,0.96,-1.23,7.51,38.96,2.72,2.72,2.72
CVI,CVI,Energy,Oil & Gas Refining & Marketing,25.03,1852877.0,1.38,9.54,9.88,-11.52,0.05,0.05,0.05
SMCI,Super Micro,Technology,Computer Hardware,32.24,37555144.0,0.82,2.64,12.73,9.77,1.21,1.21,1.21
AVGO,Broadcom,Technology,Semiconductors,328.8,31721925.0,1.18,-1.14,-7.28,-0.33,10.43,10.43,10.43
SDRL,SDRL,Energy,Oil & Gas Drilling,38.16,1631552.0,2.61,8.94,8.19,25.65,0.06,0.06,0.06
JNJ,J&J,Healthcare,Drug Manufacturers - General,218.01,11385550.0,1.02,-0.09,2.04,4.66,2.48,2.48,2.48
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,431.44,65835030.0,1.16,2.91,-3.52,-10.74,28.4,28.4,28.4
DAN,DAN,Consumer Cyclical,Auto Parts,30.21,2868585.0,1.43,10.86,10.3,28.01,0.09,0.09,0.09
ACHR,ACHR,Industrials,Aerospace & Defense,8.47,48155064.0,0.96,-2.08,0.0,8.31,0.41,0.41,0.41
TXN,Texas Inst,Technology,Semiconductors,194.41,7262300.0,1.02,2.54,3.12,10.34,1.41,1.41,1.41
PLTR,Palantir,Technology,Software - Infrastructure,165.33,47414969.0,1.26,-1.9,-7.62,-10.96,7.84,7.84,7.84
SNDK,SNDK,Technology,Computer Hardware,501.29,19745598.0,1.42,10.63,28.6,128.42,9.9,9.9,9.9
TSM,TSMC,Technology,Semiconductors,326.12,16678077.0,0.79,-0.32,-1.54,14.56,5.44,5.44,5.44
HG=F,Copper (銅),Other,Other,5.8,54505.0,54.22,0.55,-2.77,8.16,0.0,0.0,0.0
GOOG,Alphabet,Communication Services,Internet Content & Information,328.38,22547192.0,1.04,1.93,-2.39,8.11,7.4,7.4,7.4
F,F,Consumer Cyclical,Auto Manufacturers,13.77,51537859.0,0.87,3.69,-1.5,3.38,0.71,0.71,0.71
DIS,Disney,Communication Services,Entertainment,113.19,9994937.0,1.05,2.58,0.19,1.18,1.13,1.13,1.13
HRC=F,Steel (熱軋鋼),Other,Other,940.0,175.0,12.68,0.11,-0.32,3.64,0.0,0.0,0.0
GRAB,GRAB,Technology,Software - Application,4.4,54883038.0,0.81,-2.44,-8.14,-10.57,0.24,0.24,0.24
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,226.93,8234606.0,0.83,-0.35,-10.19,-5.13,1.87,1.87,1.87
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,325.24,7842959.0,0.86,2.2,6.68,28.3,2.55,2.55,2.55
DNN,DNN,Energy,Uranium,3.75,70619318.0,1.11,1.63,11.94,45.91,0.26,0.26,0.26
CRWD,CrowdStrike,Technology,Software - Infrastructure,445.88,2359827.0,0.74,0.71,-4.73,-6.58,1.05,1.05,1.05
QCOM,Qualcomm,Technology,Semiconductors,156.37,9139487.0,0.89,1.49,-5.4,-10.23,1.43,1.43,1.43
AAL,AAL,Industrials,Airlines,15.15,51845593.0,0.86,2.43,-1.3,-2.95,0.79,0.79,0.79
RMBS,RMBS,Technology,Semiconductors,125.93,5857205.0,2.87,14.38,31.89,37.64,0.74,0.74,0.74
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.22,134349497.0,1.44,-3.9,-2.63,-1.77,0.3,0.3,0.3
WDC,WDC,Technology,Computer Hardware,241.9,8951439.0,1.25,8.49,13.04,38.22,2.17,2.17,2.17
KEP,KEP,Utilities,Utilities - Regulated Electric,23.26,1517537.0,2.52,8.44,21.59,40.63,0.04,0.04,0.04
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1078.52,2997815.0,1.03,3.58,0.12,2.05,3.23,3.23,3.23
INTC,Intel,Technology,Semiconductors,54.25,217024064.0,1.49,11.72,14.72,49.53,11.77,11.77,11.77
ADBE,Adobe,Technology,Software - Application,294.23,5472499.0,0.82,1.33,-5.07,-17.31,1.61,1.61,1.61
KYIV,KYIV,Communication Services,Telecom Services,12.98,1043737.0,1.88,8.44,4.26,-6.55,0.01,0.01,0.01
PBR,PBR,Energy,Oil & Gas Integrated,13.51,49061034.0,1.85,5.3,9.84,15.27,0.66,0.66,0.66
BTC-USD,Bitcoin,Crypto,Cryptocurrency,90179.14,60405444608.0,1.86,2.12,-5.6,3.05,5447311.08,5447311.08,5447311.08
MU,Micron,Technology,Semiconductors,389.11,54105807.0,1.62,6.61,15.08,56.55,21.05,21.05,21.05
COST,Costco,Consumer Defensive,Discount Stores,982.86,3207567.0,1.12,1.93,4.35,14.61,3.15,3.15,3.15
SFNC,SFNC,Financial Services,Banks - Regional,21.0,2793063.0,2.41,8.92,12.06,7.91,0.06,0.06,0.06
BBAI,BBAI,Technology,Information Technology Services,5.71,115296715.0,1.17,-3.87,-6.24,1.42,0.66,0.66,0.66
IREN,IREN,Financial Services,Capital Markets,53.48,61353006.0,1.4,-1.44,0.92,49.39,3.28,3.28,3.28
SNAP,SNAP,Communication Services,Internet Content & Information,7.37,50581518.0,1.12,0.27,-7.76,-3.41,0.37,0.37,0.37
MSTR,MicroStrategy,Technology,Software - Application,163.81,18262872.0,0.68,2.23,-5.31,3.52,2.99,2.99,2.99
^DJI,Dow Jones,Index,Market Index,49077.23,600119091.0,0.91,1.21,-0.23,2.35,29452.18,29452.18,29452.18
SI=F,Silver (白銀),Other,Other,93.04,125452.0,243.98,-1.23,8.35,44.05,0.01,0.01,0.01
NFLX,Netflix,Communication Services,Entertainment,85.36,127178983.0,2.19,-2.18,-5.49,-9.19,10.86,10.86,10.86
IPGP,IPGP,Technology,Semiconductor Equipment & Materials,85.45,392241.0,1.25,8.49,11.31,13.68,0.03,0.03,0.03
NIC,NIC,Financial Services,Banks - Regional,144.96,488400.0,2.7,10.29,14.43,10.17,0.07,0.07,0.07
AMZN,Amazon,Consumer Cyclical,Internet Retail,231.31,46594728.0,1.08,0.13,-4.65,2.01,10.78,10.78,10.78
TDY,TDY,Technology,Scientific & Technical Instruments,621.79,903422.0,1.91,9.81,12.03,23.26,0.56,0.56,0.56
^IXIC,Nasdaq,Index,Market Index,23224.82,7560475000.0,0.75,1.18,-2.05,0.95,175590.7,175590.7,175590.7
IBRX,IBRX,Healthcare,Biotechnology,6.92,94818133.0,0.87,6.79,145.39,231.1,0.66,0.66,0.66
