Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,16.76,43577696.0,0.97,1.95,7.64,26.68,0.73,0.73,0.73
NXE,NXE,Energy,Uranium,13.92,16476088.0,2.27,8.92,12.71,50.49,0.23,0.23,0.23
^DJI,Dow Jones,Index,Market Index,49015.6,470999438.0,0.94,0.02,-0.13,0.63,23086.32,23086.32,23086.32
F,F,Consumer Cyclical,Auto Manufacturers,13.82,44292151.0,0.75,-0.79,0.36,3.83,0.61,0.61,0.61
ASTS,ASTS,Technology,Communication Equipment,121.23,17183525.0,1.08,8.88,17.13,68.49,2.08,2.08,2.08
NOK,NOK,Technology,Communication Equipment,6.82,62171009.0,1.84,-1.73,5.9,3.02,0.42,0.42,0.42
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,137.58,11451957.0,0.68,0.55,2.97,15.51,1.58,1.58,1.58
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.34,45606833.0,0.78,-0.91,-0.23,0.87,0.79,0.79,0.79
GFI,GFI,Basic Materials,Gold,61.51,5811935.0,1.59,8.96,19.9,32.11,0.36,0.36,0.36
GRAB,GRAB,Technology,Software - Application,4.53,48076603.0,0.85,-3.41,2.95,-12.04,0.22,0.22,0.22
CRWV,CoreWeave,Technology,Software - Infrastructure,106.02,34465021.0,1.02,-2.61,12.73,38.73,3.65,3.65,3.65
JNJ,J&J,Healthcare,Drug Manufacturers - General,227.72,7590048.0,0.76,1.46,4.45,9.68,1.73,1.73,1.73
SMCI,Super Micro,Technology,Computer Hardware,31.21,23994488.0,0.84,0.03,-3.19,1.86,0.75,0.75,0.75
ORCL,Oracle,Technology,Software - Infrastructure,172.8,35393841.0,1.36,-1.2,-0.62,-12.72,6.12,6.12,6.12
TXN,Texas Inst,Technology,Semiconductors,216.17,19536094.0,2.37,9.94,11.19,22.21,4.22,4.22,4.22
HRC=F,Steel (熱軋鋼),Other,Other,971.0,86.0,4.06,3.08,3.19,7.17,0.0,0.0,0.0
IREN,IREN,Financial Services,Capital Markets,62.94,42919092.0,0.86,4.92,17.69,56.18,2.7,2.7,2.7
EOSE,EOSE,Industrials,Electrical Equipment & Parts,16.68,24805703.0,1.07,11.13,-4.85,40.76,0.41,0.41,0.41
MA,Mastercard,Financial Services,Credit Services,521.37,4470037.0,0.94,0.18,-1.18,-10.05,2.33,2.33,2.33
SI=F,Silver (白銀),Other,Other,116.3,173045.0,405.07,10.21,26.13,52.05,0.02,0.02,0.02
OKLO,OKLO,Utilities,Utilities - Independent Power Producers,94.39,14568700.0,1.16,10.7,3.98,22.71,1.38,1.38,1.38
DIS,Disney,Communication Services,Entertainment,109.56,7092926.0,0.69,-0.95,-3.21,-3.52,0.78,0.78,0.78
CL=F,Crude Oil (原油),Other,Other,63.53,327992.0,1.09,1.83,4.8,11.97,0.02,0.02,0.02
STUB,STUB,Communication Services,Internet Content & Information,14.94,4692481.0,2.57,8.18,0.88,12.5,0.07,0.07,0.07
T,T,Communication Services,Telecom Services,24.07,83461970.0,1.87,4.65,2.43,-2.35,2.01,2.01,2.01
UUUU,UUUU,Energy,Uranium,27.72,27528850.0,1.35,14.74,23.09,89.34,0.76,0.76,0.76
META,Meta,Communication Services,Internet Content & Information,668.73,16982940.0,0.96,-0.63,9.1,0.82,11.36,11.36,11.36
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1023.8,2868665.0,1.06,-1.51,-5.07,-5.01,2.94,2.94,2.94
MSFT,Microsoft,Technology,Software - Infrastructure,481.63,29736039.0,0.93,0.22,8.45,-1.25,14.32,14.32,14.32
JPM,JPMorgan,Financial Services,Banks - Diversified,300.77,7436194.0,0.67,0.15,-0.42,-8.28,2.24,2.24,2.24
BE,BE,Industrials,Electrical Equipment & Parts,165.39,12361551.0,1.21,8.59,9.85,83.4,2.04,2.04,2.04
AMD,AMD,Technology,Semiconductors,252.74,26069969.0,0.64,0.28,1.18,17.56,6.59,6.59,6.59
WMT,Walmart,Consumer Defensive,Discount Stores,116.57,14831958.0,0.6,-0.32,-2.34,4.32,1.73,1.73,1.73
^VIX,VIX,Index,Market Index,16.35,0.0,0.0,0.0,-3.25,20.22,0.0,0.0,0.0
AVT,AVT,Technology,Electronics & Computer Distribution,59.96,4222731.0,3.2,13.82,17.78,21.67,0.25,0.25,0.25
PLTR,Palantir,Technology,Software - Infrastructure,157.35,43399899.0,1.39,-5.04,-4.83,-16.62,6.83,6.83,6.83
AAL,AAL,Industrials,Airlines,13.44,51117857.0,0.93,-0.81,-11.29,-12.95,0.69,0.69,0.69
SNAP,SNAP,Communication Services,Internet Content & Information,7.67,48241334.0,1.29,2.82,4.07,-2.42,0.37,0.37,0.37
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.45,120567678.0,0.96,1.66,10.36,18.36,0.3,0.3,0.3
AAOI,AAOI,Technology,Communication Equipment,45.23,11611812.0,3.4,20.97,17.85,21.68,0.53,0.53,0.53
OPEN,OPEN,Real Estate,Real Estate Services,5.76,42971488.0,0.91,-0.86,-11.11,-4.16,0.25,0.25,0.25
WDC,WDC,Technology,Computer Hardware,279.7,15645665.0,2.0,10.7,15.63,54.07,4.38,4.38,4.38
AAPL,Apple,Technology,Consumer Electronics,256.44,33041915.0,0.68,-0.71,3.55,-6.2,8.47,8.47,8.47
PYPL,PayPal,Financial Services,Credit Services,54.08,18883129.0,1.51,-2.58,-3.24,-9.82,1.02,1.02,1.02
RMBS,RMBS,Technology,Semiconductors,124.44,2785971.0,0.84,7.54,-1.18,32.23,0.35,0.35,0.35
GOOG,Alphabet,Communication Services,Internet Content & Information,336.28,16752137.0,0.87,0.38,2.41,6.77,5.63,5.63,5.63
TSM,TSMC,Technology,Semiconductors,342.3,12036664.0,0.96,1.17,4.96,13.03,4.12,4.12,4.12
CRM,Salesforce,Technology,Software - Application,227.96,8192383.0,0.84,-0.25,2.88,-14.33,1.87,1.87,1.87
V,Visa,Financial Services,Credit Services,326.98,5313283.0,0.75,0.53,0.52,-7.89,1.74,1.74,1.74
LRN,LRN,Consumer Defensive,Education & Training Services,82.75,6391002.0,4.34,14.25,15.56,24.98,0.53,0.53,0.53
NXT,NXT,Technology,Solar,119.97,6228322.0,2.76,13.28,19.59,31.49,0.75,0.75,0.75
GC=F,Gold (黃金),Other,Other,5419.3,401174.0,588.23,6.68,12.16,19.66,2.17,2.17,2.17
HMY,HMY,Basic Materials,Gold,26.04,8044637.0,1.55,7.78,15.73,19.78,0.21,0.21,0.21
^IXIC,Nasdaq,Index,Market Index,23857.45,7057700000.0,0.84,0.17,2.72,1.12,168378.71,168378.71,168378.71
ALM,ALM,Basic Materials,Other Industrial Metals & Mining,12.11,6829830.0,0.81,9.1,19.43,27.88,0.08,0.08,0.08
ITUB,ITUB,Financial Services,Banks - Regional,8.88,65875075.0,2.16,1.14,12.98,25.12,0.58,0.58,0.58
AMZN,Amazon,Consumer Cyclical,Internet Retail,243.01,37958492.0,1.03,-0.68,5.06,4.51,9.22,9.22,9.22
STX,STX,Technology,Computer Hardware,442.93,14559851.0,3.18,19.14,28.68,54.75,6.45,6.45,6.45
RDW,RDW,Industrials,Aerospace & Defense,13.29,53436019.0,1.06,-6.41,30.29,85.87,0.71,0.71,0.71
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,209.43,8894174.0,1.03,-0.66,-7.71,-11.6,1.86,1.86,1.86
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,336.75,8401883.0,1.27,1.21,3.54,28.58,2.83,2.83,2.83
LEU,LEU,Energy,Uranium,337.76,1743074.0,1.2,9.17,11.13,32.82,0.59,0.59,0.59
