Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
AMZN,Amazon,Consumer Cyclical,Internet Retail,239.3,42577859.0,1.1,-1.01,0.06,2.91,10.19,10.19,10.19
DNN,DNN,Energy,Uranium,3.96,56563972.0,1.01,-6.6,1.54,50.57,0.22,0.22,0.22
^SOX,PHLX Semi,Index,Market Index,7998.47,0.0,0.0,-3.87,0.51,11.57,0.0,0.0,0.0
PYPL,PayPal,Financial Services,Credit Services,52.69,18207114.0,1.27,-0.79,-6.94,-10.85,0.96,0.96,0.96
GOOG,Alphabet,Communication Services,Internet Content & Information,338.53,21662540.0,1.13,-0.04,3.08,7.62,7.33,7.33,7.33
LBRDA,LBRDA,Communication Services,Telecom Services,48.02,439939.0,2.26,7.79,7.91,-1.23,0.02,0.02,0.02
BEPC,BEPC,Utilities,Utilities - Renewable,41.64,2190316.0,2.19,5.9,4.65,8.92,0.09,0.09,0.09
HL,HL,Basic Materials,Other Precious Metals & Mining,22.52,48946031.0,1.2,-14.44,-29.2,15.55,1.1,1.1,1.1
JPM,JPMorgan,Financial Services,Banks - Diversified,305.89,11927641.0,1.07,-0.17,2.74,-5.42,3.65,3.65,3.65
LBRDK,LBRDK,Communication Services,Telecom Services,48.11,3123957.0,1.82,7.92,7.82,-1.45,0.15,0.15,0.15
CHD,CHD,Consumer Defensive,Household & Personal Products,96.25,4954602.0,1.93,4.67,4.13,13.99,0.48,0.48,0.48
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,322.32,8533322.0,1.22,-5.57,-0.02,23.98,2.75,2.75,2.75
AG,AG,Basic Materials,Silver,20.84,60410683.0,1.65,-17.2,-18.08,23.1,1.26,1.26,1.26
DECK,DECK,Consumer Cyclical,Footwear & Accessories,119.34,9749246.0,2.85,19.46,19.36,13.62,1.16,1.16,1.16
NVDA,NVIDIA,Technology,Semiconductors,191.13,175685267.0,1.2,-0.72,1.84,1.91,33.58,33.58,33.58
PSLV,PSLV,Other,Other,26.41,81163345.0,2.24,-27.23,-20.5,4.72,2.14,2.14,2.14
PHOE,PHOE,Industrials,Engineering & Construction,133.12,55580.0,54.49,997.44,836.15,732.78,0.01,0.01,0.01
SI=F,Silver (白銀),Other,Other,84.38,304668.0,398.47,-26.01,-16.4,9.05,0.03,0.03,0.03
TNET,TNET,Industrials,Staffing & Employment Services,61.24,437521.0,1.2,4.76,-2.36,3.03,0.03,0.03,0.03
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.12,136500591.0,1.3,-9.62,-15.4,9.02,0.29,0.29,0.29
INTC,Intel,Technology,Semiconductors,46.47,112147859.0,0.63,-4.5,3.11,24.58,5.21,5.21,5.21
CRWD,CrowdStrike,Technology,Software - Infrastructure,441.4,2427889.0,0.86,-0.72,-2.45,-7.2,1.07,1.07,1.07
