Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
NFLX,Netflix,Communication Services,Entertainment,90.32,44514058.0,1.05,1.02,-0.36,-4.01,4.02,4.02,4.02
NVDA,NVIDIA,Technology,Semiconductors,185.81,158395274.0,1.03,0.47,-0.76,2.7,29.43,29.43,29.43
CRM,Salesforce,Technology,Software - Application,241.06,13539587.0,2.47,-7.07,-8.31,-8.12,3.26,3.26,3.26
FIGR,FIGR,Financial Services,Capital Markets,56.28,3640845.0,0.79,7.75,0.48,33.84,0.2,0.2,0.2
THO,THO,Consumer Cyclical,Recreational Vehicles,115.56,829119.0,1.6,6.77,6.19,11.22,0.1,0.1,0.1
RCUS,RCUS,Healthcare,Biotechnology,22.74,2703110.0,1.7,6.76,4.84,-9.55,0.06,0.06,0.06
GOOG,Alphabet,Communication Services,Internet Content & Information,336.43,24438649.0,1.14,1.11,6.96,7.25,8.22,8.22,8.22
VG,VG,Energy,Oil & Gas Midstream,7.88,19268911.0,1.5,6.78,13.22,26.28,0.15,0.15,0.15
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,252.69,8701481.0,1.17,4.0,0.85,-6.07,2.2,2.2,2.2
STNG,STNG,Energy,Oil & Gas Midstream,60.09,2170088.0,1.37,9.39,16.16,12.91,0.13,0.13,0.13
^DJI,Dow Jones,Index,Market Index,49191.99,543792177.0,1.08,-0.8,-0.55,1.0,26750.22,26750.22,26750.22
IREN,IREN,Financial Services,Capital Markets,52.99,40400153.0,1.07,5.29,15.42,20.6,2.14,2.14,2.14
RBLX,RBLX,Communication Services,Electronic Gaming & Multimedia,84.8,22646236.0,1.8,10.53,11.83,-10.11,1.92,1.92,1.92
PLTR,Palantir,Technology,Software - Infrastructure,178.96,27615866.0,0.71,-0.25,-0.42,-4.58,4.94,4.94,4.94
JPM,JPMorgan,Financial Services,Banks - Diversified,310.9,16407749.0,1.68,-4.19,-7.09,-2.04,5.1,5.1,5.1
KEP,KEP,Utilities,Utilities - Regulated Electric,19.13,620887.0,0.93,7.84,6.87,14.28,0.01,0.01,0.01
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.01,39786753.0,0.96,0.06,1.55,-1.79,0.68,0.68,0.68
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,126.54,21261602.0,1.11,2.02,4.54,5.86,2.69,2.69,2.69
META,Meta,Communication Services,Internet Content & Information,631.09,17878711.0,1.44,-1.69,-4.47,-3.31,11.28,11.28,11.28
^VIX,VIX,Index,Market Index,15.98,0.0,0.0,5.69,8.34,7.61,0.0,0.0,0.0
SNAP,SNAP,Communication Services,Internet Content & Information,7.99,44338896.0,0.89,-2.44,-9.1,4.58,0.35,0.35,0.35
^IXIC,Nasdaq,Index,Market Index,23709.87,8263463000.0,0.98,-0.1,0.69,0.49,195925.66,195925.66,195925.66
INTC,Intel,Technology,Semiconductors,47.29,167032415.0,1.37,7.33,18.11,19.69,7.9,7.9,7.9
PLXS,PLXS,Technology,Electronic Components,172.35,383967.0,2.59,7.47,9.69,3.27,0.07,0.07,0.07
CRWV,CoreWeave,Technology,Software - Infrastructure,87.48,19276982.0,0.74,-2.72,12.24,0.11,1.69,1.69,1.69
OPCH,OPCH,Healthcare,Medical Care Facilities,34.75,5246623.0,2.4,8.39,5.98,5.62,0.18,0.18,0.18
MSTR,MicroStrategy,Technology,Software - Application,172.99,26533500.0,1.1,6.63,9.51,-5.62,4.59,4.59,4.59
STUB,STUB,Communication Services,Internet Content & Information,13.58,2781102.0,0.85,6.68,5.6,-6.47,0.04,0.04,0.04
TSM,TSMC,Technology,Semiconductors,331.21,9856522.0,0.78,-0.17,1.15,8.65,3.26,3.26,3.26
ACHR,ACHR,Industrials,Aerospace & Defense,8.47,50549863.0,1.06,-4.4,-3.97,-1.05,0.43,0.43,0.43
MARA,MARA,Financial Services,Capital Markets,10.95,41451990.0,1.23,2.82,6.21,-7.52,0.45,0.45,0.45
AAL,AAL,Industrials,Airlines,15.35,82200962.0,1.15,-4.06,-2.04,2.61,1.26,1.26,1.26
QCOM,Qualcomm,Technology,Semiconductors,165.29,9438686.0,0.9,-2.35,-9.41,-8.82,1.56,1.56,1.56
^GSPC,S&P 500,Index,Market Index,6963.74,3205648000.0,0.61,-0.19,0.27,0.91,22323.3,22323.3,22323.3
SOFI,SOFI,Financial Services,Credit Services,27.14,45247002.0,0.74,2.03,0.59,0.26,1.23,1.23,1.23
BBAI,BBAI,Technology,Information Technology Services,6.09,65590769.0,0.93,-3.49,-4.99,-9.64,0.4,0.4,0.4
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1077.19,1798219.0,0.58,-0.35,1.24,6.72,1.94,1.94,1.94
PANW,Palo Alto,Technology,Software - Infrastructure,190.85,5333893.0,0.9,1.04,2.68,0.26,1.02,1.02,1.02
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,304.87,6611691.0,0.95,-0.77,2.99,12.87,2.02,2.02,2.02
CL=F,Crude Oil (原油),Other,Other,61.01,370484.0,1.07,2.54,6.79,5.92,0.02,0.02,0.02
PFE,PFE,Healthcare,Drug Manufacturers - General,25.15,39024411.0,0.85,-0.47,-1.1,-2.52,0.98,0.98,0.98
WMT,Walmart,Consumer Defensive,Discount Stores,120.36,30439297.0,1.1,2.03,5.27,4.19,3.66,3.66,3.66
