Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
INTC,Intel,Technology,Semiconductors,46.96,127017500.0,0.86,-2.81,3.1,25.86,5.96,5.96,5.96
BTC-USD,Bitcoin,Crypto,Cryptocurrency,92981.4,40486469632.0,1.1,-0.7,-4.07,6.71,3764488.56,3764488.56,3764488.56
PLTR,Palantir,Technology,Software - Infrastructure,170.96,59228600.0,1.86,-3.45,-3.68,-8.94,10.13,10.13,10.13
LEU,LEU,Energy,Uranium,331.03,1606800.0,1.46,8.14,8.11,40.37,0.53,0.53,0.53
MA,Mastercard,Financial Services,Credit Services,539.49,3496200.0,0.78,-0.58,-6.26,-4.69,1.89,1.89,1.89
PYPL,PayPal,Financial Services,Credit Services,56.89,15092000.0,0.91,0.26,-1.34,-7.24,0.86,0.86,0.86
NVO,NVO,Healthcare,Drug Manufacturers - General,62.33,43193500.0,2.01,9.12,5.99,27.31,2.69,2.69,2.69
AAPL,Apple,Technology,Consumer Electronics,255.53,72018600.0,1.71,-1.04,-1.48,-6.95,18.4,18.4,18.4
BKD,BKD,Healthcare,Medical Care Facilities,12.2,8103200.0,1.95,8.44,10.81,16.3,0.1,0.1,0.1
IREN,IREN,Financial Services,Capital Markets,57.82,53804300.0,1.26,11.43,25.61,58.02,3.11,3.11,3.11
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.2,57421200.0,1.21,-0.35,2.2,-0.29,0.99,0.99,0.99
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,327.01,11395600.0,1.39,2.49,8.58,26.34,3.73,3.73,3.73
^SOX,PHLX Semi,Index,Market Index,7927.41,0.0,0.0,1.15,3.78,13.93,0.0,0.0,0.0
SMR,SMR,Industrials,Specialty Industrial Machinery,20.19,34785200.0,1.25,6.83,-1.56,17.93,0.7,0.7,0.7
NVTS,NVTS,Technology,Semiconductors,10.91,28652600.0,0.97,9.1,8.34,39.34,0.31,0.31,0.31
ADBE,Adobe,Technology,Software - Application,296.12,8506200.0,1.74,-2.62,-11.33,-14.88,2.52,2.52,2.52
WMT,Walmart,Consumer Defensive,Discount Stores,119.7,415038700.0,12.23,0.42,4.51,3.71,49.68,49.68,49.68
ONDS,ONDS,Technology,Communication Equipment,12.16,167591800.0,1.53,-5.15,-11.18,50.31,2.04,2.04,2.04
^IXIC,Nasdaq,Index,Market Index,23515.39,9514500000.0,0.99,-0.06,-0.66,1.75,223737.18,223737.18,223737.18
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1038.4,3817900.0,1.44,0.53,-2.37,-1.51,3.96,3.96,3.96
IONQ,IONQ,Technology,Computer Hardware,50.8,23204600.0,1.4,6.81,2.73,2.28,1.18,1.18,1.18
AMD,AMD,Technology,Semiconductors,231.83,42391100.0,1.04,1.72,14.11,10.83,9.83,9.83,9.83
^VIX,VIX,Index,Market Index,18.84,0.0,0.0,18.79,24.6,6.92,0.0,0.0,0.0
BBAI,BBAI,Technology,Information Technology Services,6.12,91683300.0,1.09,-0.81,-1.29,4.44,0.56,0.56,0.56
SVM,SVM,Basic Materials,Silver,11.31,9735100.0,1.79,10.88,22.93,31.66,0.11,0.11,0.11
BE,BE,Industrials,Electrical Equipment & Parts,149.5,15907200.0,1.29,7.42,11.51,70.64,2.38,2.38,2.38
AVGO,Broadcom,Technology,Semiconductors,351.71,31214800.0,1.37,2.53,1.95,3.05,10.98,10.98,10.98
WT,WT,Financial Services,Asset Management,15.16,5814300.0,1.4,6.61,12.71,30.02,0.09,0.09,0.09
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,129.89,16523200.0,0.84,0.59,4.24,13.26,2.15,2.15,2.15
TSM,TSMC,Technology,Semiconductors,342.4,18222300.0,1.01,0.22,5.8,19.36,6.24,6.24,6.24
MSFT,Microsoft,Technology,Software - Infrastructure,459.86,33795700.0,1.39,0.7,-4.05,-3.47,15.54,15.54,15.54
VOYG,VOYG,Industrials,Aerospace & Defense,35.38,2036500.0,1.21,6.73,12.93,46.02,0.07,0.07,0.07
SMCI,Super Micro,Technology,Computer Hardware,32.64,78797000.0,2.42,10.94,8.22,3.1,2.57,2.57,2.57
LGN,LGN,Industrials,Engineering & Construction,49.59,1430800.0,1.54,7.08,11.44,18.3,0.07,0.07,0.07
