Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
EOSE,EOSE,Industrials,Electrical Equipment & Parts,12.97,15197200.0,1.68,13.18,7.9,1.49,0.2,0.2,0.2
F,F,Consumer Cyclical,Auto Manufacturers,13.34,46329000.0,2.1,1.68,-0.15,2.93,0.62,0.62,0.62
DNN,DNN,Energy,Uranium,3.03,68344800.0,3.05,13.91,9.39,16.99,0.21,0.21,0.21
MSFT,Microsoft,Technology,Software - Infrastructure,472.94,25539600.0,2.32,-2.21,-3.09,-3.48,12.08,12.08,12.08
^IXIC,Nasdaq,Index,Market Index,23235.63,7331460000.0,1.3,-0.03,-1.6,-0.76,170351.1,170351.1,170351.1
AVGO,Broadcom,Technology,Semiconductors,347.62,25355300.0,1.58,0.44,-0.74,-8.9,8.81,8.81,8.81
INTC,INTC,Technology,Semiconductors,39.38,95183100.0,2.19,6.72,8.9,-9.41,3.75,3.75,3.75
BBAI,BBAI,Technology,Information Technology Services,5.84,55861500.0,1.47,8.15,-3.15,0.86,0.33,0.33,0.33
RIVN,RIVN,Consumer Cyclical,Auto Manufacturers,19.41,42685200.0,1.91,-1.52,-8.14,12.65,0.83,0.83,0.83
AAOI,AAOI,Technology,Communication Equipment,39.6,4850200.0,1.62,13.6,-3.41,52.19,0.19,0.19,0.19
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,236.53,8743700.0,1.53,4.59,-1.33,-10.15,2.07,2.07,2.07
META,Meta,Communication Services,Internet Content & Information,650.41,13704300.0,1.78,-1.47,-2.57,0.51,8.91,8.91,8.91
BMNR,BMNR,Financial Services,Capital Markets,31.19,58229100.0,1.98,14.88,6.27,-2.26,1.82,1.82,1.82
SOFI,SOFI,Financial Services,Credit Services,27.46,54964500.0,2.15,4.89,-0.07,-6.95,1.51,1.51,1.51
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,438.07,85263000.0,1.55,-2.59,-9.75,2.06,37.35,37.35,37.35
GOOG,Alphabet,Communication Services,Internet Content & Information,315.32,22027700.0,2.34,0.48,-0.11,-0.22,6.95,6.95,6.95
ONDS,ONDS,Technology,Communication Equipment,11.02,135614100.0,2.13,12.91,20.7,36.56,1.49,1.49,1.49
PLTR,PLTR,Technology,Software - Infrastructure,167.86,60335400.0,2.68,-5.56,-13.55,-1.66,10.13,10.13,10.13
IREN,IREN,Financial Services,Capital Markets,42.7,30404800.0,1.63,13.05,1.72,3.84,1.3,1.3,1.3
MARA,MARA,Financial Services,Capital Markets,9.91,45296200.0,1.74,10.36,-0.3,-16.79,0.45,0.45,0.45
RIOT,RIOT,Financial Services,Capital Markets,14.16,21631600.0,2.31,11.76,1.72,-6.96,0.31,0.31,0.31
POWL,POWL,Industrials,Electrical Equipment & Parts,352.52,250600.0,2.25,10.58,4.86,9.31,0.09,0.09,0.09
QBTS,QBTS,Technology,Computer Hardware,28.13,48290900.0,1.49,7.57,2.22,25.02,1.36,1.36,1.36
OPEN,OPEN,Real Estate,Real Estate Services,6.07,38348700.0,0.96,4.12,-3.34,-13.16,0.23,0.23,0.23
ACHR,ACHR,Industrials,Aerospace & Defense,8.13,45047900.0,2.23,8.11,0.0,6.27,0.37,0.37,0.37
^GSPC,S&P 500,Index,Market Index,6858.47,4184120000.0,1.44,0.19,-1.06,0.43,28696.66,28696.66,28696.66
NVDA,NVIDIA,Technology,Semiconductors,188.85,147941400.0,1.36,1.26,0.13,4.07,27.94,27.94,27.94
^SOX,PHLX Semi,Index,Market Index,7367.47,0.0,0.0,4.01,2.26,3.05,0.0,0.0,0.0
PONY,PONY,Technology,Information Technology Services,16.07,4935600.0,1.28,10.83,2.49,13.25,0.08,0.08,0.08
CRWV,CRWV,Technology,Software - Infrastructure,79.32,30002200.0,2.1,10.77,0.57,4.33,2.38,2.38,2.38
AAL,AAL,Industrials,Airlines,15.48,43915200.0,1.23,0.98,-1.28,8.71,0.68,0.68,0.68
^DJI,Dow Jones,Index,Market Index,48382.39,465060000.0,1.62,0.66,-0.72,1.91,22500.71,22500.71,22500.71
CLSK,CLSK,Financial Services,Capital Markets,11.55,22011500.0,1.55,14.13,1.32,-15.75,0.25,0.25,0.25
ACMR,ACMR,Technology,Semiconductor Equipment & Materials,44.88,1663300.0,1.73,13.76,11.92,36.54,0.07,0.07,0.07
UEC,UEC,Energy,Uranium,13.11,9198900.0,1.42,12.24,5.81,8.98,0.12,0.12,0.12
UUUU,UUUU,Energy,Uranium,16.68,14897800.0,2.13,14.72,10.46,10.83,0.25,0.25,0.25
ASTS,ASTS,Technology,Communication Equipment,83.47,19033200.0,1.08,14.92,6.94,46.72,1.59,1.59,1.59
AMZN,Amazon,Consumer Cyclical,Internet Retail,226.5,51399100.0,2.75,-1.87,-2.53,-3.38,11.64,11.64,11.64
NIO,NIO,Consumer Cyclical,Auto Manufacturers,5.14,40104100.0,0.68,0.78,4.68,2.19,0.21,0.21,0.21
HUT,HUT,Financial Services,Capital Markets,51.27,6540400.0,1.96,11.6,-2.9,36.07,0.34,0.34,0.34
^VIX,VIX,Index,Market Index,14.51,0.0,0.0,-2.94,7.72,-12.54,0.0,0.0,0.0
AMD,AMD,Technology,Semiconductors,223.47,36402400.0,2.33,4.35,3.92,3.82,8.13,8.13,8.13
FLNC,FLNC,Utilities,Utilities - Renewable,23.01,6087000.0,2.64,16.33,16.04,15.28,0.14,0.14,0.14
PATH,PATH,Technology,Software - Infrastructure,15.88,44070600.0,1.24,-3.11,-7.46,11.05,0.7,0.7,0.7
SMCI,Super Micro,Technology,Computer Hardware,30.96,30595900.0,1.76,5.77,1.34,-5.95,0.95,0.95,0.95
TSM,TSMC,Technology,Semiconductors,319.61,18499300.0,3.25,5.17,6.96,9.42,5.91,5.91,5.91
BIDU,BIDU,Communication Services,Internet Content & Information,150.3,11974600.0,5.29,15.03,21.84,26.31,1.8,1.8,1.8
NXE,NXE,Energy,Uranium,10.25,13128700.0,3.79,11.41,8.47,13.26,0.13,0.13,0.13
WULF,WULF,Financial Services,Capital Markets,12.74,25934100.0,1.74,10.88,3.49,-10.41,0.33,0.33,0.33
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.23,120341600.0,1.83,13.2,6.19,5.69,0.27,0.27,0.27
MU,MU,Technology,Semiconductors,315.42,42277600.0,2.04,10.51,10.03,31.7,13.34,13.34,13.34
BE,BE,Industrials,Electrical Equipment & Parts,98.69,11539700.0,2.42,13.58,7.41,-6.01,1.14,1.14,1.14
APLD,APLD,Technology,Information Technology Services,28.11,35941400.0,1.9,14.64,9.29,0.21,1.01,1.01,1.01
