Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
HSAI,HSAI,Consumer Cyclical,Auto Parts,26.79,6101149.0,4.69,10.47,19.17,34.02,0.16,0.16,0.16
SMCI,Super Micro,Technology,Computer Hardware,30.54,28722456.0,1.06,1.56,1.53,-10.78,0.88,0.88,0.88
NVTS,NVTS,Technology,Semiconductors,10.19,61058684.0,3.0,12.6,41.33,7.83,0.62,0.62,0.62
SOFI,SOFI,Financial Services,Credit Services,26.98,118669168.0,2.73,-7.86,0.6,-8.85,3.2,3.2,3.2
MCHP,MCHP,Technology,Semiconductors,74.87,18158874.0,2.95,11.65,15.81,15.68,1.36,1.36,1.36
GOOG,Alphabet,Communication Services,Internet Content & Information,314.55,18316301.0,1.2,-0.87,0.05,-1.21,5.76,5.76,5.76
OPEN,OPEN,Real Estate,Real Estate Services,6.93,73708463.0,1.64,9.65,18.87,-8.58,0.51,0.51,0.51
RGC,RGC,Healthcare,Drug Manufacturers - Specialty & Generic,33.03,1385438.0,2.06,22.15,40.67,106.44,0.05,0.05,0.05
AMZN,Amazon,Consumer Cyclical,Internet Retail,240.93,50949504.0,1.52,3.38,3.82,5.16,12.28,12.28,12.28
^GSPC,S&P 500,Index,Market Index,6944.82,3291128000.0,0.82,0.62,0.57,1.28,22856.29,22856.29,22856.29
F,F,Consumer Cyclical,Auto Manufacturers,13.8,84429911.0,2.48,2.45,3.92,5.02,1.17,1.17,1.17
SMR,SMR,Industrials,Specialty Industrial Machinery,19.57,47228160.0,1.45,4.21,35.15,-14.35,0.92,0.92,0.92
AVGO,Broadcom,Technology,Semiconductors,343.77,24050125.0,1.09,0.1,-1.61,-9.78,8.27,8.27,8.27
TSM,TSMC,Technology,Semiconductors,327.43,14452744.0,1.28,1.61,8.81,11.78,4.73,4.73,4.73
NOVT,NOVT,Technology,Scientific & Technical Instruments,124.69,677350.0,1.2,11.81,1.7,6.19,0.08,0.08,0.08
WDC,WDC,Technology,Computer Hardware,219.38,16168934.0,2.69,16.77,22.09,36.26,3.55,3.55,3.55
ACHR,ACHR,Industrials,Aerospace & Defense,8.82,39005078.0,1.11,3.04,14.55,-1.45,0.34,0.34,0.34
ARWR,ARWR,Healthcare,Biotechnology,70.81,8137228.0,5.69,10.85,1.71,9.51,0.58,0.58,0.58
HL,HL,Basic Materials,Other Precious Metals & Mining,22.27,26077536.0,1.37,12.87,15.99,32.4,0.58,0.58,0.58
STX,STX,Technology,Computer Hardware,330.42,5465348.0,2.31,14.0,17.46,24.39,1.81,1.81,1.81
ONDS,ONDS,Technology,Communication Equipment,12.84,91403372.0,0.88,2.47,51.77,39.72,1.17,1.17,1.17
NU,NU,Financial Services,Banks - Regional,17.86,59083594.0,1.72,-0.45,7.2,1.19,1.06,1.06,1.06
LITE,LITE,Technology,Communication Equipment,397.42,5601224.0,1.9,11.31,6.66,21.22,2.23,2.23,2.23
DNN,DNN,Energy,Uranium,3.28,53350945.0,1.23,1.86,21.48,15.49,0.17,0.17,0.17
META,Meta,Communication Services,Internet Content & Information,660.62,10859762.0,1.05,0.28,0.29,-0.14,7.17,7.17,7.17
SIMO,SIMO,Technology,Semiconductors,105.21,1327555.0,5.66,12.43,18.04,15.59,0.14,0.14,0.14
SNAP,SNAP,Communication Services,Internet Content & Information,8.79,45958327.0,1.52,6.55,11.55,13.27,0.4,0.4,0.4
BTC-USD,Bitcoin,Crypto,Cryptocurrency,93515.27,51073540096.0,1.54,-0.39,5.39,6.46,4776156.07,4776156.07,4776156.07
T,T,Communication Services,Telecom Services,24.34,41119790.0,1.35,-1.5,-1.74,-4.14,1.0,1.0,1.0
BTG,BTG,Basic Materials,Gold,4.53,53848058.0,1.9,-0.44,-0.22,-0.66,0.24,0.24,0.24
BBAI,BBAI,Technology,Information Technology Services,6.41,90236671.0,1.8,9.01,13.05,-8.69,0.58,0.58,0.58
VSAT,VSAT,Technology,Communication Equipment,43.46,2776348.0,2.0,12.88,25.35,23.68,0.12,0.12,0.12
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.78,58635722.0,0.84,-1.65,-10.49,-4.59,0.28,0.28,0.28
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.39,96191630.0,1.05,0.84,21.32,7.17,0.23,0.23,0.23
