Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
HG=F,Copper (銅),Other,Other,5.85,66921.0,63.42,-1.66,-0.1,10.64,0.0,0.0,0.0
SVM,SVM,Basic Materials,Silver,11.31,9381907.0,1.73,10.88,22.93,31.66,0.11,0.11,0.11
PANW,Palo Alto,Technology,Software - Infrastructure,187.66,6943205.0,1.28,-0.04,-0.72,0.3,1.3,1.3,1.3
AMD,AMD,Technology,Semiconductors,231.83,41875144.0,1.03,1.72,14.11,10.83,9.71,9.71,9.71
RKT,RKT,Financial Services,Mortgage Finance,23.24,47217119.0,1.2,-0.85,-0.21,27.55,1.1,1.1,1.1
NFLX,Netflix,Communication Services,Entertainment,88.0,46666825.0,1.04,-0.06,-1.63,-6.95,4.11,4.11,4.11
TXN,Texas Inst,Technology,Semiconductors,191.58,5826295.0,0.92,1.3,0.67,7.9,1.12,1.12,1.12
ASTS,ASTS,Technology,Communication Equipment,115.77,33308161.0,2.12,14.34,18.53,69.33,3.86,3.86,3.86
BTC-USD,Bitcoin,Crypto,Cryptocurrency,95418.61,33801531392.0,0.74,-0.14,5.05,9.3,3225295.12,3225295.12,3225295.12
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,222.96,14338310.0,0.97,2.52,2.11,36.57,3.2,3.2,3.2
^DJI,Dow Jones,Index,Market Index,49359.33,997190359.0,1.93,-0.17,-0.29,2.59,49220.65,49220.65,49220.65
IONQ,IONQ,Technology,Computer Hardware,50.8,20421960.0,1.24,6.81,2.73,2.28,1.04,1.04,1.04
DIS,Disney,Communication Services,Entertainment,111.2,8663437.0,0.95,-1.95,-4.04,-0.38,0.96,0.96,0.96
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,241.15,7299275.0,0.79,0.78,0.15,-4.54,1.76,1.76,1.76
LGN,LGN,Industrials,Engineering & Construction,49.59,1205937.0,1.3,7.08,11.44,18.3,0.06,0.06,0.06
SI=F,Silver (白銀),Other,Other,89.47,153122.0,362.85,-2.62,13.42,42.7,0.01,0.01,0.01
^GSPC,S&P 500,Index,Market Index,6940.01,3992215000.0,0.77,-0.06,-0.38,2.06,27706.01,27706.01,27706.01
NVTS,NVTS,Technology,Semiconductors,10.91,28540269.0,0.96,9.1,8.34,39.34,0.31,0.31,0.31
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.2,54793771.0,1.16,-0.35,2.2,-0.29,0.94,0.94,0.94
ONDS,ONDS,Technology,Communication Equipment,12.16,164596762.0,1.51,-5.15,-11.18,50.31,2.0,2.0,2.0
PFE,PFE,Healthcare,Drug Manufacturers - General,25.65,45385167.0,0.94,-0.93,0.67,0.47,1.16,1.16,1.16
AAPL,Apple,Technology,Consumer Electronics,255.53,57708472.0,1.37,-1.04,-1.48,-6.95,14.75,14.75,14.75
IBRX,IBRX,Healthcare,Biotechnology,5.52,175579740.0,4.77,39.75,136.91,155.56,0.97,0.97,0.97
GRAB,GRAB,Technology,Software - Application,4.38,63207896.0,1.18,-0.23,-9.69,-11.52,0.28,0.28,0.28
F,F,Consumer Cyclical,Auto Manufacturers,13.6,53344804.0,0.92,-1.52,-4.23,-0.51,0.73,0.73,0.73
PLTR,Palantir,Technology,Software - Infrastructure,170.96,56027378.0,1.76,-3.45,-3.68,-8.94,9.58,9.58,9.58
MSTR,MicroStrategy,Technology,Software - Application,173.71,19210428.0,0.72,1.64,10.41,3.71,3.34,3.34,3.34
V,Visa,Financial Services,Credit Services,328.3,5714768.0,0.51,0.17,-6.14,-4.87,1.88,1.88,1.88
^VIX,VIX,Index,Market Index,15.86,0.0,0.0,0.13,9.45,-3.76,0.0,0.0,0.0
BBAI,BBAI,Technology,Information Technology Services,6.12,90289241.0,1.08,-0.81,-1.29,4.44,0.55,0.55,0.55
JPM,JPMorgan,Financial Services,Banks - Diversified,312.47,11706100.0,0.74,1.04,-5.08,-0.98,3.66,3.66,3.66
FIGR,FIGR,Financial Services,Capital Markets,73.91,8894619.0,1.82,13.78,27.26,91.03,0.66,0.66,0.66
PYPL,PayPal,Financial Services,Credit Services,56.89,13225802.0,0.79,0.26,-1.34,-7.24,0.75,0.75,0.75
^SOX,PHLX Semi,Index,Market Index,7927.41,0.0,0.0,1.15,3.78,13.93,0.0,0.0,0.0
^IXIC,Nasdaq,Index,Market Index,23515.39,8396406000.0,0.87,-0.06,-0.66,1.75,197444.73,197444.73,197444.73
META,Meta,Communication Services,Internet Content & Information,620.25,15861263.0,1.09,-0.09,-5.02,-5.62,9.84,9.84,9.84
GLXY,GLXY,Financial Services,Capital Markets,34.31,15179817.0,1.86,7.25,37.57,41.14,0.52,0.52,0.52
RIOT,RIOT,Financial Services,Capital Markets,19.24,53433803.0,2.66,16.11,25.59,42.84,1.03,1.03,1.03
CL=F,Crude Oil (原油),Other,Other,59.31,270271.0,0.71,0.2,0.32,7.31,0.02,0.02,0.02
ADBE,Adobe,Technology,Software - Application,296.12,7853125.0,1.6,-2.62,-11.33,-14.88,2.33,2.33,2.33
MSFT,Microsoft,Technology,Software - Infrastructure,459.86,32991754.0,1.35,0.7,-4.05,-3.47,15.17,15.17,15.17
AGX,AGX,Industrials,Engineering & Construction,383.66,883784.0,3.16,16.38,23.02,19.86,0.34,0.34,0.34
LUNR,LUNR,Industrials,Aerospace & Defense,21.58,19394566.0,1.37,10.67,16.27,100.19,0.42,0.42,0.42
INTC,Intel,Technology,Semiconductors,46.96,125734259.0,0.85,-2.81,3.1,25.86,5.9,5.9,5.9
OPEN,OPEN,Real Estate,Real Estate Services,6.67,67087855.0,0.86,5.87,-8.5,-0.89,0.45,0.45,0.45
CIFR,CIFR,Financial Services,Capital Markets,18.8,45112732.0,1.57,7.31,13.05,25.42,0.85,0.85,0.85
BAC,BAC,Financial Services,Banks - Diversified,52.97,51821746.0,1.01,0.72,-5.16,-3.36,2.74,2.74,2.74
NVO,NVO,Healthcare,Drug Manufacturers - General,62.33,41283217.0,1.92,9.12,5.99,27.31,2.57,2.57,2.57
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,437.5,57439833.0,0.99,-0.24,-1.69,-10.69,25.13,25.13,25.13
FLY,FLY,Industrials,Aerospace & Defense,33.41,4979544.0,1.47,12.3,10.96,64.74,0.17,0.17,0.17
SMR,SMR,Industrials,Specialty Industrial Machinery,20.19,32097507.0,1.15,6.83,-1.56,17.93,0.65,0.65,0.65
GOOG,Alphabet,Communication Services,Internet Content & Information,330.34,21704644.0,1.08,-0.85,0.36,7.35,7.17,7.17,7.17
AVGO,Broadcom,Technology,Semiconductors,351.71,27204916.0,1.19,2.53,1.95,3.05,9.57,9.57,9.57
BKD,BKD,Healthcare,Medical Care Facilities,12.2,7379097.0,1.78,8.44,10.81,16.3,0.09,0.09,0.09
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.36,116158546.0,1.3,4.42,7.76,3.06,0.27,0.27,0.27
WT,WT,Financial Services,Asset Management,15.16,5795360.0,1.4,6.61,12.71,30.02,0.09,0.09,0.09
MU,Micron,Technology,Semiconductors,362.75,46909038.0,1.86,7.76,5.12,56.01,17.02,17.02,17.02
CRM,Salesforce,Technology,Software - Application,227.11,13796852.0,1.52,-2.75,-12.63,-10.91,3.13,3.13,3.13
MA,Mastercard,Financial Services,Credit Services,539.49,2637651.0,0.59,-0.58,-6.26,-4.69,1.42,1.42,1.42
AMZN,Amazon,Consumer Cyclical,Internet Retail,239.12,38516932.0,1.0,0.39,-3.34,7.44,9.21,9.21,9.21
CRWD,CrowdStrike,Technology,Software - Infrastructure,453.88,3088713.0,1.13,-0.25,-3.55,-7.09,1.4,1.4,1.4
BE,BE,Industrials,Electrical Equipment & Parts,149.5,14334023.0,1.16,7.42,11.51,70.64,2.14,2.14,2.14
PRAX,PRAX,Healthcare,Biotechnology,317.25,558479.0,0.87,6.55,9.98,15.57,0.18,0.18,0.18
QCOM,Qualcomm,Technology,Semiconductors,159.42,9858479.0,0.98,-1.22,-10.33,-9.48,1.57,1.57,1.57
MARA,MARA,Financial Services,Capital Markets,11.36,51214072.0,1.17,6.57,11.15,6.27,0.58,0.58,0.58
LEU,LEU,Energy,Uranium,331.03,1005074.0,0.91,8.14,8.11,40.37,0.33,0.33,0.33
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1038.4,2849285.0,1.08,0.53,-2.37,-1.51,2.96,2.96,2.96
