Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
SMCI,Super Micro,Technology,Computer Hardware,32.64,77754789.0,2.39,10.94,8.22,3.1,2.54,2.54,2.54
GC=F,Gold (黃金),Other,Other,4596.2,241952.0,371.32,-0.44,2.36,6.78,1.11,1.11,1.11
CRWV,CoreWeave,Technology,Software - Infrastructure,101.23,32514053.0,1.02,6.55,26.32,45.65,3.29,3.29,3.29
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,129.89,15352894.0,0.78,0.59,4.24,13.26,1.99,1.99,1.99
HRC=F,Steel (熱軋鋼),Other,Other,938.0,76.0,0.5,-0.11,0.0,3.42,0.0,0.0,0.0
ORCL,Oracle,Technology,Software - Infrastructure,191.09,18453386.0,0.87,0.65,-3.74,1.29,3.53,3.53,3.53
IREN,IREN,Financial Services,Capital Markets,57.82,52749917.0,1.23,11.43,25.61,58.02,3.05,3.05,3.05
TSM,TSMC,Technology,Semiconductors,342.4,17844761.0,0.99,0.22,5.8,19.36,6.11,6.11,6.11
COST,Costco,Consumer Defensive,Discount Stores,963.61,3137350.0,1.17,0.72,4.19,12.0,3.02,3.02,3.02
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,327.01,9749343.0,1.19,2.49,8.58,26.34,3.19,3.19,3.19
DNN,DNN,Energy,Uranium,3.69,68619406.0,1.41,3.94,11.48,41.92,0.25,0.25,0.25
JNJ,J&J,Healthcare,Drug Manufacturers - General,218.66,7086115.0,0.71,-0.41,6.98,4.47,1.55,1.55,1.55
AAL,AAL,Industrials,Airlines,15.37,43985060.0,0.61,-2.16,-3.88,-3.88,0.68,0.68,0.68
VOYG,VOYG,Industrials,Aerospace & Defense,35.38,1950076.0,1.16,6.73,12.93,46.02,0.07,0.07,0.07
VG,VG,Energy,Oil & Gas Midstream,8.8,13671742.0,1.01,10.55,21.72,48.65,0.12,0.12,0.12
NVDA,NVIDIA,Technology,Semiconductors,186.23,170842320.0,1.07,-0.44,0.74,4.79,31.82,31.82,31.82
WMT,Walmart,Consumer Defensive,Discount Stores,119.7,408583808.0,12.04,0.42,4.51,3.71,48.91,48.91,48.91
