Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
AVGO,Broadcom,Technology,Semiconductors,343.77,27098000.0,1.23,0.1,-1.61,-9.78,9.32,9.32,9.32
CIEN,CIEN,Technology,Communication Equipment,254.19,3453800.0,1.86,10.09,6.36,29.87,0.88,0.88,0.88
^IXIC,Nasdaq,Index,Market Index,23547.17,9012640000.0,1.28,0.65,0.31,0.18,212222.17,212222.17,212222.17
GRAB,GRAB,Technology,Software - Application,5.27,71580500.0,2.37,3.54,3.33,-0.57,0.38,0.38,0.38
BTC-USD,Bitcoin,Crypto,Cryptocurrency,91613.29,55939833856.0,1.4,-2.26,1.86,6.35,5124832.17,5124832.17,5124832.17
HSAI,HSAI,Consumer Cyclical,Auto Parts,26.79,6107600.0,4.69,10.47,19.17,34.02,0.16,0.16,0.16
CL=F,Crude Oil (原油),Other,Other,56.89,159988.0,0.73,-0.42,-1.83,-5.31,0.01,0.01,0.01
WRBY,WRBY,Healthcare,Medical Instruments & Supplies,25.94,5710900.0,1.2,11.57,12.78,40.83,0.15,0.15,0.15
ONDS,ONDS,Technology,Communication Equipment,12.84,91896200.0,0.88,2.47,51.77,39.72,1.18,1.18,1.18
OPEN,OPEN,Real Estate,Real Estate Services,6.93,74400700.0,1.66,9.65,18.87,-8.58,0.52,0.52,0.52
TSM,TSMC,Technology,Semiconductors,327.43,15561600.0,1.38,1.61,8.81,11.78,5.1,5.1,5.1
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,250.56,8619000.0,1.05,-1.71,7.18,-8.57,2.16,2.16,2.16
GH,GH,Healthcare,Diagnostics & Research,112.33,4490400.0,3.24,10.27,10.79,3.51,0.5,0.5,0.5
NVDA,NVIDIA,Technology,Semiconductors,187.24,176174700.0,1.32,-0.47,-0.52,2.1,32.99,32.99,32.99
RKLB,RKLB,Industrials,Aerospace & Defense,86.03,43480000.0,1.66,10.1,22.69,74.26,3.74,3.74,3.74
HL,HL,Basic Materials,Other Precious Metals & Mining,22.27,29226100.0,1.53,12.87,15.99,32.4,0.65,0.65,0.65
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,17.52,17432000.0,1.96,10.89,37.95,0.23,0.31,0.31,0.31
NU,NU,Financial Services,Banks - Regional,17.86,60353700.0,1.76,-0.45,7.2,1.19,1.08,1.08,1.08
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,432.96,88816200.0,1.35,-4.14,-5.8,-4.75,38.45,38.45,38.45
GOOG,Alphabet,Communication Services,Internet Content & Information,314.55,18969400.0,1.25,-0.87,0.05,-1.21,5.97,5.97,5.97
MRNA,MRNA,Healthcare,Biotechnology,35.66,20692300.0,2.58,10.85,14.48,39.9,0.74,0.74,0.74
SMR,SMR,Industrials,Specialty Industrial Machinery,19.57,51253400.0,1.58,4.21,35.15,-14.35,1.0,1.0,1.0
SMCI,Super Micro,Technology,Computer Hardware,30.54,29017300.0,1.07,1.56,1.53,-10.78,0.89,0.89,0.89
NOVT,NOVT,Technology,Scientific & Technical Instruments,124.69,683600.0,1.21,11.81,1.7,6.19,0.09,0.09,0.09
PFE,PFE,Healthcare,Drug Manufacturers - General,25.43,50943100.0,1.42,1.03,1.72,-1.05,1.3,1.3,1.3
^VIX,VIX,Index,Market Index,14.98,0.0,0.0,1.56,4.54,-2.79,0.0,0.0,0.0
LITE,LITE,Technology,Communication Equipment,397.42,5611000.0,1.9,11.31,6.66,21.22,2.23,2.23,2.23
HRC=F,Steel (熱軋鋼),Other,Other,961.0,92.0,1.9,3.33,6.31,5.84,0.0,0.0,0.0
AMD,AMD,Technology,Semiconductors,214.35,39924800.0,1.63,-3.04,-0.58,-0.75,8.56,8.56,8.56
BTG,BTG,Basic Materials,Gold,4.53,55826800.0,1.97,-0.44,-0.22,-0.66,0.25,0.25,0.25
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.39,106126300.0,1.16,0.84,21.32,7.17,0.25,0.25,0.25
SI=F,Silver (白銀),Other,Other,76.92,85999.0,116.12,-4.48,-0.59,31.66,0.01,0.01,0.01
RGC,RGC,Healthcare,Drug Manufacturers - Specialty & Generic,33.03,1394700.0,2.08,22.15,40.67,106.44,0.05,0.05,0.05
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,14.17,61413700.0,2.84,4.5,9.67,4.5,0.87,0.87,0.87
DNN,DNN,Energy,Uranium,3.28,53449400.0,1.23,1.86,21.48,15.49,0.18,0.18,0.18
NVTS,NVTS,Technology,Semiconductors,10.19,61282100.0,3.02,12.6,41.33,7.83,0.62,0.62,0.62
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.78,60865400.0,0.88,-1.65,-10.49,-4.59,0.29,0.29,0.29
^SOX,PHLX Semi,Index,Market Index,7650.93,0.0,0.0,2.75,6.58,6.03,0.0,0.0,0.0
META,Meta,Communication Services,Internet Content & Information,660.62,11054900.0,1.07,0.28,0.29,-0.14,7.3,7.3,7.3
HG=F,Copper (銅),Other,Other,5.95,32419.0,23.13,-0.96,3.93,10.6,0.0,0.0,0.0
SOFI,SOFI,Financial Services,Credit Services,26.98,119970100.0,2.76,-7.86,0.6,-8.85,3.24,3.24,3.24
MU,MU,Technology,Semiconductors,343.43,48469000.0,1.68,10.02,16.67,51.52,16.65,16.65,16.65
WDC,WDC,Technology,Computer Hardware,219.38,17153200.0,2.85,16.77,22.09,36.26,3.76,3.76,3.76
MCHP,MCHP,Technology,Semiconductors,74.87,18538400.0,3.02,11.65,15.81,15.68,1.39,1.39,1.39
ARWR,ARWR,Healthcare,Biotechnology,70.81,8140700.0,5.69,10.85,1.71,9.51,0.58,0.58,0.58
T,T,Communication Services,Telecom Services,24.34,59951200.0,1.97,-1.5,-1.74,-4.14,1.46,1.46,1.46
