Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
AMZN,Amazon,Consumer Cyclical,Internet Retail,240.93,53667800.0,1.6,3.38,3.82,5.16,12.93,12.93,12.93
AAL,AAL,Industrials,Airlines,15.67,84645400.0,1.96,-1.01,3.5,9.27,1.33,1.33,1.33
^DJI,Dow Jones,Index,Market Index,49462.08,541220000.0,1.36,0.99,2.06,3.37,26769.87,26769.87,26769.87
SIMO,SIMO,Technology,Semiconductors,105.21,1328800.0,5.66,12.43,18.04,15.59,0.14,0.14,0.14
AAPL,Apple,Technology,Consumer Electronics,262.36,52282100.0,1.67,-1.83,-4.16,-6.53,13.72,13.72,13.72
STX,STX,Technology,Computer Hardware,330.42,5554300.0,2.35,14.0,17.46,24.39,1.84,1.84,1.84
^GSPC,S&P 500,Index,Market Index,6944.82,5509680000.0,1.37,0.62,0.57,1.28,38263.73,38263.73,38263.73
F,F,Consumer Cyclical,Auto Manufacturers,13.8,84503000.0,2.48,2.45,3.92,5.02,1.17,1.17,1.17
VSAT,VSAT,Technology,Communication Equipment,43.46,2812000.0,2.03,12.88,25.35,23.68,0.12,0.12,0.12
INTC,INTC,Technology,Semiconductors,40.04,66180200.0,0.96,1.7,9.16,-1.14,2.65,2.65,2.65
SNDK,SNDK,Technology,Computer Hardware,349.63,23962700.0,3.2,27.56,43.14,63.91,8.38,8.38,8.38
SNAP,SNAP,Communication Services,Internet Content & Information,8.79,49030500.0,1.63,6.55,11.55,13.27,0.43,0.43,0.43
MSFT,Microsoft,Technology,Software - Infrastructure,478.51,23007300.0,1.26,1.2,-1.76,-0.48,11.01,11.01,11.01
AAOI,AAOI,Technology,Communication Equipment,38.61,5054800.0,1.25,10.35,5.06,47.14,0.2,0.2,0.2
ALGM,ALGM,Technology,Semiconductors,31.53,4066700.0,2.75,10.83,18.85,9.4,0.13,0.13,0.13
GC=F,Gold (黃金),Other,Other,4462.0,102473.0,115.22,-0.45,2.1,5.91,0.46,0.46,0.46
NXPI,NXPI,Technology,Semiconductors,245.95,4417000.0,1.94,9.86,11.56,8.75,1.09,1.09,1.09
OS,OS,Technology,Software - Infrastructure,23.61,43104500.0,43.64,28.38,26.94,26.05,1.02,1.02,1.02
BBAI,BBAI,Technology,Information Technology Services,6.41,93479600.0,1.86,9.01,13.05,-8.69,0.6,0.6,0.6
BC,BC,Consumer Cyclical,Recreational Vehicles,83.65,2375100.0,4.92,10.55,10.82,19.96,0.2,0.2,0.2
