Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
SI=F,Silver (白銀),Other,Other,79.67,115687.0,92.53,6.63,12.92,32.41,0.01,0.01,0.01
F,F,Consumer Cyclical,Auto Manufacturers,14.2,61822866.0,0.8,-1.39,6.45,8.56,0.88,0.88,0.88
OLMA,OLMA,Healthcare,Biotechnology,28.08,2526006.0,1.91,9.82,11.08,5.64,0.07,0.07,0.07
QBTS,QBTS,Technology,Computer Hardware,28.11,46487278.0,1.13,-4.0,-0.07,-0.78,1.31,1.31,1.31
CGON,CGON,Healthcare,Biotechnology,54.2,6976594.0,6.57,29.26,29.7,29.85,0.38,0.38,0.38
BBAI,BBAI,Technology,Information Technology Services,6.2,69924528.0,1.0,0.49,6.16,-7.6,0.43,0.43,0.43
SNAP,SNAP,Communication Services,Internet Content & Information,8.21,37507248.0,0.77,-2.26,0.98,3.66,0.31,0.31,0.31
ONDS,ONDS,Technology,Communication Equipment,13.69,112801740.0,0.97,-2.28,24.23,48.32,1.54,1.54,1.54
UWMC,UWMC,Financial Services,Mortgage Finance,5.36,46739284.0,3.2,13.8,21.54,-3.42,0.25,0.25,0.25
SMCI,Super Micro,Technology,Computer Hardware,30.16,26644117.0,0.93,0.87,-2.58,-13.88,0.8,0.8,0.8
RKT,RKT,Financial Services,Mortgage Finance,23.29,69906046.0,2.15,9.65,17.15,22.64,1.63,1.63,1.63
DNN,DNN,Energy,Uranium,3.31,36527976.0,0.66,-0.6,9.24,20.8,0.12,0.12,0.12
MTH,MTH,Consumer Cyclical,Residential Construction,75.45,1700091.0,2.33,10.37,13.92,8.17,0.13,0.13,0.13
SOFI,SOFI,Financial Services,Credit Services,27.4,43572193.0,0.63,-1.15,-0.22,2.12,1.19,1.19,1.19
EOSE,EOSE,Industrials,Electrical Equipment & Parts,15.28,23056313.0,1.53,8.99,17.81,2.21,0.35,0.35,0.35
NFLX,NFLX,Communication Services,Entertainment,89.46,53636497.0,1.34,-1.18,-1.68,-7.5,4.8,4.8,4.8
RGC,RGC,Healthcare,Drug Manufacturers - Specialty & Generic,45.79,1555201.0,0.77,10.55,122.93,175.84,0.07,0.07,0.07
TSM,TSMC,Technology,Semiconductors,323.63,11294396.0,0.76,1.77,1.26,6.66,3.66,3.66,3.66
BE,BE,Industrials,Electrical Equipment & Parts,134.07,14825721.0,0.99,10.04,35.85,22.51,1.99,1.99,1.99
LEN,LEN,Consumer Cyclical,Residential Construction,119.25,6535556.0,1.87,8.85,14.42,1.76,0.78,0.78,0.78
HRC=F,Steel (熱軋鋼),Other,Other,966.0,104.0,1.14,2.99,2.77,6.15,0.0,0.0,0.0
NBY,NBY,Healthcare,Biotechnology,19.16,9401329.0,6.96,102.54,226.41,958.56,0.18,0.18,0.18
ACHR,ACHR,Industrials,Aerospace & Defense,8.81,59968916.0,1.32,1.15,8.36,2.09,0.53,0.53,0.53
SMR,SMR,Industrials,Specialty Industrial Machinery,20.51,49325060.0,1.18,4.27,25.75,-3.8,1.01,1.01,1.01
LQDA,LQDA,Healthcare,Biotechnology,35.86,7981009.0,4.36,12.91,14.2,5.35,0.29,0.29,0.29
GOOG,Alphabet,Communication Services,Internet Content & Information,329.14,16971547.0,0.79,0.96,4.38,3.58,5.59,5.59,5.59
TTMI,TTMI,Technology,Electronic Components,73.88,2461725.0,1.19,10.5,4.63,-3.73,0.18,0.18,0.18
VST,VST,Utilities,Utilities - Independent Power Producers,166.37,13652343.0,2.19,10.47,0.69,0.95,2.27,2.27,2.27
FLNC,FLNC,Utilities,Utilities - Renewable,23.2,4315219.0,0.9,9.54,0.83,-3.09,0.1,0.1,0.1
META,Meta,Communication Services,Internet Content & Information,653.06,11408936.0,0.92,1.08,0.41,-0.59,7.45,7.45,7.45
CCS,CCS,Real Estate,Real Estate - Development,68.33,610478.0,2.57,10.94,15.93,12.98,0.04,0.04,0.04
KVUE,KVUE,Consumer Defensive,Household & Personal Products,16.83,57198655.0,1.54,-0.94,-2.83,-1.12,0.96,0.96,0.96
AMD,AMD,Technology,Semiconductors,203.17,23242507.0,0.7,-0.74,-9.08,-8.33,4.72,4.72,4.72
AAL,AAL,Industrials,Airlines,15.99,51360183.0,0.81,1.65,3.29,6.39,0.82,0.82,0.82
COMP,COMP,Real Estate,Real Estate Services,12.84,47052190.0,1.13,4.73,22.29,18.45,0.6,0.6,0.6
SNDK,SNDK,Technology,Computer Hardware,377.41,19182234.0,1.18,12.81,37.12,71.97,7.24,7.24,7.24
SOUN,SOUN,Technology,Software - Application,11.75,38868905.0,1.48,6.62,10.85,-4.55,0.46,0.46,0.46
