Date,Code,Name,EntryPrice,LatestPrice,ReturnPct,HoldDays,Note
2026-08-03,3675,德微,238.0,272.5,14.5,29,漲停
2026-08-03,4939,亞電,55.8,89.2,59.86,29,漲停
2026-08-03,4979,華星光,407.0,609.0,49.63,29,漲停
2026-08-03,4991,環宇-KY,388.0,539.0,38.92,29,漲停
2026-08-03,5274,信驊,15975.0,16065.0,0.56,29,漲停
2026-08-03,5351,鈺創,79.9,118.0,47.68,29,漲停
2026-08-03,6173,信昌電,160.0,246.0,53.75,29,漲停
2026-08-03,6187,萬潤,1005.0,1345.0,33.83,29,漲停
2026-08-03,6217,中探針,122.0,172.5,41.39,29,漲停
2026-08-03,6223,旺矽,5805.0,5130.0,-11.63,29,漲停
2026-08-03,6228,全譜,18.55,17.5,-5.66,29,漲停
2026-08-03,6240,松崗,19.8,25.3,27.78,29,漲停
2026-08-03,6683,雍智科技,1015.0,1210.0,19.21,29,漲停
2026-08-03,6727,亞泰金屬,336.5,524.0,55.72,29,漲停
2026-08-03,6274,台燿,1220.0,1435.0,17.62,29,漲停
2026-08-03,6435,大中,249.5,244.0,-2.2,29,漲停
2026-08-03,4542,科嶠,254.0,293.0,15.35,29,漲停
2026-08-03,4707,磐亞,25.5,33.4,30.98,29,漲停
2026-08-03,4903,聯光通,38.05,36.4,-4.34,29,漲停
2026-08-03,3081,聯亞,1790.0,3530.0,97.21,29,漲停
2026-08-03,3163,波若威,598.0,741.0,23.91,29,漲停
2026-08-03,3236,千如,42.6,44.9,5.4,29,漲停
2026-08-03,5392,能率,41.55,45.8,10.23,29,漲停
2026-08-03,5425,台半,80.4,94.8,17.91,29,漲停
2026-08-03,5475,德宏,122.0,204.5,67.62,29,漲停
2026-08-03,5483,中美晶,172.5,178.0,3.19,29,漲停
2026-08-03,5516,雙喜,11.9,11.8,-0.84,29,漲停
2026-08-03,1815,富喬,72.9,126.5,73.53,29,漲停
2026-08-03,1714,和桐,14.35,16.9,17.77,29,漲停
2026-08-03,1718,中纖,9.6,10.9,13.54,29,漲停
2026-08-03,2059,川湖,8635.0,14180.0,64.22,29,漲停
2026-08-03,2368,金像電,872.0,1165.0,33.6,29,漲停
2026-08-03,2399,映泰,36.4,45.6,25.27,29,漲停
2026-08-03,2408,南亞科,396.5,543.0,36.95,29,漲停
2026-08-03,2426,鼎元,55.3,97.8,76.85,29,漲停
2026-08-03,2441,超豐,110.5,115.5,4.52,29,漲停
2026-08-03,2454,聯發科,3910.0,3925.0,0.38,29,漲停
2026-08-03,2455,全新,321.0,477.0,48.6,29,漲停
2026-08-03,2464,盟立,147.5,180.0,22.03,29,漲停
2026-08-03,2481,強茂,129.0,151.0,17.05,29,漲停
2026-08-03,2486,一詮,206.5,263.0,27.36,29,漲停
2026-08-03,2492,華新科,239.5,295.0,23.17,29,漲停
2026-08-03,2493,揚博,200.0,179.5,-10.25,29,漲停
2026-08-03,8042,金山電,108.5,105.0,-3.23,29,漲停
2026-08-03,8043,蜜望實,139.0,142.5,2.52,29,漲停
2026-08-03,8111,立碁,61.9,68.6,10.82,29,漲停
2026-08-03,8358,金居,327.5,540.0,64.89,29,漲停
2026-08-03,2301,光寶科,229.5,305.0,32.9,29,漲停
2026-08-03,2313,華通,185.5,248.5,33.96,29,漲停
2026-08-03,2327,國巨*,552.0,545.0,-1.27,29,漲停
2026-08-03,2337,旺宏,110.5,126.0,14.03,29,漲停
2026-08-03,2344,華邦電,143.0,182.5,27.62,29,漲停
2026-08-03,2345,智邦,2335.0,2035.0,-12.85,29,漲停
2026-08-03,3374,精材,304.5,422.5,38.75,29,漲停
2026-08-03,3441,聯一光,92.4,136.0,47.19,29,漲停
2026-08-03,3491,昇達科,1065.0,1380.0,29.58,29,漲停
2026-08-03,3498,陽程,99.0,208.0,110.1,29,漲停
2026-08-03,3577,泓格,128.5,117.0,-8.95,29,漲停
2026-08-03,3587,閎康,229.0,247.0,7.86,29,漲停
2026-08-03,6202,盛群,58.7,57.9,-1.36,29,漲停
2026-08-03,6209,今國光,69.8,79.5,13.9,29,漲停
2026-08-03,6213,聯茂,289.0,548.0,89.62,29,漲停
2026-08-03,6226,光鼎,21.55,31.6,46.64,29,漲停
2026-08-03,6269,台郡,54.1,74.9,38.45,29,漲停
2026-08-03,6431,光麗-KY,18.25,20.1,10.14,29,漲停
2026-08-03,6442,光聖,1270.0,1630.0,28.35,29,漲停
2026-08-03,6446,藥華藥,1165.0,1395.0,19.74,29,漲停
2026-08-03,6491,晶碩,356.0,399.5,12.22,29,漲停
2026-08-03,6531,愛普*,733.0,927.0,26.47,29,漲停
2026-08-03,3006,晶豪科,198.0,292.5,47.73,29,漲停
2026-08-03,3016,嘉晶,87.8,103.0,17.31,29,漲停
2026-08-03,3017,奇鋐,2550.0,3425.0,34.31,29,漲停
2026-08-03,3037,欣興,865.0,999.0,15.49,29,漲停
2026-08-03,3048,益登,50.8,54.9,8.07,29,漲停
2026-08-03,3090,日電貿,137.5,175.0,27.27,29,漲停
2026-08-03,3167,大量,534.0,794.0,48.69,29,漲停
2026-08-03,3189,景碩,698.0,819.0,17.34,29,漲停
2026-08-03,3229,晟鈦,47.45,53.4,12.54,29,漲停
2026-08-03,8996,高力,940.0,1175.0,25.0,29,漲停
2026-08-03,7750,新代,2235.0,2270.0,1.57,29,漲停
2026-08-03,7795,長廣,385.5,508.0,31.78,29,漲停
2026-08-03,8021,尖點,355.0,435.0,22.54,29,漲停
2026-08-03,8039,台虹,190.5,327.0,71.65,29,漲停
2026-08-03,8110,華東,40.8,45.65,11.89,29,漲停
2026-08-03,8114,振樺電,215.0,192.0,-10.7,29,漲停
2026-08-03,4989,榮科,61.1,64.7,5.89,29,漲停
2026-08-03,6166,凌華,124.0,115.5,-6.85,29,漲停
2026-08-03,6168,宏齊,23.5,28.45,21.06,29,漲停
2026-08-03,6669,緯穎,5925.0,7095.0,19.75,29,漲停
2026-08-03,6715,嘉基,342.0,318.5,-6.87,29,漲停
2026-08-03,6830,汎銓,380.5,520.0,36.66,29,漲停
2026-08-03,6834,天二科技,87.7,89.9,2.51,29,漲停
2026-08-03,4583,台灣精銳,488.0,460.0,-5.74,29,漲停
2026-08-03,4722,國精化,187.5,208.0,10.93,29,漲停
2026-08-03,3338,泰碩,63.8,64.1,0.47,29,漲停
2026-08-03,3443,創意,4185.0,6100.0,45.76,29,漲停
2026-08-03,3450,聯鈞,409.0,646.0,57.95,29,漲停
2026-08-03,3711,日月光投控,610.0,584.0,-4.26,29,漲停
2026-08-04,5475,德宏,134.0,204.5,52.61,28,漲停
2026-08-04,3491,昇達科,1170.0,1380.0,17.95,28,漲停
2026-08-04,3587,閎康,251.5,247.0,-1.79,28,漲停
2026-08-04,3081,聯亞,1965.0,3530.0,79.64,28,漲停
2026-08-04,3105,穩懋,342.0,447.5,30.85,28,漲停
2026-08-04,3163,波若威,657.0,741.0,12.79,28,漲停
