Date,Code,Name,EntryPrice,PctChange,Note,LatestPrice,ReturnPct,HoldDays
2026-04-13,4927,泰鼎-KY,48.2,,漲停,50.7,5.19,2.0
2026-04-13,4949,有成精密,93.1,,漲停,92.3,-0.86,2.0
2026-04-13,4960,誠美材,25.3,,漲停,25.5,0.79,2.0
2026-04-13,5706,鳳凰,57.2,,漲停,52.5,-8.22,2.0
2026-04-13,6155,鈞寶,50.3,,漲停,49.55,-1.49,2.0
2026-04-13,6205,詮欣,62.4,,漲停,68.5,9.78,2.0
2026-04-13,6209,今國光,60.5,,漲停,62.8,3.8,2.0
2026-04-13,3504,揚明光,57.4,,漲停,60.8,5.92,2.0
2026-04-13,3532,台勝科,182.0,,漲停,179.0,-1.65,2.0
2026-04-13,3645,達邁,90.4,,漲停,88.9,-1.66,2.0
2026-04-13,3673,TPK-KY,55.0,,漲停,60.5,10.0,2.0
2026-04-13,3714,富采,57.2,,漲停,62.9,9.97,2.0
2026-04-13,7786,東方風能,141.5,,漲停,141.0,-0.35,2.0
2026-04-13,7795,長廣,378.0,,漲停,382.0,1.06,2.0
2026-04-13,8021,尖點,349.0,,漲停,350.0,0.29,2.0
2026-04-13,6789,采鈺,370.0,,漲停,407.0,10.0,2.0
2026-04-13,6830,汎銓,770.0,,漲停,800.0,3.9,2.0
2026-04-13,6862,三集瑞-KY,198.5,,漲停,192.5,-3.02,2.0
2026-04-13,6933,AMAX-KY,195.5,,漲停,183.5,-6.14,2.0
2026-04-13,6937,天虹,312.5,,漲停,313.0,0.16,2.0
2026-04-13,7711,永擎,302.5,,漲停,301.5,-0.33,2.0
2026-04-13,6278,台表科,114.0,,漲停,125.0,9.65,2.0
2026-04-13,6285,啟碁,248.0,,漲停,224.0,-9.68,2.0
2026-04-13,6426,統新,216.5,,漲停,199.0,-8.08,2.0
2026-04-13,6451,訊芯-KY,475.0,,漲停,476.0,0.21,2.0
2026-04-13,6456,GIS-KY,58.0,,漲停,63.8,10.0,2.0
2026-04-13,6531,愛普*,567.0,,漲停,606.0,6.88,2.0
2026-04-14,6419,京晨科,121.5,,漲停,121.5,0.0,1.0
2026-04-14,6425,易發,78.7,,漲停,78.7,0.0,1.0
2026-04-14,6204,艾華,66.5,,漲停,66.5,0.0,1.0
2026-04-14,6208,日揚,62.4,,漲停,62.4,0.0,1.0
2026-04-14,6229,研通,24.65,,漲停,24.65,0.0,1.0
2026-04-14,6234,高僑,34.35,,漲停,34.35,0.0,1.0
2026-04-14,4510,高鋒,45.65,,漲停,45.65,0.0,1.0
2026-04-14,4561,健椿,34.8,,漲停,34.8,0.0,1.0
2026-04-14,3093,港建*,68.8,,漲停,68.8,0.0,1.0
2026-04-14,3289,宜特,188.0,,漲停,188.0,0.0,1.0
2026-04-14,3548,兆利,102.5,,漲停,102.5,0.0,1.0
2026-04-14,3581,博磊,90.0,,漲停,90.0,0.0,1.0
2026-04-14,1785,光洋科,139.5,,漲停,139.5,0.0,1.0
2026-04-14,5386,青雲,363.0,,漲停,363.0,0.0,1.0
2026-04-14,5475,德宏,316.0,,漲停,316.0,0.0,1.0
2026-04-14,3685,元創精密,30.1,,漲停,30.1,0.0,1.0
2026-04-14,3691,碩禾,124.5,,漲停,124.5,0.0,1.0
2026-04-14,3707,漢磊,56.2,,漲停,56.2,0.0,1.0
2026-04-14,1312,國喬,14.85,,漲停,14.85,0.0,1.0
2026-04-14,1597,直得,119.5,,漲停,119.5,0.0,1.0
2026-04-14,1721,三晃,20.0,,漲停,20.0,0.0,1.0
2026-04-14,8358,金居,315.5,,漲停,315.5,0.0,1.0
2026-04-14,2049,上銀,275.0,,漲停,275.0,0.0,1.0
2026-04-14,3008,大立光,2670.0,,漲停,2670.0,0.0,1.0
2026-04-14,2409,友達,19.8,,漲停,19.8,0.0,1.0
2026-04-14,2472,立隆電,178.5,,漲停,178.5,0.0,1.0
2026-04-14,3038,全台,22.65,,漲停,22.65,0.0,1.0
2026-04-14,3092,鴻碩,33.05,,漲停,33.05,0.0,1.0
2026-04-14,3167,大量,672.0,,漲停,672.0,0.0,1.0
2026-04-14,4540,全球傳動,51.9,,漲停,51.9,0.0,1.0
2026-04-14,4562,穎漢,34.2,,漲停,34.2,0.0,1.0
2026-04-14,4764,雙鍵,187.5,,漲停,187.5,0.0,1.0
2026-04-14,4919,新唐,110.5,,漲停,110.5,0.0,1.0
2026-04-14,4956,光鋐,41.8,,漲停,41.8,0.0,1.0
2026-04-14,4989,榮科,89.4,,漲停,89.4,0.0,1.0
2026-04-14,3443,創意,3050.0,,漲停,3050.0,0.0,1.0
2026-04-14,3593,力銘,17.9,,漲停,17.9,0.0,1.0
2026-04-14,3673,TPK-KY,60.5,,漲停,60.5,0.0,1.0
2026-04-14,3714,富采,62.9,,漲停,62.9,0.0,1.0
2026-04-14,6213,聯茂,224.0,,漲停,224.0,0.0,1.0
2026-04-14,6224,聚鼎,52.6,,漲停,52.6,0.0,1.0
2026-04-14,6278,台表科,125.0,,漲停,125.0,0.0,1.0
2026-04-14,6282,康舒,50.4,,漲停,50.4,0.0,1.0
2026-04-14,6456,GIS-KY,63.8,,漲停,63.8,0.0,1.0
2026-04-14,6789,采鈺,407.0,,漲停,407.0,0.0,1.0
2026-04-14,6861,睿生光電,145.5,,漲停,145.5,0.0,1.0
2026-04-14,5288,豐祥-KY,171.5,,漲停,171.5,0.0,1.0
2026-04-14,6166,凌華,72.3,,漲停,72.3,0.0,1.0
2026-04-14,6191,精成科,104.5,,漲停,104.5,0.0,1.0
2026-04-14,6205,詮欣,68.5,,漲停,68.5,0.0,1.0
2026-04-14,8104,錸寶,35.75,,漲停,35.75,0.0,1.0
2026-04-14,8374,羅昇,78.5,,漲停,78.5,0.0,1.0
