Date,Code,Name,EntryPrice,LatestPrice,ReturnPct,HoldDays,Note
2026-06-01,4549,桓達,136.5,99.5,-27.11,30,漲停
2026-06-01,4561,健椿,56.8,39.15,-31.07,30,漲停
2026-06-01,4707,磐亞,17.9,29.3,63.69,30,漲停
2026-06-01,3147,大綜,200.5,252.0,25.69,30,漲停
2026-06-01,3234,光環,118.5,127.5,7.59,30,漲停
2026-06-01,3362,先進光,121.0,189.0,56.2,30,漲停
2026-06-01,3485,敘豐,367.0,267.0,-27.25,30,漲停
2026-06-01,3564,其陽,52.4,44.05,-15.94,30,漲停
2026-06-01,6811,宏碁資訊,236.0,208.0,-11.86,30,漲停
2026-06-01,6829,千附精密,245.5,222.5,-9.37,30,漲停
2026-06-01,4939,亞電,55.5,64.3,15.86,30,漲停
2026-06-01,5251,天鉞電,29.35,32.1,9.37,30,漲停
2026-06-01,5309,系統電,75.9,63.0,-17.0,30,漲停
2026-06-01,5321,美而快,57.4,62.9,9.58,30,漲停
2026-06-01,6485,點序,115.5,83.4,-27.79,30,漲停
2026-06-01,6548,長科*,75.0,83.9,11.87,30,漲停
2026-06-01,2061,風青,39.9,64.0,60.4,30,漲停
2026-06-01,2064,晉椿,15.15,13.65,-9.9,30,漲停
2026-06-01,6125,廣運,73.3,59.5,-18.83,30,漲停
2026-06-01,6127,九豪,74.0,92.9,25.54,30,漲停
2026-06-01,6134,萬旭,39.8,36.2,-9.05,30,漲停
2026-06-01,6148,驊宏資,31.65,30.95,-2.21,30,漲停
2026-06-01,6204,艾華,102.0,124.5,22.06,30,漲停
2026-06-01,6207,雷科,122.5,146.5,19.59,30,漲停
2026-06-01,6231,系微,312.5,281.5,-9.92,30,漲停
2026-06-01,5474,聰泰,198.0,168.0,-15.15,30,漲停
2026-06-01,5475,德宏,297.0,244.5,-17.68,30,漲停
2026-06-01,5488,松普,13.4,13.0,-2.99,30,漲停
2026-06-01,1471,首利,12.25,10.8,-11.84,30,漲停
2026-06-01,1528,恩德,27.35,23.55,-13.89,30,漲停
2026-06-01,1568,倉佑,49.8,37.4,-24.9,30,漲停
2026-06-01,1303,南亞,107.5,166.5,54.88,30,漲停
2026-06-01,1409,新纖,25.05,26.05,3.99,30,漲停
2026-06-01,1449,佳和,14.05,14.25,1.42,30,漲停
2026-06-01,8027,鈦昇,283.0,216.5,-23.5,30,漲停
2026-06-01,8043,蜜望實,155.0,194.0,25.16,30,漲停
2026-06-01,8064,東捷,157.0,146.0,-7.01,30,漲停
2026-06-01,8071,能率網通,23.4,28.3,20.94,30,漲停
2026-06-01,8085,福華,12.15,12.0,-1.23,30,漲停
2026-06-01,8096,擎亞,134.5,154.5,14.87,30,漲停
2026-06-01,8358,金居,668.0,600.0,-10.18,30,漲停
2026-06-01,8472,夠麻吉,85.9,81.7,-4.89,30,漲停
2026-06-01,7713,威力德生醫,73.9,71.2,-3.65,30,漲停
2026-06-01,1718,中纖,7.28,13.45,84.75,30,漲停
2026-06-01,1809,中釉,47.9,54.2,13.15,30,漲停
2026-06-01,2468,華經,36.5,35.2,-3.56,30,漲停
2026-06-01,2474,可成,223.5,209.0,-6.49,30,漲停
2026-06-01,2491,吉祥全,25.6,40.15,56.84,30,漲停
2026-06-01,2497,怡利電,65.6,57.4,-12.5,30,漲停
2026-06-01,2601,益航,5.76,5.45,-5.38,30,漲停
2026-06-01,2605,新興,33.2,29.5,-11.14,30,漲停
2026-06-01,2382,廣達,372.5,368.0,-1.21,30,漲停
2026-06-01,2408,南亞科,381.5,452.5,18.61,30,漲停
2026-06-01,2417,圓剛,53.9,44.05,-18.27,30,漲停
2026-06-01,2324,仁寶,40.35,35.3,-12.52,30,漲停
2026-06-01,2328,廣宇,61.0,49.45,-18.93,30,漲停
2026-06-01,2331,精英,24.4,21.45,-12.09,30,漲停
2026-06-01,2353,宏碁,38.7,33.1,-14.47,30,漲停
2026-06-01,2356,英業達,77.2,66.6,-13.73,30,漲停
2026-06-01,2357,華碩,837.0,700.0,-16.37,30,漲停
2026-06-01,6213,聯茂,295.0,370.5,25.59,30,漲停
2026-06-01,6214,精誠,144.0,134.0,-6.94,30,漲停
2026-06-01,6269,台郡,69.1,71.0,2.75,30,漲停
2026-06-01,6282,康舒,65.8,58.2,-11.55,30,漲停
2026-06-01,6451,訊芯-KY,627.0,568.0,-9.41,30,漲停
2026-06-01,3002,歐格,19.45,21.35,9.77,30,漲停
2026-06-01,8473,山林水,55.4,50.4,-9.03,30,漲停
2026-06-01,4526,東台,42.8,41.25,-3.62,30,漲停
2026-06-01,4540,全球傳動,75.4,55.5,-26.39,30,漲停
2026-06-01,4562,穎漢,45.55,33.5,-26.45,30,漲停
2026-06-01,3011,今皓,14.5,14.85,2.41,30,漲停
2026-06-01,3015,全漢,55.2,62.9,13.95,30,漲停
2026-06-01,3021,鴻名,33.1,30.05,-9.21,30,漲停
2026-06-01,3029,零壹,105.5,100.0,-5.21,30,漲停
2026-06-01,3046,建碁,64.0,50.9,-20.47,30,漲停
2026-06-01,3058,立德,9.36,9.25,-1.18,30,漲停
2026-06-01,3149,正達,78.3,101.5,29.63,30,漲停
2026-06-01,3231,緯創,174.0,158.5,-8.91,30,漲停
2026-06-01,3312,弘憶股,55.1,59.6,8.17,30,漲停
2026-06-01,6689,伊雲谷,71.5,63.5,-11.19,30,漲停
2026-06-01,6805,富世達,2120.0,1680.0,-20.75,30,漲停
2026-06-01,6806,森崴能源,7.38,3.24,-56.1,30,漲停
2026-06-01,3346,麗清,23.55,27.15,15.29,30,漲停
2026-06-01,3450,聯鈞,539.0,532.0,-1.3,30,漲停
2026-06-01,3481,群創,56.1,68.7,22.46,30,漲停
2026-06-01,3528,安馳,129.0,99.9,-22.56,30,漲停
2026-06-01,3532,台勝科,350.5,364.0,3.85,30,漲停
2026-06-01,3535,晶彩科,134.5,116.0,-13.75,30,漲停
2026-06-01,3661,世芯-KY,4855.0,4180.0,-13.9,30,漲停
2026-06-01,7721,微程式,80.0,71.6,-10.5,30,漲停
2026-06-01,8105,凌巨,19.3,22.85,18.39,30,漲停
2026-06-01,8215,明基材,32.35,30.35,-6.18,30,漲停
2026-06-01,6112,邁達特,47.05,45.0,-4.36,30,漲停
2026-06-01,6116,彩晶,18.8,19.6,4.26,30,漲停
2026-06-01,6155,鈞寶,69.0,91.9,33.19,30,漲停
2026-06-02,6265,方土昶,61.6,53.4,-13.31,29,漲停
2026-06-02,6461,益得,16.8,15.05,-10.42,29,漲停
2026-06-02,5426,振發,22.55,31.3,38.8,29,漲停
2026-06-02,6127,九豪,81.4,92.9,14.13,29,漲停
2026-06-02,6148,驊宏資,34.8,30.95,-11.06,29,漲停
2026-06-02,6150,撼訊,76.0,62.2,-18.16,29,漲停
2026-06-02,5251,天鉞電,32.25,32.1,-0.47,29,漲停
2026-06-02,3234,光環,130.0,127.5,-1.92,29,漲停
2026-06-02,3260,威剛,469.5,409.0,-12.89,29,漲停
2026-06-02,3268,海德威,19.3,20.85,8.03,29,漲停
2026-06-02,4543,萬在,46.35,35.15,-24.16,29,漲停
2026-06-02,4707,磐亞,19.65,29.3,49.11,29,漲停
2026-06-02,4711,永純,18.25,16.95,-7.12,29,漲停
2026-06-02,4716,大立,16.55,23.85,44.11,29,漲停
2026-06-02,3325,旭品,13.3,13.3,0.0,29,漲停
2026-06-02,3339,泰谷,48.5,42.9,-11.55,29,漲停
2026-06-02,3511,矽瑪,24.0,24.15,0.62,29,漲停
2026-06-02,3710,連展投控,6.87,5.99,-12.81,29,漲停
2026-06-02,6870,騰雲,321.5,263.5,-18.04,29,漲停
2026-06-02,6925,意藍,69.0,58.9,-14.64,29,漲停
2026-06-02,7709,榮田,133.5,87.0,-34.83,29,漲停
2026-06-02,8085,福華,13.35,12.0,-10.11,29,漲停
2026-06-02,8088,品安,65.6,64.7,-1.37,29,漲停
2026-06-02,1528,恩德,30.05,23.55,-21.63,29,漲停
2026-06-02,2323,中環,11.6,11.55,-0.43,29,漲停
2026-06-02,2324,仁寶,44.35,35.3,-20.41,29,漲停
2026-06-02,2344,華邦電,184.5,207.5,12.47,29,漲停
2026-06-02,2353,宏碁,42.55,33.1,-22.21,29,漲停
2026-06-02,2357,華碩,920.0,700.0,-23.91,29,漲停
2026-06-02,2362,藍天,51.9,41.65,-19.75,29,漲停
2026-06-02,2468,華經,40.15,35.2,-12.33,29,漲停
2026-06-02,2474,可成,245.5,209.0,-14.87,29,漲停
2026-06-02,2491,吉祥全,28.15,40.15,42.63,29,漲停
2026-06-02,2492,華新科,456.0,565.0,23.9,29,漲停
2026-06-02,2498,宏達電,50.0,45.35,-9.3,29,漲停
2026-06-02,2601,益航,6.33,5.45,-13.9,29,漲停
2026-06-02,2405,輔信,20.2,17.5,-13.37,29,漲停
2026-06-02,2408,南亞科,419.5,452.5,7.87,29,漲停
2026-06-02,2409,友達,26.15,32.7,25.05,29,漲停
2026-06-02,2427,三商電,24.25,22.15,-8.66,29,漲停
2026-06-02,1718,中纖,8.0,13.45,68.12,29,漲停
2026-06-02,1809,中釉,52.6,54.2,3.04,29,漲停
2026-06-02,1312,國喬,13.25,14.1,6.42,29,漲停
2026-06-02,1409,新纖,27.55,26.05,-5.44,29,漲停
2026-06-02,1440,南紡,14.2,13.35,-5.99,29,漲停
2026-06-02,3021,鴻名,36.4,30.05,-17.45,29,漲停
2026-06-02,3047,訊舟,16.95,15.65,-7.67,29,漲停
2026-06-02,3048,益登,75.2,62.9,-16.36,29,漲停
2026-06-02,3049,精金,14.4,13.55,-5.9,29,漲停
2026-06-02,3059,華晶科,51.0,49.9,-2.16,29,漲停
2026-06-02,3060,銘異,32.6,36.75,12.73,29,漲停
2026-06-02,3149,正達,86.1,101.5,17.89,29,漲停
2026-06-02,3231,緯創,191.0,158.5,-17.02,29,漲停
2026-06-02,3312,弘憶股,60.6,59.6,-1.65,29,漲停
2026-06-02,3338,泰碩,88.7,71.0,-19.95,29,漲停
2026-06-02,6116,彩晶,20.65,19.6,-5.08,29,漲停
2026-06-02,6155,鈞寶,75.9,91.9,21.08,29,漲停
2026-06-02,9910,豐泰,79.0,70.0,-11.39,29,漲停
2026-06-02,8070,長華*,58.0,53.6,-7.59,29,漲停
2026-06-02,8105,凌巨,21.2,22.85,7.78,29,漲停
2026-06-02,8454,富邦媒,265.5,297.5,12.05,29,漲停
2026-06-02,6205,詮欣,89.3,74.8,-16.24,29,漲停
2026-06-02,6214,精誠,158.0,134.0,-15.19,29,漲停
2026-06-02,6272,驊陞,38.4,30.8,-19.79,29,漲停
2026-06-02,6573,虹揚-KY,17.3,21.7,25.43,29,漲停
2026-06-02,6698,旭暉應材,43.45,43.3,-0.35,29,漲停
2026-06-02,6885,全福生技,24.55,21.35,-13.03,29,漲停
2026-06-02,6890,來億-KY,191.5,197.0,2.87,29,漲停
2026-06-08,3520,華盈,18.75,15.7,-16.27,23,漲停
2026-06-08,4542,科嶠,314.5,409.0,30.05,23,漲停
2026-06-08,4741,泓瀚,69.1,56.0,-18.96,23,漲停
2026-06-08,4402,郡都開發,14.65,18.1,23.55,23,漲停
2026-06-08,5426,振發,32.9,31.3,-4.86,23,漲停
2026-06-08,5450,南良,14.6,14.9,2.05,23,漲停
2026-06-08,8043,蜜望實,175.0,194.0,10.86,23,漲停
2026-06-08,4931,新盛力,266.5,239.0,-10.32,23,漲停
2026-06-08,4939,亞電,65.6,64.3,-1.98,23,漲停
2026-06-08,5202,力新,17.3,14.65,-15.32,23,漲停
2026-06-08,5310,天剛,26.15,23.6,-9.75,23,漲停
2026-06-08,5381,光譜,34.0,28.05,-17.5,23,漲停
2026-06-08,1714,和桐,12.65,19.65,55.34,23,漲停
2026-06-08,1786,科妍,60.6,53.7,-11.39,23,漲停
2026-06-08,2025,千興,14.7,13.65,-7.14,23,漲停
2026-06-08,2059,川湖,6180.0,7360.0,19.09,23,漲停
2026-06-08,1449,佳和,14.9,14.25,-4.36,23,漲停
2026-06-08,1455,集盛,10.0,10.0,0.0,23,漲停
2026-06-08,6585,鼎基,123.0,130.0,5.69,23,漲停
2026-06-08,6153,嘉聯益,20.35,21.45,5.41,23,漲停
2026-06-08,7788,松川精密,246.0,257.0,4.47,23,漲停
2026-06-08,8454,富邦媒,388.0,297.5,-23.32,23,漲停
2026-06-08,6901,鑽石投資,15.7,18.8,19.75,23,漲停
2026-06-08,8476,台境*,17.3,24.75,43.06,23,漲停
2026-06-09,3441,聯一光,59.1,80.0,35.36,22,漲停
2026-06-09,3465,進泰電子,32.65,35.7,9.34,22,漲停
2026-06-09,5426,振發,36.05,31.3,-13.18,22,漲停
2026-06-09,5464,霖宏,70.1,99.0,41.23,22,漲停
2026-06-09,5498,凱崴,63.3,60.8,-3.95,22,漲停
2026-06-09,6270,倍微,39.4,38.95,-1.14,22,漲停
2026-06-09,6432,今展科,71.7,76.1,6.14,22,漲停
2026-06-09,6441,廣錠,24.2,22.4,-7.44,22,漲停
2026-06-09,6127,九豪,83.8,92.9,10.86,22,漲停
2026-06-09,6130,上亞科技,23.95,23.75,-0.84,22,漲停
2026-06-09,6173,信昌電,230.0,310.5,35.0,22,漲停
2026-06-09,6174,安碁,48.95,49.8,1.74,22,漲停
2026-06-09,6204,艾華,111.5,124.5,11.66,22,漲停
2026-06-09,6217,中探針,251.5,256.0,1.79,22,漲停
2026-06-09,6244,茂迪,28.4,27.7,-2.46,22,漲停
2026-06-09,3105,穩懋,496.5,426.0,-14.2,22,漲停
2026-06-09,3147,大綜,312.5,252.0,-19.36,22,漲停
2026-06-09,3171,炎洲流通,79.4,69.5,-12.47,22,漲停
2026-06-09,3176,基亞,34.0,33.6,-1.18,22,漲停
2026-06-09,3221,台嘉碩,63.9,58.6,-8.29,22,漲停
2026-06-09,3290,東浦,54.0,66.4,22.96,22,漲停
2026-06-09,3322,建舜電,15.65,14.3,-8.63,22,漲停
2026-06-09,6642,富致,86.3,78.8,-8.69,22,漲停
2026-06-09,3624,光頡,112.5,152.5,35.56,22,漲停
2026-06-09,4534,慶騰,35.0,30.3,-13.43,22,漲停
2026-06-09,4542,科嶠,345.5,409.0,18.38,22,漲停
2026-06-09,4741,泓瀚,76.0,56.0,-26.32,22,漲停
2026-06-09,4973,廣穎,176.0,173.5,-1.42,22,漲停
2026-06-09,5289,宜鼎,1990.0,1615.0,-18.84,22,漲停
2026-06-09,5328,華容,42.75,71.1,66.32,22,漲停
2026-06-09,6870,騰雲,301.5,263.5,-12.6,22,漲停
2026-06-09,7777,能率亞洲,39.6,41.45,4.67,22,漲停
2026-06-09,2472,立隆電,372.5,453.5,21.74,22,漲停
2026-06-09,2478,大毅,167.0,225.5,35.03,22,漲停
2026-06-09,2484,希華,60.8,72.6,19.41,22,漲停
2026-06-09,2492,華新科,440.0,565.0,28.41,22,漲停
2026-06-09,2642,宅配通,22.3,20.65,-7.4,22,漲停
2026-06-09,2882,國泰金,104.0,98.3,-5.48,22,漲停
2026-06-09,3008,大立光,3885.0,4290.0,10.42,22,漲停
2026-06-09,2368,金像電,1495.0,1200.0,-19.73,22,漲停
2026-06-09,2375,凱美,165.0,211.5,28.18,22,漲停
2026-06-09,2414,精技,56.9,60.3,5.98,22,漲停
2026-06-09,2426,鼎元,68.2,76.1,11.58,22,漲停
2026-06-09,2454,聯發科,4475.0,4245.0,-5.14,22,漲停
2026-06-09,2455,全新,395.0,347.0,-12.15,22,漲停
2026-06-09,2457,飛宏,31.05,29.3,-5.64,22,漲停
2026-06-09,1714,和桐,13.9,19.65,41.37,22,漲停
2026-06-09,2059,川湖,6795.0,7360.0,8.31,22,漲停
2026-06-09,1449,佳和,16.35,14.25,-12.84,22,漲停
2026-06-09,8042,金山電,143.5,185.5,29.27,22,漲停
2026-06-09,8043,蜜望實,192.5,194.0,0.78,22,漲停
2026-06-09,8050,廣積,58.6,52.3,-10.75,22,漲停
2026-06-09,8074,鉅橡,74.4,70.3,-5.51,22,漲停
2026-06-09,8091,翔名,249.5,271.5,8.82,22,漲停
2026-06-09,8121,越峰,41.8,50.0,19.62,22,漲停
2026-06-09,8182,加高,50.8,49.1,-3.35,22,漲停
2026-06-09,2327,國巨*,826.0,1140.0,38.01,22,漲停
2026-06-09,2359,所羅門,144.5,130.5,-9.69,22,漲停
2026-06-09,1618,合機,44.9,41.15,-8.35,22,漲停
2026-06-09,3022,威強電,86.9,83.8,-3.57,22,漲停
2026-06-09,3026,禾伸堂,661.0,842.0,27.38,22,漲停
2026-06-09,3090,日電貿,230.0,322.5,40.22,22,漲停
2026-06-09,3167,大量,951.0,842.0,-11.46,22,漲停
2026-06-09,3229,晟鈦,45.2,42.0,-7.08,22,漲停
2026-06-09,4739,康普,130.0,114.5,-11.92,22,漲停
2026-06-09,4976,佳凌,35.55,37.5,5.49,22,漲停
2026-06-09,3406,玉晶光,719.0,659.0,-8.34,22,漲停
2026-06-09,3447,展達,42.65,36.95,-13.36,22,漲停
2026-06-09,3450,聯鈞,507.0,532.0,4.93,22,漲停
2026-06-09,3504,揚明光,80.1,80.2,0.12,22,漲停
2026-06-09,3550,聯穎,25.9,31.8,22.78,22,漲停
2026-06-09,3576,聯合再生,17.25,17.4,0.87,22,漲停
2026-06-09,6166,凌華,137.5,139.5,1.45,22,漲停
2026-06-09,8926,台汽電,73.5,76.3,3.81,22,漲停
2026-06-09,8996,高力,1330.0,1550.0,16.54,22,漲停
2026-06-09,9910,豐泰,86.3,70.0,-18.89,22,漲停
2026-06-09,6209,今國光,88.0,80.7,-8.3,22,漲停
2026-06-09,6224,聚鼎,84.3,77.2,-8.42,22,漲停
2026-06-09,6271,同欣電,240.0,267.0,11.25,22,漲停
2026-06-09,6449,鈺邦,370.5,345.0,-6.88,22,漲停
2026-06-09,6742,澤米,59.9,67.8,13.19,22,漲停
2026-06-09,6834,天二科技,75.0,119.0,58.67,22,漲停
2026-06-09,6890,來億-KY,274.0,197.0,-28.1,22,漲停
2026-06-09,6916,華凌,20.6,20.4,-0.97,22,漲停
2026-06-09,7722,LINEPAY,320.5,323.5,0.94,22,漲停
2026-06-09,8021,尖點,506.0,574.0,13.44,22,漲停
2026-06-09,8046,南電,914.0,1185.0,29.65,22,漲停
2026-06-09,8105,凌巨,21.65,22.85,5.54,22,漲停
2026-06-09,8131,福懋科,70.1,72.0,2.71,22,漲停
2026-06-09,8150,南茂,95.9,99.5,3.75,22,漲停
2026-06-09,8163,達方,42.9,41.7,-2.8,22,漲停
2026-06-09,8210,勤誠,1510.0,1285.0,-14.9,22,漲停
2026-06-09,8422,可寧衛*,29.6,27.9,-5.74,22,漲停
2026-06-09,8454,富邦媒,426.5,297.5,-30.25,22,漲停
2026-06-10,6180,橘子,47.05,49.6,5.42,21,漲停
