Date,Code,Name,EntryPrice,PctChange,Note
2026-02-02,5309,系統電,66.8,9.87,漲停
2026-02-02,6615,慧智,32.1,9.93,漲停
2026-02-02,6683,雍智科技,633.0,9.9,漲停
2026-02-02,3363,上詮,458.0,9.96,漲停
2026-02-02,3508,位速,26.55,9.94,漲停
2026-02-02,3521,鴻翊,16.15,9.86,漲停
2026-02-02,3555,博士旺,123.0,9.82,漲停
2026-02-02,6492,生華科,65.5,9.9,漲停
2026-02-02,5386,青雲,104.0,9.94,漲停
2026-02-02,9950,萬國通,11.65,9.91,漲停
2026-02-02,1454,台富,15.85,9.69,漲停
2026-02-02,6189,豐藝,48.2,9.92,漲停
2026-02-02,3028,增你強,50.6,10.0,漲停
2026-02-02,3049,精金,10.2,9.91,漲停
2026-02-02,6552,易華電,33.55,10.0,漲停
2026-02-02,7799,禾榮科,477.0,9.91,漲停
2026-02-03,6217,中探針,64.7,9.85,漲停
2026-02-03,6244,茂迪,24.5,9.87,漲停
2026-02-03,5386,青雲,114.0,9.62,漲停
2026-02-03,5452,佶優,32.1,9.93,漲停
2026-02-03,5475,德宏,123.0,9.82,漲停
2026-02-03,5498,凱崴,62.1,9.91,漲停
2026-02-03,3081,聯亞,1095.0,9.61,漲停
2026-02-03,3230,錦明,30.25,10.0,漲停
2026-02-03,3285,微端,29.45,9.89,漲停
2026-02-03,6510,精測,3775.0,9.9,漲停
2026-02-03,6615,慧智,35.3,9.97,漲停
2026-02-03,6683,雍智科技,696.0,9.95,漲停
2026-02-03,3491,昇達科,1280.0,9.87,漲停
2026-02-03,3508,位速,29.2,9.98,漲停
2026-02-03,1815,富喬,95.7,10.0,漲停
2026-02-03,4577,達航科技,55.0,10.0,漲停
2026-02-03,8074,鉅橡,65.0,9.98,漲停
2026-02-03,8289,泰藝,24.8,9.98,漲停
2026-02-03,1802,台玻,49.4,9.9,漲停
2026-02-03,1809,中釉,26.4,10.0,漲停
2026-02-03,2413,環科,44.55,10.0,漲停
2026-02-03,2455,全新,172.0,9.9,漲停
2026-02-03,2467,志聖,266.5,9.9,漲停
2026-02-03,2367,燿華,54.1,9.96,漲停
2026-02-03,3017,奇鋐,1635.0,9.73,漲停
2026-02-03,3028,增你強,55.6,9.88,漲停
2026-02-03,3138,耀登,180.0,9.76,漲停
2026-02-03,3308,聯德,22.35,9.83,漲停
2026-02-03,3533,嘉澤,1605.0,9.93,漲停
2026-02-03,3576,聯合再生,12.3,9.82,漲停
2026-02-03,3686,達能,21.55,9.95,漲停
2026-02-03,4934,太極,16.1,9.9,漲停
2026-02-03,6715,嘉基,140.5,9.77,漲停
2026-02-03,6451,訊芯-KY,189.5,9.86,漲停
2026-02-03,6515,穎崴,4465.0,9.98,漲停
2026-02-04,6568,宏觀,166.5,9.9,漲停
2026-02-04,4542,科嶠,121.5,9.95,漲停
2026-02-04,5475,德宏,135.0,9.76,漲停
2026-02-04,6109,亞元,12.95,9.75,漲停
2026-02-04,4991,環宇-KY,265.5,9.94,漲停
2026-02-04,5291,邑昇,40.0,9.89,漲停
2026-02-04,5340,建榮,114.0,9.62,漲停
2026-02-04,3663,鑫科,62.1,9.91,漲停
2026-02-04,6584,南俊國際,339.5,9.87,漲停
2026-02-04,6588,東典光電,72.6,10.0,漲停
2026-02-04,6134,萬旭,32.3,9.86,漲停
2026-02-04,6244,茂迪,26.95,10.0,漲停
2026-02-04,8147,正淩,117.5,9.81,漲停
2026-02-04,8289,泰藝,27.25,9.88,漲停
2026-02-04,2349,錸德,14.5,9.85,漲停
2026-02-04,2355,敬鵬,43.75,9.92,漲停
2026-02-04,2367,燿華,59.5,9.98,漲停
2026-02-04,2485,兆赫,45.25,9.96,漲停
2026-02-04,2939,永邑-KY,22.15,9.93,漲停
2026-02-04,3138,耀登,198.0,10.0,漲停
2026-02-04,3189,景碩,270.5,9.96,漲停
2026-02-04,3308,聯德,24.55,9.84,漲停
2026-02-04,3481,群創,23.0,9.79,漲停
2026-02-04,3576,聯合再生,13.5,9.76,漲停
2026-02-04,3715,定穎投控,157.5,9.76,漲停
2026-02-04,4958,臻鼎-KY,199.0,9.94,漲停
2026-02-04,4960,誠美材,14.55,9.81,漲停
2026-02-04,1711,永光,23.9,9.89,漲停
2026-02-04,6152,百一,14.5,9.85,漲停
2026-02-04,6213,聯茂,118.0,9.77,漲停
2026-02-04,6271,同欣電,157.0,9.79,漲停
2026-02-04,6412,群電,92.5,9.99,漲停
2026-02-04,6451,訊芯-KY,208.0,9.76,漲停
2026-02-04,2383,台光電,2040.0,9.97,漲停
2026-02-04,2409,友達,15.15,9.78,漲停
2026-02-04,6770,力積電,65.6,9.88,漲停
2026-02-04,6830,汎銓,207.0,9.81,漲停
2026-02-04,6861,睿生光電,68.7,9.92,漲停
2026-02-05,4991,環宇-KY,292.0,9.98,漲停
2026-02-05,3122,笙泉,27.0,9.98,漲停
2026-02-05,3230,錦明,34.25,9.95,漲停
2026-02-05,3234,光環,66.6,9.9,漲停
2026-02-05,2736,富野,15.15,9.78,漲停
2026-02-05,3066,李洲,15.95,10.0,漲停
2026-02-05,3332,幸康,61.2,9.87,漲停
2026-02-05,3508,位速,35.3,9.97,漲停
2026-02-05,6461,益得,21.85,9.8,漲停
2026-02-05,6244,茂迪,29.6,9.83,漲停
2026-02-05,1528,恩德,29.45,9.89,漲停
2026-02-05,2406,國碩,32.65,9.93,漲停
2026-02-05,8067,志旭,14.85,10.0,漲停
2026-02-05,2486,一詮,142.0,9.65,漲停
2026-02-05,6152,百一,15.95,10.0,漲停
2026-02-05,4949,有成精密,51.5,9.93,漲停
2026-02-05,4968,立積,129.0,9.79,漲停
2026-02-05,8210,勤誠,1085.0,9.82,漲停
2026-02-05,6672,騰輝電子-KY,105.5,9.67,漲停
2026-02-05,6706,惠特,127.0,9.96,漲停
2026-02-05,6830,汎銓,227.5,9.9,漲停
2026-02-05,3535,晶彩科,109.0,9.77,漲停
2026-02-05,3576,聯合再生,14.85,10.0,漲停
2026-02-06,3615,安可,29.35,9.93,漲停
2026-02-06,5386,青雲,122.5,9.87,漲停
2026-02-06,1466,聚隆,16.65,9.9,漲停
2026-02-06,7744,崴寶,363.0,10.0,漲停
2026-02-06,6885,全福生技,29.3,9.94,漲停
2026-02-06,3167,大量,229.0,9.83,漲停
2026-02-06,8271,宇瞻,112.5,9.76,漲停
2026-02-06,3550,聯穎,18.75,9.97,漲停
2026-02-09,4903,聯光通,42.45,9.97,漲停
2026-02-09,4973,廣穎,45.9,9.94,漲停
2026-02-09,5289,宜鼎,782.0,9.99,漲停
2026-02-09,5302,太欣,12.1,10.0,漲停
2026-02-09,5351,鈺創,57.5,9.94,漲停
2026-02-09,6217,中探針,62.2,9.89,漲停
2026-02-09,6218,豪勉,23.7,9.98,漲停
2026-02-09,5386,青雲,134.5,9.8,漲停
2026-02-09,6113,亞矽,22.1,9.95,漲停
2026-02-09,3163,波若威,537.0,9.82,漲停
2026-02-09,3230,錦明,36.85,10.0,漲停
2026-02-09,3234,光環,71.1,9.89,漲停
2026-02-09,6584,南俊國際,377.0,9.91,漲停
2026-02-09,6588,東典光電,76.6,9.43,漲停
2026-02-10,3219,倚強科,68.8,9.9,漲停
2026-02-10,5426,振發,20.75,9.79,漲停
2026-02-10,6588,東典光電,84.2,9.92,漲停
2026-02-10,6716,應廣,66.6,9.9,漲停
2026-02-10,2413,環科,43.65,9.95,漲停
2026-02-10,2455,全新,190.0,9.83,漲停
2026-02-10,2460,建通,25.0,9.89,漲停
2026-02-10,6903,巨漢,276.0,9.96,漲停
2026-02-10,6907,雅特力-KY,53.4,9.88,漲停
2026-02-10,7751,竑騰,927.0,9.96,漲停
2026-02-10,7792,安葆,337.0,9.77,漲停
2026-02-10,2363,矽統,54.4,9.9,漲停
2026-02-10,6202,盛群,53.7,9.93,漲停
2026-02-10,6426,統新,141.0,9.73,漲停
2026-02-10,8045,達運光電,82.5,10.0,漲停
2026-02-10,3532,台勝科,151.0,9.82,漲停
2026-02-10,3665,貿聯-KY,1380.0,9.96,漲停
2026-02-10,3028,增你強,46.2,10.0,漲停
2026-02-10,3432,台端,18.8,9.94,漲停
2026-02-11,6588,東典光電,92.6,9.98,漲停
2026-02-11,6683,雍智科技,790.0,9.87,漲停
2026-02-11,6291,沛亨,276.5,9.94,漲停
2026-02-11,6509,聚和,37.7,9.91,漲停
2026-02-11,3252,海灣,20.15,9.81,漲停
2026-02-11,5386,青雲,159.5,10.0,漲停
2026-02-11,5475,德宏,163.0,9.76,漲停
2026-02-11,3529,力旺,1985.0,9.97,漲停
2026-02-11,3555,博士旺,121.0,10.0,漲停
2026-02-11,3581,博磊,72.2,9.89,漲停
2026-02-11,1815,富喬,96.6,9.9,漲停
2026-02-11,4908,前鼎,79.2,10.0,漲停
2026-02-11,2337,旺宏,98.5,9.93,漲停
2026-02-11,1802,台玻,47.05,9.93,漲停
2026-02-11,2438,翔耀,22.8,9.88,漲停
2026-02-11,8472,夠麻吉,60.8,9.95,漲停
2026-02-11,6907,雅特力-KY,58.7,9.93,漲停
2026-02-11,1529,樂事綠能,24.95,9.91,漲停
2026-02-11,4989,榮科,50.2,9.97,漲停
2026-02-11,8103,瀚荃,109.5,9.83,漲停
2026-02-11,6861,睿生光電,78.4,9.96,漲停
2026-02-12,6588,東典光電,92.6,9.98,漲停
2026-02-12,6683,雍智科技,790.0,9.87,漲停
2026-02-12,3529,力旺,1985.0,9.97,漲停
2026-02-12,3555,博士旺,121.0,10.0,漲停
2026-02-12,3581,博磊,72.2,9.89,漲停
2026-02-12,4908,前鼎,79.2,10.0,漲停
2026-02-12,3252,海灣,20.15,9.81,漲停
2026-02-12,5386,青雲,159.5,10.0,漲停
2026-02-12,5475,德宏,163.0,9.76,漲停
2026-02-12,1815,富喬,96.6,9.9,漲停
2026-02-12,6291,沛亨,276.5,9.94,漲停
2026-02-12,6509,聚和,37.7,9.91,漲停
2026-02-12,2438,翔耀,22.8,9.88,漲停
2026-02-12,8472,夠麻吉,60.8,9.95,漲停
2026-02-12,2337,旺宏,98.5,9.93,漲停
2026-02-12,1529,樂事綠能,24.95,9.91,漲停
2026-02-12,1802,台玻,47.05,9.93,漲停
2026-02-12,6907,雅特力-KY,58.7,9.93,漲停
2026-02-12,8103,瀚荃,109.5,9.83,漲停
2026-02-12,4989,榮科,50.2,9.97,漲停
2026-02-12,6861,睿生光電,78.4,9.96,漲停
2026-02-13,3252,海灣,20.15,9.81,漲停
2026-02-13,5386,青雲,159.5,10.0,漲停
2026-02-13,5475,德宏,163.0,9.76,漲停
2026-02-13,6588,東典光電,92.6,9.98,漲停
2026-02-13,6683,雍智科技,790.0,9.87,漲停
