Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.65,67355064.0,0.96,5.16,17.26,21.56,0.18,0.18,0.18,3.69
ORCL,Oracle,Technology,Software - Infrastructure,143.66,21319824.0,1.2,0.34,-2.35,-5.21,3.06,3.06,3.06,413.17
BAC,Bank of America,Financial Services,Banks - Diversified,51.88,29486154.0,0.89,3.18,6.42,8.31,1.53,1.53,1.53,372.33
SOFI,SOFI,Financial Services,Credit Services,16.49,63516586.0,1.29,2.36,3.84,-12.24,1.05,1.05,1.05,21.03
DIS,Disney,Communication Services,Entertainment,99.18,10750576.0,1.35,3.55,2.91,-2.44,1.07,1.07,1.07,175.88
NOK,NOK,Technology,Communication Equipment,9.44,101408594.0,1.38,6.67,17.41,19.65,0.96,0.96,0.96,52.7
NIO,NIO,Consumer Cyclical,Auto Manufacturers,6.38,35778854.0,0.83,3.91,5.8,29.15,0.23,0.23,0.23,16.13
ADBE,Adobe,Technology,Software - Application,239.31,4029311.0,1.12,-0.35,-1.55,-15.27,0.96,0.96,0.96,97.55
MARA,MARA,Financial Services,Capital Markets,9.5,49917036.0,1.2,6.03,16.42,9.7,0.47,0.47,0.47,3.61
F,F,Consumer Cyclical,Auto Manufacturers,12.18,52014605.0,1.53,5.73,5.55,-0.08,0.63,0.63,0.63,48.85
^GSPC,S&P 500,Index,Market Index,6782.81,3502192000.0,0.69,2.51,3.9,-0.19,23754.7,23754.7,23754.7,0.0
PONY,PONY,Technology,Information Technology Services,9.75,4091948.0,0.96,11.05,3.28,-24.24,0.04,0.04,0.04,4.23
SI=F,Silver (白銀),Index,Market Index,74.25,54886.0,1516.19,3.37,-0.6,-11.65,0.0,0.0,0.0,0.0
COST,Costco,Consumer Defensive,Discount Stores,1030.27,2247919.0,1.26,1.68,3.4,2.48,2.32,2.32,2.32,457.31
NVDA,NVIDIA,Technology,Semiconductors,182.08,147041074.0,0.95,2.23,4.4,-0.31,26.77,26.77,26.77,4425.45
COMP,COMP,Real Estate,Real Estate Services,7.44,33685759.0,1.92,11.38,1.78,-17.33,0.25,0.25,0.25,5.55
NVTS,NVTS,Technology,Semiconductors,9.55,31306293.0,2.08,11.44,8.89,13.96,0.3,0.3,0.3,2.2
HUT,HUT,Financial Services,Capital Markets,61.43,11095720.0,3.11,16.65,30.95,26.04,0.68,0.68,0.68,6.81
BBD,BBD,Financial Services,Banks - Regional,3.9,46640805.0,1.37,5.12,6.85,3.17,0.18,0.18,0.18,41.23
FORM,FORM,Technology,Semiconductor Equipment & Materials,117.8,2006413.0,2.1,12.06,21.46,32.3,0.24,0.24,0.24,9.18
RPM,RPM,Basic Materials,Specialty Chemicals,108.72,1670922.0,1.46,12.42,9.38,5.92,0.18,0.18,0.18,13.94
OSCR,OSCR,Healthcare,Healthcare Plans,14.64,15079458.0,2.62,12.88,27.64,4.87,0.22,0.22,0.22,4.36
MSTR,MicroStrategy,Technology,Software - Application,128.3,17038311.0,0.98,3.7,2.8,-7.66,2.19,2.19,2.19,44.34
TXN,Texas Inst,Technology,Semiconductors,208.9,7097846.0,1.42,4.59,7.6,6.47,1.48,1.48,1.48,190.2
GLW,GLW,Technology,Electronic Components,165.1,13329464.0,1.23,11.16,21.42,27.93,2.2,2.2,2.2,141.82
TSM,TSMC,Technology,Semiconductors,365.9,16257308.0,1.47,5.96,8.27,4.93,5.95,5.95,5.95,1897.74
CL=F,Crude Oil (原油),Index,Market Index,96.5,555116.0,1.88,-14.56,-4.81,1.83,0.05,0.05,0.05,0.0
CCL,CCL,Consumer Cyclical,Travel Services,28.03,47794384.0,1.74,11.23,8.31,6.21,1.34,1.34,1.34,38.83
AVGO,Broadcom,Technology,Semiconductors,350.63,31475752.0,1.46,4.99,13.29,1.41,11.04,11.04,11.04,1662.43
AMD,AMD,Technology,Semiconductors,231.82,34355712.0,0.96,4.64,13.96,14.38,7.96,7.96,7.96,377.96
WMT,Walmart,Consumer Defensive,Discount Stores,127.26,19746555.0,1.28,3.89,2.4,2.35,2.51,2.51,2.51,1014.57
MSFT,Microsoft,Technology,Software - Infrastructure,374.33,32957404.0,1.21,0.55,1.12,-8.57,12.34,12.34,12.34,2782.16
MA,Mastercard,Financial Services,Credit Services,507.12,3043275.0,0.84,1.77,1.49,-2.05,1.54,1.54,1.54,452.57
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,246.49,10992880.0,1.37,9.87,15.37,16.74,2.71,2.71,2.71,309.6
IE,IE,Basic Materials,Copper,13.13,3433661.0,1.93,11.18,11.08,-1.13,0.05,0.05,0.05,2.07
HOLX,HOLX,Healthcare,Medical Instruments & Supplies,76.01,0.0,0.0,0.0,0.61,0.36,0.0,0.0,0.0,16.97
FIGR,FIGR,Financial Services,Capital Markets,34.34,4960264.0,1.01,11.6,1.15,5.21,0.17,0.17,0.17,7.43
BRK-B,Berkshire,Financial Services,Insurance - Diversified,479.75,4646233.0,1.28,0.35,0.11,-3.51,2.23,2.23,2.23,1034.76
QCOM,Qualcomm,Technology,Semiconductors,127.51,12524368.0,1.31,2.77,-0.99,-7.68,1.6,1.6,1.6,136.19
CRM,Salesforce,Technology,Software - Application,176.37,11729518.0,0.96,-3.6,-5.52,-11.28,2.07,2.07,2.07,165.26
MU,Micron,Technology,Semiconductors,406.73,48790020.0,0.87,7.72,20.39,4.47,19.84,19.84,19.84,458.68
GRAB,GRAB,Technology,Software - Application,3.63,78192091.0,1.48,2.54,-0.82,-8.33,0.28,0.28,0.28,14.88
SMCI,Super Micro,Technology,Computer Hardware,23.37,31187671.0,1.04,3.09,2.64,-26.92,0.73,0.73,0.73,14.03
PG,P&G,Consumer Defensive,Household & Personal Products,144.9,10847282.0,1.41,2.55,0.32,-6.65,1.57,1.57,1.57,338.59
NFLX,Netflix,Communication Services,Entertainment,99.39,30872619.0,0.84,0.58,3.37,1.09,3.07,3.07,3.07,421.6
RIOT,RIOT,Financial Services,Capital Markets,16.11,28282854.0,1.95,13.53,30.34,9.59,0.46,0.46,0.46,6.11
MT,MT,Basic Materials,Steel,60.04,3453613.0,2.15,11.6,15.51,7.54,0.21,0.21,0.21,46.01
NESR,NESR,Energy,Oil & Gas Equipment & Services,24.05,4362281.0,2.6,10.93,12.02,15.96,0.1,0.1,0.1,2.42
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,16.78,15354510.0,1.3,14.62,10.87,-10.32,0.26,0.26,0.26,3.66
AXTI,AXTI,Technology,Semiconductor Equipment & Materials,53.18,18005038.0,1.01,16.98,-6.67,37.91,0.96,0.96,0.96,2.96
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,77.29,12325004.0,0.88,1.82,1.63,-0.66,0.95,0.95,0.95,332.67
WULF,WULF,Financial Services,Capital Markets,18.05,53971780.0,2.19,8.93,25.09,30.32,0.97,0.97,0.97,7.65
