Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
COST,Costco,Consumer Defensive,Discount Stores,1014.96,1828600.0,0.97,1.85,3.6,0.82,1.86,1.86,1.86,450.51
CL=F,Crude Oil (原油),Index,Market Index,111.54,434561.0,1.07,11.41,18.06,49.4,0.05,0.05,0.05,0.0
^IXIC,Nasdaq,Index,Market Index,21879.18,8134780000.0,0.9,0.18,2.2,-4.07,177982.31,177982.31,177982.31,0.0
JPM,JPMorgan,Financial Services,Banks - Diversified,294.6,6669300.0,0.61,-0.26,1.01,-1.6,1.96,1.96,1.96,794.55
MSTR,MicroStrategy,Technology,Software - Application,119.83,17609700.0,0.99,-2.4,-9.85,-18.17,2.11,2.11,2.11,41.41
V,Visa,Financial Services,Credit Services,300.8,4376000.0,0.49,0.77,-1.55,-6.14,1.32,1.32,1.32,579.95
LITE,LITE,Technology,Communication Equipment,826.88,7886200.0,1.23,8.14,20.05,21.46,6.52,6.52,6.52,59.04
^SOX,PHLX Semi,Index,Market Index,7833.39,0.0,0.0,0.4,3.26,-1.02,0.0,0.0,0.0,0.0
PL,PL,Industrials,Aerospace & Defense,35.88,25891400.0,1.56,16.83,10.74,38.0,0.93,0.93,0.93,12.42
BMNR,BMNR,Financial Services,Capital Markets,19.45,39700000.0,0.75,-1.22,-0.1,-7.91,0.77,0.77,0.77,8.86
GC=F,Gold (黃金),Index,Market Index,4651.5,1637.0,0.09,-2.75,6.31,-9.15,0.01,0.01,0.01,0.0
UNH,UnitedHealth,Healthcare,Healthcare Plans,277.26,6407000.0,0.81,1.2,3.44,-5.03,1.78,1.78,1.78,251.66
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,348.47,4269400.0,0.59,-1.51,2.93,-2.6,1.49,1.49,1.49,276.55
NTNX,NTNX,Technology,Software - Infrastructure,41.1,3288100.0,1.18,8.04,4.18,1.93,0.14,0.14,0.14,11.11
RLAY,RLAY,Healthcare,Biotechnology,12.54,8891900.0,3.63,16.43,23.91,23.55,0.11,0.11,0.11,2.24
BAC,Bank of America,Financial Services,Banks - Diversified,49.38,27548200.0,0.71,0.22,2.36,-1.83,1.36,1.36,1.36,354.38
CRWV,CoreWeave,Technology,Software - Infrastructure,82.24,20958200.0,0.84,4.84,2.22,3.45,1.72,1.72,1.72,43.23
ABEV,ABEV,Consumer Defensive,Beverages - Brewers,2.93,42960500.0,1.63,-1.35,3.9,-1.68,0.13,0.13,0.13,45.94
QCOM,Qualcomm,Technology,Semiconductors,126.8,8575300.0,0.78,-0.38,-2.87,-9.11,1.09,1.09,1.09,135.43
META,Meta,Communication Services,Internet Content & Information,574.46,13518500.0,0.47,-0.82,4.92,-13.97,7.77,7.77,7.77,1453.13
NFLX,Netflix,Communication Services,Entertainment,98.66,37068000.0,0.84,3.25,5.72,0.0,3.66,3.66,3.66,418.5
ALAB,ALAB,Technology,Semiconductors,117.14,4496100.0,1.07,10.17,3.11,2.96,0.53,0.53,0.53,19.94
VG,VG,Energy,Oil & Gas Midstream,14.64,32333700.0,1.01,-0.27,-12.96,31.18,0.47,0.47,0.47,35.97
TSAT,TSAT,Technology,Communication Equipment,40.11,308700.0,2.82,15.62,4.97,13.24,0.01,0.01,0.01,2.05
TXN,Texas Inst,Technology,Semiconductors,194.87,3408100.0,0.55,-0.73,0.75,-3.72,0.66,0.66,0.66,177.42
BTC-USD,Bitcoin,Crypto,Cryptocurrency,66926.66,23203241984.0,0.65,0.06,1.47,-5.69,1552915.58,1552915.58,1552915.58,0.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1051.0,243.0,1.4,0.19,0.57,3.65,0.0,0.0,0.0,0.0
^GSPC,S&P 500,Index,Market Index,6582.69,4740740000.0,0.86,0.11,1.63,-4.18,31206.82,31206.82,31206.82,0.0
TSM,TSMC,Technology,Semiconductors,339.04,8994600.0,0.57,-0.72,3.96,-5.15,3.05,3.05,3.05,1758.43
NOK,NOK,Technology,Communication Equipment,8.82,92257600.0,1.75,6.65,6.52,8.22,0.81,0.81,0.81,49.24
^VIX,VIX,Index,Market Index,23.87,0.0,0.0,-2.73,-13.01,12.86,0.0,0.0,0.0,0.0
AAOI,AAOI,Technology,Communication Equipment,103.91,20043600.0,1.77,20.34,6.66,4.21,2.08,2.08,2.08,8.07
AAPL,Apple,Technology,Consumer Electronics,255.92,31289400.0,0.72,0.11,1.2,-2.51,8.01,8.01,8.01,3761.49
DIS,Disney,Communication Services,Entertainment,96.61,6379100.0,0.62,0.05,1.96,-6.24,0.62,0.62,0.62,171.33
FLY,FLY,Industrials,Aerospace & Defense,32.93,7745300.0,1.04,10.65,22.83,53.88,0.26,0.26,0.26,5.27
PLTR,Palantir,Technology,Software - Infrastructure,148.46,30437000.0,0.76,1.34,0.61,-3.09,4.52,4.52,4.52,355.07
SBAC,SBAC,Real Estate,REIT - Specialty,204.04,6566500.0,7.24,18.93,22.79,3.87,1.34,1.34,1.34,21.56
LUNR,LUNR,Industrials,Aerospace & Defense,23.99,40685100.0,3.03,18.53,24.75,28.84,0.98,0.98,0.98,3.82
CAR,CAR,Industrials,Rental & Leasing Services,190.42,1854000.0,0.85,11.97,36.42,98.87,0.35,0.35,0.35,6.71
ERAS,ERAS,Healthcare,Biotechnology,17.81,5480000.0,1.09,7.29,17.48,17.79,0.1,0.1,0.1,5.54
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,935.58,2727100.0,0.77,-1.98,4.3,-6.77,2.55,2.55,2.55,837.36
RKLB,RKLB,Industrials,Aerospace & Defense,67.73,32670600.0,1.37,3.37,2.71,-5.81,2.21,2.21,2.21,38.57
AMD,AMD,Technology,Semiconductors,217.5,38463500.0,0.95,3.47,6.74,7.64,8.37,8.37,8.37,354.61
