Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
MARA,MARA,Financial Services,Capital Markets,11.64,46501907.0,1.0,-1.36,0.34,40.58,0.54,0.54,0.54,4.43
ALAB,ALAB,Technology,Semiconductors,212.84,6644908.0,1.05,7.75,22.29,76.88,1.41,1.41,1.41,36.23
MSTR,MicroStrategy,Technology,Software - Application,171.02,14041870.0,0.47,-0.84,2.7,22.92,2.4,2.4,2.4,59.67
PG,P&G,Consumer Defensive,Household & Personal Products,148.18,13487797.0,1.38,1.7,0.85,2.96,2.0,2.0,2.0,346.26
BAC,Bank of America,Financial Services,Banks - Diversified,52.05,23206554.0,0.65,-0.8,-3.45,6.77,1.21,1.21,1.21,371.11
AMD,AMD,Technology,Semiconductors,347.81,79942384.0,1.96,13.91,24.94,57.9,27.8,27.8,27.8,567.07
HG=F,Copper (銅),Index,Market Index,6.03,35507.0,34.66,-0.77,-1.23,9.03,0.0,0.0,0.0,0.0
^IXIC,Nasdaq,Index,Market Index,24836.6,9150824000.0,1.04,1.63,1.5,13.25,227275.33,227275.33,227275.33,0.0
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,417.04,6136845.0,1.23,3.25,5.06,12.91,2.56,2.56,2.56,330.97
CL=F,Crude Oil (原油),Index,Market Index,94.88,307136.0,1.26,-1.01,13.15,5.05,0.03,0.03,0.03,0.0
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,199.77,5596337.0,0.45,0.93,-3.18,10.31,1.12,1.12,1.12,52.75
^DJI,Dow Jones,Index,Market Index,49230.71,536956902.0,1.14,-0.16,-0.44,6.03,26434.77,26434.77,26434.77,0.0
SNPS,SNPS,Technology,Software - Infrastructure,500.82,2884357.0,1.6,9.62,11.4,22.11,1.44,1.44,1.44,95.94
AMBA,AMBA,Technology,Semiconductor Equipment & Materials,66.87,898253.0,1.05,9.02,14.84,23.63,0.06,0.06,0.06,2.93
DIS,Disney,Communication Services,Entertainment,102.6,5938014.0,0.79,-1.01,-3.47,6.93,0.61,0.61,0.61,181.76
JNJ,J&J,Healthcare,Drug Manufacturers - General,227.5,5778847.0,0.65,-1.37,-2.85,-5.18,1.31,1.31,1.31,547.64
ONDS,ONDS,Technology,Communication Equipment,10.55,44176539.0,0.62,0.09,5.5,2.33,0.47,0.47,0.47,5.09
