Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
GOOGL,GOOGL,Communication Services,Internet Content & Information,297.39,37550664.0,1.02,3.42,2.22,-2.04,11.17,11.17,11.17,3597.53
^VIX,VIX,Index,Market Index,24.54,0.0,0.0,-2.81,-3.12,4.12,0.0,0.0,0.0,0.0
AVGO,Broadcom,Technology,Semiconductors,313.49,19093478.0,0.79,1.29,-1.67,-0.11,5.99,5.99,5.99,1486.34
GRAB,GRAB,Technology,Software - Application,3.67,42319484.0,0.78,0.27,-1.61,-10.05,0.16,0.16,0.16,15.05
RGC,RGC,Healthcare,Drug Manufacturers - Specialty & Generic,33.72,1193701.0,11.24,32.6,39.63,40.56,0.04,0.04,0.04,16.67
PVH,PVH,Consumer Cyclical,Apparel Manufacturing,76.56,2644154.0,1.83,9.75,14.13,15.02,0.2,0.2,0.2,3.68
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,222.01,10667456.0,0.99,3.91,-4.9,2.18,2.37,2.37,2.37,278.85
TXN,Texas Inst,Technology,Semiconductors,196.3,5414151.0,0.9,1.11,-0.24,-3.14,1.06,1.06,1.06,178.72
SNAP,SNAP,Communication Services,Internet Content & Information,4.9,72550052.0,0.91,6.52,9.13,-6.67,0.36,0.36,0.36,8.28
JNJ,J&J,Healthcare,Drug Manufacturers - General,244.12,4570359.0,0.67,-0.13,1.75,-1.07,1.12,1.12,1.12,588.3
LITE,LITE,Technology,Communication Equipment,764.65,6743458.0,1.12,8.81,-1.61,10.11,5.16,5.16,5.16,54.6
^SOX,PHLX Semi,Index,Market Index,7802.31,0.0,0.0,2.82,-2.08,0.48,0.0,0.0,0.0,0.0
CRWV,CoreWeave,Technology,Software - Infrastructure,78.44,22715366.0,0.99,1.25,-10.44,6.32,1.78,1.78,1.78,41.23
MA,Mastercard,Financial Services,Credit Services,491.65,3004160.0,0.82,-1.6,-2.21,-6.23,1.48,1.48,1.48,438.77
INTC,Intel,Technology,Semiconductors,48.03,128922892.0,1.5,8.84,1.8,11.44,6.19,6.19,6.19,241.16
HRC=F,Steel (熱軋鋼),Index,Market Index,1048.0,243.0,1.48,0.0,0.1,3.15,0.0,0.0,0.0,0.0
LUNR,LUNR,Industrials,Aerospace & Defense,20.24,17371878.0,1.22,9.05,-1.51,11.21,0.35,0.35,0.35,3.23
PG,P&G,Consumer Defensive,Household & Personal Products,144.09,6524783.0,0.67,-0.24,0.12,-9.79,0.94,0.94,0.94,337.24
DNN,DNN,Energy,Uranium,3.66,38645403.0,0.88,3.68,2.52,-8.5,0.14,0.14,0.14,3.3
WMT,Walmart,Consumer Defensive,Discount Stores,124.74,16948532.0,0.93,0.37,1.37,-2.48,2.11,2.11,2.11,994.48
MBLY,MBLY,Consumer Cyclical,Auto Parts,7.39,12151307.0,1.29,7.57,6.64,-9.44,0.09,0.09,0.09,6.22
^IXIC,Nasdaq,Index,Market Index,21840.95,7418946000.0,0.84,1.16,-0.41,-3.0,162036.81,162036.81,162036.81,0.0
GC=F,Gold (黃金),Index,Market Index,4784.6,162398.0,8.33,2.95,5.16,-6.32,0.78,0.78,0.78,0.0
NIO,NIO,Consumer Cyclical,Auto Manufacturers,6.2,51653299.0,1.17,2.82,7.27,35.08,0.32,0.32,0.32,15.68
NKE,NKE,Consumer Cyclical,Footwear & Accessories,44.63,113580907.0,6.15,-15.51,-15.76,-24.85,5.07,5.07,5.07,66.07
CRM,Salesforce,Technology,Software - Application,186.24,11673625.0,1.05,-0.23,2.35,-5.0,2.17,2.17,2.17,174.51
AAPL,Apple,Technology,Consumer Electronics,255.63,35595400.0,0.86,0.73,1.19,-3.08,9.1,9.1,9.1,3757.23
META,Meta,Communication Services,Internet Content & Information,579.23,23258579.0,0.87,1.24,-2.63,-11.58,13.47,13.47,13.47,1465.19
ONDS,ONDS,Technology,Communication Equipment,8.81,57032480.0,0.8,-2.54,-14.55,-12.08,0.5,0.5,0.5,4.13
BTC-USD,Bitcoin,Crypto,Cryptocurrency,68339.59,37083103232.0,1.09,0.16,3.02,-2.66,2534244.21,2534244.21,2534244.21,0.0
TSM,TSMC,Technology,Semiconductors,341.49,14964917.0,0.99,1.05,-1.8,-3.3,5.11,5.11,5.11,1771.14
ADBE,Adobe,Technology,Software - Application,241.37,3741601.0,0.79,-0.7,1.74,-10.93,0.9,0.9,0.9,98.39
BTG,BTG,Basic Materials,Gold,4.84,43550257.0,1.41,6.84,15.51,-11.84,0.21,0.21,0.21,6.5
RIG,RIG,Energy,Oil & Gas Drilling,6.5,40973003.0,1.12,-1.96,-3.99,6.38,0.27,0.27,0.27,7.17
JPM,JPMorgan,Financial Services,Banks - Diversified,295.38,10910711.0,0.98,0.41,-0.01,-1.63,3.22,3.22,3.22,796.65
WDC,WDC,Technology,Computer Hardware,297.73,12885205.0,1.53,10.07,0.54,18.8,3.84,3.84,3.84,101.79
NFLX,Netflix,Communication Services,Entertainment,95.55,28484038.0,0.65,-0.62,3.54,-2.2,2.72,2.72,2.72,405.31
DFTX,DFTX,Healthcare,Biotechnology,20.6,3016403.0,1.55,8.99,11.53,16.45,0.06,0.06,0.06,2.05
NVDA,NVIDIA,Technology,Semiconductors,175.75,156552273.0,0.82,0.77,-1.64,-2.39,27.51,27.51,27.51,4271.6
MRVL,MRVL,Technology,Semiconductors,106.71,43981186.0,1.59,7.73,8.39,37.67,4.69,4.69,4.69,93.31
VG,VG,Energy,Oil & Gas Midstream,14.68,36753051.0,1.23,-6.85,-12.15,28.1,0.54,0.54,0.54,36.07
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,353.8,5971052.0,0.85,3.51,-4.21,0.71,2.11,2.11,2.11,280.78
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.25,39245837.0,0.81,-0.44,-0.88,0.9,0.09,0.09,0.09,3.14
ANDG,ANDG,Consumer Cyclical,Personal Services,29.2,383889.0,0.9,7.35,12.01,19.57,0.01,0.01,0.01,3.24
HG=F,Copper (銅),Index,Market Index,5.62,44254.0,21.86,0.54,1.6,-2.7,0.0,0.0,0.0,0.0
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,954.52,6168549.0,2.27,3.78,4.17,-5.28,5.89,5.89,5.89,854.31
SNDK,SNDK,Technology,Computer Hardware,692.73,22122879.0,1.13,9.03,2.19,22.52,15.33,15.33,15.33,102.25
PLTR,Palantir,Technology,Software - Infrastructure,146.49,34056743.0,0.83,0.14,-5.47,-0.5,4.99,4.99,4.99,350.36
MSTR,MicroStrategy,Technology,Software - Application,122.78,15048319.0,0.81,-1.62,-11.75,-7.46,1.85,1.85,1.85,42.43
PFE,PFE,Healthcare,Drug Manufacturers - General,28.55,36560240.0,0.98,1.67,4.66,7.41,1.04,1.04,1.04,162.4
UNH,UnitedHealth,Healthcare,Healthcare Plans,273.98,5446163.0,0.65,1.25,1.27,-5.27,1.49,1.49,1.49,248.69
ORCL,Oracle,Technology,Software - Infrastructure,145.23,20444505.0,1.02,-1.28,-0.54,-2.54,2.97,2.97,2.97,417.69
SOFI,SOFI,Financial Services,Credit Services,15.63,57026217.0,1.04,-1.57,-5.62,-16.01,0.89,0.89,0.89,19.93
BAC,Bank of America,Financial Services,Banks - Diversified,49.27,23899842.0,0.62,1.07,1.07,-1.4,1.18,1.18,1.18,353.6
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,214.98,4505609.0,0.7,-1.15,3.76,-8.07,0.97,0.97,0.97,380.25
QCOM,Qualcomm,Technology,Semiconductors,127.28,10183383.0,0.99,-1.16,-2.36,-7.85,1.3,1.3,1.3,135.94
KALU,KALU,Basic Materials,Aluminum,131.01,371968.0,2.04,8.71,10.82,-1.18,0.05,0.05,0.05,2.12
BRK-B,Berkshire,Financial Services,Insurance - Diversified,478.5,3487956.0,0.76,-0.15,0.49,-0.59,1.67,1.67,1.67,1032.06
COST,Costco,Consumer Defensive,Discount Stores,996.56,1768635.0,1.02,0.01,2.23,-1.11,1.76,1.76,1.76,442.34
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,329.56,2598218.0,0.6,0.2,-0.89,-10.18,0.86,0.86,0.86,328.25
NU,NU,Financial Services,Banks - Regional,14.44,52909168.0,0.84,0.49,0.84,-2.17,0.76,0.76,0.76,70.12
KOD,KOD,Healthcare,Biotechnology,42.81,2614318.0,0.54,12.3,88.18,61.91,0.11,0.11,0.11,2.61
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,76.08,15828648.0,0.99,0.04,1.1,-4.11,1.2,1.2,1.2,327.46
DIS,Disney,Communication Services,Entertainment,96.56,8315862.0,0.81,0.19,0.64,-6.52,0.8,0.8,0.8,171.24
EMAT,EMAT,Basic Materials,Other Industrial Metals & Mining,8.23,163492.0,2.77,8.43,15.1,-10.69,0.0,0.0,0.0,4.88
^GSPC,S&P 500,Index,Market Index,6575.32,3352118000.0,0.62,0.72,-0.25,-3.54,22041.25,22041.25,22041.25,0.0
V,Visa,Financial Services,Credit Services,298.51,6277054.0,0.72,-1.23,-2.1,-6.96,1.87,1.87,1.87,575.54
SMCI,Super Micro,Technology,Computer Hardware,22.51,33309720.0,0.74,-1.14,-6.4,-26.63,0.75,0.75,0.75,13.52
GOOG,Alphabet,Communication Services,Internet Content & Information,294.9,23001013.0,0.87,2.8,1.83,-2.85,6.78,6.78,6.78,3567.41
AAL,AAL,Industrials,Airlines,11.13,51905449.0,1.01,3.63,3.63,-10.67,0.58,0.58,0.58,7.35
AMZN,Amazon,Consumer Cyclical,Internet Retail,210.57,43846286.0,0.9,1.1,-0.54,0.88,9.23,9.23,9.23,2260.45
MSFT,Microsoft,Technology,Software - Infrastructure,369.37,28264760.0,0.72,-0.22,-0.45,-8.56,10.44,10.44,10.44,2745.3
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,381.26,55816862.0,0.88,2.56,-1.22,-2.85,21.28,21.28,21.28,1430.65
CSTM,CSTM,Basic Materials,Aluminum,27.32,5173649.0,3.09,11.15,7.1,5.77,0.14,0.14,0.14,3.76
SI=F,Silver (白銀),Index,Market Index,75.2,35003.0,109.59,0.68,3.92,-9.31,0.0,0.0,0.0,0.0
ZLAB,ZLAB,Healthcare,Biotechnology,20.34,1228083.0,1.94,8.13,11.21,14.79,0.02,0.02,0.02,2.3
STX,STX,Technology,Computer Hardware,423.12,3707362.0,1.05,8.0,2.4,18.32,1.57,1.57,1.57,94.79
AMD,AMD,Technology,Semiconductors,210.21,40279250.0,0.96,3.33,-4.57,10.09,8.47,8.47,8.47,342.73
SNX,SNX,Technology,Electronics & Computer Distribution,186.29,2056507.0,1.74,10.42,13.75,19.29,0.38,0.38,0.38,14.87
MU,Micron,Technology,Semiconductors,367.85,73934765.0,1.22,8.88,-3.73,-3.12,27.2,27.2,27.2,414.84
BTDR,BTDR,Technology,Software - Application,9.34,7117552.0,0.86,7.98,8.6,23.54,0.07,0.07,0.07,2.3
