Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
SOFI,SOFI,Financial Services,Credit Services,16.1,93821396.0,1.15,3.7,-12.12,1.39,1.51,1.51,1.51,20.63
TTMI,TTMI,Technology,Electronic Components,158.22,5836976.0,2.15,15.07,18.98,62.41,0.92,0.92,0.92,16.43
HG=F,Copper (銅),Index,Market Index,6.03,98.0,0.01,2.55,-0.77,7.89,0.0,0.0,0.0,0.0
MSFT,Microsoft,Technology,Software - Infrastructure,407.78,70559560.0,2.13,-3.93,-1.92,10.16,28.77,28.77,28.77,3030.77
LWLG,LWLG,Basic Materials,Specialty Chemicals,13.72,7884139.0,1.03,16.67,0.88,95.16,0.11,0.11,0.11,2.07
COST,Costco,Consumer Defensive,Discount Stores,1014.53,1805505.0,1.1,1.59,0.01,1.82,1.83,1.83,1.83,450.1
AVGO,Broadcom,Technology,Semiconductors,417.43,21756420.0,1.08,2.95,-0.6,34.87,9.08,9.08,9.08,1976.39
MSTR,MicroStrategy,Technology,Software - Application,165.45,12286092.0,0.81,4.59,-4.07,32.57,2.03,2.03,2.03,57.97
AMD,AMD,Technology,Semiconductors,354.49,41891880.0,0.79,5.16,16.1,74.26,14.85,14.85,14.85,577.96
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,328.8,2907367.0,0.82,1.86,-3.34,-0.03,0.96,0.96,0.96,327.49
VISN,VISN,Technology,Communication Equipment,12.8,29862649.0,2.92,22.21,-32.94,-29.7,0.38,0.38,0.38,2.88
WCC,WCC,Industrials,Industrial Distribution,349.12,1423575.0,1.85,14.36,9.72,27.59,0.5,0.5,0.5,17.02
BTC-USD,Bitcoin,Crypto,Cryptocurrency,76327.28,29755219968.0,0.99,0.73,-1.66,6.35,2271135.04,2271135.04,2271135.04,0.0
NVDA,NVIDIA,Technology,Semiconductors,199.57,223736943.0,1.37,-4.63,-0.04,14.43,44.65,44.65,44.65,4850.55
OPEN,OPEN,Real Estate,Real Estate Services,5.38,42388388.0,1.17,-3.58,3.07,14.96,0.23,0.23,0.23,5.19
^VIX,VIX,Index,Market Index,16.89,0.0,0.0,-10.21,-12.53,-33.11,0.0,0.0,0.0,0.0
