Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
IONQ,IONQ,Technology,Computer Hardware,43.25,85231229.0,3.21,20.95,49.19,29.92,3.69,3.69,3.69,15.9
PG,P&G,Consumer Defensive,Household & Personal Products,143.38,4143937.0,0.5,-0.69,-1.05,-5.75,0.59,0.59,0.59,335.04
INTC,Intel,Technology,Semiconductors,64.94,91456270.0,0.69,1.77,10.16,41.91,5.94,5.94,5.94,326.06
HOOD,HOOD,Financial Services,Capital Markets,87.32,69872007.0,2.38,10.41,21.56,15.95,6.1,6.1,6.1,78.61
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,394.26,5911994.0,0.99,-0.35,2.21,13.89,2.33,2.33,2.33,312.89
RGTI,RGTI,Technology,Computer Hardware,19.11,76139446.0,2.78,13.28,31.52,18.4,1.46,1.46,1.46,6.35
GOOG,Alphabet,Communication Services,Internet Content & Information,334.47,15055975.0,0.96,1.18,6.27,9.87,5.04,5.04,5.04,4046.08
DIS,Disney,Communication Services,Entertainment,103.04,5566883.0,0.65,0.44,3.89,4.44,0.57,0.57,0.57,182.73
ADBE,Adobe,Technology,Software - Application,244.66,4741598.0,0.81,3.79,2.24,-2.86,1.16,1.16,1.16,99.73
FRMI,FRMI,Real Estate,REIT - Specialty,5.83,13411469.0,1.05,10.42,21.46,-27.94,0.08,0.08,0.08,3.67
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,905.03,3036855.0,1.43,-1.89,-5.06,-8.5,2.75,2.75,2.75,810.02
MA,Mastercard,Financial Services,Credit Services,519.96,2391017.0,0.74,1.33,2.53,2.25,1.24,1.24,1.24,464.03
YSS,YSS,Industrials,Aerospace & Defense,39.68,3979660.0,1.15,15.15,41.97,100.2,0.16,0.16,0.16,5.06
HRC=F,Steel (熱軋鋼),Index,Market Index,1096.0,254.0,105.83,4.78,4.78,7.87,0.0,0.0,0.0,0.0
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.93,68291886.0,0.97,-0.34,10.57,30.8,0.2,0.2,0.2,4.08
WAY,WAY,Healthcare,Health Information Services,24.68,3633734.0,1.46,10.03,8.96,0.28,0.09,0.09,0.09,4.73
EOSE,EOSE,Industrials,Electrical Equipment & Parts,7.08,53978204.0,1.36,12.03,54.25,27.34,0.38,0.38,0.38,2.4
COST,Costco,Consumer Defensive,Discount Stores,984.75,1774708.0,0.85,1.02,-4.42,-1.7,1.75,1.75,1.75,437.1
FIG,FIG,Technology,Software - Application,20.34,18220332.0,1.06,10.42,0.94,-25.11,0.37,0.37,0.37,10.61
SMR,SMR,Industrials,Specialty Industrial Machinery,11.71,57650432.0,2.11,14.24,18.76,-2.17,0.68,0.68,0.68,3.73
JPM,JPMorgan,Financial Services,Banks - Diversified,305.93,7912942.0,0.92,-1.67,-0.66,6.91,2.42,2.42,2.42,825.1
AAL,AAL,Industrials,Airlines,12.17,58174252.0,0.94,0.33,6.66,16.02,0.71,0.71,0.71,8.04
AUR,AUR,Technology,Information Technology Services,5.3,28740215.0,1.83,13.49,25.3,25.3,0.15,0.15,0.15,10.39
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,208.42,5923571.0,1.05,-0.88,-1.5,-5.88,1.23,1.23,1.23,368.65
AMZN,Amazon,Consumer Cyclical,Internet Retail,248.5,42574235.0,0.74,-0.21,12.32,17.36,10.58,10.58,10.58,2672.43
LUMN,LUMN,Communication Services,Telecom Services,8.59,23039206.0,1.51,10.13,21.16,28.4,0.2,0.2,0.2,8.85
FSLY,FSLY,Technology,Software - Application,23.38,14212490.0,0.63,11.6,-28.61,2.59,0.33,0.33,0.33,3.55
MAAS,MAAS,Financial Services,Asset Management,7.88,166627.0,0.87,17.44,34.93,43.53,0.0,0.0,0.0,2.8
BTC-USD,Bitcoin,Crypto,Cryptocurrency,74942.43,38183215104.0,0.97,1.03,2.69,5.09,2861542.91,2861542.91,2861542.91,0.0
ONDS,ONDS,Technology,Communication Equipment,10.03,52852105.0,1.15,6.7,6.14,-4.75,0.53,0.53,0.53,4.83
XNDU,XNDU,Technology,Software - Infrastructure,25.18,8972688.0,6.38,69.79,234.4,0.0,0.23,0.23,0.23,8.64
CRWV,CoreWeave,Technology,Software - Infrastructure,118.69,42867755.0,0.79,1.27,33.51,38.24,5.09,5.09,5.09,62.39
AAPL,Apple,Technology,Consumer Electronics,266.43,49686657.0,1.34,2.94,2.91,5.38,13.24,13.24,13.24,3915.97
UNH,UnitedHealth,Healthcare,Healthcare Plans,314.05,4152289.0,0.6,-0.04,2.64,10.0,1.3,1.3,1.3,285.06
OWL,OWL,Financial Services,Asset Management,9.92,66620946.0,2.52,8.18,19.23,13.24,0.66,0.66,0.66,15.48
TEAM,TEAM,Technology,Software - Application,66.0,10703105.0,1.24,10.53,3.74,-13.35,0.71,0.71,0.71,17.41
GC=F,Gold (黃金),Index,Market Index,4813.9,103085.0,201.5,-0.23,1.36,-3.61,0.5,0.5,0.5,0.0
NOK,NOK,Technology,Communication Equipment,9.99,74435805.0,0.7,-3.48,5.83,15.49,0.74,0.74,0.74,55.77
TXN,Texas Inst,Technology,Semiconductors,216.29,4165505.0,0.76,-1.18,3.54,11.42,0.9,0.9,0.9,196.92
WMT,Walmart,Consumer Defensive,Discount Stores,124.76,16982735.0,1.09,-0.23,-1.96,-0.98,2.12,2.12,2.12,994.64
ORCL,Oracle,Technology,Software - Infrastructure,169.81,39108504.0,1.03,4.18,18.2,8.87,6.64,6.64,6.64,488.38
CL=F,Crude Oil (原油),Index,Market Index,91.39,216147.0,0.53,0.12,-3.2,-2.26,0.02,0.02,0.02,0.0
