Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
NVDA,NVIDIA,Technology,Semiconductors,202.5,106421485.0,0.75,1.31,1.83,15.29,21.55,21.55,21.55,4921.76
BAC,Bank of America,Financial Services,Banks - Diversified,53.12,19937050.0,0.45,-0.67,-2.21,11.78,1.06,1.06,1.06,379.58
OKLO,OKLO,Utilities,Utilities - Independent Power Producers,72.41,15642723.0,0.84,15.65,14.3,28.71,1.13,1.13,1.13,12.57
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,200.5,7643442.0,1.14,-2.25,-3.8,-2.16,1.53,1.53,1.53,354.64
NOK,NOK,Technology,Communication Equipment,9.86,102393178.0,1.58,-5.19,-1.3,22.33,1.01,1.01,1.01,55.04
CRWV,CoreWeave,Technology,Software - Infrastructure,122.54,30987473.0,1.07,6.41,3.24,49.51,3.8,3.8,3.8,65.54
OPEN,OPEN,Real Estate,Real Estate Services,5.43,42987674.0,0.91,-0.37,12.66,4.22,0.23,0.23,0.23,5.2
SI=F,Silver (白銀),Index,Market Index,77.68,32180.0,151.36,1.67,-2.27,12.51,0.0,0.0,0.0,0.0
PLUG,PLUG,Industrials,Electrical Equipment & Parts,3.19,59561363.0,0.74,3.57,8.87,38.1,0.19,0.19,0.19,4.45
MARA,MARA,Financial Services,Capital Markets,11.84,51996091.0,1.13,5.43,13.09,32.88,0.62,0.62,0.62,4.5
PLTR,Palantir,Technology,Software - Infrastructure,152.62,43460681.0,0.98,4.56,7.37,-5.11,6.63,6.63,6.63,365.02
MSFT,Microsoft,Technology,Software - Infrastructure,432.92,27224146.0,0.7,2.07,5.28,13.03,11.79,11.79,11.79,3217.63
^SOX,PHLX Semi,Index,Market Index,9909.27,0.0,0.0,2.72,7.25,27.48,0.0,0.0,0.0,0.0
QCOM,Qualcomm,Technology,Semiconductors,136.07,9064432.0,0.96,0.38,2.27,6.01,1.23,1.23,1.23,145.33
