Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
QCOM,Qualcomm,Technology,Semiconductors,136.2,9581736.0,1.13,1.29,6.36,4.39,1.31,1.31,1.31,145.47
CIFR,CIFR,Technology,Information Technology Services,19.37,34619416.0,1.43,11.71,17.18,32.04,0.67,0.67,0.67,7.85
MSTR,MicroStrategy,Technology,Software - Application,166.52,51836230.0,3.32,11.8,29.45,18.47,8.63,8.63,8.63,57.74
ROAD,ROAD,Industrials,Engineering & Construction,125.64,924974.0,2.41,12.03,5.7,7.04,0.12,0.12,0.12,7.1
MA,Mastercard,Financial Services,Credit Services,521.3,3616404.0,1.22,0.53,4.54,6.72,1.89,1.89,1.89,465.23
V,Visa,Financial Services,Credit Services,317.02,6341766.0,1.13,0.61,4.16,6.02,2.01,2.01,2.01,611.23
COMP,COMP,Real Estate,Real Estate Services,8.14,27687410.0,2.86,11.51,14.01,0.74,0.23,0.23,0.23,6.07
JNJ,J&J,Healthcare,Drug Manufacturers - General,234.18,8830656.0,1.09,-0.15,-1.79,-1.31,2.07,2.07,2.07,564.35
GRAB,GRAB,Technology,Software - Application,4.21,72006710.0,1.21,4.73,14.4,12.27,0.3,0.3,0.3,17.26
GOOG,Alphabet,Communication Services,Internet Content & Information,339.4,19502921.0,1.36,1.99,7.5,10.81,6.62,6.62,6.62,4105.72
INTC,Intel,Technology,Semiconductors,68.5,117635848.0,1.12,0.0,9.81,52.12,8.06,8.06,8.06,343.94
JPM,JPMorgan,Financial Services,Banks - Diversified,310.29,7958977.0,0.91,0.11,0.14,7.84,2.47,2.47,2.47,836.86
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,927.03,3232413.0,1.2,2.55,-1.32,0.98,3.0,3.0,3.0,829.71
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,267.6,8439855.0,0.93,2.54,1.49,19.09,2.26,2.26,2.26,336.11
^VIX,VIX,Index,Market Index,17.48,0.0,0.0,-2.56,-9.1,-30.33,0.0,0.0,0.0,0.0
PLBL,PLBL,Consumer Cyclical,Department Stores,7.29,29252.0,1.16,11.98,-8.76,-12.69,0.0,0.0,0.0,2.67
AAPL,Apple,Technology,Consumer Electronics,270.23,55211089.0,1.32,2.59,3.74,8.12,14.92,14.92,14.92,3971.82
CGON,CGON,Healthcare,Biotechnology,73.43,1765233.0,1.34,10.69,8.46,13.93,0.13,0.13,0.13,6.2
ESAB,ESAB,Industrials,Metal Fabrication,109.55,934881.0,1.66,10.73,7.77,12.72,0.1,0.1,0.1,6.67
MAAS,MAAS,Financial Services,Asset Management,9.84,358672.0,2.58,31.55,83.93,72.33,0.0,0.0,0.0,3.49
MXL,MXL,Technology,Semiconductors,26.27,4157233.0,3.33,12.51,26.97,59.6,0.11,0.11,0.11,2.35
TXN,Texas Inst,Technology,Semiconductors,229.82,7081093.0,1.39,3.01,7.03,20.46,1.63,1.63,1.63,209.24
QBTS,QBTS,Technology,Computer Hardware,21.69,45747761.0,0.87,0.79,52.21,31.53,0.99,0.99,0.99,8.02
RH,RH,Consumer Cyclical,Specialty Retail,141.04,1786603.0,1.55,8.92,12.31,4.83,0.25,0.25,0.25,2.66
HOOD,HOOD,Financial Services,Capital Markets,90.75,47447169.0,1.12,4.49,31.16,21.16,4.31,4.31,4.31,81.7
AVGO,Broadcom,Technology,Semiconductors,406.54,20456056.0,0.81,2.03,9.42,28.68,8.32,8.32,8.32,1927.52
WMT,Walmart,Consumer Defensive,Discount Stores,127.5,23319087.0,1.47,2.15,0.58,4.53,2.97,2.97,2.97,1016.48
IESC,IESC,Industrials,Engineering & Construction,537.58,228185.0,1.25,11.21,0.9,21.75,0.12,0.12,0.12,10.71
^GSPC,S&P 500,Index,Market Index,7126.06,3621555000.0,0.73,1.2,4.54,7.57,25807.42,25807.42,25807.42,0.0
BTC-USD,Bitcoin,Crypto,Cryptocurrency,77508.75,53624406016.0,1.25,3.14,9.55,16.84,4156360.68,4156360.68,4156360.68,0.0
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,208.38,5569938.0,0.95,-0.29,0.21,0.02,1.16,1.16,1.16,368.57
DIS,Disney,Communication Services,Entertainment,106.29,10447393.0,1.36,2.3,7.18,6.91,1.11,1.11,1.11,188.49
SNAP,SNAP,Communication Services,Internet Content & Information,6.03,59975055.0,0.71,0.17,25.1,30.52,0.36,0.36,0.36,10.18
SMCI,Super Micro,Technology,Computer Hardware,28.56,21810534.0,0.64,0.56,13.06,-5.9,0.62,0.62,0.62,17.15
NOK,NOK,Technology,Communication Equipment,10.31,46938852.0,0.51,0.19,8.99,23.33,0.48,0.48,0.48,57.56
IONQ,IONQ,Technology,Computer Hardware,46.09,48588311.0,0.89,3.16,60.09,42.34,2.24,2.24,2.24,16.95
RIG,RIG,Energy,Oil & Gas Drilling,5.94,46015767.0,1.93,-6.46,-8.9,-4.96,0.27,0.27,0.27,6.57
LOAR,LOAR,Industrials,Aerospace & Defense,67.48,735081.0,1.25,9.17,4.91,2.34,0.05,0.05,0.05,6.32
ALK,ALK,Industrials,Airlines,45.4,8518498.0,2.33,10.33,14.94,19.85,0.39,0.39,0.39,5.2
BRK-B,Berkshire,Financial Services,Insurance - Diversified,474.58,6426941.0,1.35,-0.11,-1.11,-2.04,3.05,3.05,3.05,1023.61
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,396.94,6006813.0,1.07,1.81,-0.64,13.58,2.38,2.38,2.38,315.02
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,206.33,15343693.0,1.55,3.25,22.93,2.0,3.17,3.17,3.17,55.64
KOD,KOD,Healthcare,Biotechnology,44.9,1040684.0,1.08,11.11,4.15,103.35,0.05,0.05,0.05,2.78
^SOX,PHLX Semi,Index,Market Index,9555.88,0.0,0.0,2.43,7.49,22.59,0.0,0.0,0.0,0.0
BMNR,BMNR,Financial Services,Capital Markets,22.95,60594474.0,1.32,2.27,7.85,7.19,1.39,1.39,1.39,12.34
GFS,GFS,Technology,Semiconductors,54.75,5073522.0,1.96,8.65,11.89,28.91,0.28,0.28,0.28,30.06
ONDS,ONDS,Technology,Communication Equipment,10.0,57434069.0,1.23,-1.96,9.53,-7.66,0.57,0.57,0.57,4.82
^DJI,Dow Jones,Index,Market Index,49447.43,585656030.0,1.2,1.79,3.19,6.97,28959.19,28959.19,28959.19,0.0
CL=F,Crude Oil (原油),Index,Market Index,84.0,453070.0,1.56,-11.29,-13.02,-12.79,0.04,0.04,0.04,0.0
CAR,CAR,Industrials,Rental & Leasing Services,493.86,4267786.0,0.73,10.0,64.65,386.47,2.11,2.11,2.11,17.45
HIMS,HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,28.82,58657643.0,1.57,6.78,48.33,24.49,1.69,1.69,1.69,6.57
MSFT,Microsoft,Technology,Software - Infrastructure,422.79,47754221.0,1.27,0.6,14.0,7.91,20.19,20.19,20.19,3142.34
MU,Micron,Technology,Semiconductors,455.07,33217033.0,0.83,-0.47,8.2,-1.44,15.12,15.12,15.12,513.2
NVDA,NVIDIA,Technology,Semiconductors,201.68,153662565.0,0.99,1.68,6.92,11.8,30.99,30.99,30.99,4901.83
WULF,WULF,Financial Services,Capital Markets,20.64,42960671.0,1.11,6.89,9.38,34.9,0.89,0.89,0.89,8.75
^IXIC,Nasdaq,Index,Market Index,24468.48,8769463000.0,0.96,1.52,6.84,10.46,214575.43,214575.43,214575.43,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,75.74,14998332.0,1.17,0.74,-2.23,-0.3,1.14,1.14,1.14,326.0
ONTO,ONTO,Technology,Semiconductor Equipment & Materials,290.76,1231101.0,1.39,8.84,13.07,44.03,0.36,0.36,0.36,14.46
INFQ,INFQ,Technology,Software - Infrastructure,17.42,34434064.0,3.92,11.88,38.36,77.76,0.6,0.6,0.6,3.77
HG=F,Copper (銅),Index,Market Index,6.08,38137.0,80.9,0.25,3.59,9.5,0.0,0.0,0.0,0.0
UNH,UnitedHealth,Healthcare,Healthcare Plans,324.63,9380057.0,1.6,2.6,6.67,14.17,3.05,3.05,3.05,294.66
