Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
TSM,TSMC,Technology,Semiconductors,345.32,6290393.0,0.49,1.04,9.11,1.9,2.17,2.17,2.17,1791.0
^SOX,PHLX Semi,Index,Market Index,8003.87,0.0,0.0,1.11,12.06,6.51,0.0,0.0,0.0,0.0
FRPT,FRPT,Consumer Defensive,Packaged Foods,63.04,2186244.0,1.63,6.83,11.38,-23.72,0.14,0.14,0.14,3.09
^GSPC,S&P 500,Index,Market Index,6616.85,2731118000.0,0.52,0.08,4.31,-1.83,18071.4,18071.4,18071.4,0.0
PSKY,PSKY,Communication Services,Entertainment,10.9,37800548.0,2.72,10.66,22.2,-9.09,0.41,0.41,0.41,12.12
BMNR,BMNR,Financial Services,Capital Markets,20.17,29513850.0,0.6,-2.09,10.22,6.83,0.6,0.6,0.6,9.18
BAC,Bank of America,Financial Services,Banks - Diversified,50.28,28206831.0,0.78,0.44,6.46,3.37,1.42,1.42,1.42,360.84
GOOG,Alphabet,Communication Services,Internet Content & Information,303.93,16569006.0,0.81,2.11,11.27,1.89,5.04,5.04,5.04,3676.64
CRWD,CRWD,Technology,Software - Infrastructure,423.23,4443835.0,1.7,6.18,11.36,-1.34,1.88,1.88,1.88,107.34
CVS,CVS,Healthcare,Healthcare Plans,78.22,16103028.0,2.59,6.74,11.52,0.39,1.26,1.26,1.26,100.25
ELVN,ELVN,Healthcare,Biotechnology,43.16,3054767.0,2.33,10.84,17.96,46.6,0.13,0.13,0.13,2.58
JNJ,J&J,Healthcare,Drug Manufacturers - General,238.41,4750813.0,0.73,-1.06,-1.68,-0.83,1.13,1.13,1.13,574.54
PFE,PFE,Healthcare,Drug Manufacturers - General,27.1,40524174.0,1.06,-2.62,-2.41,0.18,1.1,1.1,1.1,154.15
AAPL,Apple,Technology,Consumer Electronics,253.5,60820961.0,1.6,-2.07,2.79,-1.54,15.42,15.42,15.42,3725.92
AAL,AAL,Industrials,Airlines,10.81,52970917.0,1.08,-0.83,6.19,-3.31,0.57,0.57,0.57,7.14
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,175.18,7286275.0,0.74,0.22,8.95,-11.18,1.28,1.28,1.28,47.24
HG=F,Copper (銅),Index,Market Index,5.59,34109.0,30.38,0.21,2.17,-2.81,0.0,0.0,0.0,0.0
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,318.77,3355413.0,0.87,-2.41,-1.46,-10.94,1.07,1.07,1.07,317.5
ORKA,ORKA,Healthcare,Biotechnology,60.6,1412738.0,1.1,7.5,33.13,83.8,0.09,0.09,0.09,3.0
GC=F,Gold (黃金),Index,Market Index,4733.3,142080.0,42.5,1.64,4.58,-8.02,0.67,0.67,0.67,0.0
MSFT,Microsoft,Technology,Software - Infrastructure,372.29,20486199.0,0.64,-0.16,3.71,-8.97,7.63,7.63,7.63,2767.0
COST,Costco,Consumer Defensive,Discount Stores,1013.21,1365506.0,0.71,-0.52,1.67,1.51,1.38,1.38,1.38,449.73
CRM,Salesforce,Technology,Software - Application,182.96,5432377.0,0.45,-1.12,-1.12,-9.48,0.99,0.99,0.99,171.43
BTC-USD,Bitcoin,Crypto,Cryptocurrency,69908.74,37670293504.0,1.34,1.52,4.52,-5.43,2633482.84,2633482.84,2633482.84,0.0
SSL,SSL,Basic Materials,Specialty Chemicals,13.6,5016728.0,1.69,8.97,3.74,51.79,0.07,0.07,0.07,8.67
TXN,Texas Inst,Technology,Semiconductors,199.74,4206385.0,0.8,0.16,7.14,3.37,0.84,0.84,0.84,181.85
WULF,WULF,Financial Services,Capital Markets,16.57,30337718.0,1.24,6.56,20.95,20.51,0.5,0.5,0.5,7.03
HOLX,HOLX,Healthcare,Medical Instruments & Supplies,76.01,102025600.0,39.27,0.48,0.45,0.34,7.75,7.75,7.75,16.97
NU,NU,Financial Services,Banks - Regional,14.15,44467306.0,0.89,-0.77,4.74,-2.95,0.63,0.63,0.63,68.71
PAYP,PAYP,Technology,Software - Infrastructure,20.1,1589551.0,0.62,6.69,-2.71,0.0,0.03,0.03,0.03,13.44
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,163.91,19628388.0,0.69,0.33,-4.41,8.4,3.22,3.22,3.22,682.97
QCOM,Qualcomm,Technology,Semiconductors,124.07,8364680.0,0.83,-1.32,-2.36,-8.56,1.04,1.04,1.04,132.51
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,354.31,3670017.0,0.66,0.48,9.65,9.11,1.3,1.3,1.3,281.18
SKM,SKM,Communication Services,Telecom Services,32.14,2296269.0,2.21,6.35,12.34,11.95,0.07,0.07,0.07,12.38
V,Visa,Financial Services,Credit Services,302.55,4160719.0,0.56,-0.26,1.0,-4.67,1.26,1.26,1.26,583.33
KOD,KOD,Healthcare,Biotechnology,41.79,1334619.0,0.65,7.15,24.15,68.1,0.06,0.06,0.06,2.58
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,75.91,8793212.0,0.58,-1.7,-0.47,-1.47,0.67,0.67,0.67,326.73
AAOI,AAOI,Technology,Communication Equipment,117.64,11503393.0,0.75,9.48,38.09,23.08,1.35,1.35,1.35,9.14
UMC,UMC,Technology,Semiconductors,9.31,14092239.0,1.62,7.13,8.13,-3.02,0.13,0.13,0.13,23.63
PG,P&G,Consumer Defensive,Household & Personal Products,141.3,6369718.0,0.74,-1.03,-2.36,-8.03,0.9,0.9,0.9,330.18
ABEV,ABEV,Consumer Defensive,Beverages - Brewers,2.97,29438393.0,0.98,-0.67,5.32,1.71,0.09,0.09,0.09,46.57
MSTR,MicroStrategy,Technology,Software - Application,123.72,13413685.0,0.76,-3.11,1.88,-7.35,1.66,1.66,1.66,42.76
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,931.09,2333904.0,0.67,0.43,5.01,-5.98,2.17,2.17,2.17,833.34
^IXIC,Nasdaq,Index,Market Index,22017.85,9842564000.0,1.1,0.1,5.88,-1.65,216712.09,216712.09,216712.09,0.0
JPM,JPMorgan,Financial Services,Banks - Diversified,297.4,4328912.0,0.43,0.66,4.8,2.74,1.29,1.29,1.29,802.1
BBD,BBD,Financial Services,Banks - Regional,3.71,41507047.0,1.28,-0.27,6.0,0.82,0.15,0.15,0.15,39.22
NOK,NOK,Technology,Communication Equipment,8.85,76895745.0,1.15,-0.45,11.18,14.34,0.68,0.68,0.68,49.41
SOFI,SOFI,Financial Services,Credit Services,16.11,38297805.0,0.72,-0.98,6.34,-14.76,0.62,0.62,0.62,20.54
ALHC,ALHC,Healthcare,Healthcare Plans,21.66,14925073.0,4.91,16.01,28.55,17.46,0.32,0.32,0.32,4.43
CL=F,Crude Oil (原油),Index,Market Index,110.34,399044.0,1.53,-1.84,7.25,21.39,0.04,0.04,0.04,0.0
POWL,POWL,Industrials,Electrical Equipment & Parts,201.7,836935.0,1.68,8.02,20.4,25.11,0.17,0.17,0.17,7.35
^DJI,Dow Jones,Index,Market Index,46584.46,450740630.0,0.88,-0.18,3.03,-1.93,20997.51,20997.51,20997.51,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,224.35,6651247.0,0.74,1.68,12.21,12.55,1.49,1.49,1.49,281.79
AVGO,Broadcom,Technology,Semiconductors,333.97,28781018.0,1.4,6.21,13.82,1.06,9.61,9.61,9.61,1583.44
ONDS,ONDS,Technology,Communication Equipment,9.53,43242250.0,0.69,0.11,16.93,-3.05,0.41,0.41,0.41,4.59
UNH,UnitedHealth,Healthcare,Healthcare Plans,307.73,21979745.0,3.06,9.37,17.55,7.42,6.76,6.76,6.76,279.32
VIAV,VIAV,Technology,Communication Equipment,38.54,6048976.0,1.01,7.44,21.16,38.24,0.23,0.23,0.23,8.92
PTEN,PTEN,Energy,Oil & Gas Drilling,11.23,11217750.0,1.15,6.04,1.63,25.2,0.13,0.13,0.13,4.26
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.52,76584111.0,1.19,-6.32,17.76,18.31,0.19,0.19,0.19,3.51
HUT,HUT,Financial Services,Capital Markets,52.66,4231199.0,1.16,6.21,23.27,11.88,0.22,0.22,0.22,5.84
