Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
AAL,AAL,Industrials,Airlines,11.77,64945605.0,0.93,-3.84,-2.97,12.85,0.76,0.76,0.76,7.77
NVTS,NVTS,Technology,Semiconductors,15.33,87109071.0,2.8,16.14,55.32,75.2,1.34,1.34,1.34,3.54
CRWV,CoreWeave,Technology,Software - Infrastructure,115.16,17670781.0,0.51,-1.93,-1.74,41.35,2.03,2.03,2.03,61.59
NTRS,NTRS,Financial Services,Asset Management,171.74,2717579.0,2.73,8.02,10.22,26.52,0.47,0.47,0.47,32.48
BTC-USD,Bitcoin,Crypto,Cryptocurrency,75562.0,35951144960.0,0.94,-0.41,0.55,10.74,2716540.42,2716540.42,2716540.42,0.0
SOFI,SOFI,Financial Services,Credit Services,18.83,63563970.0,0.97,-3.44,5.14,11.42,1.2,1.2,1.2,24.01
UNH,UnitedHealth,Healthcare,Healthcare Plans,346.01,26034025.0,3.76,6.96,10.13,25.55,9.01,9.01,9.01,314.06
CL=F,Crude Oil (原油),Index,Market Index,90.22,366528.0,1.86,0.68,-1.16,-8.24,0.03,0.03,0.03,0.0
DIS,Disney,Communication Services,Entertainment,104.29,6330162.0,0.75,-1.89,1.66,4.8,0.66,0.66,0.66,184.95
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,394.33,5404551.0,1.03,0.69,-0.33,10.44,2.13,2.13,2.13,312.94
META,Meta,Communication Services,Internet Content & Information,668.84,8588077.0,0.6,-0.31,0.96,12.66,5.74,5.74,5.74,1697.8
^DJI,Dow Jones,Index,Market Index,49149.38,476631324.0,0.95,-0.59,1.26,7.84,23426.13,23426.13,23426.13,0.0
AMPX,AMPX,Industrials,Electrical Equipment & Parts,21.43,20768174.0,2.73,9.28,19.79,17.75,0.45,0.45,0.45,2.94
^GSPC,S&P 500,Index,Market Index,7064.01,2981757000.0,0.57,-0.63,1.39,8.57,21063.16,21063.16,21063.16,0.0
ORCL,Oracle,Technology,Software - Infrastructure,181.17,35735527.0,0.82,2.02,11.15,21.04,6.47,6.47,6.47,521.05
SNAP,SNAP,Communication Services,Internet Content & Information,5.64,56900631.0,0.66,-6.0,0.71,25.89,0.32,0.32,0.32,9.53
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,195.95,14816351.0,1.24,-7.41,6.26,-0.78,2.9,2.9,2.9,52.84
NVDA,NVIDIA,Technology,Semiconductors,199.88,107184703.0,0.7,-1.08,1.71,15.74,21.42,21.42,21.42,4858.08
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,258.37,7806212.0,0.93,-1.82,-5.15,13.14,2.02,2.02,2.02,324.52
LBRT,LBRT,Energy,Oil & Gas Equipment & Services,28.33,3259309.0,1.05,6.66,4.0,-9.92,0.09,0.09,0.09,4.59
AAPL,Apple,Technology,Consumer Electronics,266.17,49363473.0,1.03,-2.52,2.84,7.33,13.14,13.14,13.14,3912.15
^IXIC,Nasdaq,Index,Market Index,24259.96,8286720000.0,0.87,-0.59,2.63,12.07,201035.54,201035.54,201035.54,0.0
TSM,TSMC,Technology,Semiconductors,368.08,8291583.0,0.49,0.5,-3.11,11.8,3.05,3.05,3.05,1909.01
MXL,MXL,Technology,Semiconductors,33.7,9018603.0,2.82,6.21,56.31,103.5,0.3,0.3,0.3,3.02
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,903.02,3490022.0,1.19,-1.83,-2.11,-0.41,3.15,3.15,3.15,808.22
RCUS,RCUS,Healthcare,Biotechnology,24.52,3401799.0,3.32,7.83,6.56,13.31,0.08,0.08,0.08,3.07
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,343.92,3071159.0,0.89,-2.01,0.35,7.22,1.06,1.06,1.06,342.55
GOOG,Alphabet,Communication Services,Internet Content & Information,330.47,14411304.0,0.9,-1.47,-0.03,10.6,4.76,4.76,4.76,3997.7
PBF,PBF,Energy,Oil & Gas Refining & Marketing,40.69,4022213.0,1.25,7.79,4.44,-17.5,0.16,0.16,0.16,4.78
MARA,MARA,Financial Services,Capital Markets,11.23,40458401.0,0.86,-3.44,7.05,32.74,0.45,0.45,0.45,4.27
SOUN,SOUN,Technology,Software - Application,7.85,55235855.0,1.7,-5.65,12.63,19.85,0.43,0.43,0.43,3.35
^VIX,VIX,Index,Market Index,19.5,0.0,0.0,3.34,6.21,-27.18,0.0,0.0,0.0,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,74.7,8013517.0,0.61,-1.03,-1.58,-0.07,0.6,0.6,0.6,321.52
BRK-B,Berkshire,Financial Services,Insurance - Diversified,468.5,5897286.0,1.05,-0.76,-1.89,-2.59,2.76,2.76,2.76,1010.49
BNTX,BNTX,Healthcare,Biotechnology,111.6,2753242.0,3.53,6.09,13.4,25.01,0.31,0.31,0.31,28.22
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,205.12,5916771.0,0.92,0.69,-2.44,0.02,1.21,1.21,1.21,362.81
COST,Costco,Consumer Defensive,Discount Stores,1005.81,1318070.0,0.67,0.8,3.18,3.44,1.33,1.33,1.33,446.45
INTC,Intel,Technology,Semiconductors,66.26,91018097.0,0.86,0.85,3.84,51.04,6.03,6.03,6.03,332.69
OPEN,OPEN,Real Estate,Real Estate Services,5.45,75685685.0,2.02,1.87,20.84,11.0,0.41,0.41,0.41,5.22
GC=F,Gold (黃金),Index,Market Index,4738.5,172000.0,169.32,-1.42,-1.79,3.68,0.82,0.82,0.82,0.0
GRAB,GRAB,Technology,Software - Application,4.08,45261932.0,0.74,-3.09,6.81,14.61,0.18,0.18,0.18,16.73
HP,HP,Energy,Oil & Gas Drilling,35.63,1659219.0,1.58,5.82,4.46,-2.33,0.06,0.06,0.06,3.62
HRC=F,Steel (熱軋鋼),Index,Market Index,1110.0,280.0,87.5,6.12,6.12,9.68,0.0,0.0,0.0,0.0
AMR,AMR,Basic Materials,Coking Coal,206.77,344590.0,1.48,6.02,10.66,6.75,0.07,0.07,0.07,2.65
ONDS,ONDS,Technology,Communication Equipment,10.87,80141015.0,1.33,1.3,15.64,8.05,0.87,0.87,0.87,5.24
V,Visa,Financial Services,Credit Services,309.94,6800942.0,1.15,-1.27,-0.46,2.76,2.11,2.11,2.11,597.58
LCID,LCID,Consumer Cyclical,Auto Manufacturers,7.11,47149337.0,1.43,5.33,-19.2,-29.32,0.34,0.34,0.34,2.6
VMI,VMI,Industrials,Conglomerates,458.77,437958.0,1.7,11.93,6.82,17.05,0.2,0.2,0.2,8.97
POWI,POWI,Technology,Semiconductors,67.37,2047729.0,2.77,8.96,24.69,45.04,0.14,0.14,0.14,3.74
CRM,Salesforce,Technology,Software - Application,187.11,12023140.0,0.85,0.45,9.22,-4.23,2.25,2.25,2.25,172.7
TXN,Texas Inst,Technology,Semiconductors,233.15,6826750.0,1.14,-0.24,6.52,24.55,1.59,1.59,1.59,212.27
MA,Mastercard,Financial Services,Credit Services,511.35,3444265.0,1.17,-1.03,-0.35,3.03,1.76,1.76,1.76,456.35
MU,Micron,Technology,Semiconductors,449.38,26878179.0,0.7,0.21,-3.5,6.26,12.08,12.08,12.08,506.78
QCOM,Qualcomm,Technology,Semiconductors,135.56,11846392.0,1.37,-1.43,2.05,4.36,1.61,1.61,1.61,144.78
VICR,VICR,Technology,Electronic Components,246.24,2048409.0,2.67,9.53,29.53,49.65,0.5,0.5,0.5,11.17
MSFT,Microsoft,Technology,Software - Infrastructure,424.16,31779522.0,0.79,1.46,7.9,11.07,13.48,13.48,13.48,3152.52
JPM,JPMorgan,Financial Services,Banks - Diversified,313.0,4763456.0,0.46,-1.26,0.6,9.23,1.49,1.49,1.49,844.17
BTG,BTG,Basic Materials,Gold,4.72,58718692.0,1.94,-4.45,-4.45,20.41,0.28,0.28,0.28,6.35
IONQ,IONQ,Technology,Computer Hardware,46.28,38091482.0,0.56,-4.22,29.42,48.33,1.76,1.76,1.76,17.02
ALAB,ALAB,Technology,Semiconductors,191.97,10730861.0,2.02,9.2,12.53,65.43,2.06,2.06,2.06,32.68
BMI,BMI,Technology,Scientific & Technical Instruments,120.89,1722886.0,1.1,6.6,-25.08,-18.28,0.21,0.21,0.21,3.53
PTEN,PTEN,Energy,Oil & Gas Drilling,10.56,11558968.0,1.08,8.09,6.88,-3.21,0.12,0.12,0.12,4.01
SMR,SMR,Industrials,Specialty Industrial Machinery,11.67,45884028.0,0.84,-8.76,13.85,2.01,0.54,0.54,0.54,3.78
PLUG,PLUG,Industrials,Electrical Equipment & Parts,3.08,80832590.0,0.99,-4.35,4.76,38.12,0.25,0.25,0.25,4.29
PBI,PBI,Industrials,Integrated Freight & Logistics,14.63,9595111.0,3.67,10.92,24.62,43.57,0.14,0.14,0.14,2.19
PLTR,Palantir,Technology,Software - Infrastructure,145.97,44607060.0,0.97,0.05,7.57,-3.13,6.51,6.51,6.51,349.11
MSTR,MicroStrategy,Technology,Software - Application,163.97,21739850.0,0.86,-4.0,19.33,20.87,3.56,3.56,3.56,57.21
NOK,NOK,Technology,Communication Equipment,10.4,61449971.0,0.85,-1.89,0.48,30.33,0.64,0.64,0.64,58.06
WMT,Walmart,Consumer Defensive,Discount Stores,129.6,15433680.0,0.82,1.31,3.64,8.89,2.0,2.0,2.0,1033.22
MLI,MLI,Industrials,Metal Fabrication,134.72,1356147.0,1.21,11.43,8.86,25.02,0.18,0.18,0.18,14.95
JNJ,J&J,Healthcare,Drug Manufacturers - General,226.16,11492057.0,1.36,-1.96,-5.81,-3.91,2.6,2.6,2.6,545.02
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,386.42,50233360.0,0.64,-1.55,6.1,5.02,19.41,19.41,19.41,1450.01
SMCI,Super Micro,Technology,Computer Hardware,28.43,27912616.0,0.98,-1.32,4.52,38.48,0.79,0.79,0.79,17.07
ADBE,Adobe,Technology,Software - Application,247.18,4918648.0,0.89,-0.58,4.86,-0.39,1.22,1.22,1.22,100.76
AVAV,AVAV,Industrials,Aerospace & Defense,210.07,2411371.0,2.21,6.51,7.99,6.25,0.51,0.51,0.51,10.63
AMD,AMD,Technology,Semiconductors,284.49,37837887.0,1.02,3.47,11.53,41.31,10.76,10.76,10.76,463.84
BBD,BBD,Financial Services,Banks - Regional,4.07,36673725.0,0.84,-2.86,-0.97,19.35,0.15,0.15,0.15,43.02
NFLX,Netflix,Communication Services,Entertainment,92.58,55144796.0,0.83,-2.37,-12.89,0.83,5.11,5.11,5.11,390.89
HIMX,HIMX,Technology,Semiconductors,11.64,4308574.0,1.31,5.91,16.63,35.51,0.05,0.05,0.05,2.03
PG,P&G,Consumer Defensive,Household & Personal Products,142.32,10895831.0,1.35,-1.5,-1.43,-1.36,1.55,1.55,1.55,332.56
BAC,Bank of America,Financial Services,Banks - Diversified,53.48,24698294.0,0.54,-0.87,0.24,13.4,1.32,1.32,1.32,382.15
BULL,BULL,Technology,Software - Application,7.02,40381597.0,1.78,0.14,20.62,36.84,0.28,0.28,0.28,3.73
AMZN,Amazon,Consumer Cyclical,Internet Retail,249.91,42571853.0,0.85,0.66,0.36,21.69,10.64,10.64,10.64,2687.6
SI=F,Silver (白銀),Index,Market Index,76.67,52316.0,159.21,-4.11,-3.43,10.53,0.0,0.0,0.0,0.0
TYRA,TYRA,Healthcare,Biotechnology,36.69,1266875.0,0.92,6.75,4.03,-1.24,0.05,0.05,0.05,2.18
^SOX,PHLX Semi,Index,Market Index,9647.21,0.0,0.0,0.5,4.59,25.77,0.0,0.0,0.0,0.0
HG=F,Copper (銅),Index,Market Index,6.02,35074.0,49.12,-0.31,-0.88,12.63,0.0,0.0,0.0,0.0
AVGO,Broadcom,Technology,Semiconductors,402.17,16160086.0,0.73,0.64,5.62,29.52,6.5,6.5,6.5,1906.8
YSS,YSS,Industrials,Aerospace & Defense,41.35,3552994.0,1.29,7.49,19.99,96.25,0.15,0.15,0.15,5.28
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,148.36,13878947.0,0.73,0.46,-0.59,-7.08,2.06,2.06,2.06,616.67
HPQ,HPQ,Technology,Computer Hardware,21.09,25634284.0,1.84,7.66,11.06,15.44,0.54,0.54,0.54,19.36
CAR,CAR,Industrials,Rental & Leasing Services,713.97,11938842.0,1.96,17.27,73.48,614.68,8.52,8.52,8.52,25.22
HIMS,HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,29.76,58682825.0,1.07,-4.03,39.33,35.15,1.75,1.75,1.75,6.78
