Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,12915.0,-0.2702702702702703,63.56491785,492179.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,4685.0,1.406926406926407,66.2839422,1414812.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3365.0,-3.3045977011494254,69.36345165,2061321.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,6005.0,-1.070840197693575,46.2549537,770274.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,6050.0,-0.08257638315441783,23.526635,388870.0,一般,穎崴,一般,0,0,0,0
2059.TW,7750.0,-1.7743979721166032,61.8191925,797667.0,一般,川湖,一般,0,0,0,0
3008.TW,3875.0,-3.366583541147132,60.051805,1549724.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,3745.0,-2.346805736636245,67.76656145,1809521.0,一般,創意,一般,0,0,0,0
3653.TW,3200.0,-0.3115264797507788,48.330112,1510316.0,一般,健策,一般,0,0,0,0
6510.TWO,2565.0,-0.7736943907156674,9.59620365,374121.0,一般,精測,一般,0,0,0,0
6223.TWO,5455.0,-2.5892857142857144,54.2153903,993866.0,一般,旺矽,一般,0,0,0,0
3131.TWO,2885.0,-1.5358361774744027,8.2849122,287172.0,一般,弘塑,一般,0,0,0,0
3529.TWO,2300.0,-2.127659574468085,20.952379,910973.0,一般,力旺,一般,0,0,0,0
2330.TW,2320.0,1.3100436681222707,1294.3360272,55790346.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1735.0,-2.801120448179272,83.20593285,4795731.0,一般,群聯,一般,0,0,0,0
2383.TW,4395.0,-2.2246941045606228,141.5425572,3220536.0,一般,台光電,一般,0,0,0,0
2454.TW,3340.0,-0.8902077151335311,308.2147324,9227986.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,1820.0,3.1161473087818696,61.8480226,3398243.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1305.0,-2.973977695167286,9.7365789,746098.0,一般,富世達,一般,0,0,0,0
3017.TW,2135.0,-2.9545454545454546,94.30292865,4416999.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1905.0,2.1447721179624666,21.71564745,1139929.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1470.0,2.4390243902439024,18.9001281,1285723.0,一般,祥碩,一般,0,0,0,0
6442.TW,1220.0,-6.153846153846154,29.5519868,2422294.0,一般,光聖,一般,0,0,0,0
6781.TW,926.0,-3.5416666666666665,9.8206004,1060540.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2090.0,0.0,82.3361979,3939531.0,一般,智邦,一般,0,0,0,0
2308.TW,1705.0,-2.0114942528735633,197.23271205,11567901.0,一般,台達電,一般,0,0,0,0
6409.TW,988.0,2.1716649431230612,5.44436412,551049.0,一般,旭隼,一般,0,0,0,0
2404.TW,1135.0,-2.1551724137931036,25.71043995,2265237.0,一般,漢唐,一般,0,0,0,0
7734.TWO,2835.0,-0.5263157894736842,8.5762152,302512.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1335.0,5.533596837944664,17.92142715,1342429.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,858.0,-6.024096385542169,20.5857795,2399275.0,一般,雙鴻,一般,0,0,0,0
8210.TW,1080.0,-1.36986301369863,11.5748568,1071746.0,一般,勤誠,一般,0,0,0,0
4749.TWO,811.0,1.7565872020075282,7.52522034,927894.0,一般,新應材,一般,0,0,0,0
