Date,open,open,high,high,low,low,close,close,volume,volume
2025-01-02,14.449999809265137,20.399999618530273,14.449999809265137,20.399999618530273,14.5,20.5,14.5,20.5,115000,208004
2025-01-03,14.5,20.450000762939453,14.5,20.450000762939453,14.5,20.5,14.5,20.5,133200,75000
2025-01-06,14.350000381469727,20.5,14.350000381469727,20.5,14.5,20.600000381469727,14.5,20.600000381469727,99317,154183
2025-01-07,14.449999809265137,20.399999618530273,14.449999809265137,20.399999618530273,14.449999809265137,20.450000762939453,14.449999809265137,20.450000762939453,182000,101500
2025-01-08,14.300000190734863,19.850000381469727,14.300000190734863,19.850000381469727,14.350000381469727,20.100000381469727,14.350000381469727,20.100000381469727,375300,123058
2025-01-09,14.350000381469727,19.899999618530273,14.350000381469727,19.899999618530273,14.449999809265137,20.100000381469727,14.449999809265137,20.100000381469727,280000,172000
2025-01-10,14.149999618530273,19.799999237060547,14.149999618530273,19.799999237060547,14.25,19.899999618530273,14.25,19.899999618530273,264000,178000
2025-01-13,14.100000381469727,19.649999618530273,14.100000381469727,19.649999618530273,14.25,19.799999237060547,14.25,19.799999237060547,397056,360060
2025-01-14,14.100000381469727,19.200000762939453,14.100000381469727,19.200000762939453,14.25,19.5,14.25,19.5,183080,86000
2025-01-15,14.25,19.149999618530273,14.25,19.149999618530273,14.350000381469727,19.700000762939453,14.350000381469727,19.700000762939453,155000,154000
2025-01-16,14.350000381469727,19.75,14.350000381469727,19.75,14.449999809265137,19.899999618530273,14.449999809265137,19.899999618530273,111000,60000
2025-01-17,14.399999618530273,19.899999618530273,14.399999618530273,19.899999618530273,14.399999618530273,19.950000762939453,14.399999618530273,19.950000762939453,64000,105183
2025-01-20,14.350000381469727,19.850000381469727,14.350000381469727,19.850000381469727,14.350000381469727,20.5,14.350000381469727,20.5,48000,130038
2025-01-21,14.350000381469727,20.450000762939453,14.350000381469727,20.450000762939453,14.399999618530273,20.600000381469727,14.399999618530273,20.600000381469727,136000,85030
2025-01-22,14.399999618530273,20.100000381469727,14.399999618530273,20.100000381469727,14.5,20.149999618530273,14.5,20.149999618530273,163090,164000
2025-02-03,14.399999618530273,19.950000762939453,14.399999618530273,19.950000762939453,14.399999618530273,20.049999237060547,14.399999618530273,20.049999237060547,144000,130000
2025-02-04,14.350000381469727,19.600000381469727,14.350000381469727,19.600000381469727,14.399999618530273,19.850000381469727,14.399999618530273,19.850000381469727,74080,175000
2025-02-05,14.449999809265137,19.399999618530273,14.449999809265137,19.399999618530273,14.600000381469727,19.649999618530273,14.600000381469727,19.649999618530273,121000,71000
2025-02-06,14.550000190734863,19.5,14.550000190734863,19.5,14.550000190734863,19.549999237060547,14.550000190734863,19.549999237060547,90133,32130
2025-02-07,14.550000190734863,19.450000762939453,14.550000190734863,19.450000762939453,14.649999618530273,19.5,14.649999618530273,19.5,136000,119053
2025-02-10,14.550000190734863,19.25,14.550000190734863,19.25,14.699999809265137,19.450000762939453,14.699999809265137,19.450000762939453,154000,504496
2025-02-11,14.649999618530273,19.450000762939453,14.649999618530273,19.450000762939453,14.75,19.600000381469727,14.75,19.600000381469727,124000,246150
2025-02-12,14.699999809265137,19.149999618530273,14.699999809265137,19.149999618530273,14.850000381469727,19.450000762939453,14.850000381469727,19.450000762939453,113000,130000
2025-02-13,14.800000190734863,19.25,14.800000190734863,19.25,15.0,19.899999618530273,15.0,19.899999618530273,304100,127000
2025-02-14,15.0,19.850000381469727,15.0,19.850000381469727,15.0,20.149999618530273,15.0,20.149999618530273,74000,167120
2025-02-17,15.0,20.0,15.0,20.0,15.0,20.700000762939453,15.0,20.700000762939453,265201,541061
