Date,open,open,high,high,low,low,close,close,volume,volume
2025-01-02,80.4000015258789,15.100000381469727,80.4000015258789,15.100000381469727,80.9000015258789,15.149999618530273,80.9000015258789,15.149999618530273,15801021,291233
2025-01-03,80.4000015258789,15.0,80.4000015258789,15.0,81.0,15.0,81.0,15.0,14002175,196850
2025-01-06,79.80000305175781,14.850000381469727,79.80000305175781,14.850000381469727,81.0,14.899999618530273,81.0,14.899999618530273,17088207,551753
2025-01-07,81.19999694824219,14.850000381469727,81.19999694824219,14.850000381469727,81.9000015258789,14.850000381469727,81.9000015258789,14.850000381469727,16552693,316601
2025-01-08,79.5,14.600000381469727,79.5,14.600000381469727,79.69999694824219,14.600000381469727,79.69999694824219,14.600000381469727,15621640,722619
2025-01-09,78.5999984741211,14.25,78.5999984741211,14.25,79.19999694824219,14.25,79.19999694824219,14.25,6376767,297808
2025-01-10,78.0999984741211,14.25,78.0999984741211,14.25,79.0,14.25,79.0,14.25,4431232,202406
2025-01-13,78.0999984741211,14.149999618530273,78.0999984741211,14.149999618530273,78.5,14.149999618530273,78.5,14.149999618530273,6895308,847053
2025-01-14,78.69999694824219,13.800000190734863,78.69999694824219,13.800000190734863,79.30000305175781,14.050000190734863,79.30000305175781,14.050000190734863,4765760,268165
2025-01-15,78.80000305175781,14.050000190734863,78.80000305175781,14.050000190734863,79.0,14.350000381469727,79.0,14.350000381469727,5638876,156375
2025-01-16,78.9000015258789,14.399999618530273,78.9000015258789,14.399999618530273,79.0999984741211,14.449999809265137,79.0999984741211,14.449999809265137,5577911,133229
2025-01-17,79.30000305175781,14.300000190734863,79.30000305175781,14.300000190734863,79.30000305175781,14.399999618530273,79.30000305175781,14.399999618530273,5175190,114001
2025-01-20,78.69999694824219,14.300000190734863,78.69999694824219,14.300000190734863,78.69999694824219,14.350000381469727,78.69999694824219,14.350000381469727,4168716,101306
2025-01-21,77.9000015258789,14.350000381469727,77.9000015258789,14.350000381469727,78.69999694824219,14.600000381469727,78.69999694824219,14.600000381469727,4020739,214729
2025-01-22,79.0,14.699999809265137,79.0,14.699999809265137,79.0,14.699999809265137,79.0,14.699999809265137,6581599,359871
2025-02-03,76.19999694824219,14.350000381469727,76.19999694824219,14.350000381469727,79.30000305175781,14.5,79.30000305175781,14.5,14569120,218750
2025-02-04,79.5,14.5,79.5,14.5,79.80000305175781,14.649999618530273,79.80000305175781,14.649999618530273,9804252,381001
2025-02-05,79.30000305175781,14.5,79.30000305175781,14.5,79.9000015258789,14.600000381469727,79.9000015258789,14.600000381469727,7503709,203811
2025-02-06,79.0,14.449999809265137,79.0,14.449999809265137,79.80000305175781,14.949999809265137,79.80000305175781,14.949999809265137,6266150,396190
2025-02-07,79.5,14.949999809265137,79.5,14.949999809265137,79.80000305175781,15.0,79.80000305175781,15.0,5649239,267082
2025-02-10,79.4000015258789,14.850000381469727,79.4000015258789,14.850000381469727,79.5999984741211,14.850000381469727,79.5999984741211,14.850000381469727,4908694,463481
2025-02-11,79.80000305175781,14.5,79.80000305175781,14.5,79.80000305175781,14.600000381469727,79.80000305175781,14.600000381469727,4663804,256362
2025-02-12,79.30000305175781,14.5,79.30000305175781,14.5,80.0,14.5,80.0,14.5,5608234,282126
2025-02-13,80.5999984741211,14.5,80.5999984741211,14.5,81.30000305175781,14.649999618530273,81.30000305175781,14.649999618530273,8045594,439710
2025-02-14,80.80000305175781,14.600000381469727,80.80000305175781,14.600000381469727,81.30000305175781,14.75,81.30000305175781,14.75,5801960,427308
2025-02-17,81.5,14.75,81.5,14.75,81.5999984741211,14.949999809265137,81.5999984741211,14.949999809265137,4941389,422554
2025-02-18,81.0,14.899999618530273,81.0,14.899999618530273,81.19999694824219,15.0,81.19999694824219,15.0,4384504,268912
