Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,20905.0,5.474268415741675,75.88744955,363011.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,2115.0,-1.627906976744186,132.4062756,6260344.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3715.0,1.364256480218281,133.6699351,3598114.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,6155.0,2.5833333333333335,74.5225242,1210764.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,5765.0,-0.5176876617773942,81.60432445,1415513.0,一般,穎崴,一般,0,0,0,0
2059.TW,12670.0,-1.015625,53.245675,420250.0,一般,川湖,一般,0,0,0,0
3008.TW,6405.0,0.078125,157.200477,2454340.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,8375.0,10.0,59.5859475,711474.0,一般,創意,一般,0,0,0,0
3653.TW,5830.0,0.690846286701209,53.4029166,916002.0,一般,健策,一般,0,0,0,0
6510.TWO,3700.0,6.169296987087518,56.646038,1530974.0,一般,精測,一般,0,0,0,0
6223.TWO,5345.0,-2.72975432211101,123.1111712,2303296.0,一般,旺矽,一般,0,0,0,0
3131.TWO,2410.0,-2.231237322515213,7.1396973,296253.0,一般,弘塑,一般,0,0,0,0
3529.TWO,3110.0,9.89399293286219,50.8849492,1636172.0,一般,力旺,一般,0,0,0,0
2330.TW,2460.0,-0.8064516129032258,541.4442042,22009927.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,2185.0,1.627906976744186,117.7484264,5388944.0,一般,群聯,一般,0,0,0,0
2383.TW,4860.0,-0.7150153217568949,102.1283316,2101406.0,一般,台光電,一般,0,0,0,0
2454.TW,5180.0,3.3932135728542914,628.4139274,12131543.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2245.0,-2.391304347826087,135.89903205,6053409.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,2500.0,3.5196687370600417,47.876175,1915047.0,一般,富世達,一般,0,0,0,0
3017.TW,3390.0,-0.7320644216691069,77.5719462,2288258.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1745.0,9.748427672955975,14.98304115,858627.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1475.0,0.0,6.671425,452300.0,一般,祥碩,一般,0,0,0,0
6442.TW,1510.0,-0.9836065573770493,17.717132,1173320.0,一般,光聖,一般,0,0,0,0
6781.TW,1015.0,0.49504950495049505,3.67108245,361683.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1915.0,4.076086956521739,76.1561413,3976822.0,一般,智邦,一般,0,0,0,0
2308.TW,1900.0,1.3333333333333335,322.20181,16957990.0,一般,台達電,一般,0,0,0,0
6409.TW,888.0,-0.6711409395973155,2.21952936,249947.0,一般,旭隼,一般,0,0,0,0
2404.TW,1140.0,0.8849557522123894,18.8730306,1655529.0,一般,漢唐,一般,0,0,0,0
7734.TWO,2560.0,-0.9671179883945842,4.6147584,180264.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1260.0,1.6129032258064515,15.3838062,1220937.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1600.0,5.263157894736842,88.924496,5557781.0,一般,雙鴻,一般,0,0,0,0
8210.TW,898.0,-0.2222222222222222,9.72736948,1083226.0,一般,勤誠,一般,0,0,0,0
4749.TWO,728.0,-0.9523809523809524,4.35452472,598149.0,一般,新應材,一般,0,0,0,0
2360.TW,2440.0,2.736842105263158,71.9023836,2946819.0,一般,致茂,一般,0,0,0,0
7750.TWO,1945.0,-0.7653061224489796,3.3229936,170848.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,888.0,2.6589595375722546,20.36884632,2293789.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1480.0,-2.631578947368421,20.5234264,1386718.0,一般,昇達科,一般,0,0,0,0
1519.TW,712.0,-0.8356545961002786,3.888766,546175.0,一般,華城,一般,0,0,0,0
6944.TWO,722.0,1.4044943820224718,2.34670216,325028.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,1080.0,-1.8181818181818181,2.2731732,210479.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
7751.TWO,1420.0,-1.7301038062283738,1.4244588,100314.0,自動化(興櫃),竑騰,自動化(興櫃),0,0,0,0
3293.TWO,727.0,0.4143646408839779,8.45780895,1163385.0,一般,鈊象,一般,0,0,0,0
7805.TWO,505.0,1.3039117352056169,0.34695015,68703.0,網通(興櫃),威聯通,網通(興櫃),0,0,0,0
6640.TWO,1035.0,-6.756756756756757,6.969069,673340.0,一般,均華,一般,0,0,0,0
5289.TWO,1295.0,0.0,12.397294,957320.0,工控記憶體,宜鼎,工控記憶體,0,0,0,0
4583.TW,429.0,-1.1520737327188941,0.19397235,45215.0,一般,台灣精銳,一般,0,0,0,0
2368.TW,1040.0,-0.4784688995215311,86.5053384,8317821.0,一般,金像電,一般,0,0,0,0
3081.TWO,2825.0,-1.7391304347826086,66.95060725,2369933.0,一般,聯亞,一般,0,0,0,0
4966.TWO,582.0,2.6455026455026456,6.9385749,1192195.0,一般,譜瑞-KY,一般,0,0,0,0
7728.TWO,576.0,-1.7064846416382253,0.59234688,102838.0,光電(興櫃),光焱科技,光電(興櫃),0,0,0,0
^TWII,47800.171875,0.1704400851242667,0.0,0.0,指數/原物料,加權指數,指數/原物料,0,0,0,0
^DJI,52048.828125,0.7085309410890807,0.0,0.0,指數/原物料,道瓊工業,指數/原物料,0,0,0,0
^GSPC,7764.7001953125,1.49271544751977,0.0,0.0,指數/原物料,S&P 500,指數/原物料,0,0,0,0
^IXIC,27122.08984375,2.260533125569791,0.0,0.0,指數/原物料,那斯達克,指數/原物料,0,0,0,0
^SOX,12433.169921875,4.290326906273369,0.0,0.0,指數/原物料,費城半導體,指數/原物料,0,0,0,0
^VIX,14.65999984741211,-1.412239675609635,0.0,0.0,指數/原物料,美股 VIX,指數/原物料,0,0,0,0
GC=F,4361.5,-0.5109583440026633,0.0,0.0,指數/原物料,黃金,指數/原物料,0,0,0,0
SI=F,66.05999755859375,0.35700815988847234,0.0,0.0,指數/原物料,白銀,指數/原物料,0,0,0,0
HG=F,6.8429999351501465,2.340534823517481,0.0,0.0,指數/原物料,銅,指數/原物料,0,0,0,0
CL=F,90.69999694824219,-5.303823236373589,0.0,0.0,指數/原物料,原油,指數/原物料,0,0,0,0
HRC=F,1300.0,5.092966855295069,0.0,0.0,指數/原物料,熱軋鋼,指數/原物料,0,0,0,0
