Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,16345.0,-2.417910447761194,28.08348865,171817.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,6100.0,-2.6336791699920195,87.056638,1427158.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3715.0,1.5027322404371584,84.61904405,2277767.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,6320.0,-2.393822393822394,34.0956416,539488.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,6760.0,-0.22140221402214022,30.5685848,452198.0,一般,穎崴,一般,0,0,0,0
2059.TW,11110.0,10.0,36.6513345,329895.0,一般,川湖,一般,0,0,0,0
3008.TW,4385.0,-5.189189189189189,73.05493315,1666019.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,4545.0,1.4508928571428572,86.97843765,1913717.0,一般,創意,一般,0,0,0,0
3653.TW,4380.0,-1.5730337078651686,75.8119308,1730866.0,一般,健策,一般,0,0,0,0
6510.TWO,2695.0,-4.938271604938271,8.71430945,323351.0,一般,精測,一般,0,0,0,0
6223.TWO,6100.0,-3.1746031746031744,39.991478,655598.0,一般,旺矽,一般,0,0,0,0
3131.TWO,2385.0,0.0,21.7008288,909888.0,一般,弘塑,一般,0,0,0,0
3529.TWO,2725.0,2.443609022556391,22.145421,812676.0,一般,力旺,一般,0,0,0,0
2330.TW,2370.0,0.21141649048625794,542.0195925,22870025.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,2020.0,-0.24691358024691357,141.5731544,7008572.0,一般,群聯,一般,0,0,0,0
2383.TW,5240.0,-1.2252591894439209,71.4131828,1362847.0,一般,台光電,一般,0,0,0,0
2454.TW,3900.0,-0.5102040816326531,257.673117,6607003.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2200.0,-7.172995780590717,120.062448,5457384.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1670.0,-5.113636363636364,52.1934953,3125359.0,一般,富世達,一般,0,0,0,0
3017.TW,2785.0,-5.272108843537415,115.309026,4140360.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1910.0,-3.0456852791878175,17.3157735,906585.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1400.0,-0.7092198581560284,7.83482,559630.0,一般,祥碩,一般,0,0,0,0
6442.TW,1325.0,-6.36042402826855,29.5217685,2228058.0,一般,光聖,一般,0,0,0,0
6781.TW,1145.0,5.045871559633028,30.1562085,2633730.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2215.0,-8.091286307053942,93.63706505,4227407.0,一般,智邦,一般,0,0,0,0
2308.TW,1650.0,-1.7857142857142856,168.82998,10232120.0,一般,台達電,一般,0,0,0,0
6409.TW,1015.0,0.49504950495049505,7.00476875,690125.0,一般,旭隼,一般,0,0,0,0
2404.TW,1150.0,-1.7094017094017095,12.711502,1105348.0,一般,漢唐,一般,0,0,0,0
7734.TWO,3375.0,-0.4424778761061947,4.2200325,125038.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1545.0,-0.9615384615384616,15.1701387,981886.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1015.0,-4.245283018867925,46.7859378,4609452.0,一般,雙鴻,一般,0,0,0,0
8210.TW,1115.0,-9.7165991902834,27.70704755,2484937.0,一般,勤誠,一般,0,0,0,0
4749.TWO,809.0,-1.701093560145808,5.54802492,685788.0,一般,新應材,一般,0,0,0,0
2360.TW,2030.0,2.7848101265822782,64.2711804,3166068.0,一般,致茂,一般,0,0,0,0
7750.TWO,2330.0,-1.4799154334038054,10.8562389,465933.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,1060.0,-0.9345794392523363,6.7851236,640106.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1235.0,-8.518518518518519,32.3120954,2616364.0,一般,昇達科,一般,0,0,0,0
1519.TW,653.0,-1.3595166163141994,6.61206904,1012568.0,一般,華城,一般,0,0,0,0
6944.TWO,771.0,-2.8967254408060454,3.50044023,454013.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
