Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
YSS,YSS,Industrials,Aerospace & Defense,33.18,3171432.0,2.09,14.3,27.96,6.83,0.11,0.11,0.11,4.3
ACHR,ACHR,Industrials,Aerospace & Defense,6.51,73222913.0,1.23,2.36,9.97,14.21,0.48,0.48,0.48,4.97
MSTR,MicroStrategy,Technology,Software - Application,159.93,11738560.0,0.94,0.03,-4.02,-6.48,1.88,1.88,1.88,56.15
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,310.54,3026779.0,0.53,-0.81,3.58,-7.55,0.94,0.94,0.94,309.31
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,149.81,10136752.0,0.57,-3.3,-6.65,0.6,1.52,1.52,1.52,620.95
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,322.68,9747748.0,1.15,5.68,16.09,20.5,3.15,3.15,3.15,403.53
JPM,JPMorgan,Financial Services,Banks - Diversified,306.74,7241344.0,0.93,0.12,2.0,-0.5,2.22,2.22,2.22,821.91
TSM,TSMC,Technology,Semiconductors,412.32,10009579.0,0.95,1.93,4.13,2.45,4.13,4.13,4.13,2138.49
HG=F,Copper (銅),Index,Market Index,6.42,197.0,0.17,1.27,2.4,6.62,0.0,0.0,0.0,0.0
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,433.59,44408993.0,0.95,1.78,5.76,15.22,19.26,19.26,19.26,1628.44
QCOM,Qualcomm,Technology,Semiconductors,248.82,30541598.0,1.29,4.48,22.19,67.16,7.6,7.6,7.6,262.26
ASTS,ASTS,Technology,Communication Equipment,119.7,47173705.0,1.93,13.07,37.86,56.68,5.65,5.65,5.65,46.46
JNJ,J&J,Healthcare,Drug Manufacturers - General,230.18,6427813.0,0.85,-1.78,0.55,1.18,1.48,1.48,1.48,554.09
LUNR,LUNR,Industrials,Aerospace & Defense,34.86,47333074.0,3.44,-8.89,3.78,36.55,1.65,1.65,1.65,5.59
KEEL,KEEL,Technology,Information Technology Services,5.13,45725484.0,1.3,6.65,22.73,55.93,0.23,0.23,0.23,3.1
INTC,Intel,Technology,Semiconductors,123.52,95470291.0,0.74,3.07,14.19,49.65,11.79,11.79,11.79,620.81
