Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
IREN,IREN,Financial Services,Capital Markets,52.71,43985987.0,0.93,10.41,-4.46,16.69,2.32,2.32,2.32,18.84
IMVT,IMVT,Healthcare,Biotechnology,35.56,19556846.0,15.25,35.26,21.57,25.74,0.7,0.7,0.7,7.24
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,310.58,4959852.0,0.76,2.69,2.65,-9.69,1.54,1.54,1.54,309.35
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,156.28,14463312.0,0.76,-3.86,3.11,5.34,2.26,2.26,2.26,647.77
ROIV,ROIV,Healthcare,Biotechnology,32.41,16739845.0,2.41,14.89,10.92,10.65,0.54,0.54,0.54,23.2
ALGT,ALGT,Industrials,Airlines,77.09,755634.0,0.88,10.33,2.5,-9.91,0.06,0.06,0.06,2.07
PG,P&G,Consumer Defensive,Household & Personal Products,142.44,8274606.0,1.05,0.81,0.14,0.08,1.18,1.18,1.18,331.69
PLTR,Palantir,Technology,Software - Infrastructure,137.15,29866980.0,0.8,1.4,5.46,-6.04,4.1,4.1,4.1,328.79
ACHR,ACHR,Industrials,Aerospace & Defense,5.78,46783958.0,0.95,-2.2,-11.35,-2.69,0.27,0.27,0.27,4.41
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1018.87,2025827.0,0.73,-0.25,0.31,12.83,2.06,2.06,2.06,908.57
JPM,JPMorgan,Financial Services,Banks - Diversified,301.98,9319381.0,1.18,2.12,0.58,-3.52,2.81,2.81,2.81,809.16
COMP,COMP,Real Estate,Real Estate Services,8.34,14762461.0,1.2,10.03,2.71,6.51,0.12,0.12,0.12,6.23
NU,NU,Financial Services,Banks - Regional,12.79,58361053.0,0.73,4.07,-0.23,-15.02,0.75,0.75,0.75,62.18
TXN,Texas Inst,Technology,Semiconductors,304.88,7565012.0,1.12,0.85,-0.48,30.77,2.31,2.31,2.31,277.47
MSFT,Microsoft,Technology,Software - Infrastructure,421.06,27738933.0,0.8,0.87,3.91,-0.73,11.68,11.68,11.68,3127.82
ORCL,Oracle,Technology,Software - Infrastructure,188.16,16430109.0,0.91,3.69,-0.84,3.86,3.09,3.09,3.09,541.16
GC=F,Gold (黃金),Index,Market Index,4543.5,1308.0,7.14,0.83,-3.28,-3.3,0.01,0.01,0.01,0.0
NVDA,NVIDIA,Technology,Semiconductors,223.47,171145403.0,1.07,1.3,-1.05,11.8,38.25,38.25,38.25,5412.56
GOOG,Alphabet,Communication Services,Internet Content & Information,384.9,15021912.0,0.82,0.0,-3.54,16.47,5.78,5.78,5.78,4663.23
JNJ,J&J,Healthcare,Drug Manufacturers - General,229.32,3376613.0,0.36,-0.3,-0.48,1.4,0.77,0.77,0.77,552.02
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,426.85,6563252.0,0.63,4.9,-2.24,8.25,2.8,2.8,2.8,338.75
CL=F,Crude Oil (原油),Index,Market Index,99.05,1338.0,0.01,-8.09,-1.95,7.51,0.0,0.0,0.0,0.0
BB,BB,Technology,Software - Infrastructure,6.2,35845766.0,1.75,-0.16,1.64,10.52,0.22,0.22,0.22,3.63
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,417.26,44903311.0,0.84,3.25,-6.29,7.98,18.74,18.74,18.74,1567.11
TE,TE,Industrials,Electrical Equipment & Parts,8.7,103629698.0,2.5,26.45,55.08,70.92,0.9,0.9,0.9,2.43
PLUG,PLUG,Industrials,Electrical Equipment & Parts,3.31,58947153.0,0.61,0.0,-16.41,7.47,0.2,0.2,0.2,4.62
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,81.55,9511508.0,0.68,-0.45,1.61,9.17,0.78,0.78,0.78,350.87
AVGO,Broadcom,Technology,Semiconductors,417.76,16240209.0,0.86,1.63,0.23,3.88,6.78,6.78,6.78,1977.96
NFLX,Netflix,Communication Services,Entertainment,88.09,21271124.0,0.65,-1.39,0.61,-4.85,1.87,1.87,1.87,370.93
JHX,JHX,Basic Materials,Building Materials,20.59,16048335.0,2.02,10.58,2.9,-6.71,0.33,0.33,0.33,11.95
MSTR,MicroStrategy,Technology,Software - Application,165.81,9755014.0,0.63,0.72,-6.86,1.12,1.62,1.62,1.62,58.22
META,Meta,Communication Services,Internet Content & Information,605.06,11270062.0,0.88,0.41,-1.88,-9.54,6.82,6.82,6.82,1535.9
AAPL,Apple,Technology,Consumer Electronics,302.25,37276629.0,0.85,1.1,1.13,13.56,11.27,11.27,11.27,4439.25
DIS,Disney,Communication Services,Entertainment,104.08,6353984.0,0.81,1.75,-0.78,-0.2,0.66,0.66,0.66,180.74
V,Visa,Financial Services,Credit Services,330.75,4970329.0,0.66,0.25,3.26,6.71,1.64,1.64,1.64,629.0
BAC,Bank of America,Financial Services,Banks - Diversified,51.23,36766593.0,0.96,1.05,2.79,-4.21,1.88,1.88,1.88,363.56
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,212.3,3017706.0,0.53,-0.68,1.82,3.5,0.64,0.64,0.64,375.09
AAL,AAL,Industrials,Airlines,12.95,85266626.0,1.62,7.38,1.89,10.03,1.1,1.1,1.1,8.56
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,191.29,7004891.0,0.62,-1.12,-5.21,-2.38,1.34,1.34,1.34,50.4
ONDS,ONDS,Technology,Communication Equipment,9.36,42584619.0,0.37,2.58,5.64,-13.89,0.4,0.4,0.4,4.64
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,22.57,18910360.0,1.18,13.05,-11.21,-1.23,0.43,0.43,0.43,5.03
CCL,CCL,Consumer Cyclical,Travel Services,26.03,48976045.0,1.95,8.96,4.0,-4.86,1.27,1.27,1.27,36.06
XNDU,XNDU,Technology,Software - Infrastructure,14.13,7952178.0,1.9,20.56,-5.1,-38.3,0.11,0.11,0.11,4.8
UNH,UnitedHealth,Healthcare,Healthcare Plans,383.3,7772393.0,1.05,-1.53,-4.45,10.78,2.98,2.98,2.98,348.09
NVTS,NVTS,Technology,Semiconductors,22.99,37010539.0,1.11,18.32,8.6,49.97,0.85,0.85,0.85,5.37
GRAB,GRAB,Technology,Software - Application,3.51,39777570.0,0.78,0.29,-3.31,-13.97,0.14,0.14,0.14,14.36
BRK-B,Berkshire,Financial Services,Insurance - Diversified,480.9,3302758.0,0.71,0.09,-0.95,2.65,1.59,1.59,1.59,1037.23
TSM,TSMC,Technology,Semiconductors,401.62,10044924.0,0.72,2.29,0.46,9.11,4.03,4.03,4.03,2082.99
CRWV,CoreWeave,Technology,Software - Infrastructure,101.28,19607604.0,0.69,1.47,-9.01,-12.05,1.99,1.99,1.99,55.26
SI=F,Silver (白銀),Index,Market Index,75.94,452.0,3.21,1.49,-14.56,-0.61,0.0,0.0,0.0,0.0
ALK,ALK,Industrials,Airlines,39.85,4496125.0,1.61,10.05,3.35,-3.86,0.18,0.18,0.18,4.44
NIO,NIO,Consumer Cyclical,Auto Manufacturers,5.59,41997773.0,1.2,-2.61,-14.53,-13.06,0.23,0.23,0.23,14.01
ADBE,Adobe,Technology,Software - Application,253.37,4778478.0,0.89,-0.64,7.33,2.5,1.21,1.21,1.21,102.41
NOK,NOK,Technology,Communication Equipment,13.62,74548046.0,0.65,-0.37,-7.41,30.96,1.02,1.02,1.02,76.03
MU,Micron,Technology,Semiconductors,731.99,47387564.0,0.89,4.76,-8.91,62.89,34.69,34.69,34.69,825.49
SOFI,SOFI,Financial Services,Credit Services,15.69,43843697.0,0.71,3.02,2.48,-16.68,0.69,0.69,0.69,20.13
