Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
UNH,UnitedHealth,Healthcare,Healthcare Plans,363.87,5125826.0,0.7,-1.86,-0.79,29.33,1.87,1.87,1.87,330.47
TSM,TSMC,Technology,Semiconductors,394.41,14373624.0,1.25,-1.79,0.53,15.41,5.67,5.67,5.67,2045.57
HRC=F,Steel (熱軋鋼),Index,Market Index,1137.0,120.0,0.89,4.89,9.12,8.18,0.0,0.0,0.0,0.0
HG=F,Copper (銅),Index,Market Index,5.99,73.0,0.01,3.29,1.2,7.2,0.0,0.0,0.0,0.0
GRAB,GRAB,Technology,Software - Application,3.68,67565495.0,1.08,1.66,-4.66,3.37,0.25,0.25,0.25,15.09
MARA,MARA,Financial Services,Capital Markets,12.16,39004266.0,0.81,2.79,10.34,37.4,0.47,0.47,0.47,4.64
PLTR,Palantir,Technology,Software - Infrastructure,135.91,87677845.0,2.26,-6.93,-3.73,-8.13,11.92,11.92,11.92,325.8
MU,Micron,Technology,Semiconductors,640.2,61958629.0,1.52,11.06,26.95,69.47,39.67,39.67,39.67,721.98
^SOX,PHLX Semi,Index,Market Index,10980.58,0.0,0.0,4.23,9.42,38.71,0.0,0.0,0.0,0.0
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,988.87,2936672.0,0.65,2.16,13.14,6.67,2.9,2.9,2.9,881.82
NFLX,Netflix,Communication Services,Entertainment,87.89,47814000.0,1.52,-3.44,-4.75,-11.16,4.2,4.2,4.2,370.09
VVX,VVX,Industrials,Aerospace & Defense,76.5,1063077.0,2.12,12.8,17.93,8.37,0.08,0.08,0.08,2.39
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,206.11,3203158.0,0.42,-0.98,4.26,-0.28,0.66,0.66,0.66,364.56
CL=F,Crude Oil (原油),Index,Market Index,102.59,242.0,0.0,-3.6,2.66,-8.74,0.0,0.0,0.0,0.0
MSTR,MicroStrategy,Technology,Software - Application,186.9,14867122.0,0.91,1.69,12.79,46.37,2.78,2.78,2.78,65.49
SI=F,Silver (白銀),Index,Market Index,73.22,75.0,0.01,0.2,0.02,0.77,0.0,0.0,0.0,0.0
FSLY,FSLY,Technology,Software - Application,32.36,12486114.0,1.76,17.72,31.38,2.6,0.4,0.4,0.4,5.06
RIG,RIG,Energy,Oil & Gas Drilling,6.25,60346896.0,1.52,-9.16,-7.95,-5.16,0.38,0.38,0.38,6.92
AVGO,Broadcom,Technology,Semiconductors,427.36,19408525.0,1.07,2.61,6.89,35.92,8.29,8.29,8.29,2023.41
JPM,JPMorgan,Financial Services,Banks - Diversified,309.4,4687615.0,0.62,0.57,-0.66,4.72,1.45,1.45,1.45,829.04
