Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
AAPL,Apple,Technology,Consumer Electronics,312.06,56454230.0,1.21,-0.14,2.32,15.51,17.62,17.62,17.62,4583.34
AMD,AMD,Technology,Semiconductors,516.1,21772067.0,0.68,-0.38,14.79,53.1,11.24,11.24,11.24,841.55
RBRK,RBRK,Technology,Software - Infrastructure,78.63,4736405.0,1.5,11.82,21.36,46.48,0.37,0.37,0.37,16.18
JPM,JPMorgan,Financial Services,Banks - Diversified,299.31,7239863.0,0.84,0.87,-1.22,-3.21,2.17,2.17,2.17,802.0
MA,Mastercard,Financial Services,Credit Services,493.98,2641911.0,1.01,0.05,-1.13,-5.95,1.31,1.31,1.31,436.47
WDAY,WDAY,Technology,Software - Application,146.19,9572585.0,1.42,12.45,19.98,19.41,1.4,1.4,1.4,36.11
NVDA,NVIDIA,Technology,Semiconductors,211.14,230465710.0,1.32,-1.45,-3.81,0.9,48.66,48.66,48.66,5114.02
BTC-USD,Bitcoin,Crypto,Cryptocurrency,73404.96,34530566144.0,1.15,-0.18,-4.65,-8.46,2534714.86,2534714.86,2534714.86,0.0
META,Meta,Communication Services,Internet Content & Information,632.51,19726619.0,1.28,-0.44,4.14,-5.47,12.48,12.48,12.48,1605.58
TSM,TSMC,Technology,Semiconductors,418.45,9650857.0,0.97,-1.51,2.78,6.25,4.04,4.04,4.04,2170.28
QCOM,Qualcomm,Technology,Semiconductors,251.02,28744014.0,1.06,3.18,17.62,60.91,7.22,7.22,7.22,264.58
ZETA,ZETA,Technology,Software - Infrastructure,22.89,14480919.0,1.88,13.43,26.81,28.52,0.33,0.33,0.33,5.71
COST,Costco,Consumer Defensive,Discount Stores,956.32,6143767.0,2.53,-3.91,-8.96,-4.24,5.88,5.88,5.88,424.27
ESTC,ESTC,Technology,Software - Application,64.7,7471137.0,2.99,12.31,20.17,36.5,0.48,0.48,0.48,6.7
SOFI,SOFI,Financial Services,Credit Services,18.22,150003756.0,2.32,7.37,16.42,17.36,2.73,2.73,2.73,23.37
IBM,IBM,Technology,Information Technology Services,297.8,28387392.0,1.87,12.71,17.72,31.13,8.45,8.45,8.45,279.9
WMT,Walmart,Consumer Defensive,Discount Stores,115.75,41258461.0,1.32,-2.65,-4.61,-9.58,4.78,4.78,4.78,922.64
AMZN,Amazon,Consumer Cyclical,Internet Retail,270.64,54582943.0,1.49,-1.23,0.81,2.89,14.77,14.77,14.77,2911.3
NXT,NXT,Technology,Solar,156.4,4435223.0,1.89,14.02,29.23,36.87,0.69,0.69,0.69,23.8
DIS,Disney,Communication Services,Entertainment,101.83,13311728.0,1.91,-1.83,-1.69,0.52,1.36,1.36,1.36,176.83
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,145.26,11148037.0,0.76,-1.16,-6.46,-6.08,1.62,1.62,1.62,602.1
^SOX,PHLX Semi,Index,Market Index,12829.38,0.0,0.0,0.0,7.23,24.91,0.0,0.0,0.0,0.0
LPL,LPL,Technology,Consumer Electronics,5.55,2609145.0,1.75,10.34,12.35,34.71,0.01,0.01,0.01,5.55
HOOD,HOOD,Financial Services,Capital Markets,94.3,63619530.0,2.51,11.15,24.21,32.44,6.0,6.0,6.0,84.92
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1105.0,2603115.0,0.8,-1.93,6.08,29.82,2.88,2.88,2.88,985.37
RGTI,RGTI,Technology,Computer Hardware,25.54,60918562.0,0.52,-5.51,15.88,58.83,1.56,1.56,1.56,8.49
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,317.14,3340594.0,0.61,-1.27,1.07,-1.76,1.06,1.06,1.06,316.23
^DJI,Dow Jones,Index,Market Index,51032.46,907942096.0,1.77,0.72,1.49,4.44,46334.52,46334.52,46334.52,0.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1161.0,67.0,0.73,3.11,7.5,7.3,0.0,0.0,0.0,0.0
ADBE,Adobe,Technology,Software - Application,259.21,8839367.0,2.47,7.36,6.19,6.42,2.29,2.29,2.29,104.77
GTLB,GTLB,Technology,Software - Infrastructure,31.05,7079420.0,1.95,11.17,21.19,41.72,0.22,0.22,0.22,5.24
MSFT,Microsoft,Technology,Software - Infrastructure,450.24,77168677.0,2.41,5.45,7.43,6.07,34.74,34.74,34.74,3344.58
AAL,AAL,Industrials,Airlines,14.64,70507646.0,0.76,-0.07,7.73,29.44,1.03,1.03,1.03,9.68
SAIL,SAIL,Technology,Software - Infrastructure,18.83,5018418.0,1.76,13.78,25.45,62.75,0.09,0.09,0.09,10.68
^IXIC,Nasdaq,Index,Market Index,26972.62,10970191000.0,1.19,0.2,2.58,9.32,295894.78,295894.78,295894.78,0.0
MARA,MARA,Financial Services,Capital Markets,14.38,47631875.0,1.26,2.2,6.13,34.14,0.68,0.68,0.68,5.48
^GSPC,S&P 500,Index,Market Index,7580.06,5528975000.0,1.03,0.22,1.8,6.22,41909.96,41909.96,41909.96,0.0
INTC,Intel,Technology,Semiconductors,114.68,153853296.0,1.59,-5.14,-3.22,21.03,17.64,17.64,17.64,576.38
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,450.06,6192440.0,1.06,0.08,5.31,17.64,2.79,2.79,2.79,357.33
ACHR,ACHR,Industrials,Aerospace & Defense,6.81,56702428.0,0.85,0.0,11.27,21.61,0.39,0.39,0.39,5.2
NOK,NOK,Technology,Communication Equipment,14.84,112356743.0,0.9,-2.88,4.65,19.1,1.67,1.67,1.67,82.84
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,217.72,3550230.0,0.75,-0.42,1.5,6.78,0.77,0.77,0.77,384.67
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,189.03,9090889.0,1.18,3.72,-2.34,4.02,1.72,1.72,1.72,49.8
IOT,IOT,Technology,Software - Infrastructure,34.99,8811895.0,2.22,10.83,16.05,19.14,0.31,0.31,0.31,20.39
MU,Micron,Technology,Semiconductors,971.0,60134240.0,1.09,5.14,27.41,87.29,58.39,58.39,58.39,1095.03
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,435.79,44967971.0,1.06,-1.43,4.29,16.9,19.6,19.6,19.6,1636.71
ONDS,ONDS,Technology,Communication Equipment,13.22,140097759.0,1.3,-0.23,44.01,39.3,1.85,1.85,1.85,6.59
NTAP,NTAP,Technology,Software - Infrastructure,174.29,15902415.0,2.96,22.39,40.61,60.41,2.77,2.77,2.77,34.52
PLTR,Palantir,Technology,Software - Infrastructure,156.54,91550284.0,2.69,9.21,13.92,13.46,14.33,14.33,14.33,375.28
CLBT,CLBT,Technology,Software - Infrastructure,14.73,4596956.0,2.71,11.59,11.85,15.89,0.07,0.07,0.07,3.67
PLUG,PLUG,Industrials,Electrical Equipment & Parts,3.95,65781247.0,0.66,-4.13,4.5,15.84,0.26,0.26,0.26,5.51
GC=F,Gold (黃金),Index,Market Index,4569.9,124293.0,3.79,1.57,0.66,0.54,0.57,0.57,0.57,0.0
HG=F,Copper (銅),Index,Market Index,6.39,30760.0,17.42,-0.03,2.19,8.77,0.0,0.0,0.0,0.0
NFLX,Netflix,Communication Services,Entertainment,86.02,35649267.0,1.29,-0.39,-3.67,-6.62,3.07,3.07,3.07,362.21
^VIX,VIX,Index,Market Index,15.32,0.0,0.0,-2.67,-8.26,-9.3,0.0,0.0,0.0,0.0
TNGX,TNGX,Healthcare,Biotechnology,21.98,3381624.0,1.46,9.9,1.67,-0.36,0.07,0.07,0.07,3.18
OKTA,OKTA,Technology,Software - Infrastructure,123.27,17181770.0,3.78,30.14,37.82,61.86,2.12,2.12,2.12,21.61
JNJ,J&J,Healthcare,Drug Manufacturers - General,225.33,6188580.0,1.02,-2.37,-2.76,-0.89,1.39,1.39,1.39,542.42
DOC,DOC,Real Estate,REIT - Healthcare Facilities,19.15,55530077.0,8.58,-1.85,-2.49,19.76,1.06,1.06,1.06,13.2
RIVN,RIVN,Consumer Cyclical,Auto Manufacturers,16.3,59280803.0,2.44,7.24,15.19,1.49,0.97,0.97,0.97,21.89
UNH,UnitedHealth,Healthcare,Healthcare Plans,380.31,10246752.0,1.99,-0.58,-0.57,2.58,3.9,3.9,3.9,345.38
NOW,NOW,Technology,Software - Application,124.37,67031644.0,2.37,14.38,24.76,39.91,8.34,8.34,8.34,128.26
BAC,Bank of America,Financial Services,Banks - Diversified,51.6,52430331.0,1.47,1.63,0.21,-2.42,2.71,2.71,2.71,366.18
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,79.01,32408986.0,2.5,-1.74,-2.66,0.18,2.56,2.56,2.56,339.94
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,318.18,10301241.0,1.17,0.06,5.27,27.91,3.28,3.28,3.28,397.91
SI=F,Silver (白銀),Index,Market Index,75.58,34115.0,91.71,-0.08,-1.08,5.61,0.0,0.0,0.0,0.0
TXN,Texas Inst,Technology,Semiconductors,305.68,16774373.0,2.47,-3.25,2.44,13.54,5.13,5.13,5.13,278.2
TEAM,TEAM,Technology,Software - Application,107.61,13829691.0,2.94,15.35,30.94,52.66,1.49,1.49,1.49,27.31
V,Visa,Financial Services,Credit Services,326.36,6048834.0,0.81,0.43,-1.44,-2.54,1.97,1.97,1.97,620.65
BRK-B,Berkshire,Financial Services,Insurance - Diversified,474.48,4085243.0,1.01,-0.62,-1.15,-0.19,1.94,1.94,1.94,1023.38
CRWV,CoreWeave,Technology,Software - Infrastructure,109.53,23126036.0,0.96,2.5,1.81,-4.08,2.53,2.53,2.53,59.76
F,F,Consumer Cyclical,Auto Manufacturers,17.44,149712598.0,1.63,4.74,27.58,42.48,2.61,2.61,2.61,69.49
GRAB,GRAB,Technology,Software - Application,3.54,51379307.0,1.31,0.0,-0.56,-7.33,0.18,0.18,0.18,14.48
TTAN,TTAN,Technology,Software - Application,72.36,1756673.0,1.55,9.99,17.98,20.84,0.13,0.13,0.13,6.9
BBAI,BBAI,Technology,Information Technology Services,5.04,105544085.0,1.79,2.02,20.0,31.94,0.53,0.53,0.53,2.41
SMCI,Super Micro,Technology,Computer Hardware,46.09,92968360.0,2.1,11.6,37.75,75.11,4.28,4.28,4.28,27.72
RDW,RDW,Industrials,Aerospace & Defense,24.57,64290587.0,0.77,-5.14,60.07,185.7,1.58,1.58,1.58,4.89
DELL,DELL,Technology,Computer Hardware,420.91,38175314.0,2.91,32.76,66.5,104.66,16.07,16.07,16.07,273.41
MSTR,MicroStrategy,Technology,Software - Application,159.09,19137065.0,1.51,4.91,-3.49,0.57,3.04,3.04,3.04,55.86
GOOG,Alphabet,Communication Services,Internet Content & Information,376.43,45447584.0,2.7,-2.51,-1.84,8.38,17.11,17.11,17.11,4560.62
TBBB,TBBB,Consumer Defensive,Discount Stores,37.82,6205247.0,7.59,15.55,1.67,5.76,0.23,0.23,0.23,4.46
PATH,PATH,Technology,Software - Infrastructure,11.72,64609308.0,1.27,1.21,10.88,12.91,0.76,0.76,0.76,6.1
CL=F,Crude Oil (原油),Index,Market Index,87.76,242918.0,0.78,-1.28,-8.92,-17.89,0.02,0.02,0.02,0.0
AVGO,Broadcom,Technology,Semiconductors,446.77,41606320.0,2.34,4.73,7.77,10.19,18.59,18.59,18.59,2115.31
CRM,Salesforce,Technology,Software - Application,191.1,33907040.0,2.24,8.47,8.39,5.45,6.48,6.48,6.48,156.51
PG,P&G,Consumer Defensive,Household & Personal Products,143.56,6711733.0,0.85,-1.61,0.11,-1.98,0.96,0.96,0.96,334.29
IREN,IREN,Financial Services,Capital Markets,63.54,48265582.0,0.92,-0.8,9.44,48.25,3.07,3.07,3.07,22.71
ASTS,ASTS,Technology,Communication Equipment,113.41,47834406.0,1.48,-14.79,17.85,62.36,5.42,5.42,5.42,44.02
FPS,FPS,Industrials,Electrical Equipment & Parts,54.66,32048665.0,6.42,14.93,12.65,50.58,1.75,1.75,1.75,16.64
HUBS,HUBS,Technology,Software - Application,220.63,6805354.0,4.46,10.98,11.22,-2.91,1.5,1.5,1.5,11.29
ORCL,Oracle,Technology,Software - Infrastructure,225.78,40817031.0,2.78,10.84,18.98,37.81,9.22,9.22,9.22,649.35
HPE,HPE,Technology,Communication Equipment,43.04,85219777.0,4.26,12.64,26.7,52.08,3.67,3.67,3.67,57.11
