Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
SI=F,Silver (白銀),Index,Market Index,87.54,390.0,2.57,2.4,19.73,15.91,0.0,0.0,0.0,0.0
NVDA,NVIDIA,Technology,Semiconductors,220.78,157919130.0,1.03,0.61,12.36,16.62,34.87,34.87,34.87,5366.06
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,150.63,16140723.0,0.9,0.63,-2.74,-1.32,2.43,2.43,2.43,624.35
AMD,AMD,Technology,Semiconductors,448.29,38174077.0,0.63,-2.29,26.19,81.62,17.11,17.11,17.11,730.98
PLTR,Palantir,Technology,Software - Infrastructure,136.0,36510403.0,0.66,-0.65,0.07,2.74,4.97,4.97,4.97,326.03
HRC=F,Steel (熱軋鋼),Index,Market Index,1134.0,294.0,2.54,5.19,5.0,8.41,0.0,0.0,0.0,0.0
PLUG,PLUG,Industrials,Electrical Equipment & Parts,3.56,192139482.0,2.24,1.14,7.23,28.52,0.68,0.68,0.68,4.97
TSM,TSMC,Technology,Semiconductors,397.28,17964190.0,1.14,-1.79,0.73,7.5,7.14,7.14,7.14,2060.45
ELVN,ELVN,Healthcare,Biotechnology,42.3,1134850.0,2.19,6.85,1.73,-3.49,0.05,0.05,0.05,2.58
SMCI,Super Micro,Technology,Computer Hardware,32.79,33685485.0,0.5,-2.18,17.82,26.26,1.1,1.1,1.1,19.69
INTR,INTR,Financial Services,Banks - Regional,6.4,15468626.0,1.58,6.67,-15.68,-23.35,0.1,0.1,0.1,2.83
WMT,Walmart,Consumer Defensive,Discount Stores,130.35,17803510.0,1.17,2.16,-0.34,4.64,2.32,2.32,2.32,1039.02
NOK,NOK,Technology,Communication Equipment,13.17,102946870.0,0.88,-5.39,-1.86,27.0,1.36,1.36,1.36,73.52
COST,Costco,Consumer Defensive,Discount Stores,1021.88,2110394.0,1.06,2.24,0.54,4.18,2.16,2.16,2.16,453.36
WOLF,WOLF,Technology,Semiconductors,53.72,12075825.0,1.16,6.78,46.66,122.44,0.65,0.65,0.65,2.6
NFLX,Netflix,Communication Services,Entertainment,87.66,40139788.0,1.0,2.59,-0.26,-15.03,3.52,3.52,3.52,369.12
INSM,INSM,Healthcare,Biotechnology,116.0,8229509.0,1.22,11.66,-16.81,-23.25,0.95,0.95,0.95,25.14
SE,SE,Consumer Cyclical,Internet Retail,96.02,14028462.0,2.71,13.14,13.66,11.12,1.35,1.35,1.35,58.81
^SOX,PHLX Semi,Index,Market Index,11717.26,0.0,0.0,-3.01,6.71,29.62,0.0,0.0,0.0,0.0
EMAT,EMAT,Basic Materials,Other Industrial Metals & Mining,10.18,141979.0,1.17,7.5,7.38,27.41,0.0,0.0,0.0,6.04
F,F,Consumer Cyclical,Auto Manufacturers,11.99,38110651.0,0.86,-0.5,2.57,-1.4,0.46,0.46,0.46,47.78
OSCR,OSCR,Healthcare,Healthcare Plans,23.73,12023387.0,1.04,7.86,32.27,53.29,0.29,0.29,0.29,6.31
MARA,MARA,Financial Services,Capital Markets,12.72,49619564.0,1.08,-5.0,4.61,22.78,0.63,0.63,0.63,4.85
QBTS,QBTS,Technology,Computer Hardware,22.35,46715192.0,1.65,-6.99,3.76,52.56,1.04,1.04,1.04,8.28
UNH,UnitedHealth,Healthcare,Healthcare Plans,396.39,8296824.0,1.3,3.11,8.94,26.64,3.29,3.29,3.29,359.98
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,207.64,9284223.0,0.87,-4.14,5.0,18.97,1.93,1.93,1.93,54.7
RGTI,RGTI,Technology,Computer Hardware,19.07,49260308.0,1.66,-7.02,4.38,26.04,0.94,0.94,0.94,6.34
