Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1021.41,3716234.0,1.42,3.37,3.19,11.03,3.8,3.8,3.8,910.83
MSFT,Microsoft,Technology,Software - Infrastructure,417.42,31526042.0,0.88,-1.44,2.37,-0.16,13.16,13.16,13.16,3100.78
QCOM,Qualcomm,Technology,Semiconductors,195.61,19402916.0,0.71,-3.94,-6.99,42.24,3.8,3.8,3.8,206.17
AMZN,Amazon,Consumer Cyclical,Internet Retail,259.34,40091649.0,1.1,-2.08,-2.44,4.45,10.4,10.4,10.4,2789.75
^VIX,VIX,Index,Market Index,18.06,0.0,0.0,1.35,0.39,-4.29,0.0,0.0,0.0,0.0
GOOG,Alphabet,Communication Services,Internet Content & Information,384.9,24765426.0,1.48,-2.09,0.28,14.76,9.53,9.53,9.53,4663.23
IPGP,IPGP,Technology,Semiconductor Equipment & Materials,113.33,627717.0,1.43,6.56,10.45,-9.97,0.07,0.07,0.07,4.81
RIG,RIG,Energy,Oil & Gas Drilling,7.45,37836962.0,1.1,-1.72,13.91,26.49,0.28,0.28,0.28,8.32
AAL,AAL,Industrials,Airlines,12.06,67146318.0,1.38,-2.43,-4.96,-1.47,0.81,0.81,0.81,7.98
PLTR,Palantir,Technology,Software - Infrastructure,135.26,29646855.0,0.76,0.09,-0.54,-7.29,4.01,4.01,4.01,324.26
NOK,NOK,Technology,Communication Equipment,13.67,79475685.0,0.67,-0.51,3.8,28.96,1.09,1.09,1.09,76.31
UNH,UnitedHealth,Healthcare,Healthcare Plans,389.24,4920669.0,0.6,-0.48,-1.8,20.33,1.92,1.92,1.92,353.49
HIMX,HIMX,Technology,Semiconductors,19.29,5708449.0,0.88,6.57,0.94,75.52,0.11,0.11,0.11,3.36
JNJ,J&J,Healthcare,Drug Manufacturers - General,230.0,6002888.0,0.66,0.47,2.56,-0.3,1.38,1.38,1.38,553.66
META,Meta,Communication Services,Internet Content & Information,602.61,10736533.0,0.84,-1.41,-0.06,-10.18,6.47,6.47,6.47,1529.68
RNG,RNG,Technology,Software - Application,42.59,1698515.0,0.81,4.7,1.72,5.92,0.07,0.07,0.07,3.57
BRK-B,Berkshire,Financial Services,Insurance - Diversified,480.46,5574031.0,1.2,-1.62,-0.93,1.78,2.68,2.68,2.68,1036.28
CORT,CORT,Healthcare,Biotechnology,58.22,1422621.0,1.07,5.62,13.8,25.64,0.08,0.08,0.08,6.25
AMD,AMD,Technology,Semiconductors,414.05,37434111.0,1.22,-1.65,-7.64,50.59,15.5,15.5,15.5,675.15
WAY,WAY,Healthcare,Health Information Services,19.6,3071315.0,1.29,5.66,1.08,-26.62,0.06,0.06,0.06,3.76
^SOX,PHLX Semi,Index,Market Index,11305.5,0.0,0.0,0.03,-3.51,17.78,0.0,0.0,0.0,0.0
