Code,Name,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Industry,Vol_Increase,RVOL,Weekly_Chg%,Monthly_Chg%
6909.TW,創控,48.25,2.6595744680851063,1.944296475,4029630.0,一般,一般,False,0,0,0
6914.TW,阜爾運通,143.5,-0.6920415224913495,0.144333735,100581.0,一般,一般,False,0,0,0
6916.TW,華凌,18.75,1.9021739130434785,0.01785,95200.0,一般,一般,False,0,0,0
6918.TW,愛派司,85.0,0.11778563015312131,0.075888,89280.0,一般,一般,False,0,0,0
6919.TW,康霈*,141.5,-6.291390728476822,14.76605421,10435374.0,一般,一般,False,0,0,0
6921.TW,嘉雨思-創,66.0,-3.7900874635568513,0.07410942,112287.0,一般,一般,False,0,0,0
6923.TW,中台,103.5,2.9850746268656714,0.448603155,433433.0,一般,一般,False,0,0,0
6924.TW,榮惠-KY創,74.9,-0.5312084993359893,0.010576629,14121.0,一般,一般,False,0,0,0
6928.TW,攸泰科技,50.8,-0.7812500000000002,0.047533052,93569.0,一般,一般,False,0,0,0
6931.TW,青松健康,60.9,-3.6392405063291138,0.37463000399999996,615156.0,一般,一般,False,0,0,0
6933.TW,AMAX-KY,149.0,1.3605442176870748,0.15001618,100682.0,一般,一般,False,0,0,0
6936.TW,永鴻生技,35.95,0.5594405594405595,0.0174001595,48401.0,一般,一般,False,0,0,0
6937.TW,天虹,240.5,-2.8282828282828283,1.07850782,448444.0,一般,一般,False,0,0,0
6944.TW,兆聯實業,735.0,1.1004126547455295,6.9798246,949636.0,一般,一般,False,0,0,0
6949.TW,沛爾生醫-創,326.5,2.3510971786833856,0.53237131,163054.0,一般,一般,False,0,0,0
6951.TW,青新-創,73.0,-1.2178619756427604,0.11616344,159128.0,一般,一般,False,0,0,0
6952.TW,大武山,42.8,-0.34924330616996513,0.00603266,14095.0,一般,一般,False,0,0,0
6955.TW,邦睿生技-創,157.5,-0.9433962264150944,0.007875,5000.0,一般,一般,False,0,0,0
6957.TW,裕慶-KY,196.5,-0.5063291139240507,0.13775043,70102.0,一般,一般,False,0,0,0
6958.TW,日盛台駿,15.35,-1.9169329073482428,0.01270366,82760.0,一般,一般,False,0,0,0
6958A.TW,日盛台駿甲特,22.5,0.0,0.0900981,400436.0,一般,一般,False,0,0,0
6962.TW,奕力-KY,38.9,1.9659239842726082,0.978822028,2516252.0,一般,一般,False,0,0,0
6965.TW,中傑-KY,87.0,0.0,0.05231832,60136.0,一般,一般,False,0,0,0
6969.TW,成信實業*-創,29.1,0.3448275862068966,0.006111,21000.0,一般,一般,False,0,0,0
6988.TW,威力暘-創,13.8,1.8450184501845017,0.00552,40000.0,一般,一般,False,0,0,0
6994.TW,富威電力,94.8,-3.1664964249233916,0.21295872,224640.0,一般,一般,False,0,0,0
7610.TW,聯友金屬-創,152.0,4.10958904109589,1.35452824,891137.0,一般,一般,False,0,0,0
7631.TW,聚賢研發-創,136.5,-0.36496350364963503,0.03688503,27022.0,一般,一般,False,0,0,0
7705.TW,三商餐飲,39.35,-0.1269035532994924,0.0201979615,51329.0,一般,一般,False,0,0,0
7711.TW,永擎,259.5,-0.7648183556405354,0.4195596,161680.0,一般,一般,False,0,0,0
7721.TW,微程式,47.9,-1.4403292181069958,0.026445111,55209.0,一般,一般,False,0,0,0
7722.TW,LINEPAY,557.0,0.1798561151079137,0.11001307,19751.0,一般,一般,False,0,0,0
7730.TW,暉盛-創,95.6,0.10471204188481677,0.034751555999999996,36351.0,一般,一般,False,0,0,0
7732.TW,金興精密,40.0,-0.4975124378109453,0.0120384,30096.0,一般,一般,False,0,0,0
7736.TW,虎山,88.8,2.422145328719723,0.018637344,20988.0,一般,一般,False,0,0,0
7740.TW,熙特爾-創,157.0,-0.6329113924050633,0.12785295,81435.0,一般,一般,False,0,0,0
7749.TW,意騰-KY,471.5,2.0562770562770565,2.54090407,538898.0,一般,一般,False,0,0,0
7750.TW,新代,853.0,-2.847380410022779,1.22739023,143891.0,一般,一般,False,0,0,0
7765.TW,中華資安,284.5,-1.215277777777778,0.089512235,31463.0,一般,一般,False,0,0,0
7769.TW,鴻勁,3320.0,1.8404907975460123,34.2817888,1032584.0,一般,一般,False,0,0,0
7780.TW,大研生醫,181.5,0.0,0.47472414,261556.0,一般,一般,False,0,0,0
7786.TW,東方風能,154.5,0.0,0.199748415,129287.0,一般,一般,False,0,0,0
7788.TW,松川精密,134.0,-0.7407407407407408,0.18936746,141319.0,一般,一般,False,0,0,0
7791.TW,皇家可口,71.5,-0.2789400278940028,0.042102775,58885.0,一般,一般,False,0,0,0
7799.TW,禾榮科,387.0,-1.1494252873563218,2.66338818,688214.0,一般,一般,False,0,0,0
8011.TW,台通,22.0,1.8518518518518516,0.2091848,950840.0,一般,一般,False,0,0,0
8016.TW,矽創,184.0,1.9390581717451523,2.37246104,1289381.0,一般,一般,False,0,0,0
8021.TW,尖點,193.0,5.177111716621254,64.92951162,33642234.0,一般,一般,False,0,0,0
8028.TW,昇陽半導體,196.5,-2.2388059701492535,25.192433805,12820577.0,一般,一般,False,0,0,0
8033.TW,雷虎,144.5,-1.0273972602739725,3.596242305,2488749.0,一般,一般,False,0,0,0
8039.TW,台虹,86.1,2.256532066508314,11.279279088,13100208.0,一般,一般,False,0,0,0
8045.TW,達運光電,73.8,-3.0223390275952693,0.33627339,455655.0,一般,一般,False,0,0,0
8046.TW,南電,241.5,-1.2269938650306749,46.45124505,19234470.0,一般,一般,False,0,0,0
8070.TW,長華*,44.9,1.6987542468856174,2.073341014,4617686.0,一般,一般,False,0,0,0
8072.TW,陞泰,31.05,2.814569536423841,0.181819485,585570.0,一般,一般,False,0,0,0
8081.TW,致新,215.0,2.137767220902613,1.3321271,619594.0,一般,一般,False,0,0,0
8101.TW,華冠,16.3,0.0,0.00140343,8610.0,一般,一般,False,0,0,0
8103.TW,瀚荃,92.9,0.21574973031283715,6.4722473130000004,6966897.0,一般,一般,False,0,0,0
8104.TW,錸寶,32.4,3.6799999999999997,0.39759951600000004,1227159.0,一般,一般,False,0,0,0
8105.TW,凌巨,15.0,9.89010989010989,4.2086046,28057364.0,一般,一般,False,0,0,0
8110.TW,華東,75.1,2.3160762942779294,66.62235001799999,88711518.0,一般,一般,False,0,0,0
8112.TW,至上,84.5,7.369758576874205,95.737978635,113299383.0,一般,一般,False,0,0,0
8112A.TW,至上甲特,44.65,0.0,0.0024209229999999997,5422.0,一般,一般,False,0,0,0
8114.TW,振樺電,173.5,0.872093023255814,2.83986535,1636810.0,一般,一般,False,0,0,0
8131.TW,福懋科,68.4,0.8849557522123892,16.714807452,24436853.0,一般,一般,False,0,0,0
8150.TW,南茂,53.2,3.300970873786407,35.242214448,66244764.0,一般,一般,False,0,0,0
8162.TW,微矽電子-創,37.75,-2.8314028314028317,0.03255409,86236.0,一般,一般,False,0,0,0
8163.TW,達方,30.7,3.1932773109243695,0.305573985,995355.0,一般,一般,False,0,0,0
8201.TW,無敵,13.6,0.0,0.009417727999999998,69248.0,一般,一般,False,0,0,0
8210.TW,勤誠,975.0,-1.5151515151515151,27.241617,2794012.0,機殼,機殼,False,0,0,0
8213.TW,志超,34.3,5.701078582434516,0.433676509,1264363.0,一般,一般,False,0,0,0
8215.TW,明基材,22.2,10.0,2.435923638,10972629.0,一般,一般,False,0,0,0
8222.TW,寶一,40.05,0.0,0.1261114425,314885.0,一般,一般,False,0,0,0
8249.TW,菱光,50.9,1.1928429423459244,0.30749199,604110.0,一般,一般,False,0,0,0
8261.TW,富鼎,90.8,-0.9814612868047983,0.80112386,882295.0,一般,一般,False,0,0,0
8271.TW,宇瞻,119.5,6.696428571428571,50.97804036,42659448.0,一般,一般,False,0,0,0
8341.TW,日友,76.3,-0.13089005235602097,0.161677411,211897.0,一般,一般,False,0,0,0
8367.TW,建新國際,42.45,0.1179245283018868,0.012841125,30250.0,一般,一般,False,0,0,0
8374.TW,羅昇,91.3,3.5147392290249435,5.664524074,6204298.0,一般,一般,False,0,0,0
8404.TW,百和興業-KY,23.55,-0.42283298097251587,0.10540085099999999,447562.0,一般,一般,False,0,0,0
8411.TW,福貞-KY,12.15,0.0,0.00242514,19960.0,一般,一般,False,0,0,0
8422.TW,可寧衛*,34.9,10.0,56.826943381999996,162827918.0,一般,一般,False,0,0,0
8429.TW,金麗-KY,7.62,0.9271523178807948,0.0161347404,211742.0,一般,一般,False,0,0,0
8438.TW,昶昕,49.55,1.1224489795918369,0.2892347465,583723.0,一般,一般,False,0,0,0
8442.TW,威宏-KY,68.6,-0.8670520231213874,0.037546152,54732.0,一般,一般,False,0,0,0
8443.TW,阿瘦,11.1,-0.4484304932735426,0.001066932,9612.0,一般,一般,False,0,0,0
8454.TW,富邦媒,209.0,2.955665024630542,1.88167507,900323.0,一般,一般,False,0,0,0
8462.TW,柏文,154.5,2.6578073089700998,0.25505169,165082.0,一般,一般,False,0,0,0
8463.TW,潤泰材,26.5,0.0,0.0170077,64180.0,一般,一般,False,0,0,0
8464.TW,億豐,373.0,0.4037685060565276,1.98997365,533505.0,一般,一般,False,0,0,0
8466.TW,美吉吉-KY,21.45,0.46838407494145207,0.009459879000000001,44102.0,一般,一般,False,0,0,0
8467.TW,波力-KY,172.0,-0.8645533141210375,0.19934972,115901.0,一般,一般,False,0,0,0
8473.TW,山林水,35.75,-0.2789400278940028,0.091863915,256962.0,一般,一般,False,0,0,0
8476.TW,台境*,16.6,-3.768115942028986,0.11876320600000001,715441.0,一般,一般,False,0,0,0
8478.TW,東哥遊艇,191.5,1.5915119363395225,0.41128455,214770.0,一般,一般,False,0,0,0
8481.TW,政伸,40.55,1.122194513715711,0.0150035,37000.0,一般,一般,False,0,0,0
8482.TW,商億-KY,49.5,-0.5025125628140703,0.011881485,24003.0,一般,一般,False,0,0,0
8487.TW,愛爾達-創,80.1,1.3924050632911393,0.043385363999999996,54164.0,一般,一般,False,0,0,0
8488.TW,吉源-KY,10.05,0.0,0.0264523035,263207.0,一般,一般,False,0,0,0
8499.TW,鼎炫-KY,324.5,2.365930599369085,0.74958202,230996.0,一般,一般,False,0,0,0
8926.TW,台汽電,40.5,-0.24630541871921183,0.840295215,2074803.0,一般,一般,False,0,0,0
8940.TW,新天地,21.35,-0.23364485981308408,0.013166972000000002,61672.0,一般,一般,False,0,0,0
8996.TW,高力,568.0,-2.405498281786942,19.726498,3472975.0,一般,一般,False,0,0,0
9103.TW,美德醫療-DR,4.44,1.8348623853211006,0.03869682000000001,871550.0,一般,一般,False,0,0,0
910322.TW,康師傅-DR,24.05,2.3404255319148937,0.004142372,17224.0,一般,一般,False,0,0,0
9105.TW,泰金寶-DR,5.88,0.3412969283276451,1.2427150092,21134609.0,一般,一般,False,0,0,0
910861.TW,神州-DR,5.27,-0.5660377358490566,0.0020739031,39353.0,一般,一般,False,0,0,0
9110.TW,越南控-DR,3.02,-3.821656050955414,0.0016912,56000.0,一般,一般,False,0,0,0
911608.TW,明輝-DR,2.75,2.611940298507463,0.0009350275,34001.0,一般,一般,False,0,0,0
911622.TW,泰聚亨-DR,3.87,1.842105263157895,0.0025929,67000.0,一般,一般,False,0,0,0
911868.TW,同方友友-DR,1.34,1.5151515151515151,0.003886,290000.0,一般,一般,False,0,0,0
912000.TW,晨訊科-DR,2.67,0.0,0.0141057168,528304.0,一般,一般,False,0,0,0
9136.TW,巨騰-DR,8.02,0.25,0.115652811,1442055.0,一般,一般,False,0,0,0
9802.TW,鈺齊-KY,99.9,-1.0891089108910892,1.175071752,1176248.0,一般,一般,False,0,0,0
9902.TW,台火,16.8,2.4390243902439024,0.059974152,356989.0,一般,一般,False,0,0,0
9904.TW,寶成,31.15,2.4671052631578947,4.8328580195,15514793.0,一般,一般,False,0,0,0
9905.TW,大華,19.9,0.0,0.02462426,123740.0,一般,一般,False,0,0,0
9906.TW,欣巴巴,49.45,1.8537590113285274,0.0464063525,93845.0,一般,一般,False,0,0,0
9907.TW,統一實,18.25,2.528089887640449,0.7913256575,4336031.0,一般,一般,False,0,0,0
9908.TW,大台北,29.85,0.0,0.0292515075,97995.0,一般,一般,False,0,0,0
9910.TW,豐泰,106.5,0.0,1.42215201,1335354.0,一般,一般,False,0,0,0
9911.TW,櫻花,82.7,-0.6009615384615384,0.417291795,504585.0,一般,一般,False,0,0,0
9912.TW,偉聯,12.15,-3.187250996015936,0.004920021,40494.0,一般,一般,False,0,0,0
9914.TW,美利達,80.3,1.133501259445844,1.541705396,1919932.0,一般,一般,False,0,0,0
9917.TW,中保科,108.5,0.0,0.360750565,332489.0,一般,一般,False,0,0,0
9918.TW,欣天然,39.6,-0.2518891687657431,0.006307884000000001,15929.0,一般,一般,False,0,0,0
9919.TW,康那香,16.5,1.8518518518518516,0.080536665,488101.0,一般,一般,False,0,0,0
9921.TW,巨大,90.2,2.968036529680365,1.280099458,1419179.0,一般,一般,False,0,0,0
9924.TW,福興,50.2,-0.594059405940594,0.06921977600000001,137888.0,一般,一般,False,0,0,0
9925.TW,新保,40.7,-0.1226993865030675,0.056551022,138946.0,一般,一般,False,0,0,0
9926.TW,新海,49.35,-0.10121457489878542,0.0123695775,25065.0,一般,一般,False,0,0,0
9927.TW,泰銘,67.8,0.14771048744460857,0.058986678,87001.0,一般,一般,False,0,0,0
9928.TW,中視,18.0,-1.6393442622950818,0.03516966,195387.0,一般,一般,False,0,0,0
9929.TW,秋雨,10.5,-1.869158878504673,0.000945,9000.0,一般,一般,False,0,0,0
9930.TW,中聯資源,69.9,0.0,0.06445758600000001,92214.0,一般,一般,False,0,0,0
9931.TW,欣高,33.55,-0.44510385756676557,0.0026226034999999996,7817.0,一般,一般,False,0,0,0
9933.TW,中鼎,31.2,0.6451612903225806,0.72222384,2314820.0,一般,一般,False,0,0,0
9934.TW,成霖,9.98,-0.10010010010010009,0.0635917616,637192.0,一般,一般,False,0,0,0
9935.TW,慶豐富,19.65,0.25510204081632654,0.041119000499999996,209257.0,一般,一般,False,0,0,0
9937.TW,全國,58.4,0.6896551724137931,0.02723484,46635.0,一般,一般,False,0,0,0
9938.TW,百和,51.9,1.7647058823529411,0.81248931,1565490.0,一般,一般,False,0,0,0
9939.TW,宏全,118.5,1.282051282051282,0.97821276,825496.0,一般,一般,False,0,0,0
9940.TW,信義,22.35,0.2242152466367713,0.0623424195,278937.0,一般,一般,False,0,0,0
9941.TW,裕融,81.8,-0.8484848484848484,1.3641197040000002,1667628.0,一般,一般,False,0,0,0
9941A.TW,裕融甲特,50.3,0.0,0.001548234,3078.0,一般,一般,False,0,0,0
9942.TW,茂順,106.0,0.47393364928909953,0.07715316,72786.0,一般,一般,False,0,0,0
9943.TW,好樂迪,60.1,0.16666666666666669,0.023222039,38639.0,一般,一般,False,0,0,0
9944.TW,新麗,16.8,-0.2967359050445104,0.003780504,22503.0,一般,一般,False,0,0,0
9945.TW,潤泰新,29.85,0.505050505050505,1.6432732455,5505103.0,一般,一般,False,0,0,0
9946.TW,三發地產,19.1,-0.5208333333333333,0.0280961,147100.0,一般,一般,False,0,0,0
9955.TW,佳龍,31.25,1.1326860841423947,0.1864171875,596535.0,一般,一般,False,0,0,0
9958.TW,世紀鋼,139.0,-2.112676056338028,2.42188318,1742362.0,一般,一般,False,0,0,0
^TWII,加權指數,30435.47,-0.46,0.0,0.0,市場指數,市場指數,False,0,0,0
^TWOII,櫃買指數,278.97,1.2,0.0,0.0,市場指數,市場指數,False,0,0,0
^DJI,道瓊工業,49006.2,-0.92,0.0,0.0,市場指數,市場指數,False,0,0,0
^GSPC,S&P 500,6924.75,-0.29,0.0,0.0,市場指數,市場指數,False,0,0,0
^IXIC,那斯達克,23602.26,0.23,0.0,0.0,市場指數,市場指數,False,0,0,0
^SOX,費城半導體,7543.59,-1.4,0.0,0.0,市場指數,市場指數,False,0,0,0
^VIX,美股 VIX,15.21,3.12,0.0,0.0,市場指數,市場指數,False,0,0,0
GC=F,黃金,4469.5,-0.28,0.0,0.0,大宗商品,大宗商品,False,0,0,0
SI=F,白銀,78.2,-2.89,0.0,0.0,大宗商品,大宗商品,False,0,0,0
HG=F,銅,5.85,-2.6,0.0,0.0,大宗商品,大宗商品,False,0,0,0
CL=F,原油,56.16,-1.7,0.0,0.0,大宗商品,大宗商品,False,0,0,0
