Code,Name,Close,Volume,Daily_Amount_B,Daily_Chg%,Vol_Increase,Sector,Industry,RVOL,Weekly_Chg%,Monthly_Chg%
2536.TW,宏普,25.45,300139.0,0.07649644,0.0,True,一般,一般,0,0,0
2537.TW,聯上發,11.9,2274466.0,0.26662419,4.8458149779735695,True,一般,一般,0,0,0
2538.TW,基泰,11.2,624020.0,0.0691477,2.7522935779816518,True,一般,一般,0,0,0
2539.TW,櫻花建,47.05,677064.0,0.31975141,-0.9473684210526316,True,一般,一般,0,0,0
2540.TW,愛山林,47.15,1127169.0,0.53481195,-2.380952380952381,True,一般,一般,0,0,0
2542.TW,興富發,38.95,2958739.0,1.1532671,0.0,True,一般,一般,0,0,0
2543.TW,皇昌,62.2,4699370.0,2.96367806,-5.1829268292682915,False,一般,一般,0,0,0
2545.TW,皇翔,38.6,248927.0,0.09595142,1.0471204188481675,True,一般,一般,0,0,0
2546.TW,根基,87.3,152214.0,0.13245733,1.2761020881670535,False,一般,一般,0,0,0
2547.TW,日勝生,10.7,1413774.0,0.15111738,0.9433962264150945,False,一般,一般,0,0,0
2548.TW,華固,114.0,462709.0,0.52623693,0.4405286343612335,False,一般,一般,0,0,0
2597.TW,潤弘,171.5,601159.0,1.02422872,0.29239766081871343,True,一般,一般,0,0,0
2601.TW,益航,5.53,1812725.0,0.09892439,3.3644859813084107,True,一般,一般,0,0,0
2603.TW,長榮,195.5,20814500.0,40.44981461,3.16622691292876,True,一般,一般,0,0,0
2605.TW,新興,27.15,10026497.0,2.67146895,5.642023346303502,True,一般,一般,0,0,0
2606.TW,裕民,61.2,8056058.0,4.89182275,3.9049235993208824,True,一般,一般,0,0,0
2607.TW,榮運,57.8,995223.0,0.57244672,1.4035087719298245,True,一般,一般,0,0,0
2608.TW,嘉里大榮,33.05,260302.0,0.08595854,0.0,True,一般,一般,0,0,0
2609.TW,陽明,57.6,32749776.0,18.65358466,3.783783783783784,True,一般,一般,0,0,0
2610.TW,華航,20.75,32957863.0,6.82040129,1.2195121951219512,True,一般,一般,0,0,0
2611.TW,志信,14.95,466818.0,0.06872939,3.103448275862069,True,一般,一般,0,0,0
2612.TW,中航,61.3,1989501.0,1.19264075,5.507745266781412,True,一般,一般,0,0,0
2613.TW,中櫃,24.05,531250.0,0.12724348,2.55863539445629,True,一般,一般,0,0,0
2614.TW,東森,22.55,1220422.0,0.271985,2.5,True,一般,一般,0,0,0
2615.TW,萬海,80.5,13410747.0,10.72494692,2.941176470588235,True,一般,一般,0,0,0
2616.TW,山隆,13.4,128630.0,0.01701419,1.9011406844106464,True,一般,一般,0,0,0
2617.TW,台航,31.1,1652887.0,0.50784199,3.839732888146911,True,一般,一般,0,0,0
2618.TW,長榮航,36.7,24071279.0,8.82443349,1.1019283746556472,True,一般,一般,0,0,0
2630.TW,亞航,51.3,1549428.0,0.78924513,-0.5813953488372093,True,一般,一般,0,0,0
2633.TW,台灣高鐵,27.85,4414942.0,1.23274197,-0.5357142857142857,True,一般,一般,0,0,0
2634.TW,漢翔,51.7,4781964.0,2.46317323,-0.7677543186180423,False,一般,一般,0,0,0
2636.TW,台驊控股,67.0,292659.0,0.19577404,1.0558069381598791,True,一般,一般,0,0,0
2637.TW,慧洋-KY,68.9,5559717.0,3.79666734,3.92156862745098,True,一般,一般,0,0,0
2642.TW,宅配通,25.7,71226.0,0.01818795,0.5870841487279843,False,一般,一般,0,0,0
2645.TW,長榮航太,144.0,1449184.0,2.08702301,-1.36986301369863,False,一般,一般,0,0,0
2646.TW,星宇航空,23.3,5910513.0,1.37635982,0.8658008658008658,True,一般,一般,0,0,0
2701.TW,萬企,11.0,250330.0,0.0275301,-0.4524886877828054,True,一般,一般,0,0,0
2702.TW,華園,11.8,71033.0,0.00838249,0.425531914893617,True,一般,一般,0,0,0
2704.TW,國賓,42.5,220251.0,0.09366745,-1.0477299185098952,True,一般,一般,0,0,0
2705.TW,六福,16.5,176161.0,0.02897745,0.6097560975609757,True,一般,一般,0,0,0
2706.TW,第一店,12.85,248944.0,0.03203076,0.3906250000000001,True,一般,一般,0,0,0
2707.TW,晶華,188.5,116271.0,0.2193532,-0.26455026455026454,False,一般,一般,0,0,0
2712.TW,遠雄來,0.0,97.0,1.73e-05,0.0,False,一般,一般,0,0,0
2722.TW,夏都,24.8,76722.0,0.01899576,0.8130081300813007,True,一般,一般,0,0,0
2723.TW,美食-KY,70.2,266203.0,0.18781203,0.8620689655172412,True,一般,一般,0,0,0
2727.TW,王品,214.5,233305.0,0.49890113,0.468384074941452,False,一般,一般,0,0,0
2731.TW,雄獅,165.5,552211.0,0.91209803,0.60790273556231,True,一般,一般,0,0,0
2739.TW,寒舍,35.1,70636.0,0.02481716,-0.2840909090909091,False,一般,一般,0,0,0
2748.TW,雲品,42.35,113518.0,0.04804667,0.1182033096926714,False,一般,一般,0,0,0
2753.TW,八方雲集,190.0,150663.0,0.28635237,0.7957559681697612,False,一般,一般,0,0,0
2762.TW,世界健身-KY,76.3,32935.0,0.02505961,0.39473684210526316,False,一般,一般,0,0,0
2801.TW,彰銀,20.45,17681542.0,3.62475362,-0.24390243902439024,True,一般,一般,0,0,0
2812.TW,台中銀,20.75,10027441.0,2.07891399,-0.2403846153846154,True,一般,一般,0,0,0
2816.TW,旺旺保,28.8,90903.0,0.02621143,0.17391304347826086,False,一般,一般,0,0,0
2820.TW,華票,16.45,1053179.0,0.17317033,-0.30303030303030304,True,一般,一般,0,0,0
2832.TW,台產,49.85,252156.0,0.12569471,-0.10020040080160322,True,一般,一般,0,0,0
2834.TW,臺企銀,16.05,15300536.0,2.45513732,-0.6191950464396284,True,一般,一般,0,0,0
2836.TW,高雄銀,12.15,1465231.0,0.17842835,-0.4098360655737705,True,一般,一般,0,0,0
2836A.TW,高雄銀甲特,23.8,11000.0,0.002618,-0.20964360587002098,True,一般,一般,0,0,0
2838.TW,聯邦銀,19.05,2875949.0,0.55016738,-0.78125,True,一般,一般,0,0,0
2838A.TW,聯邦銀甲特,54.6,32000.0,0.017439,0.0,True,一般,一般,0,0,0
2845.TW,遠東銀,12.85,4520466.0,0.58244351,-0.3875968992248062,True,一般,一般,0,0,0
2849.TW,安泰銀,13.45,52486.0,0.00706136,0.0,False,一般,一般,0,0,0
2850.TW,新產,115.5,221163.0,0.25573515,0.0,False,一般,一般,0,0,0
2851.TW,中再保,26.5,930482.0,0.2464439,0.37878787878787884,True,一般,一般,0,0,0
2852.TW,第一保,27.7,478217.0,0.1322593,0.18083182640144668,True,一般,一般,0,0,0
2855.TW,統一證,25.1,4528641.0,1.13380184,0.8032128514056224,False,一般,一般,0,0,0
2867.TW,三商壽,7.85,18020877.0,1.42103164,-1.3819095477386936,True,一般,一般,0,0,0
2880.TW,華南金,31.45,7197837.0,2.27095051,-0.4746835443037975,False,一般,一般,0,0,0
2881.TW,富邦金,96.1,13021584.0,12.51224298,-0.3112033195020747,True,一般,一般,0,0,0
2881A.TW,富邦特,63.4,36083.0,0.02284989,0.0,True,一般,一般,0,0,0
2881B.TW,富邦金乙特,61.6,24471.0,0.01506074,-0.1620745542949757,False,一般,一般,0,0,0
2881C.TW,富邦金丙特,53.3,12156.0,0.00646949,0.0,False,一般,一般,0,0,0
2882.TW,國泰金,75.6,16489328.0,12.45318871,-0.5263157894736842,True,一般,一般,0,0,0
2882A.TW,國泰特,60.7,22475.0,0.01364637,-0.3284072249589491,False,一般,一般,0,0,0
2882B.TW,國泰金乙特,60.0,47846.0,0.02864673,0.1669449081803005,True,一般,一般,0,0,0
2883.TW,凱基金,17.45,32677729.0,5.69049676,-0.2857142857142857,True,一般,一般,0,0,0
2883B.TW,凱基金乙特,7.87,1566854.0,0.12312635,0.1272264631043257,True,一般,一般,0,0,0
2884.TW,玉山金,33.25,44421826.0,14.82456973,-1.3353115727002967,True,一般,一般,0,0,0
2885.TW,元大金,40.2,32545887.0,13.01624485,-0.6180469715698393,False,一般,一般,0,0,0
2886.TW,兆豐金,40.35,14824905.0,5.98003221,-0.4932182490752158,False,一般,一般,0,0,0
2887.TW,台新新光金,20.85,57207829.0,11.92859813,-0.23923444976076555,False,一般,一般,0,0,0
2887E.TW,台新新光戊特一,49.85,61793.0,0.0308232,-0.10020040080160322,False,一般,一般,0,0,0
2887F.TW,台新新光戊特二,47.25,17900.0,0.00844667,0.0,True,一般,一般,0,0,0
2887G.TW,台新新光庚特一,39.5,33776.0,0.01334845,-0.12642225031605564,False,一般,一般,0,0,0
2887H.TW,台新新光庚特二,39.2,36654.0,0.01436914,-0.2544529262086514,False,一般,一般,0,0,0
2887I.TW,台新新光辛特,9.31,6026873.0,0.5613695,0.0,True,一般,一般,0,0,0
2887Z1.TW,台新新光己特,16.5,35586.0,0.00587135,0.0,False,一般,一般,0,0,0
2889.TW,國票金,16.55,3414081.0,0.56492305,1.5337423312883436,False,一般,一般,0,0,0
2890.TW,永豐金,28.95,19739024.0,5.70575661,-0.1724137931034483,True,一般,一般,0,0,0
2891.TW,中信金,49.35,27122320.0,13.39817447,-1.0030090270812437,True,一般,一般,0,0,0
2891B.TW,中信金乙特,63.8,3076.0,0.00195518,0.0,False,一般,一般,0,0,0
2891C.TW,中信金丙特,60.2,3195.0,0.0019165,0.0,True,一般,一般,0,0,0
2892.TW,第一金,29.75,19259300.0,5.72341496,-0.9983361064891847,False,一般,一般,0,0,0
2897.TW,王道銀行,9.14,4408229.0,0.40285795,-0.1092896174863388,False,一般,一般,0,0,0
2897B.TW,王道銀乙特,11.8,196115.0,0.02316061,-0.42194092827004215,True,一般,一般,0,0,0
2901.TW,欣欣,24.5,7618.0,0.00186641,0.0,True,一般,一般,0,0,0
2903.TW,遠百,22.1,2789782.0,0.61523423,1.6091954022988506,True,一般,一般,0,0,0
2904.TW,匯僑,17.05,21589.0,0.00368089,-0.29239766081871343,False,一般,一般,0,0,0
2905.TW,三商,15.7,470150.0,0.07395814,0.31948881789137384,True,一般,一般,0,0,0
2906.TW,高林,12.55,423296.0,0.05270842,0.8032128514056224,True,一般,一般,0,0,0
2908.TW,特力,20.15,78031.0,0.01570077,-0.49382716049382713,False,一般,一般,0,0,0
2910.TW,統領,20.7,6621.0,0.00137136,0.24213075060532688,False,一般,一般,0,0,0
2911.TW,麗嬰房,5.33,65024.0,0.00327637,4.509803921568628,True,一般,一般,0,0,0
2912.TW,統一超,220.0,2606783.0,5.70109566,0.45662100456621,False,一般,一般,0,0,0
2913.TW,農林,13.35,1579305.0,0.20978771,1.520912547528517,True,一般,一般,0,0,0
2915.TW,潤泰全,54.0,2974447.0,1.60624173,-0.18484288354898337,True,一般,一般,0,0,0
2923.TW,鼎固-KY,20.0,21641.0,0.00438365,0.0,True,一般,一般,0,0,0
2929.TW,淘帝-KY,7.8,598820.0,0.04645772,1.4304291287386217,True,一般,一般,0,0,0
2939.TW,永邑-KY,25.7,30104.0,0.00739228,8.210526315789474,False,一般,一般,0,0,0
2945.TW,三商家購,37.9,2172.0,0.00082326,0.0,False,一般,一般,0,0,0
3002.TW,歐格,24.75,975134.0,0.24008675,1.2269938650306749,False,一般,一般,0,0,0
3003.TW,健和興,47.0,389089.0,0.18307297,0.53475935828877,True,一般,一般,0,0,0
3004.TW,豐達科,112.5,841192.0,0.96011659,-2.1739130434782608,False,一般,一般,0,0,0
3005.TW,神基,115.5,3074425.0,3.54887078,0.0,True,一般,一般,0,0,0
3006.TW,晶豪科,146.5,9089983.0,13.56670918,1.384083044982699,False,一般,一般,0,0,0
3008.TW,大立光,2550.0,1508994.0,39.15234705,-0.9708737864077669,False,高價股,高價股,0,0,0
3010.TW,華立,111.0,1560398.0,1.72730244,1.36986301369863,True,一般,一般,0,0,0
3011.TW,今皓,14.45,947030.0,0.13754537,1.048951048951049,True,一般,一般,0,0,0
3013.TW,晟銘電,126.0,3478079.0,4.42980411,-1.5625,True,一般,一般,0,0,0
3014.TW,聯陽,117.0,2562070.0,2.97842781,4.464285714285714,True,一般,一般,0,0,0
3015.TW,全漢,52.1,266105.0,0.13884151,0.5791505791505791,False,一般,一般,0,0,0
3016.TW,嘉晶,59.4,8652376.0,5.08796688,4.393673110720562,False,一般,一般,0,0,0
3017.TW,奇鋐,1375.0,8590829.0,119.8591876,-3.508771929824561,True,高價股,高價股,0,0,0
3018.TW,隆銘綠能,11.4,82727.0,0.00939664,0.0,True,一般,一般,0,0,0
3019.TW,亞光,148.0,11824147.0,17.0308202,0.0,False,一般,一般,0,0,0
3021.TW,鴻名,18.05,153060.0,0.02756128,1.1204481792717087,True,一般,一般,0,0,0
3022.TW,威強電,64.0,396483.0,0.25260018,1.4263074484944533,False,一般,一般,0,0,0
3023.TW,信邦,193.0,2511729.0,4.88089429,-1.530612244897959,True,一般,一般,0,0,0
3024.TW,憶聲,11.65,1496208.0,0.17373493,2.1929824561403506,True,一般,一般,0,0,0
3025.TW,星通,70.9,2306835.0,1.63554531,9.922480620155039,True,一般,一般,0,0,0
3026.TW,禾伸堂,106.0,1188663.0,1.26351804,0.0,False,一般,一般,0,0,0
3027.TW,盛達,24.55,1510689.0,0.36407722,9.843400447427292,True,一般,一般,0,0,0
3028.TW,增你強,42.4,13504150.0,5.58578162,2.663438256658596,False,一般,一般,0,0,0
3029.TW,零壹,111.5,735551.0,0.82118218,0.45045045045045046,False,一般,一般,0,0,0
3030.TW,德律,173.0,4741440.0,8.25128275,-3.6211699164345403,True,一般,一般,0,0,0
3031.TW,佰鴻,19.95,536567.0,0.10684956,2.8350515463917527,True,一般,一般,0,0,0
3032.TW,偉訓,76.7,783231.0,0.59712894,1.187335092348285,True,一般,一般,0,0,0
3033.TW,威健,32.75,20727711.0,6.87494254,2.503912363067293,True,一般,一般,0,0,0
3034.TW,聯詠,402.0,9543999.0,37.49219075,6.349206349206349,True,一般,一般,0,0,0
3035.TW,智原,177.0,10980556.0,19.44340691,3.508771929824561,True,一般,一般,0,0,0
3036.TW,文曄,147.5,8658157.0,12.73198769,0.6825938566552902,False,一般,一般,0,0,0
3036A.TW,文曄甲特,51.4,62150.0,0.03194522,0.0,False,一般,一般,0,0,0
3037.TW,欣興,226.0,59270632.0,138.7651769,-1.9522776572668112,True,一般,一般,0,0,0
3038.TW,全台,24.0,424722.0,0.10182184,1.2658227848101267,False,一般,一般,0,0,0
3040.TW,遠見,52.0,186876.0,0.09626624,0.0,False,一般,一般,0,0,0
3041.TW,揚智,25.45,836503.0,0.21243815,2.4144869215291753,False,一般,一般,0,0,0
3042.TW,晶技,79.9,2734586.0,2.1823463,0.12531328320802004,False,一般,一般,0,0,0
3043.TW,科風,21.6,98025.0,0.0212428,0.23201856148491878,False,一般,一般,0,0,0
3044.TW,健鼎,317.5,3360934.0,10.60115533,-0.15723270440251574,True,一般,一般,0,0,0
3045.TW,台灣大,107.0,6288569.0,6.73653663,0.0,False,一般,一般,0,0,0
3046.TW,建碁,51.5,246230.0,0.12576226,1.7786561264822136,False,一般,一般,0,0,0
3047.TW,訊舟,18.4,1769020.0,0.32362608,1.3774104683195594,False,一般,一般,0,0,0
3048.TW,益登,43.3,10819970.0,4.73406308,-1.478953356086462,False,一般,一般,0,0,0
3049.TW,精金,7.19,10526934.0,0.73278354,9.938837920489297,True,一般,一般,0,0,0
3050.TW,鈺德,13.6,1296737.0,0.17581914,3.816793893129771,True,一般,一般,0,0,0
3051.TW,力特,20.25,4691862.0,0.9610194,1.7587939698492463,True,一般,一般,0,0,0
3052.TW,夆典,11.85,771305.0,0.09135125,0.0,True,一般,一般,0,0,0
3054.TW,立萬利,32.7,87550.0,0.02835322,1.2383900928792568,False,一般,一般,0,0,0
3055.TW,蔚華科,71.9,803154.0,0.58397577,-2.968960863697706,False,一般,一般,0,0,0
3056.TW,富華新,17.9,1231231.0,0.21901424,1.41643059490085,True,一般,一般,0,0,0
3057.TW,喬鼎,22.9,1211863.0,0.27956969,-4.1841004184100425,False,一般,一般,0,0,0
3058.TW,立德,9.27,3313157.0,0.30713577,-10.000000000000002,True,一般,一般,0,0,0
3059.TW,華晶科,41.0,1929909.0,0.79060199,-0.12180267965895251,False,一般,一般,0,0,0
3060.TW,銘異,36.35,16229715.0,5.83220275,9.98487140695915,True,一般,一般,0,0,0
3062.TW,建漢,23.8,3126730.0,0.74601199,0.847457627118644,True,一般,一般,0,0,0
3090.TW,日電貿,105.0,9651969.0,10.20805548,-2.7777777777777777,False,一般,一般,0,0,0
3092.TW,鴻碩,27.5,1540353.0,0.41339982,6.589147286821705,True,一般,一般,0,0,0
3094.TW,聯傑,25.85,1638553.0,0.42297583,7.708333333333334,True,一般,一般,0,0,0
3130.TW,一零四,223.0,21539.0,0.04810518,-0.22371364653243847,False,一般,一般,0,0,0
3135.TW,凌航,96.0,17148560.0,16.72180308,6.7853170189098995,True,一般,一般,0,0,0
3138.TW,耀登,103.5,532608.0,0.55353532,0.0,True,一般,一般,0,0,0
3149.TW,正達,39.6,4684055.0,1.85425539,1.7994858611825193,False,一般,一般,0,0,0
3150.TW,鈺寶-創,21.6,51509.0,0.01116418,-1.8181818181818183,False,一般,一般,0,0,0
3164.TW,景岳,18.05,57589.0,0.01033426,-0.2762430939226519,True,一般,一般,0,0,0
3167.TW,大量,214.0,8914501.0,19.38984671,-4.888888888888889,True,一般,一般,0,0,0
3168.TW,眾福科,40.9,68346.0,0.02815123,-1.918465227817746,True,一般,一般,0,0,0
3189.TW,景碩,175.0,64764264.0,116.81189691,3.2448377581120944,True,一般,一般,0,0,0
3209.TW,全科,32.35,608739.0,0.19665627,0.778816199376947,False,一般,一般,0,0,0
3229.TW,晟鈦,25.5,446419.0,0.10964909,5.809128630705394,False,一般,一般,0,0,0
3231.TW,緯創,158.5,77249582.0,122.99110151,2.5889967637540456,True,一般,一般,0,0,0
3257.TW,虹冠電,68.0,481009.0,0.32553491,1.7964071856287425,True,一般,一般,0,0,0
3266.TW,昇陽,14.1,128107.0,0.01812557,0.7142857142857143,True,一般,一般,0,0,0
3296.TW,勝德,23.85,85240.0,0.02042431,-1.0373443983402488,False,一般,一般,0,0,0
3305.TW,昇貿,108.5,4595642.0,4.96131649,-0.45871559633027525,False,一般,一般,0,0,0
3308.TW,聯德,21.1,424250.0,0.08797861,-2.314814814814815,False,一般,一般,0,0,0
3311.TW,閎暉,31.9,328575.0,0.10322218,3.2362459546925573,True,一般,一般,0,0,0
3312.TW,弘憶股,42.0,4696681.0,1.94563517,2.564102564102564,True,一般,一般,0,0,0
3321.TW,同泰,19.5,1248805.0,0.2441169,0.0,False,一般,一般,0,0,0
3338.TW,泰碩,50.3,382753.0,0.19213917,1.0040160642570282,True,一般,一般,0,0,0
3346.TW,麗清,19.0,270046.0,0.05097745,2.7027027027027026,True,一般,一般,0,0,0
3356.TW,奇偶,47.5,282892.0,0.13414951,0.8492569002123143,True,一般,一般,0,0,0
3376.TW,新日興,223.0,12442775.0,26.70203325,-0.22371364653243847,True,一般,一般,0,0,0
3380.TW,明泰,32.3,2659366.0,0.86530248,-0.46224961479198773,False,一般,一般,0,0,0
3406.TW,玉晶光,438.5,570626.0,2.51312577,0.34324942791762014,False,一般,一般,0,0,0
3413.TW,京鼎,281.5,1799491.0,5.05586152,0.7155635062611807,True,一般,一般,0,0,0
3416.TW,融程電,149.0,223979.0,0.33117571,0.6756756756756757,True,一般,一般,0,0,0
3419.TW,譁裕,13.3,394801.0,0.05192628,1.1406844106463876,True,一般,一般,0,0,0
3432.TW,台端,14.1,28752.0,0.00403191,1.8050541516245486,True,一般,一般,0,0,0
3437.TW,榮創,15.45,1507554.0,0.23010781,9.9644128113879,True,一般,一般,0,0,0
3443.TW,創意,2490.0,3407411.0,84.3731623,0.2012072434607646,False,高價股,高價股,0,0,0
3447.TW,展達,49.3,352884.0,0.17445838,-0.20242914979757085,False,一般,一般,0,0,0
3450.TW,聯鈞,258.5,6612428.0,17.27391657,-1.147227533460803,False,一般,一般,0,0,0
3454.TW,晶睿,98.8,286528.0,0.28289235,0.10131712259371835,True,一般,一般,0,0,0
3481.TW,群創,22.15,358140346.0,79.94694556,1.3729977116704806,False,一般,一般,0,0,0
3494.TW,誠研,9.14,858582.0,0.07778741,7.656065959952886,True,一般,一般,0,0,0
3501.TW,維熹,48.4,79844.0,0.0387132,-0.30895983522142123,False,一般,一般,0,0,0
3504.TW,揚明光,51.0,186845.0,0.09475339,0.0,True,一般,一般,0,0,0
3515.TW,華擎,242.5,554066.0,1.34296348,0.2066115702479339,False,一般,一般,0,0,0
3518.TW,柏騰,21.9,288576.0,0.06327802,0.9216589861751152,False,一般,一般,0,0,0
3528.TW,安馳,66.0,293012.0,0.19143906,0.6097560975609757,False,一般,一般,0,0,0
3530.TW,晶相光,79.0,5214484.0,4.29563474,1.1523687580025608,True,一般,一般,0,0,0
3532.TW,台勝科,119.0,16280535.0,18.84042579,9.67741935483871,True,一般,一般,0,0,0
3533.TW,嘉澤,1345.0,1526299.0,20.18057065,5.078125,True,高價股,高價股,0,0,0
3535.TW,晶彩科,91.4,3129054.0,2.86722563,-0.21834061135371177,False,一般,一般,0,0,0
3543.TW,州巧,43.2,1535121.0,0.65838884,2.3696682464454977,True,一般,一般,0,0,0
3545.TW,敦泰,54.1,2651009.0,1.43636256,1.3108614232209737,False,一般,一般,0,0,0
3550.TW,聯穎,15.6,2019792.0,0.30793223,4.347826086956522,True,一般,一般,0,0,0
3557.TW,嘉威,35.7,77808.0,0.02785591,-0.27932960893854747,False,一般,一般,0,0,0
3563.TW,牧德,520.0,1508837.0,7.95541867,-2.9850746268656714,False,一般,一般,0,0,0
3576.TW,聯合再生,9.32,24008305.0,2.2006684,9.90566037735849,True,一般,一般,0,0,0
3583.TW,辛耘,350.5,1555034.0,5.51875649,-2.3676880222841223,False,一般,一般,0,0,0
3588.TW,通嘉,49.3,690999.0,0.34348541,2.601456815816858,True,一般,一般,0,0,0
3591.TW,艾笛森,18.4,365474.0,0.06759714,1.6574585635359118,True,一般,一般,0,0,0
3592.TW,瑞鼎,222.5,2052129.0,4.58518445,1.5981735159817352,True,一般,一般,0,0,0
3593.TW,力銘,13.0,14397.0,0.00188127,0.0,False,一般,一般,0,0,0
3596.TW,智易,177.5,570239.0,1.00869867,-0.2808988764044944,False,一般,一般,0,0,0
3605.TW,宏致,62.3,1654345.0,1.0319174,-1.111111111111111,True,一般,一般,0,0,0
3607.TW,谷崧,14.5,387800.0,0.0559589,2.4734982332155475,True,一般,一般,0,0,0
3617.TW,碩天,204.0,732309.0,1.50216171,-2.6252983293556085,True,一般,一般,0,0,0
3622.TW,洋華,64.7,477771.0,0.31117974,-0.9188361408882083,False,一般,一般,0,0,0
3645.TW,達邁,53.1,1205381.0,0.63546872,0.0,True,一般,一般,0,0,0
3652.TW,精聯,28.6,57180.0,0.01635256,-1.3793103448275863,False,一般,一般,0,0,0
3653.TW,健策,2485.0,2587648.0,65.71539102,-5.871212121212121,True,高價股,高價股,0,0,0
3661.TW,世芯-KY,3680.0,2310894.0,84.9736503,-1.4725568942436411,False,高價股,高價股,0,0,0
3665.TW,貿聯-KY,1430.0,7886165.0,114.7463602,-9.206349206349207,True,高價股,高價股,0,0,0
3669.TW,圓展,38.7,266612.0,0.10317875,9.943181818181818,True,一般,一般,0,0,0
3673.TW,TPK-KY,42.35,3715485.0,1.57565419,3.1668696711327646,True,一般,一般,0,0,0
3679.TW,新至陞,113.5,54301.0,0.06158103,0.0,True,一般,一般,0,0,0
3686.TW,達能,18.85,325998.0,0.06160602,1.8918918918918917,False,一般,一般,0,0,0
3694.TW,海華,59.7,1005628.0,0.60207465,-1.1589403973509933,True,一般,一般,0,0,0
3701.TW,大眾控,50.5,1360290.0,0.68249627,2.3302938196555214,False,一般,一般,0,0,0
3702.TW,大聯大,61.3,17334685.0,10.63506633,0.8223684210526315,True,一般,一般,0,0,0
3703.TW,欣陸,22.2,692060.0,0.1537158,0.0,False,一般,一般,0,0,0
3704.TW,合勤控,33.35,3260545.0,1.09830847,1.3677811550151975,True,一般,一般,0,0,0
3705.TW,永信,56.5,92549.0,0.05213454,0.5338078291814946,False,一般,一般,0,0,0
3706.TW,神達,92.1,23093219.0,21.40559844,-0.5399568034557236,False,一般,一般,0,0,0
3708.TW,上緯投控,110.5,693002.0,0.76690666,-0.45045045045045046,False,一般,一般,0,0,0
3711.TW,日月光投控,275.0,29114025.0,80.55491884,1.289134438305709,False,一般,一般,0,0,0
3712.TW,永崴投控,24.8,502921.0,0.12347798,1.639344262295082,True,一般,一般,0,0,0
3714.TW,富采,36.55,9555819.0,3.53292464,2.8129395218002817,True,一般,一般,0,0,0
3715.TW,定穎投控,117.0,17449284.0,20.4900675,-0.847457627118644,False,一般,一般,0,0,0
3716.TW,中化控股,33.45,132609.0,0.04421097,1.0574018126888216,True,一般,一般,0,0,0
3717.TW,聯嘉投控,17.2,701787.0,0.11921969,3.6144578313253017,True,一般,一般,0,0,0
4104.TW,佳醫,79.1,353776.0,0.27882253,0.0,False,一般,一般,0,0,0
4106.TW,雃博,22.0,39097.0,0.00860344,-0.9009009009009009,False,一般,一般,0,0,0
4108.TW,懷特,13.85,206112.0,0.02878975,0.7272727272727273,True,一般,一般,0,0,0
4119.TW,旭富,48.8,249661.0,0.12129318,2.5210084033613445,True,一般,一般,0,0,0
4133.TW,亞諾法,22.5,109307.0,0.0244265,0.6711409395973154,True,一般,一般,0,0,0
4137.TW,麗豐-KY,102.0,152506.0,0.15472145,0.9900990099009901,True,一般,一般,0,0,0
4142.TW,國光生,19.35,1958299.0,0.37745315,2.380952380952381,True,一般,一般,0,0,0
4148.TW,全宇生技-KY,38.0,14554.0,0.0055326,-0.13140604467805522,False,一般,一般,0,0,0
4155.TW,訊映,14.4,146000.0,0.0209569,0.6993006993006993,False,一般,一般,0,0,0
4164.TW,承業醫,35.1,1316449.0,0.46077036,-0.1422475106685633,True,一般,一般,0,0,0
4190.TW,佐登-KY,29.8,17430.0,0.00519856,-0.16750418760469013,False,一般,一般,0,0,0
4306.TW,炎洲,14.35,1574368.0,0.22614001,1.056338028169014,True,一般,一般,0,0,0
4414.TW,如興,10.95,561418.0,0.06201714,-1.7937219730941707,True,一般,一般,0,0,0
4426.TW,利勤,9.13,109456.0,0.01000929,0.3296703296703296,False,一般,一般,0,0,0
4438.TW,廣越,73.2,57762.0,0.04244044,-0.4081632653061224,False,一般,一般,0,0,0
4439.TW,冠星-KY,101.0,4016.0,0.00403125,0.4975124378109453,False,一般,一般,0,0,0
4440.TW,宜新實業,17.15,206403.0,0.03540379,-0.29069767441860467,True,一般,一般,0,0,0
4441.TW,振大環球,235.5,77168.0,0.18143609,0.8565310492505354,True,一般,一般,0,0,0
4526.TW,東台,31.5,1696012.0,0.53682107,-1.5625,False,一般,一般,0,0,0
4532.TW,瑞智,24.3,931066.0,0.22551154,0.4132231404958678,True,一般,一般,0,0,0
4536.TW,拓凱,162.5,136881.0,0.22230659,0.6191950464396285,False,一般,一般,0,0,0
4540.TW,全球傳動,38.0,3338287.0,1.26044438,0.2638522427440634,False,一般,一般,0,0,0
4545.TW,銘鈺,40.6,1945135.0,0.81522572,1.2468827930174562,True,一般,一般,0,0,0
4551.TW,智伸科,116.0,242986.0,0.28204319,-0.8547008547008548,False,一般,一般,0,0,0
4552.TW,力達-KY,23.85,60773.0,0.01445268,0.0,True,一般,一般,0,0,0
4555.TW,氣立,40.3,106210.0,0.04298514,0.12422360248447205,False,一般,一般,0,0,0
4557.TW,永新-KY,77.6,70130.0,0.05447528,-0.6402048655569783,False,一般,一般,0,0,0
4560.TW,強信-KY,32.5,116000.0,0.037468,0.15408320493066258,False,一般,一般,0,0,0
4562.TW,穎漢,39.35,6517310.0,2.57107027,2.8758169934640523,True,一般,一般,0,0,0
4564.TW,元翎,17.2,564936.0,0.09692544,0.0,False,一般,一般,0,0,0
