Code,Name,Close,Volume,Daily_Amount_B,Daily_Chg%,Vol_Increase,Sector,Industry,RVOL,Weekly_Chg%,Monthly_Chg%
4566.TW,時碩工業,55.5,296293.0,0.16532092,0.7259528130671506,False,一般,一般,0,0,0
4569.TW,六方科-KY,148.0,6863.0,0.01016034,-0.6711409395973155,False,一般,一般,0,0,0
4571.TW,鈞興-KY,167.0,194780.0,0.32704747,-0.5952380952380952,False,一般,一般,0,0,0
4572.TW,駐龍,149.5,72312.0,0.10744408,0.0,True,一般,一般,0,0,0
4576.TW,大銀微系統,107.5,667482.0,0.72374874,-0.4629629629629629,False,一般,一般,0,0,0
4581.TW,光隆精密-KY,51.4,10066.0,0.00516747,0.19493177387914232,True,一般,一般,0,0,0
4583.TW,台灣精銳,644.0,190368.0,1.221348,0.46801872074883,False,高價股,高價股,0,0,0
4585.TW,達明,335.0,420758.0,1.42710511,-1.4705882352941175,False,一般,一般,0,0,0
4588.TW,玖鼎電力,59.9,46401.0,0.02783333,0.33500837520938026,True,一般,一般,0,0,0
4720.TW,德淵,18.9,6879323.0,1.26213557,1.6129032258064515,False,一般,一般,0,0,0
4722.TW,國精化,174.5,3231287.0,5.77317389,-0.2857142857142857,False,一般,一般,0,0,0
4736.TW,泰博,121.5,123609.0,0.14941239,0.8298755186721992,True,一般,一般,0,0,0
4737.TW,華廣,55.0,46586.0,0.02561717,-0.5424954792043399,True,一般,一般,0,0,0
4739.TW,康普,70.3,2937603.0,2.09570413,2.1802325581395348,True,一般,一般,0,0,0
4746.TW,台耀,59.6,378430.0,0.22372151,2.2298456260720414,False,一般,一般,0,0,0
4755.TW,三福化,112.5,302966.0,0.33755236,0.0,False,一般,一般,0,0,0
4763.TW,材料*-KY,52.9,7346695.0,3.90625671,-1.855287569573284,False,一般,一般,0,0,0
4764.TW,雙鍵,131.5,7785805.0,10.6125273,1.5444015444015444,True,一般,一般,0,0,0
4766.TW,南寶,320.0,300300.0,0.96067268,0.7874015748031495,False,一般,一般,0,0,0
4770.TW,上品,243.0,768050.0,1.87128185,0.0,False,一般,一般,0,0,0
4771.TW,望隼,172.5,44710.0,0.07687602,0.8771929824561403,True,一般,一般,0,0,0
4807.TW,日成-KY,18.1,8702.0,0.00157909,-1.8970189701897016,False,一般,一般,0,0,0
4904.TW,遠傳,89.3,3876711.0,3.4653191,0.11210762331838565,True,一般,一般,0,0,0
4906.TW,正文,27.25,3327055.0,0.90473352,0.18382352941176472,True,一般,一般,0,0,0
4912.TW,聯德控股-KY,103.0,555358.0,0.57906518,-2.8301886792452833,False,一般,一般,0,0,0
4915.TW,致伸,79.0,6277679.0,5.00905366,1.282051282051282,True,一般,一般,0,0,0
4916.TW,事欣科,57.0,3537041.0,1.9999809,1.6042780748663104,True,一般,一般,0,0,0
4919.TW,新唐,54.7,4714401.0,2.55789798,2.0522388059701493,False,一般,一般,0,0,0
4927.TW,泰鼎-KY,37.7,52672187.0,19.77654456,6.047819971870603,False,一般,一般,0,0,0
4930.TW,燦星網,22.05,29538.0,0.00652576,0.0,False,一般,一般,0,0,0
4934.TW,太極,14.7,2948768.0,0.43471747,0.6849315068493151,True,一般,一般,0,0,0
4935.TW,茂林-KY,40.35,88268.0,0.03546842,0.8749999999999999,True,一般,一般,0,0,0
4938.TW,和碩,69.6,16645536.0,11.52789388,1.0159651669085632,True,一般,一般,0,0,0
4942.TW,嘉彰,39.85,114144.0,0.04559361,0.12562814070351758,False,一般,一般,0,0,0
4943.TW,康控-KY,12.5,18547.0,0.00231157,-3.474903474903475,False,一般,一般,0,0,0
4949.TW,有成精密,37.7,295091.0,0.11042181,1.8918918918918917,False,一般,一般,0,0,0
4952.TW,凌通,36.9,284361.0,0.10495525,3.506311360448808,True,一般,一般,0,0,0
4956.TW,光鋐,21.05,896830.0,0.18849344,1.2019230769230769,True,一般,一般,0,0,0
4958.TW,臻鼎-KY,148.5,12709161.0,18.77578762,2.0618556701030926,True,一般,一般,0,0,0
4960.TW,誠美材,13.9,4507117.0,0.64080759,-0.7142857142857143,False,一般,一般,0,0,0
4961.TW,天鈺,152.0,5548566.0,8.40175296,2.356902356902357,True,一般,一般,0,0,0
4967.TW,十銓,201.0,29277386.0,59.39834705,-0.9852216748768473,False,一般,一般,0,0,0
4968.TW,立積,128.0,1009827.0,1.286512,1.9920318725099602,True,一般,一般,0,0,0
4976.TW,佳凌,30.25,587759.0,0.17827706,-1.1437908496732025,False,一般,一般,0,0,0
4977.TW,眾達-KY,129.0,4022291.0,5.3062386,-2.6415094339622645,False,一般,一般,0,0,0
4989.TW,榮科,49.85,9382515.0,4.66253103,-0.10020040080160322,False,一般,一般,0,0,0
4994.TW,傳奇,98.0,17115.0,0.01673884,0.5128205128205128,False,一般,一般,0,0,0
4999.TW,鑫禾,22.8,58067.0,0.01324112,0.4405286343612335,True,一般,一般,0,0,0
5007.TW,三星,55.5,8208.0,0.00455714,-0.3590664272890485,True,一般,一般,0,0,0
5203.TW,訊連,88.2,275346.0,0.24415091,1.3793103448275863,True,一般,一般,0,0,0
5215.TW,科嘉-KY,35.0,34627.0,0.01209832,0.14306151645207438,False,一般,一般,0,0,0
5222.TW,全訊,129.0,519531.0,0.67020979,-0.7692307692307693,True,一般,一般,0,0,0
5225.TW,東科-KY,99.4,290974.0,0.289545,-0.6,True,一般,一般,0,0,0
5234.TW,達興材料,361.5,1496667.0,5.46777501,-2.0325203252032518,False,一般,一般,0,0,0
5243.TW,乙盛-KY,81.1,3519558.0,2.89641854,2.0125786163522017,True,一般,一般,0,0,0
5244.TW,弘凱,39.3,314224.0,0.12393114,0.12738853503184716,False,一般,一般,0,0,0
5258.TW,虹堡,63.5,244162.0,0.15488621,-0.3139717425431711,False,一般,一般,0,0,0
5269.TW,祥碩,1305.0,1779247.0,22.54074135,9.663865546218489,True,高價股,高價股,0,0,0
5283.TW,禾聯碩,59.9,109572.0,0.06578136,0.33500837520938026,True,一般,一般,0,0,0
5284.TW,jpp-KY,273.0,1145170.0,3.1417364,-2.3255813953488373,True,一般,一般,0,0,0
5285.TW,界霖,51.1,139105.0,0.07090898,0.7889546351084813,False,一般,一般,0,0,0
5288.TW,豐祥-KY,152.0,459217.0,0.69532933,3.4013605442176873,True,一般,一般,0,0,0
5292.TW,華懋,177.5,275132.0,0.4831265,1.7191977077363898,False,一般,一般,0,0,0
5306.TW,桂盟,88.9,68712.0,0.06106867,0.5656108597285068,True,一般,一般,0,0,0
5388.TW,中磊,79.6,5909375.0,4.70027289,3.108808290155441,False,一般,一般,0,0,0
5434.TW,崇越,307.0,906675.0,2.76060276,1.487603305785124,True,一般,一般,0,0,0
5469.TW,瀚宇博,92.8,4968592.0,4.60788598,1.4207650273224044,True,一般,一般,0,0,0
5471.TW,松翰,33.1,419717.0,0.13854111,2.795031055900621,True,一般,一般,0,0,0
5484.TW,慧友,40.5,1100577.0,0.45477908,-2.173913043478261,True,一般,一般,0,0,0
5515.TW,建國,38.7,1137445.0,0.43369453,4.594594594594594,False,一般,一般,0,0,0
5519.TW,隆大,32.9,226624.0,0.07434751,0.15220700152207,False,一般,一般,0,0,0
5521.TW,工信,23.9,10026570.0,2.3519934,9.885057471264368,False,一般,一般,0,0,0
5522.TW,遠雄,73.4,1246369.0,0.91169768,2.086230876216968,False,一般,一般,0,0,0
5525.TW,順天,27.8,55426.0,0.0153712,-0.35842293906810035,True,一般,一般,0,0,0
5531.TW,鄉林,9.03,1034900.0,0.09342945,0.0,True,一般,一般,0,0,0
5533.TW,皇鼎,14.25,389681.0,0.05546566,-0.6968641114982579,True,一般,一般,0,0,0
5534.TW,長虹,84.7,639479.0,0.53860266,0.35545023696682465,False,一般,一般,0,0,0
5538.TW,東明-KY,32.3,56462.0,0.01818442,1.7322834645669294,True,一般,一般,0,0,0
5546.TW,永固-KY,21.7,41573.0,0.00926324,-2.6905829596412554,True,一般,一般,0,0,0
5607.TW,遠雄港,48.35,373719.0,0.18050946,0.10351966873706003,False,一般,一般,0,0,0
5608.TW,四維航,18.0,3152060.0,0.55921997,4.651162790697675,True,一般,一般,0,0,0
5706.TW,鳳凰,50.1,155262.0,0.07771889,0.6024096385542168,False,一般,一般,0,0,0
5871.TW,中租-KY,105.0,7280702.0,7.66783212,-0.47393364928909953,False,一般,一般,0,0,0
5871A.TW,中租-KY甲特,101.0,63067.0,0.06364502,0.0,True,一般,一般,0,0,0
5876.TW,上海商銀,40.25,10026650.0,4.0254915,-0.6172839506172839,True,一般,一般,0,0,0
5880.TW,合庫金,24.05,17376535.0,4.1907823,-1.02880658436214,True,一般,一般,0,0,0
5906.TW,台南-KY,51.6,8000.0,0.004125,0.0,True,一般,一般,0,0,0
5907.TW,大洋-KY,5.55,282080.0,0.01564708,1.6483516483516485,True,一般,一般,0,0,0
6005.TW,群益證,25.25,13144045.0,3.29830036,2.0202020202020203,False,一般,一般,0,0,0
6024.TW,群益期,51.3,181448.0,0.0934604,-0.38834951456310685,False,一般,一般,0,0,0
6108.TW,競國,14.4,256328.0,0.03717861,0.0,True,一般,一般,0,0,0
6112.TW,邁達特,48.05,667111.0,0.32219542,0.5230125523012553,False,一般,一般,0,0,0
6115.TW,鎰勝,46.9,121097.0,0.05668546,0.2136752136752137,True,一般,一般,0,0,0
6116.TW,彩晶,10.6,35250609.0,3.73656279,9.844559585492227,False,一般,一般,0,0,0
6117.TW,迎廣,81.8,395629.0,0.32192057,1.7412935323383085,True,一般,一般,0,0,0
6120.TW,達運,13.75,17709327.0,2.4180061,1.8518518518518516,True,一般,一般,0,0,0
6128.TW,上福,22.5,238321.0,0.05278065,2.974828375286041,True,一般,一般,0,0,0
6133.TW,金橋,21.05,1787880.0,0.37245014,3.439803439803439,False,一般,一般,0,0,0
6136.TW,富爾特,24.1,79466.0,0.01906613,0.4166666666666667,False,一般,一般,0,0,0
6139.TW,亞翔,595.0,4168688.0,24.91322257,-1.3266998341625207,False,一般,一般,0,0,0
6141.TW,柏承,10.7,182004.0,0.01922019,2.3923444976076556,True,一般,一般,0,0,0
6142.TW,友勁,9.2,437616.0,0.04006372,1.8826135105204878,True,一般,一般,0,0,0
6152.TW,百一,11.4,2552889.0,0.28048309,9.09090909090909,True,一般,一般,0,0,0
6153.TW,嘉聯益,16.05,6947039.0,1.10897495,1.9047619047619047,True,一般,一般,0,0,0
6155.TW,鈞寶,47.8,7657601.0,3.68687664,-2.9441624365482233,False,一般,一般,0,0,0
6164.TW,華興,12.6,858077.0,0.10822634,0.3984063745019921,False,一般,一般,0,0,0
6165.TW,浪凡,49.3,485185.0,0.23881366,-0.40404040404040403,False,一般,一般,0,0,0
6166.TW,凌華,67.3,1503774.0,1.02216905,1.8154311649016641,True,一般,一般,0,0,0
6168.TW,宏齊,20.8,1162993.0,0.23989113,4.0,True,一般,一般,0,0,0
6176.TW,瑞儀,124.0,3857741.0,4.79049128,1.639344262295082,True,一般,一般,0,0,0
6177.TW,達麗,53.5,1703868.0,0.90806856,1.9047619047619049,False,一般,一般,0,0,0
6183.TW,關貿,95.1,27528.0,0.02615587,0.10526315789473684,False,一般,一般,0,0,0
6184.TW,大豐電,47.2,137230.0,0.06471144,-0.8403361344537815,True,一般,一般,0,0,0
6189.TW,豐藝,44.6,680495.0,0.30185719,0.7909604519774011,True,一般,一般,0,0,0
6191.TW,精成科,111.0,8679898.0,9.56313434,1.834862385321101,True,一般,一般,0,0,0
6192.TW,巨路,111.0,321186.0,0.35685199,0.0,False,一般,一般,0,0,0
6196.TW,帆宣,304.5,6118817.0,18.49288003,2.871621621621622,False,一般,一般,0,0,0
6197.TW,佳必琪,150.0,3883127.0,5.82952202,0.0,True,一般,一般,0,0,0
6201.TW,亞弘電,54.8,25861.0,0.01414229,0.0,False,一般,一般,0,0,0
6202.TW,盛群,38.65,1013675.0,0.39039967,3.6193029490616624,True,一般,一般,0,0,0
6205.TW,詮欣,58.9,639459.0,0.37521185,-1.669449081803005,False,一般,一般,0,0,0
6206.TW,飛捷,91.0,877340.0,0.79770035,0.44150110375275947,True,一般,一般,0,0,0
6209.TW,今國光,61.7,9177668.0,5.809779,-3.5937499999999996,True,一般,一般,0,0,0
6213.TW,聯茂,113.5,11660988.0,13.35720983,-3.8135593220338984,False,一般,一般,0,0,0
6214.TW,精誠,115.5,582888.0,0.67443797,0.0,False,一般,一般,0,0,0
6215.TW,和椿,106.5,2447570.0,2.6630046,-3.1818181818181817,False,一般,一般,0,0,0
6216.TW,居易,26.5,87802.0,0.02320491,0.37878787878787884,False,一般,一般,0,0,0
6224.TW,聚鼎,44.2,174179.0,0.07727745,-1.339285714285714,False,一般,一般,0,0,0
6225.TW,天瀚,0.0,318.0,5.551e-05,0.0,False,一般,一般,0,0,0
6226.TW,光鼎,7.56,830189.0,0.0615231,3.988995873452544,True,一般,一般,0,0,0
6230.TW,尼得科超眾,114.0,61015.0,0.0697901,-1.7241379310344827,True,一般,一般,0,0,0
6235.TW,華孚,62.7,730516.0,0.45593938,0.6420545746388443,True,一般,一般,0,0,0
6239.TW,力成,205.5,27622288.0,57.54654327,0.7352941176470588,False,一般,一般,0,0,0
6243.TW,迅杰,35.6,376992.0,0.13361503,-0.697350069735007,True,一般,一般,0,0,0
6257.TW,矽格,116.5,11680249.0,13.67324727,0.43103448275862066,False,一般,一般,0,0,0
6269.TW,台郡,58.4,1786734.0,1.02884151,3.180212014134275,True,一般,一般,0,0,0
6271.TW,同欣電,129.5,2067390.0,2.6945667,-0.7662835249042145,False,一般,一般,0,0,0
6272.TW,驊陞,43.8,626330.0,0.2757709,-1.1286681715575622,True,一般,一般,0,0,0
6277.TW,宏正,60.1,92186.0,0.05546504,0.333889816360601,False,一般,一般,0,0,0
6278.TW,台表科,96.7,1981693.0,1.91289865,0.8342022940563086,False,一般,一般,0,0,0
6281.TW,全國電,62.2,77139.0,0.04805998,-0.3205128205128205,False,一般,一般,0,0,0
6282.TW,康舒,43.3,30820941.0,13.41800806,0.0,True,一般,一般,0,0,0
6283.TW,淳安,25.6,273132.0,0.07016701,1.9920318725099602,True,一般,一般,0,0,0
6285.TW,啟碁,105.5,9998750.0,10.47853251,-1.8604651162790697,False,一般,一般,0,0,0
6405.TW,悅城,30.85,881284.0,0.26900438,1.1475409836065573,False,一般,一般,0,0,0
6409.TW,旭隼,1005.0,1163502.0,11.60415453,-1.4705882352941175,True,高價股,高價股,0,0,0
6412.TW,群電,84.5,2223038.0,1.86779605,0.7151370679380215,False,一般,一般,0,0,0
6414.TW,樺漢,287.5,1009246.0,2.90961042,1.5901060070671376,True,一般,一般,0,0,0
6415.TW,矽力*-KY,227.0,20098731.0,43.63186465,9.927360774818402,True,一般,一般,0,0,0
6416.TW,瑞祺電通,86.8,113910.0,0.09870802,1.0477299185098954,False,一般,一般,0,0,0
6423.TW,億而得-創,84.1,88887.0,0.07581693,-2.2093023255813953,False,一般,一般,0,0,0
6426.TW,統新,90.0,1498073.0,1.37816128,-3.9487726787620065,True,一般,一般,0,0,0
6431.TW,光麗-KY,27.05,342521.0,0.09263,-1.4571948998178508,False,一般,一般,0,0,0
6438.TW,迅得,138.5,617470.0,0.86052331,-1.4234875444839856,False,一般,一般,0,0,0
6442.TW,光聖,1295.0,2550639.0,33.700943,-0.38461538461538464,False,高價股,高價股,0,0,0
6443.TW,元晶,28.4,80654537.0,22.62686129,9.864603481624759,True,一般,一般,0,0,0
6446.TW,藥華藥,507.0,3054513.0,15.63511093,1.4000000000000001,True,一般,一般,0,0,0
6449.TW,鈺邦,170.5,997875.0,1.73350879,-2.849002849002849,True,一般,一般,0,0,0
6451.TW,訊芯-KY,155.0,908553.0,1.41626024,-0.9584664536741214,True,一般,一般,0,0,0
6456.TW,GIS-KY,43.0,1067535.0,0.45923725,1.2956419316843346,True,一般,一般,0,0,0
6464.TW,台數科,76.7,14032.0,0.01072522,0.13054830287206268,False,一般,一般,0,0,0
6472.TW,保瑞,495.0,930520.0,4.52258861,3.556485355648536,True,一般,一般,0,0,0
6477.TW,安集,35.2,1472236.0,0.52107585,2.4745269286754,True,一般,一般,0,0,0
6491.TW,晶碩,283.0,234994.0,0.66475614,1.0714285714285714,True,一般,一般,0,0,0
6504.TW,南六,41.85,69123.0,0.02891539,-0.23837902264600713,True,一般,一般,0,0,0
6505.TW,台塑化,47.7,8500423.0,4.09067878,1.7057569296375266,True,一般,一般,0,0,0
6515.TW,穎崴,3305.0,1294862.0,41.77525125,5.5910543130990416,True,高價股,高價股,0,0,0
6525.TW,捷敏-KY,76.0,201135.0,0.15201091,1.1984021304926766,True,一般,一般,0,0,0
6526.TW,達發,448.0,311337.0,1.40549419,-0.22271714922048996,True,一般,一般,0,0,0
6531.TW,愛普*,455.5,7883505.0,36.70973884,-4.607329842931937,False,一般,一般,0,0,0
6533.TW,晶心科,247.0,538758.0,1.32063092,0.8163265306122449,False,一般,一般,0,0,0
6534.TW,正瀚-創,91.4,103657.0,0.09668077,-0.9750812567713976,False,一般,一般,0,0,0
6541.TW,泰福-KY,52.5,406631.0,0.21364792,0.5747126436781608,False,一般,一般,0,0,0
6550.TW,北極星藥業-KY,30.2,775686.0,0.23502219,-0.33003300330033003,True,一般,一般,0,0,0
6552.TW,易華電,26.4,396934.0,0.10629524,2.9239766081871346,True,一般,一般,0,0,0
6558.TW,興能高,37.25,607036.0,0.22721052,-0.9308510638297872,False,一般,一般,0,0,0
6573.TW,虹揚-KY,15.9,585406.0,0.09311367,3.5830618892508146,True,一般,一般,0,0,0
6579.TW,研揚,113.0,275838.0,0.31592526,3.1963470319634704,True,一般,一般,0,0,0
6581.TW,鋼聯,104.0,10560.0,0.01099737,0.9708737864077669,False,一般,一般,0,0,0
6582.TW,申豐,31.8,31478.0,0.00997321,1.5974440894568689,False,一般,一般,0,0,0
6585.TW,鼎基,84.2,51276.0,0.04328947,0.8383233532934131,False,一般,一般,0,0,0
6589.TW,台康生技,62.4,735631.0,0.45927538,0.9708737864077671,True,一般,一般,0,0,0
6591.TW,動力-KY,73.5,388420.0,0.28563094,-0.271370420624152,False,一般,一般,0,0,0
6592.TW,和潤企業,60.1,1309824.0,0.77918526,1.1784511784511784,True,一般,一般,0,0,0
6592A.TW,和潤企業甲特,97.0,2285.0,0.00222001,0.0,False,一般,一般,0,0,0
6592B.TW,和潤企業乙特,98.2,5219.0,0.00511,0.20408163265306123,True,一般,一般,0,0,0
6598.TW,ABC-KY,22.3,83808.0,0.01871309,-0.4464285714285714,False,一般,一般,0,0,0
6605.TW,帝寶,137.0,317708.0,0.43020515,1.4814814814814816,False,一般,一般,0,0,0
6606.TW,建德工業,25.45,39296.0,0.0100139,0.592885375494071,False,一般,一般,0,0,0
6614.TW,資拓宏宇,49.25,125501.0,0.06191635,0.0,True,一般,一般,0,0,0
6625.TW,必應,81.5,118093.0,0.09608318,0.3694581280788177,False,一般,一般,0,0,0
6641.TW,基士德-KY,19.15,25021.0,0.00479803,-0.7772020725388602,True,一般,一般,0,0,0
6645.TW,金萬林-創,17.75,86853.0,0.01552728,-0.8379888268156425,True,一般,一般,0,0,0
6655.TW,科定,120.0,25010.0,0.02998695,0.41841004184100417,False,一般,一般,0,0,0
6657.TW,華安,41.2,88748.0,0.03669052,0.6105006105006106,False,一般,一般,0,0,0
6658.TW,聯策,57.5,338001.0,0.19477357,0.3490401396160559,False,一般,一般,0,0,0
6666.TW,羅麗芬-KY,45.55,21833.0,0.01004478,1.447661469933185,True,一般,一般,0,0,0
6668.TW,中揚光,36.15,349855.0,0.12648904,-0.4132231404958678,False,一般,一般,0,0,0
6669.TW,緯穎,4670.0,2149436.0,99.2259234,1.191765980498375,True,高價股,高價股,0,0,0
6670.TW,復盛應用,259.0,323014.0,0.83042016,1.171875,True,一般,一般,0,0,0
6671.TW,三能-KY,36.1,36190.0,0.01297833,1.6901408450704223,True,一般,一般,0,0,0
6672.TW,騰輝電子-KY,90.6,816798.0,0.73973428,0.8908685968819601,True,一般,一般,0,0,0
6674.TW,鋐寶科技,19.6,65020.0,0.0129286,-2.0,True,一般,一般,0,0,0
6689.TW,伊雲谷,60.0,199821.0,0.11968633,0.0,False,一般,一般,0,0,0
6691.TW,洋基工程,567.0,1080366.0,6.18936764,-1.5625,False,一般,一般,0,0,0
6695.TW,芯鼎,44.5,480203.0,0.2157405,0.6787330316742081,True,一般,一般,0,0,0
6698.TW,旭暉應材,33.7,654173.0,0.22052365,-2.318840579710145,False,一般,一般,0,0,0
6706.TW,惠特,128.0,6458827.0,8.36584524,-2.6615969581749046,False,一般,一般,0,0,0
6715.TW,嘉基,100.5,51474.0,0.05158954,0.6006006006006005,True,一般,一般,0,0,0
6719.TW,力智,186.5,586571.0,1.08590416,0.0,True,一般,一般,0,0,0
6742.TW,澤米,45.1,317575.0,0.14419266,-3.1149301825993554,False,一般,一般,0,0,0
6743.TW,安普新,27.05,154753.0,0.04200113,-0.5514705882352942,True,一般,一般,0,0,0
6753.TW,龍德造船,129.5,1064390.0,1.37535239,-1.520912547528517,True,一般,一般,0,0,0
6754.TW,匯僑設計,47.55,6358.0,0.00300956,-0.1050420168067227,False,一般,一般,0,0,0
6756.TW,威鋒電子,83.5,246570.0,0.20560082,3.0864197530864197,True,一般,一般,0,0,0
6757.TW,台灣虎航,66.0,1506729.0,0.98837059,2.484472049689441,True,一般,一般,0,0,0
6768.TW,志強-KY,103.0,1386149.0,1.41910946,0.4878048780487805,True,一般,一般,0,0,0
6770.TW,力積電,49.2,535325591.0,263.66005461,3.0366492146596857,True,一般,一般,0,0,0
6771.TW,平和環保-創,44.0,238078.0,0.10401756,-1.785714285714286,True,一般,一般,0,0,0
6776.TW,展碁國際,56.6,3875508.0,2.20610997,1.7985611510791366,True,一般,一般,0,0,0
6781.TW,AES-KY,1270.0,1570847.0,20.23327505,-3.787878787878788,False,高價股,高價股,0,0,0
6782.TW,視陽,177.5,143390.0,0.25367168,1.1396011396011396,True,一般,一般,0,0,0
6789.TW,采鈺,280.5,1797941.0,5.05464697,-1.5789473684210527,True,一般,一般,0,0,0
6790.TW,永豐實,37.85,68535.0,0.02592211,0.0,False,一般,一般,0,0,0
6792.TW,詠業,51.2,41457.0,0.02121153,0.39215686274509803,True,一般,一般,0,0,0
6794.TW,向榮生技,84.6,97499.0,0.08322589,-3.754266211604096,True,一般,一般,0,0,0
6796.TW,晉弘,92.8,54973.0,0.05108402,-0.10764262648008613,False,一般,一般,0,0,0
6799.TW,來頡,85.0,514026.0,0.43627488,4.422604422604422,True,一般,一般,0,0,0
6805.TW,富世達,1405.0,2192217.0,31.3526247,-4.421768707482993,True,高價股,高價股,0,0,0
6806.TW,森崴能源,37.9,1076084.0,0.40660449,0.13210039630118892,True,一般,一般,0,0,0
6807.TW,峰源-KY,45.3,26104.0,0.01181282,0.443458980044346,True,一般,一般,0,0,0
6830.TW,汎銓,181.5,893071.0,1.62682854,0.8333333333333334,False,一般,一般,0,0,0
6831.TW,邁科,276.5,2071755.0,5.83798356,-6.271186440677965,True,一般,一般,0,0,0
6834.TW,天二科技,28.65,369907.0,0.10779257,-3.209459459459459,False,一般,一般,0,0,0
6835.TW,圓裕,38.8,42236.0,0.01641412,0.7792207792207793,False,一般,一般,0,0,0
6838.TW,台新藥,27.0,222600.0,0.05997209,0.1855287569573284,False,一般,一般,0,0,0
6854.TW,錼創科技-KY創,137.5,781306.0,1.06139245,6.5891472868217065,True,一般,一般,0,0,0
6861.TW,睿生光電,66.3,412036.0,0.27720078,-3.3527696793002915,False,一般,一般,0,0,0
6862.TW,三集瑞-KY,179.5,634816.0,1.13992892,-2.17983651226158,False,一般,一般,0,0,0
6863.TW,永道-KY,118.0,140859.0,0.16582123,1.7241379310344827,True,一般,一般,0,0,0
6869.TW,雲豹能源,91.4,511606.0,0.46871176,-1.0822510822510822,False,一般,一般,0,0,0
6873.TW,泓德能源,95.8,566397.0,0.54773741,-2.344546381243629,True,一般,一般,0,0,0
6885.TW,全福生技,28.35,253534.0,0.07263436,-0.7005253940455342,True,一般,一般,0,0,0
6887.TW,寶綠特-KY,59.3,9130.0,0.00539273,-1.001669449081803,True,一般,一般,0,0,0
6890.TW,來億-KY,239.0,477759.0,1.14062562,1.702127659574468,False,一般,一般,0,0,0
6901.TW,鑽石投資,16.45,655867.0,0.10776283,2.173913043478261,False,一般,一般,0,0,0
6902.TW,GOGOLOOK,75.5,16002.0,0.01208851,-0.6578947368421052,False,一般,一般,0,0,0
6906.TW,現觀科,75.1,361283.0,0.28055066,-7.28395061728395,True,一般,一般,0,0,0
6909.TW,創控,48.25,4029630.0,1.91525608,2.6595744680851063,True,一般,一般,0,0,0
6914.TW,阜爾運通,143.5,100581.0,0.14433257,-0.6920415224913495,True,一般,一般,0,0,0
6916.TW,華凌,18.75,95200.0,0.01784358,1.9021739130434785,False,一般,一般,0,0,0
6918.TW,愛派司,85.0,89280.0,0.07512278,0.11778563015312131,True,一般,一般,0,0,0
6919.TW,康霈*,141.5,10435374.0,15.08720286,-6.291390728476822,True,一般,一般,0,0,0
6921.TW,嘉雨思-創,66.0,112287.0,0.07366694,-3.7900874635568513,True,一般,一般,0,0,0
6923.TW,中台,103.5,433433.0,0.44424155,2.9850746268656714,False,一般,一般,0,0,0
6924.TW,榮惠-KY創,74.9,14121.0,0.01047382,-0.5312084993359893,False,一般,一般,0,0,0
6928.TW,攸泰科技,50.8,93569.0,0.04763323,-0.7812500000000002,True,一般,一般,0,0,0
6931.TW,青松健康,60.9,615156.0,0.37882553,-3.6392405063291138,False,一般,一般,0,0,0
6933.TW,AMAX-KY,149.0,100682.0,0.14923891,1.3605442176870748,True,一般,一般,0,0,0
6936.TW,永鴻生技,35.95,48401.0,0.01734005,0.5594405594405595,True,一般,一般,0,0,0
6937.TW,天虹,240.5,448444.0,1.08463276,-2.8282828282828283,False,一般,一般,0,0,0
6944.TW,兆聯實業,735.0,949636.0,6.97063877,1.1004126547455295,False,一般,一般,0,0,0
6949.TW,沛爾生醫-創,326.5,163054.0,0.53708886,2.3510971786833856,False,一般,一般,0,0,0
6951.TW,青新-創,73.0,159128.0,0.11617969,-1.2178619756427604,True,一般,一般,0,0,0
6952.TW,大武山,42.8,14095.0,0.00602802,-0.34924330616996513,False,一般,一般,0,0,0
6955.TW,邦睿生技-創,157.5,5000.0,0.007895,-0.9433962264150944,True,一般,一般,0,0,0
6957.TW,裕慶-KY,196.5,70102.0,0.1380517,-0.5063291139240507,False,一般,一般,0,0,0
6958.TW,日盛台駿,15.35,82760.0,0.01273781,-1.9169329073482428,True,一般,一般,0,0,0
6958A.TW,日盛台駿甲特,22.5,400436.0,0.09092267,0.0,False,一般,一般,0,0,0
6962.TW,奕力-KY,38.9,2516252.0,0.97997615,1.9659239842726082,True,一般,一般,0,0,0
6965.TW,中傑-KY,87.0,60136.0,0.05242061,0.0,False,一般,一般,0,0,0
6969.TW,成信實業*-創,29.1,21000.0,0.0061095,0.3448275862068966,False,一般,一般,0,0,0
6988.TW,威力暘-創,13.8,40000.0,0.005481,1.8450184501845017,True,一般,一般,0,0,0
6994.TW,富威電力,94.8,224640.0,0.21496058,-3.1664964249233916,False,一般,一般,0,0,0
7610.TW,聯友金屬-創,152.0,891137.0,1.32864908,4.10958904109589,True,一般,一般,0,0,0
7631.TW,聚賢研發-創,136.5,27022.0,0.03678992,-0.36496350364963503,True,一般,一般,0,0,0
7705.TW,三商餐飲,39.35,51329.0,0.02017588,-0.1269035532994924,False,一般,一般,0,0,0
7711.TW,永擎,259.5,161680.0,0.42025019,-0.7648183556405354,False,一般,一般,0,0,0
7721.TW,微程式,47.9,55209.0,0.02659375,-1.4403292181069958,True,一般,一般,0,0,0
7722.TW,LINEPAY,557.0,19751.0,0.10924137,0.1798561151079137,False,一般,一般,0,0,0
7730.TW,暉盛-創,95.6,36351.0,0.03487559,0.10471204188481677,True,一般,一般,0,0,0
