Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,9755.0,0.30848329048843187,32.65515515,334753.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,3820.0,2.13903743315508,111.0241362,2906391.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3330.0,-1.4792899408284024,68.5141506,2057482.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,4400.0,1.2658227848101267,69.573724,1581221.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,4695.0,-6.193806193806194,36.61682145,779911.0,一般,穎崴,一般,0,0,0,0
2059.TW,3030.0,0.0,23.2799445,768315.0,一般,川湖,一般,0,0,0,0
3008.TW,2370.0,3.4934497816593884,28.9336473,1220829.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,2370.0,-4.242424242424243,81.8634498,3454154.0,一般,創意,一般,0,0,0,0
3653.TW,3080.0,-3.9001560062402496,67.572736,2193920.0,一般,健策,一般,0,0,0,0
6510.TWO,3840.0,-3.5175879396984926,21.2914944,554466.0,一般,精測,一般,0,0,0,0
6223.TWO,2805.0,0.5376344086021506,34.51717995,1230559.0,一般,旺矽,一般,0,0,0,0
3131.TWO,1605.0,4.901960784313726,7.7444781,482522.0,一般,弘塑,一般,0,0,0,0
3529.TWO,2180.0,9.82367758186398,14.4591552,663264.0,一般,力旺,一般,0,0,0,0
2330.TW,1900.0,-0.7832898172323759,1408.174493,74114447.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1925.0,3.7735849056603774,137.191978,7126856.0,一般,群聯,一般,0,0,0,0
2383.TW,2175.0,-0.9111617312072893,95.4931575,4390490.0,一般,台光電,一般,0,0,0,0
2454.TW,1795.0,-3.234501347708895,307.1835196,17113288.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,1290.0,-5.4945054945054945,64.2697092,4982148.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1480.0,-4.207119741100324,24.605,1662500.0,一般,富世達,一般,0,0,0,0
3017.TW,1520.0,-5.29595015576324,95.082384,6255420.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1625.0,-1.21580547112462,28.10539875,1729563.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1205.0,-5.118110236220472,17.29573855,1435331.0,一般,祥碩,一般,0,0,0,0
6442.TW,2035.0,4.358974358974359,19.98563325,982095.0,一般,光聖,一般,0,0,0,0
6781.TW,1200.0,5.726872246696035,18.120528,1510044.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1400.0,-3.4482758620689653,108.318014,7737001.0,一般,智邦,一般,0,0,0,0
2308.TW,1305.0,3.571428571428571,286.63699905,21964521.0,一般,台達電,一般,0,0,0,0
6409.TW,928.0,2.768549280177187,8.86948064,955763.0,一般,旭隼,一般,0,0,0,0
2404.TW,963.0,4.333694474539545,32.0554773,3328710.0,一般,漢唐,一般,0,0,0,0
7734.TWO,1485.0,-5.414012738853503,10.0869219,679254.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1175.0,-2.083333333333333,20.92551625,1780895.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1015.0,-4.694835680751173,55.22047615,5440441.0,一般,雙鴻,一般,0,0,0,0
8210.TW,890.0,-8.717948717948717,67.4493353,7578577.0,一般,勤誠,一般,0,0,0,0
4749.TWO,878.0,5.783132530120482,19.54788858,2226411.0,一般,新應材,一般,0,0,0,0
2360.TW,1155.0,10.0,44.8212072,3880624.0,一般,致茂,一般,0,0,0,0
7750.TWO,1220.0,-0.8130081300813009,7.1254954,584057.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,659.0,3.2915360501567394,10.09778451,1532289.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1490.0,6.428571428571428,11.9121477,799473.0,一般,昇達科,一般,0,0,0,0
1519.TW,966.0,-0.1034126163391934,40.66493886,4209621.0,一般,華城,一般,0,0,0,0
