Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,9715.0,-0.4100461301896463,37.6337727,387378.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,4060.0,5.867014341590613,118.5693768,2920428.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3480.0,1.4577259475218658,59.9761992,1723454.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,4815.0,4.5602605863192185,50.3862786,1046444.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,5000.0,4.931794333683106,26.5484,530968.0,一般,穎崴,一般,0,0,0,0
2059.TW,3360.0,7.5200000000000005,61.1371488,1819558.0,一般,川湖,一般,0,0,0,0
3008.TW,2415.0,-0.6172839506172839,35.33292315,1463061.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,2575.0,3.0,60.98555325,2368371.0,一般,創意,一般,0,0,0,0
3653.TW,3130.0,6.462585034013606,58.1812851,1858827.0,一般,健策,一般,0,0,0,0
6510.TWO,3915.0,4.539385847797063,40.1105844,1024536.0,一般,精測,一般,0,0,0,0
6223.TWO,2680.0,1.1320754716981132,90.2785068,3368601.0,一般,旺矽,一般,0,0,0,0
3131.TWO,1650.0,2.484472049689441,9.9489555,602967.0,一般,弘塑,一般,0,0,0,0
3529.TWO,2485.0,4.1928721174004195,54.135725,2178500.0,一般,力旺,一般,0,0,0,0
2330.TW,2015.0,2.5445292620865136,877.26722525,43536835.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1925.0,-7.004830917874397,233.204972,12114544.0,一般,群聯,一般,0,0,0,0
2383.TW,2420.0,4.761904761904762,90.285602,3730810.0,一般,台光電,一般,0,0,0,0
2454.TW,1870.0,2.4657534246575343,155.9015634,8336982.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,1345.0,3.861003861003861,78.26752715,5819147.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1555.0,5.0675675675675675,33.93176385,2182107.0,一般,富世達,一般,0,0,0,0
3017.TW,1675.0,8.064516129032258,150.4207955,8980346.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1795.0,9.785932721712538,52.42500335,2920613.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1315.0,3.9525691699604746,22.09324925,1680095.0,一般,祥碩,一般,0,0,0,0
6442.TW,2080.0,2.4630541871921183,20.4945312,985314.0,一般,光聖,一般,0,0,0,0
6781.TW,1195.0,0.0,14.8681183,1244194.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1450.0,3.202846975088968,70.4762205,4860429.0,一般,智邦,一般,0,0,0,0
2308.TW,1435.0,3.6101083032490973,209.62498655,14608013.0,一般,台達電,一般,0,0,0,0
6409.TW,920.0,-0.21691973969631237,7.0921696,770888.0,一般,旭隼,一般,0,0,0,0
2404.TW,1035.0,5.612244897959184,48.5967069,4695334.0,一般,漢唐,一般,0,0,0,0
7734.TWO,1660.0,10.0,9.9898302,601797.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1190.0,0.42194092827004215,8.1748478,686962.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1155.0,10.0,68.7890742,5955764.0,一般,雙鴻,一般,0,0,0,0
8210.TW,909.0,4.482758620689655,35.31578625,3885125.0,一般,勤誠,一般,0,0,0,0
4749.TWO,895.0,-0.44493882091212456,17.3935195,1943410.0,一般,新應材,一般,0,0,0,0
2360.TW,1255.0,2.4489795918367347,45.1045996,3593992.0,一般,致茂,一般,0,0,0,0
7750.TWO,1300.0,4.417670682730924,9.466548,728196.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,701.0,4.626865671641791,15.51456705,2213205.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1520.0,-1.935483870967742,5.7256424,376687.0,一般,昇達科,一般,0,0,0,0
1519.TW,1050.0,9.832635983263598,75.932157,7231634.0,一般,華城,一般,0,0,0,0
6944.TWO,728.0,3.851640513552068,7.07854056,972327.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,999.0,1.834862385321101,2.6082891,261090.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
7751.TWO,1105.0,10.0,1.83652105,166201.0,自動化(興櫃),竑騰,自動化(興櫃),0,0,0,0
3293.TWO,707.0,1.7266187050359711,13.36500781,1890383.0,一般,鈊象,一般,0,0,0,0
7805.TWO,671.0,0.5997001499250375,1.08999253,162443.0,網通(興櫃),威聯通,網通(興櫃),0,0,0,0
6640.TWO,793.0,5.172413793103448,5.76552236,727052.0,一般,均華,一般,0,0,0,0
5289.TWO,789.0,-3.190184049079755,39.22073238,4970942.0,工控記憶體,宜鼎,工控記憶體,0,0,0,0
4583.TW,702.0,-0.2840909090909091,1.24147296,176848.0,一般,台灣精銳,一般,0,0,0,0
2368.TW,845.0,1.440576230492197,63.8601652,7557416.0,一般,金像電,一般,0,0,0,0
3081.TWO,1265.0,0.0,7.67712055,606887.0,一般,聯亞,一般,0,0,0,0
4966.TWO,543.0,4.624277456647398,8.39029482,1545174.0,一般,譜瑞-KY,一般,0,0,0,0
7728.TWO,838.0,-0.11918951132300357,0.67682746,80767.0,光電(興櫃),光焱科技,光電(興櫃),0,0,0,0
^TWII,35413.0703125,2.0525451375091324,0.0,0.0,指數/原物料,加權指數,指數/原物料,0,0,0,0
^TWOII,311.44000244140625,2.504695456493591,0.0,0.0,指數/原物料,櫃買指數,指數/原物料,0,0,0,0
^DJI,49174.5,0.7590381147059763,0.0,0.0,指數/原物料,道瓊工業,指數/原物料,0,0,0,0
^GSPC,6890.06982421875,0.7651614086322255,0.0,0.0,指數/原物料,S&P 500,指數/原物料,0,0,0,0
^IXIC,22863.6796875,1.044801963062752,0.0,0.0,指數/原物料,那斯達克,指數/原物料,0,0,0,0
^SOX,8332.33984375,1.4473788559009524,0.0,0.0,指數/原物料,費城半導體,指數/原物料,0,0,0,0
^VIX,19.549999237060547,-6.949076515545527,0.0,0.0,指數/原物料,美股 VIX,指數/原物料,0,0,0,0
GC=F,5205.39990234375,0.9620252828892826,0.0,0.0,指數/原物料,黃金,指數/原物料,0,0,0,0
SI=F,90.30000305175781,3.2507429885850017,0.0,0.0,指數/原物料,白銀,指數/原物料,0,0,0,0
HG=F,6.011499881744385,1.4941756710639862,0.0,0.0,指數/原物料,銅,指數/原物料,0,0,0,0
CL=F,65.97000122070312,0.518061833786606,0.0,0.0,指數/原物料,原油,指數/原物料,0,0,0,0
HRC=F,999.0,1.524390243902439,0.0,0.0,指數/原物料,熱軋鋼,指數/原物料,0,0,0,0
