Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,8900.0,-2.5191675794085433,29.618132,332788.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,3645.0,0.9695290858725761,53.0769591,1456158.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3115.0,-4.006163328197227,73.47422145,2358723.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,3690.0,-0.4048582995951417,22.5993681,612449.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,4510.0,1.92090395480226,19.6513779,435729.0,一般,穎崴,一般,0,0,0,0
2059.TW,2955.0,-2.152317880794702,23.75645655,803941.0,一般,川湖,一般,0,0,0,0
3008.TW,2330.0,1.3043478260869565,14.5879436,626092.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,2375.0,1.4957264957264957,88.64024875,3732221.0,一般,創意,一般,0,0,0,0
3653.TW,2970.0,-1.0,40.6146906,1367498.0,一般,健策,一般,0,0,0,0
6510.TWO,3700.0,-5.249679897567221,40.464828,1093644.0,一般,精測,一般,0,0,0,0
6223.TWO,2670.0,-2.909090909090909,29.7233211,1113233.0,一般,旺矽,一般,0,0,0,0
3131.TWO,1545.0,-1.9047619047619049,8.96463075,580235.0,一般,弘塑,一般,0,0,0,0
3529.TWO,1850.0,3.064066852367688,48.0038,2594800.0,一般,力旺,一般,0,0,0,0
2330.TW,1780.0,0.84985835694051,631.4226218,35473181.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1895.0,-6.188118811881188,311.22632935,16423553.0,一般,群聯,一般,0,0,0,0
2383.TW,1925.0,-1.282051282051282,115.21511925,5985201.0,一般,台光電,一般,0,0,0,0
2454.TW,1710.0,-3.389830508474576,202.2216588,11825828.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,1285.0,1.984126984126984,62.75627745,4883757.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1545.0,-0.3225806451612903,29.70310395,1922531.0,一般,富世達,一般,0,0,0,0
3017.TW,1595.0,-2.147239263803681,101.5197084,6364872.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1595.0,1.5923566878980893,28.06474275,1759545.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1235.0,-1.593625498007968,13.5895942,1100372.0,一般,祥碩,一般,0,0,0,0
6442.TW,1695.0,-3.418803418803419,19.65961005,1159859.0,一般,光聖,一般,0,0,0,0
6781.TW,1115.0,-3.0434782608695654,13.570888,1217120.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1190.0,5.777777777777778,71.17747,5981300.0,一般,智邦,一般,0,0,0,0
2308.TW,1160.0,0.8695652173913043,123.8652408,10678038.0,一般,台達電,一般,0,0,0,0
6409.TW,905.0,-1.6304347826086956,8.24828765,911413.0,一般,旭隼,一般,0,0,0,0
2404.TW,907.0,-2.577873254564984,24.58942304,2711072.0,一般,漢唐,一般,0,0,0,0
7734.TWO,1355.0,6.2745098039215685,13.3052599,981938.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1195.0,-4.016064257028113,14.8318142,1241156.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1030.0,3.0,73.6336288,7148896.0,一般,雙鴻,一般,0,0,0,0
8210.TW,977.0,-10.0,32.09358047,3284911.0,一般,勤誠,一般,0,0,0,0
4749.TWO,813.0,-4.127358490566038,12.50297253,1537881.0,一般,新應材,一般,0,0,0,0
2360.TW,967.0,-0.7186858316221766,23.82872697,2464191.0,一般,致茂,一般,0,0,0,0
7750.TWO,1100.0,2.803738317757009,9.933946,903086.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,621.0,-0.4807692307692308,8.91311985,1435285.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1255.0,-1.953125,10.7414697,855894.0,一般,昇達科,一般,0,0,0,0
1519.TW,910.0,-4.712041884816754,43.9586238,4830618.0,一般,華城,一般,0,0,0,0
6944.TWO,677.0,-0.14749262536873156,3.51235724,518812.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,857.0,-2.502844141069397,1.55059581,180933.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
7751.TWO,801.0,-1.7177914110429449,1.86808419,233219.0,自動化(興櫃),竑騰,自動化(興櫃),0,0,0,0
3293.TWO,681.0,-0.1466275659824047,11.71175628,1719788.0,一般,鈊象,一般,0,0,0,0
7805.TWO,560.0,-2.097902097902098,0.3025344,54024.0,網通(興櫃),威聯通,網通(興櫃),0,0,0,0
6640.TWO,747.0,-2.987012987012987,2.50826166,335778.0,一般,均華,一般,0,0,0,0
5289.TWO,711.0,-10.0,45.35368038,6378858.0,工控記憶體,宜鼎,工控記憶體,0,0,0,0
4583.TW,665.0,-3.901734104046243,2.21637185,333289.0,一般,台灣精銳,一般,0,0,0,0
2368.TW,745.0,-1.9736842105263157,75.3222118,10110364.0,一般,金像電,一般,0,0,0,0
3081.TWO,1000.0,-2.4390243902439024,9.05573,905573.0,一般,聯亞,一般,0,0,0,0
4966.TWO,519.0,-0.3838771593090211,3.01120686,580194.0,一般,譜瑞-KY,一般,0,0,0,0
7728.TWO,761.0,-10.0,1.0246104,134640.0,光電(興櫃),光焱科技,光電(興櫃),0,0,0,0
^TWII,31782.919921875,-0.05770087057992599,0.0,0.0,指數/原物料,加權指數,指數/原物料,0,0,0,0
^TWOII,296.3599853515625,-1.7113305419613174,0.0,0.0,指數/原物料,櫃買指數,指數/原物料,0,0,0,0
^DJI,48908.71875,-1.1971039586791161,0.0,0.0,指數/原物料,道瓊工業,指數/原物料,0,0,0,0
^GSPC,6798.39990234375,-1.2251015567674681,0.0,0.0,指數/原物料,S&P 500,指數/原物料,0,0,0,0
^IXIC,22540.58984375,-1.589159168749086,0.0,0.0,指數/原物料,那斯達克,指數/原物料,0,0,0,0
^SOX,7614.64013671875,-0.05932438009643656,0.0,0.0,指數/原物料,費城半導體,指數/原物料,0,0,0,0
^VIX,21.770000457763672,10.0,0.0,0.0,指數/原物料,美股 VIX,指數/原物料,0,0,0,0
GC=F,4876.2998046875,0.3064940684383226,0.0,0.0,指數/原物料,黃金,指數/原物料,0,0,0,0
SI=F,72.6500015258789,-5.068663953226505,0.0,0.0,指數/原物料,白銀,指數/原物料,0,0,0,0
HG=F,5.755499839782715,-0.7501284393289448,0.0,0.0,指數/原物料,銅,指數/原物料,0,0,0,0
CL=F,64.12000274658203,1.3114264797728228,0.0,0.0,指數/原物料,原油,指數/原物料,0,0,0,0
HRC=F,970.0,-0.6147540983606558,0.0,0.0,指數/原物料,熱軋鋼,指數/原物料,0,0,0,0
