Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
BRK-B,Berkshire,Financial Services,Insurance - Diversified,480.94,7770997.0,1.93,-0.11,-1.85,-3.22,3.74,3.74,3.74,1037.55
BMNR,BMNR,Financial Services,Capital Markets,20.94,65294912.0,1.13,-0.95,1.95,4.91,1.37,1.37,1.37,9.52
MSFT,Microsoft,Technology,Software - Infrastructure,381.87,46929374.0,1.78,-1.84,-3.46,-4.16,17.92,17.92,17.92,2838.2
LYFT,LYFT,Technology,Software - Application,13.47,72487338.0,4.51,0.67,3.06,-3.09,0.98,0.98,0.98,5.38
^DJI,Dow Jones,Index,Market Index,45577.47,1068426541.0,2.22,-0.96,-2.11,-7.73,48696.18,48696.18,48696.18,0.0
COST,Costco,Consumer Defensive,Discount Stores,972.33,2615881.0,1.95,-0.25,-3.58,-1.57,2.54,2.54,2.54,431.59
ZGN,ZGN,Consumer Cyclical,Apparel Manufacturing,9.68,1456958.0,2.03,4.65,-0.21,-15.53,0.01,0.01,0.01,2.46
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,205.07,27365741.0,4.61,-0.56,-6.65,-8.59,5.61,5.61,5.61,362.6
V,Visa,Financial Services,Credit Services,301.62,13993610.0,2.18,0.64,-1.8,-5.43,4.22,4.22,4.22,581.54
CRGY,CRGY,Energy,Oil & Gas E&P,12.67,10728251.0,1.44,3.43,5.67,18.97,0.14,0.14,0.14,4.15
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,367.96,74680129.0,1.33,-3.24,-5.94,-10.63,27.48,27.48,27.48,1380.74
ADBE,Adobe,Technology,Software - Application,248.15,10119877.0,1.07,0.88,-0.47,-4.27,2.51,2.51,2.51,101.87
AMD,AMD,Technology,Semiconductors,201.33,32666267.0,1.15,-1.92,4.11,-1.0,6.58,6.58,6.58,328.25
META,Meta,Communication Services,Internet Content & Information,593.66,19820750.0,1.43,-2.15,-3.27,-7.93,11.77,11.77,11.77,1501.7
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,159.67,27751863.0,1.23,0.95,2.27,5.76,4.43,4.43,4.43,665.31
JNJ,J&J,Healthcare,Drug Manufacturers - General,235.37,17149592.0,2.41,-0.94,-2.55,-4.67,4.04,4.04,4.04,567.22
MU,Micron,Technology,Semiconductors,422.9,63367799.0,1.22,-4.81,-0.76,1.33,26.8,26.8,26.8,475.98
VRT,VRT,Industrials,Electrical Equipment & Parts,255.88,81421052.0,12.24,-4.94,-1.16,5.27,20.83,20.83,20.83,97.9
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,228.36,26127650.0,2.56,-2.41,7.62,-3.8,5.97,5.97,5.97,286.83
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,906.7,2742975.0,0.87,-1.18,-7.96,-11.39,2.49,2.49,2.49,811.51
BTG,BTG,Basic Materials,Gold,3.92,55395774.0,1.52,-6.89,-19.18,-23.44,0.22,0.22,0.22,5.27
ONDS,ONDS,Technology,Communication Equipment,10.06,83142340.0,0.99,-6.42,-0.98,-11.68,0.84,0.84,0.84,4.53
QCOM,Qualcomm,Technology,Semiconductors,129.9,77621554.0,8.05,-1.05,0.06,-8.05,10.08,10.08,10.08,138.74
YSS,YSS,Industrials,Aerospace & Defense,21.07,5313469.0,5.03,19.17,6.36,-26.25,0.11,0.11,0.11,2.67
SI=F,Silver (白銀),Index,Market Index,67.81,49058.0,130.82,-4.36,-16.19,-12.58,0.0,0.0,0.0,0.0
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.23,101864680.0,1.32,-7.08,3.72,16.75,0.23,0.23,0.23,3.11
AAL,AAL,Industrials,Airlines,10.43,56456325.0,0.69,-3.43,1.26,-21.87,0.59,0.59,0.59,6.89
SEDG,SEDG,Technology,Solar,51.73,9695409.0,2.82,13.29,38.17,47.97,0.5,0.5,0.5,3.12
AMZN,Amazon,Consumer Cyclical,Internet Retail,205.37,55381136.0,1.4,-1.62,-1.11,0.25,11.37,11.37,11.37,2204.63
DIS,Disney,Communication Services,Entertainment,99.51,26771433.0,2.22,0.31,0.22,-6.12,2.66,2.66,2.66,176.47
^IXIC,Nasdaq,Index,Market Index,21647.61,10441715000.0,1.22,-2.01,-2.07,-4.56,226038.19,226038.19,226038.19,0.0
^GSPC,S&P 500,Index,Market Index,6506.48,7040255000.0,1.31,-1.51,-1.9,-5.18,45807.28,45807.28,45807.28,0.0
CSCO,CSCO,Technology,Communication Equipment,77.65,90218988.0,5.22,-1.1,-0.87,-1.16,7.01,7.01,7.01,306.8
GC=F,Gold (黃金),Index,Market Index,4492.0,220773.0,292.8,-2.36,-11.09,-9.72,0.99,0.99,0.99,0.0
T,T,Communication Services,Telecom Services,28.31,64571587.0,1.72,2.05,2.13,1.54,1.83,1.83,1.83,200.7
NOK,NOK,Technology,Communication Equipment,7.98,55004348.0,0.86,-3.86,-3.16,5.0,0.44,0.44,0.44,44.55
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,197.5,11875432.0,1.01,-2.67,1.01,19.02,2.35,2.35,2.35,53.26
PBF,PBF,Energy,Oil & Gas Refining & Marketing,49.32,4245421.0,1.1,5.32,13.38,45.49,0.21,0.21,0.21,5.77
LBTYB,LBTYB,Communication Services,Telecom Services,14.17,20974.0,5.27,16.72,13.82,4.96,0.0,0.0,0.0,4.75
^SOX,PHLX Semi,Index,Market Index,7670.61,0.0,0.0,-2.45,0.31,-6.15,0.0,0.0,0.0,0.0
ORCL,Oracle,Technology,Software - Infrastructure,149.68,36483176.0,1.63,-3.76,-3.5,-4.38,5.46,5.46,5.46,430.49
CMCSA,CMCSA,Communication Services,Telecom Services,29.02,246063560.0,9.01,0.14,-3.78,-7.52,7.14,7.14,7.14,105.75
