Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
HRC=F,Steel (熱軋鋼),Index,Market Index,1028.0,146.0,12.37,1.18,0.98,5.01,0.0,0.0,0.0,0.0
BTSG,BTSG,Healthcare,Health Information Services,42.1,5312040.0,2.29,7.81,1.84,8.34,0.22,0.22,0.22,8.09
AMZN,Amazon,Consumer Cyclical,Internet Retail,215.2,41662109.0,1.08,1.63,0.41,8.25,8.97,8.97,8.97,2310.16
WDC,WDC,Technology,Computer Hardware,313.81,13895959.0,1.85,9.64,17.88,11.45,4.36,4.36,4.36,107.29
MANE,MANE,Healthcare,Biotechnology,61.07,573326.0,1.96,7.23,20.57,40.52,0.04,0.04,0.04,2.14
PLTR,Palantir,Technology,Software - Infrastructure,155.08,36638206.0,0.87,1.55,2.61,18.01,5.68,5.68,5.68,370.9
MSTR,MicroStrategy,Technology,Software - Application,150.28,18297410.0,0.95,1.87,8.54,12.25,2.75,2.75,2.75,50.16
HIMS,HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,24.98,35181408.0,0.46,0.4,6.43,53.25,0.88,0.88,0.88,5.69
SEI,SEI,Energy,Oil & Gas Equipment & Services,63.19,6247485.0,2.53,10.88,16.95,11.58,0.39,0.39,0.39,6.05
BBD,BBD,Financial Services,Banks - Regional,3.6,38100450.0,0.72,-0.28,-6.98,-9.55,0.14,0.14,0.14,38.05
OWL,OWL,Financial Services,Asset Management,9.15,41768609.0,1.04,4.45,-3.28,-25.61,0.38,0.38,0.38,14.28
TSM,TSMC,Technology,Semiconductors,345.98,10616895.0,0.76,1.69,-0.32,-5.56,3.67,3.67,3.67,1794.43
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,399.27,46052732.0,0.77,0.94,0.01,-4.35,18.39,18.39,18.39,1498.23
NOK,NOK,Technology,Communication Equipment,8.55,49456167.0,0.73,-1.16,9.62,21.62,0.42,0.42,0.42,47.73
PFE,PFE,Healthcare,Drug Manufacturers - General,27.45,51041780.0,1.38,3.16,1.07,-0.47,1.4,1.4,1.4,156.09
^VIX,VIX,Index,Market Index,22.37,0.0,0.0,-4.85,-10.27,8.59,0.0,0.0,0.0,0.0
HG=F,Copper (銅),Index,Market Index,5.77,27825.0,41.93,-0.42,-2.34,-0.46,0.0,0.0,0.0,0.0
UNH,UnitedHealth,Healthcare,Healthcare Plans,287.57,5741582.0,0.87,0.73,1.85,-1.92,1.65,1.65,1.65,261.02
RKLB,RKLB,Industrials,Aerospace & Defense,78.59,27622829.0,1.59,10.21,14.01,16.53,2.17,2.17,2.17,44.6
^IXIC,Nasdaq,Index,Market Index,22479.53,7271758000.0,0.86,0.47,-0.96,-0.3,163465.68,163465.68,163465.68,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,226.47,10012407.0,1.08,3.22,5.22,-3.85,2.27,2.27,2.27,284.45
ONDS,ONDS,Technology,Communication Equipment,11.28,108913555.0,1.14,7.12,12.69,21.16,1.23,1.23,1.23,5.08
BTC-USD,Bitcoin,Crypto,Cryptocurrency,74704.7,51725873152.0,1.24,-0.21,5.97,16.58,3864166.0,3864166.0,3864166.0,0.0
BTDR,BTDR,Technology,Software - Application,9.25,16761360.0,2.66,12.8,21.71,-8.23,0.16,0.16,0.16,2.28
INTC,Intel,Technology,Semiconductors,44.06,86384229.0,1.02,-3.72,-5.81,-5.83,3.81,3.81,3.81,220.09
MTN,MTN,Consumer Cyclical,Resorts & Casinos,144.39,1261280.0,0.97,9.02,6.81,7.5,0.18,0.18,0.18,5.19
^GSPC,S&P 500,Index,Market Index,6716.09,2900989000.0,0.51,0.25,-0.96,-1.76,19483.3,19483.3,19483.3,0.0
TXN,Texas Inst,Technology,Semiconductors,194.45,3384817.0,0.61,0.16,-1.52,-14.02,0.66,0.66,0.66,177.04
PG,P&G,Consumer Defensive,Household & Personal Products,151.48,6017767.0,0.76,-0.42,-2.9,-5.37,0.91,0.91,0.91,354.54
