Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
^DJI,Dow Jones,Index,Market Index,46677.85,535907015.0,1.02,-1.56,-2.66,-6.99,25014.99,25014.99,25014.99,0.0
OXY,OXY,Energy,Oil & Gas E&P,58.41,39201062.0,1.54,5.09,9.71,26.24,2.29,2.29,2.29,57.61
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,395.01,59382702.0,0.97,-3.14,-2.6,-7.1,23.46,23.46,23.46,1482.25
V,Visa,Financial Services,Credit Services,306.5,7498822.0,1.08,-0.8,-4.16,-6.6,2.3,2.3,2.3,590.94
DOW,DOW,Basic Materials,Chemicals,37.58,25112369.0,1.19,9.34,11.45,11.85,0.94,0.94,0.94,27.04
JNJ,J&J,Healthcare,Drug Manufacturers - General,242.04,7696685.0,1.0,-0.39,1.01,1.55,1.86,1.86,1.86,583.29
MARA,MARA,Financial Services,Capital Markets,8.76,37063166.0,0.88,2.46,-0.11,14.36,0.32,0.32,0.32,3.33
SMCI,Super Micro,Technology,Computer Hardware,30.9,16478803.0,0.7,-2.8,-4.16,-7.29,0.51,0.51,0.51,18.55
HIMS,HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,23.84,67790132.0,0.76,-7.88,50.13,38.28,1.62,1.62,1.62,5.43
SSL,SSL,Basic Materials,Specialty Chemicals,10.6,5085803.0,1.55,5.47,23.26,48.88,0.05,0.05,0.05,6.76
^IXIC,Nasdaq,Index,Market Index,22311.98,6755978000.0,0.72,-1.78,-1.92,-3.42,150739.25,150739.25,150739.25,0.0
BRK-B,Berkshire,Financial Services,Insurance - Diversified,491.89,4144675.0,0.75,-0.34,-1.7,-1.68,2.04,2.04,2.04,1061.17
JPM,JPMorgan,Financial Services,Banks - Diversified,282.89,13694243.0,1.2,-1.61,-3.63,-11.12,3.87,3.87,3.87,762.96
UNH,UnitedHealth,Healthcare,Healthcare Plans,277.05,10345332.0,1.46,-2.87,-4.06,1.4,2.87,2.87,2.87,251.47
COST,Costco,Consumer Defensive,Discount Stores,1003.32,1658070.0,0.78,1.12,2.11,3.3,1.66,1.66,1.66,445.17
CNR,CNR,Energy,Thermal Coal,100.04,1271019.0,1.2,4.43,12.51,9.86,0.13,0.13,0.13,5.13
AVGO,Broadcom,Technology,Semiconductors,335.97,21268930.0,0.57,-1.64,0.96,-1.31,7.15,7.15,7.15,1592.93
PATH,PATH,Technology,Software - Infrastructure,11.37,91441608.0,1.56,-8.16,-1.56,-12.2,1.04,1.04,1.04,6.08
^SOX,PHLX Semi,Index,Market Index,7643.17,0.0,0.0,-3.43,-2.28,-5.72,0.0,0.0,0.0,0.0
OPEN,OPEN,Real Estate,Real Estate Services,4.84,52351303.0,1.05,-8.16,-6.56,3.2,0.25,0.25,0.25,4.64
TSM,TSMC,Technology,Semiconductors,336.71,17362176.0,1.19,-5.03,-4.85,-6.96,5.85,5.85,5.85,1746.35
NTR,NTR,Basic Materials,Agricultural Inputs,83.94,11069116.0,2.03,5.84,12.84,17.99,0.93,0.93,0.93,40.6
CL=F,Crude Oil (原油),Index,Market Index,96.39,525764.0,0.6,10.48,18.99,50.7,0.05,0.05,0.05,0.0
HUN,HUN,Basic Materials,Chemicals,12.8,10382725.0,1.08,8.94,1.99,-5.88,0.13,0.13,0.13,2.23
INTC,Intel,Technology,Semiconductors,45.25,82792154.0,1.05,-5.69,-1.52,-3.99,3.75,3.75,3.75,226.03
VIST,VIST,Energy,Oil & Gas E&P,62.37,2547268.0,1.2,4.52,2.48,11.63,0.16,0.16,0.16,6.62
ONDS,ONDS,Technology,Communication Equipment,10.33,134603664.0,1.3,5.09,-1.53,6.71,1.39,1.39,1.39,4.65
MEOH,MEOH,Basic Materials,Chemicals,58.06,2363702.0,1.15,8.56,1.77,18.54,0.14,0.14,0.14,4.49
RIVN,RIVN,Consumer Cyclical,Auto Manufacturers,15.3,37136608.0,1.23,-8.11,0.72,2.27,0.57,0.57,0.57,18.99
QCOM,Qualcomm,Technology,Semiconductors,131.15,9073751.0,0.93,-2.21,-4.27,-6.38,1.19,1.19,1.19,140.07
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,209.49,9092907.0,0.82,-4.29,-2.42,-7.55,1.9,1.9,1.9,263.13
MOS,MOS,Basic Materials,Agricultural Inputs,31.36,27848867.0,2.56,7.58,19.33,4.12,0.87,0.87,0.87,9.96
SFM,SFM,Consumer Defensive,Grocery Stores,78.84,2808117.0,1.11,4.63,2.51,20.26,0.22,0.22,0.22,7.68
BAC,Bank of America,Financial Services,Banks - Diversified,47.13,57267127.0,1.19,-2.86,-5.38,-14.91,2.7,2.7,2.7,344.17
SNAP,SNAP,Communication Services,Internet Content & Information,4.65,46416529.0,1.11,-4.32,-12.92,-11.09,0.22,0.22,0.22,7.85
F,F,Consumer Cyclical,Auto Manufacturers,12.04,51645440.0,0.84,-0.58,-2.43,-11.27,0.62,0.62,0.62,48.03
ANDE,ANDE,Consumer Defensive,Food Distribution,71.24,511347.0,1.58,5.09,12.07,5.49,0.04,0.04,0.04,2.41
AAL,AAL,Industrials,Airlines,10.55,111830665.0,0.93,-4.44,-10.52,-30.13,1.18,1.18,1.18,6.97
OLN,OLN,Basic Materials,Chemicals,26.01,4892173.0,1.33,9.42,5.65,0.12,0.13,0.13,0.13,2.96
PG,P&G,Consumer Defensive,Household & Personal Products,150.5,6486245.0,0.68,-1.84,-2.27,-5.39,0.98,0.98,0.98,352.24
