Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
DNN,DNN,Energy,Uranium,3.43,47488600.0,1.0,3.0,-6.28,-15.52,0.16,0.16,0.16,3.1
UNH,UnitedHealth,Healthcare,Healthcare Plans,269.54,10322473.0,0.87,-2.2,-5.59,-7.06,2.78,2.78,2.78,244.65
SMCI,Super Micro,Technology,Computer Hardware,21.58,113932837.0,1.67,5.11,-32.27,-33.44,2.46,2.46,2.46,12.96
AAOI,AAOI,Technology,Communication Equipment,95.76,10160497.0,0.77,9.39,1.8,85.29,0.97,0.97,0.97,7.44
GC=F,Gold (黃金),Index,Market Index,4410.4,392432.0,636.24,-3.5,-11.69,-12.83,1.73,1.73,1.73,0.0
SI=F,Silver (白銀),Index,Market Index,69.32,86914.0,455.05,-0.06,-13.63,-15.75,0.01,0.01,0.01,0.0
META,Meta,Communication Services,Internet Content & Information,604.06,13258580.0,0.93,1.75,-3.73,-7.87,8.01,8.01,8.01,1528.0
AXTI,AXTI,Technology,Semiconductor Equipment & Materials,64.44,13658307.0,1.31,18.81,33.17,117.12,0.88,0.88,0.88,3.58
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,233.31,9497455.0,0.7,2.17,6.34,-4.74,2.22,2.22,2.22,293.04
BMNR,BMNR,Financial Services,Capital Markets,21.27,47318326.0,0.87,1.58,-9.06,5.66,1.01,1.01,1.01,9.67
FN,FN,Technology,Electronic Components,546.47,737104.0,1.12,7.94,6.56,0.06,0.4,0.4,0.4,19.58
RIG,RIG,Energy,Oil & Gas Drilling,6.46,47481274.0,1.19,3.86,4.19,-0.92,0.31,0.31,0.31,7.12
ORCL,Oracle,Technology,Software - Infrastructure,154.34,19775140.0,0.8,3.11,-1.05,4.23,3.05,3.05,3.05,443.89
SEZL,SEZL,Financial Services,Credit Services,71.94,550973.0,1.02,8.75,7.69,14.65,0.04,0.04,0.04,2.46
EVCM,EVCM,Technology,Software - Infrastructure,11.25,170855.0,0.85,8.7,9.44,9.01,0.0,0.0,0.0,2.02
TXN,Texas Inst,Technology,Semiconductors,188.63,6298257.0,0.92,0.77,-2.83,-14.15,1.19,1.19,1.19,171.74
APGE,APGE,Healthcare,Biotechnology,79.24,3451894.0,3.09,19.99,11.46,15.86,0.27,0.27,0.27,5.46
V,Visa,Financial Services,Credit Services,304.44,5655008.0,0.68,0.93,-1.83,-5.14,1.72,1.72,1.72,586.97
FSLY,FSLY,Technology,Software - Application,28.75,13491668.0,1.02,14.09,26.15,59.02,0.39,0.39,0.39,4.36
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,380.85,72583482.0,1.2,3.5,-3.72,-7.52,27.64,27.64,27.64,1429.11
NIO,NIO,Consumer Cyclical,Auto Manufacturers,5.82,48862038.0,1.16,7.18,-3.48,14.79,0.28,0.28,0.28,14.72
NFLX,Netflix,Communication Services,Entertainment,93.38,33605523.0,0.88,1.7,-1.91,18.7,3.14,3.14,3.14,396.11
GOOG,Alphabet,Communication Services,Internet Content & Information,299.02,22068828.0,1.18,0.08,-1.77,-5.04,6.6,6.6,6.6,3617.24
