Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
VG,VG,Energy,Oil & Gas Midstream,14.85,52992111.0,2.46,14.49,19.18,69.33,0.79,0.79,0.79,36.49
JNJ,J&J,Healthcare,Drug Manufacturers - General,237.28,6678607.0,0.93,-0.35,-2.35,-2.49,1.58,1.58,1.58,571.82
AMZN,Amazon,Consumer Cyclical,Internet Retail,209.87,37711795.0,0.94,-2.48,-1.31,4.34,7.91,7.91,7.91,2252.94
OWL,OWL,Financial Services,Asset Management,9.11,33992747.0,0.8,-0.44,1.0,-24.59,0.31,0.31,0.31,14.22
PBF,PBF,Energy,Oil & Gas Refining & Marketing,47.09,4686076.0,1.29,5.7,12.15,38.66,0.22,0.22,0.22,5.51
BAC,Bank of America,Financial Services,Banks - Diversified,46.83,40019150.0,0.92,-0.95,-3.48,-11.21,1.87,1.87,1.87,341.98
HRC=F,Steel (熱軋鋼),Index,Market Index,1060.0,160.0,17.78,4.43,4.23,8.16,0.0,0.0,0.0,0.0
AAL,AAL,Industrials,Airlines,10.8,72647819.0,0.75,-0.55,-2.17,-25.0,0.78,0.78,0.78,7.13
CL=F,Crude Oil (原油),Index,Market Index,99.05,591748.0,1.22,2.95,13.52,58.91,0.06,0.06,0.06,0.0
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,349.47,5156454.0,1.03,-0.85,-0.46,-2.69,1.8,1.8,1.8,277.34
^GSPC,S&P 500,Index,Market Index,6624.7,3009753000.0,0.55,-1.36,-2.23,-3.19,19938.71,19938.71,19938.71,0.0
SMCI,Super Micro,Technology,Computer Hardware,30.35,24192820.0,1.14,-3.68,-4.53,0.8,0.73,0.73,0.73,18.22
QCOM,Qualcomm,Technology,Semiconductors,130.47,9162825.0,1.01,-0.85,-2.72,-8.53,1.2,1.2,1.2,139.35
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,392.78,49612648.0,0.86,-1.63,-3.69,-4.35,19.49,19.49,19.49,1473.88
DOCN,DOCN,Technology,Software - Infrastructure,82.48,6574049.0,1.63,6.3,20.08,21.9,0.54,0.54,0.54,7.59
BMNR,BMNR,Financial Services,Capital Markets,21.41,42517906.0,0.83,-7.83,1.71,6.25,0.91,0.91,0.91,9.74
CVI,CVI,Energy,Oil & Gas Refining & Marketing,32.91,2516653.0,1.88,10.36,16.0,46.14,0.08,0.08,0.08,3.31
BTC-USD,Bitcoin,Crypto,Cryptocurrency,71324.86,45978583040.0,1.06,-3.51,0.5,4.95,3279415.97,3279415.97,3279415.97,0.0
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.32,84096996.0,1.11,-0.43,4.04,27.47,0.2,0.2,0.2,3.23
NOK,NOK,Technology,Communication Equipment,8.36,50554717.0,0.77,-2.22,5.82,14.52,0.42,0.42,0.42,46.67
ANDG,ANDG,Consumer Cyclical,Personal Services,28.27,1244159.0,4.61,13.58,20.92,30.7,0.04,0.04,0.04,3.14
F,F,Consumer Cyclical,Auto Manufacturers,11.79,48671454.0,0.94,-1.26,-2.64,-16.56,0.57,0.57,0.57,47.04
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,208.34,8591186.0,1.59,-5.2,-8.49,-10.53,1.79,1.79,1.79,368.38
NN,NN,Technology,Software - Infrastructure,18.28,4966334.0,6.03,8.36,8.55,14.32,0.09,0.09,0.09,2.46
WMT,Walmart,Consumer Defensive,Discount Stores,121.98,19679155.0,1.03,-2.48,-1.22,-5.33,2.4,2.4,2.4,972.53
SOFI,SOFI,Financial Services,Credit Services,17.18,79958412.0,0.98,-1.09,-7.29,-11.94,1.37,1.37,1.37,21.91
COST,Costco,Consumer Defensive,Discount Stores,979.92,1429390.0,1.04,-1.63,-1.24,-3.17,1.4,1.4,1.4,434.78
LYB,LYB,Basic Materials,Specialty Chemicals,75.2,8138493.0,0.8,5.62,11.62,34.33,0.61,0.61,0.61,24.23
MU,Micron,Technology,Semiconductors,461.73,54674120.0,1.46,0.01,10.28,15.5,25.24,25.24,25.24,519.68
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,224.71,12431844.0,1.36,-0.78,2.67,-4.61,2.79,2.79,2.79,282.24
BTG,BTG,Basic Materials,Gold,4.6,35635519.0,1.33,-4.96,-12.38,-12.38,0.16,0.16,0.16,6.18
PICS,PICS,Technology,Software - Infrastructure,15.83,767850.0,1.73,4.9,9.4,20.02,0.01,0.01,0.01,0.0
LNG,LNG,Energy,Oil & Gas Midstream,266.22,4277251.0,2.0,5.85,6.35,21.56,1.14,1.14,1.14,57.3
ORCL,Oracle,Technology,Software - Infrastructure,152.9,17914839.0,0.47,-1.16,-6.27,-0.69,2.74,2.74,2.74,439.75
CRWV,CoreWeave,Technology,Software - Infrastructure,82.82,17267587.0,0.78,0.85,1.05,-8.99,1.43,1.43,1.43,43.54
AVGO,Broadcom,Technology,Semiconductors,315.93,22971289.0,0.79,-1.67,-7.51,-4.99,7.26,7.26,7.26,1497.91
SI=F,Silver (白銀),Index,Market Index,75.42,46784.0,84.23,-5.17,-11.34,2.69,0.0,0.0,0.0,0.0
NBIS,NBIS,Communication Services,Internet Content & Information,118.56,35449848.0,1.14,1.92,5.86,21.58,4.2,4.2,4.2,30.0
V,Visa,Financial Services,Credit Services,299.02,7183003.0,1.12,-3.06,-3.22,-6.41,2.15,2.15,2.15,576.52
UNH,UnitedHealth,Healthcare,Healthcare Plans,284.33,4525451.0,0.69,-1.13,-0.32,-1.65,1.29,1.29,1.29,258.08
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,918.05,3440488.0,1.26,-1.32,-8.18,-11.39,3.16,3.16,3.16,821.67
TSM,TSMC,Technology,Semiconductors,339.57,12511381.0,0.92,-1.85,-4.23,-6.76,4.25,4.25,4.25,1761.18
^SOX,PHLX Semi,Index,Market Index,7795.13,0.0,0.0,-0.53,-1.51,-4.19,0.0,0.0,0.0,0.0
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,157.59,18920678.0,0.87,-0.77,3.96,7.8,2.98,2.98,2.98,656.64
RIG,RIG,Energy,Oil & Gas Drilling,6.25,38858508.0,1.06,-5.02,-0.95,1.79,0.24,0.24,0.24,6.89
ITUB,ITUB,Financial Services,Banks - Regional,8.06,38312352.0,1.6,-0.98,-4.62,-12.1,0.31,0.31,0.31,88.83
TME,TME,Communication Services,Internet Content & Information,10.3,37030155.0,1.94,-9.41,-22.85,-32.81,0.38,0.38,0.38,17.35
INTC,Intel,Technology,Semiconductors,45.03,77134216.0,0.9,2.2,-6.15,-2.49,3.47,3.47,3.47,224.93
^DJI,Dow Jones,Index,Market Index,46225.15,472026662.0,0.98,-1.63,-2.51,-6.68,21819.5,21819.5,21819.5,0.0
MSFT,Microsoft,Technology,Software - Infrastructure,391.79,25784138.0,0.97,-1.91,-3.23,-1.28,10.1,10.1,10.1,2911.93
PLTR,Palantir,Technology,Software - Infrastructure,152.77,32322026.0,0.8,-1.49,0.77,14.85,4.94,4.94,4.94,365.38
DK,DK,Energy,Oil & Gas Refining & Marketing,45.41,1584536.0,1.38,7.25,8.43,29.71,0.07,0.07,0.07,2.73
MARA,MARA,Financial Services,Capital Markets,8.92,39369424.0,0.85,-3.46,4.33,18.77,0.35,0.35,0.35,3.39
AMD,AMD,Technology,Semiconductors,199.46,28258166.0,1.07,1.6,-2.62,-1.78,5.64,5.64,5.64,325.2
PFE,PFE,Healthcare,Drug Manufacturers - General,27.32,37336283.0,0.92,-0.47,0.07,-0.18,1.02,1.02,1.02,155.35
AAOI,AAOI,Technology,Communication Equipment,92.63,15189174.0,1.11,7.3,-27.07,110.95,1.41,1.41,1.41,7.2
ZTO,ZTO,Industrials,Integrated Freight & Logistics,25.51,4439814.0,3.04,7.5,8.09,1.35,0.11,0.11,0.11,19.47
AXTI,AXTI,Technology,Semiconductor Equipment & Materials,48.76,9080043.0,0.82,9.92,2.96,110.08,0.44,0.44,0.44,2.7
PG,P&G,Consumer Defensive,Household & Personal Products,146.71,6940113.0,0.92,-3.15,-4.31,-8.05,1.02,1.02,1.02,343.37
LITE,LITE,Technology,Communication Equipment,700.81,9584657.0,1.78,7.89,4.29,16.72,6.72,6.72,6.72,50.04
^IXIC,Nasdaq,Index,Market Index,22152.42,8038222000.0,0.96,-1.46,-2.48,-1.89,178066.07,178066.07,178066.07,0.0
TTD,TTD,Communication Services,Advertising Agencies,23.55,36072663.0,2.03,-6.06,-13.67,-6.77,0.85,0.85,0.85,11.21
GOOG,Alphabet,Communication Services,Internet Content & Information,306.3,13753387.0,0.92,-1.01,-0.69,1.15,4.21,4.21,4.21,3705.31
ONDS,ONDS,Technology,Communication Equipment,10.83,77959128.0,0.79,-3.99,10.17,7.76,0.84,0.84,0.84,4.88
BRK-B,Berkshire,Financial Services,Insurance - Diversified,484.47,4342843.0,1.1,-1.65,-1.84,-3.76,2.1,2.1,2.1,1045.16
SEI,SEI,Energy,Oil & Gas Equipment & Services,68.56,5120936.0,1.74,8.5,23.87,30.49,0.35,0.35,0.35,6.56
^VIX,VIX,Index,Market Index,25.09,0.0,0.0,12.16,3.55,23.66,0.0,0.0,0.0,0.0
AAPL,Apple,Technology,Consumer Electronics,249.94,34652568.0,1.03,-1.69,-4.17,-5.28,8.66,8.66,8.66,3673.6
FSLY,FSLY,Technology,Software - Application,26.88,15406893.0,1.39,11.17,11.77,52.21,0.41,0.41,0.41,4.08
NVDA,NVIDIA,Technology,Semiconductors,180.4,154378417.0,0.9,-0.84,-3.03,-2.47,27.85,27.85,27.85,4384.62
RGC,RGC,Healthcare,Drug Manufacturers - Specialty & Generic,26.38,582915.0,7.05,14.85,11.5,-16.44,0.02,0.02,0.02,13.04
JPM,JPMorgan,Financial Services,Banks - Diversified,287.74,9751235.0,0.97,0.3,0.08,-6.31,2.81,2.81,2.81,776.04
CRM,Salesforce,Technology,Software - Application,194.34,10512509.0,0.69,-0.5,0.11,5.45,2.04,2.04,2.04,182.1
GC=F,Gold (黃金),Index,Market Index,4823.9,206235.0,578.66,-3.54,-6.65,-1.21,0.99,0.99,0.99,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,75.97,9910326.0,0.74,-2.08,-2.14,-4.51,0.75,0.75,0.75,326.79
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,202.29,12536235.0,1.15,-3.78,1.84,21.85,2.54,2.54,2.54,54.55
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,330.93,3545027.0,1.12,-3.08,-5.67,-13.6,1.17,1.17,1.17,329.44
ADBE,Adobe,Technology,Software - Application,246.0,7237810.0,0.71,-3.23,-10.12,-5.55,1.78,1.78,1.78,100.98
HIMS,HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,23.15,31801391.0,0.54,-7.33,-10.55,42.29,0.74,0.74,0.74,5.28
NET,NET,Technology,Software - Infrastructure,225.48,5374257.0,1.7,6.6,5.86,16.42,1.21,1.21,1.21,79.36
PARR,PARR,Energy,Oil & Gas Refining & Marketing,56.02,1065475.0,0.78,5.82,10.02,30.19,0.06,0.06,0.06,2.82
MSTR,MicroStrategy,Technology,Software - Application,140.56,21073277.0,1.1,-6.47,1.61,9.24,2.96,2.96,2.96,46.91
NFLX,Netflix,Communication Services,Entertainment,94.7,27264739.0,0.86,0.36,-0.2,22.99,2.58,2.58,2.58,401.71
COOK,COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",33.32,33911.0,1.77,11.38,9.25,-22.51,0.0,0.0,0.0,0.09
TXN,Texas Inst,Technology,Semiconductors,190.78,5047512.0,1.01,-1.89,-3.97,-15.47,0.96,0.96,0.96,173.7
HG=F,Copper (銅),Index,Market Index,5.47,61905.0,97.43,-4.42,-6.36,-2.83,0.0,0.0,0.0,0.0
VIAV,VIAV,Technology,Communication Equipment,32.44,7517200.0,1.74,5.19,7.81,23.35,0.24,0.24,0.24,7.51
MA,Mastercard,Financial Services,Credit Services,488.47,2594986.0,0.88,-3.57,-3.08,-6.41,1.27,1.27,1.27,435.93
DIS,Disney,Communication Services,Entertainment,99.42,12604462.0,1.23,-0.88,-1.46,-5.71,1.25,1.25,1.25,176.31
META,Meta,Communication Services,Internet Content & Information,615.68,11622275.0,0.89,-1.12,-5.98,-3.69,7.16,7.16,7.16,1557.4
HTFL,HTFL,Healthcare,Health Information Services,25.47,3033301.0,2.52,13.1,14.68,14.37,0.08,0.08,0.08,2.17
BBD,BBD,Financial Services,Banks - Regional,3.53,31997639.0,0.66,-1.94,-8.07,-10.41,0.11,0.11,0.11,37.31
RKLB,RKLB,Industrials,Aerospace & Defense,69.48,33015417.0,1.68,-11.59,-3.45,-0.59,2.29,2.29,2.29,39.43
ELPC,ELPC,Utilities,Utilities - Regulated Electric,11.68,639329.0,2.75,5.51,1.65,10.08,0.01,0.01,0.01,8.67
KC,KC,Technology,Software - Application,14.78,4746662.0,5.78,12.65,9.24,4.6,0.07,0.07,0.07,4.37
