Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
BMNR,BMNR,Financial Services,Capital Markets,18.88,43368349.0,0.96,-7.22,-0.53,-7.0,0.82,0.82,0.82,8.59
AMPX,AMPX,Industrials,Electrical Equipment & Parts,16.33,23194559.0,1.84,9.67,52.19,31.69,0.38,0.38,0.38,2.13
MRVL,MRVL,Technology,Semiconductors,89.57,87932017.0,4.05,18.35,9.65,21.48,7.88,7.88,7.88,78.23
TSM,TSMC,Technology,Semiconductors,338.89,13649463.0,0.99,-4.23,-9.53,4.04,4.63,4.63,4.63,1757.65
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,14.97,41025736.0,1.27,-2.92,-12.86,-12.1,0.61,0.61,0.61,63.9
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,324.74,8634790.0,1.24,-6.29,-12.77,9.12,2.8,2.8,2.8,257.72
MA,Mastercard,Financial Services,Credit Services,522.34,2225409.0,0.55,-0.44,0.99,-5.63,1.16,1.16,1.16,466.16
AMD,AMD,Technology,Semiconductors,192.43,32005801.0,0.89,-3.52,-3.89,-3.88,6.16,6.16,6.16,313.74
JPM,JPMorgan,Financial Services,Banks - Diversified,289.48,12802027.0,1.1,-1.39,-3.6,-8.76,3.71,3.71,3.71,780.74
DNN,DNN,Energy,Uranium,3.67,51770609.0,1.31,-5.41,-12.2,-0.54,0.19,0.19,0.19,3.29
BRK-B,Berkshire,Financial Services,Insurance - Diversified,498.98,5482712.0,0.73,-0.28,-1.18,-0.96,2.74,2.74,2.74,1076.47
DIS,Disney,Communication Services,Entertainment,101.54,8795793.0,0.7,-0.85,-4.24,-5.15,0.89,0.89,0.89,180.07
CF,CF,Basic Materials,Agricultural Inputs,115.78,7685950.0,1.52,4.51,16.32,22.26,0.89,0.89,0.89,18.06
F,F,Consumer Cyclical,Auto Manufacturers,12.15,52633513.0,0.61,-1.54,-13.77,-12.08,0.64,0.64,0.64,48.47
AVGO,Broadcom,Technology,Semiconductors,330.48,38317411.0,1.19,-0.69,3.42,7.28,12.66,12.66,12.66,1566.9
TLX,TLX,Healthcare,Biotechnology,7.52,514977.0,1.24,5.47,3.72,5.47,0.0,0.0,0.0,2.55
INTC,Intel,Technology,Semiconductors,43.42,74168064.0,0.93,-5.51,-4.8,-10.66,3.22,3.22,3.22,216.89
GDS,GDS,Technology,Information Technology Services,40.87,3325962.0,1.22,7.24,-1.07,-0.92,0.14,0.14,0.14,8.19
COST,Costco,Consumer Defensive,Discount Stores,998.1,2481597.0,1.0,1.58,-1.26,2.02,2.48,2.48,2.48,443.11
V,Visa,Financial Services,Credit Services,317.36,6419890.0,0.84,-0.76,-0.87,-3.82,2.04,2.04,2.04,611.88
SMCI,Super Micro,Technology,Computer Hardware,31.31,20416332.0,0.72,-2.88,-3.33,-7.26,0.64,0.64,0.64,18.75
GC=F,Gold (黃金),Index,Market Index,5178.8,147888.0,207.71,2.24,-0.99,5.25,0.77,0.77,0.77,0.0
GWRE,GWRE,Technology,Software - Application,168.87,3688490.0,1.47,4.99,16.21,27.76,0.62,0.62,0.62,14.36
PLTR,Palantir,Technology,Software - Infrastructure,157.16,74430121.0,1.2,2.94,14.56,12.63,11.7,11.7,11.7,375.88
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,199.33,12639612.0,1.16,-7.15,-14.78,-4.98,2.52,2.52,2.52,250.36
JD,JD,Consumer Cyclical,Internet Retail,27.03,22789203.0,1.45,6.12,1.88,-1.89,0.62,0.62,0.62,39.88
SI=F,Silver (白銀),Index,Market Index,84.71,40106.0,39.51,3.69,-8.61,0.64,0.0,0.0,0.0,0.0
LQDA,LQDA,Healthcare,Drug Manufacturers - Specialty & Generic,36.03,2280388.0,1.3,4.37,16.15,-18.91,0.08,0.08,0.08,3.13
^SOX,PHLX Semi,Index,Market Index,7514.74,0.0,0.0,-3.93,-7.21,-1.37,0.0,0.0,0.0,0.0
META,Meta,Communication Services,Internet Content & Information,644.86,13000591.0,1.05,-2.38,-0.51,-3.61,8.38,8.38,8.38,1631.21
RKT,RKT,Financial Services,Mortgage Finance,14.95,49228655.0,1.25,-4.53,-17.81,-25.25,0.74,0.74,0.74,42.1
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.13,72562138.0,0.54,-6.99,18.99,3.9,0.15,0.15,0.15,2.96
HG=F,Copper (銅),Index,Market Index,5.84,38073.0,24.75,1.49,-2.76,0.22,0.0,0.0,0.0,0.0
NU,NU,Financial Services,Banks - Regional,14.58,48069255.0,0.58,-1.62,-2.67,-14.34,0.7,0.7,0.7,70.8
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,77.04,9160736.0,0.41,0.01,-5.54,-0.4,0.71,0.71,0.71,331.4
