Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
CRWV,CoreWeave,Technology,Software - Infrastructure,79.5,24992095.0,0.75,7.75,-18.89,-10.61,1.99,1.99,1.99,41.44
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,405.94,67161298.0,1.19,3.44,-2.75,-3.76,27.26,27.26,27.26,1523.26
SOFI,SOFI,Financial Services,Credit Services,18.7,59715939.0,0.75,0.48,-3.06,-15.31,1.12,1.12,1.12,23.85
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.48,127693218.0,0.98,11.21,29.84,19.23,0.32,0.32,0.32,3.45
HUT,HUT,Financial Services,Capital Markets,54.21,4826607.0,1.01,13.89,-1.97,-3.51,0.26,0.26,0.26,6.01
MSFT,Microsoft,Technology,Software - Infrastructure,405.2,34894250.0,0.86,0.31,1.15,-4.29,14.14,14.14,14.14,3011.6
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,149.82,14245679.0,0.6,-1.32,0.51,8.25,2.13,2.13,2.13,624.26
F,F,Consumer Cyclical,Auto Manufacturers,12.81,67698496.0,0.83,0.87,-11.23,-7.24,0.87,0.87,0.87,51.11
BRK-B,Berkshire,Financial Services,Insurance - Diversified,487.48,3317300.0,0.51,1.27,-1.32,0.04,1.62,1.62,1.62,1051.66
VG,VG,Energy,Oil & Gas Midstream,11.16,36778033.0,1.51,-2.62,19.87,23.73,0.41,0.41,0.41,27.32
^VIX,VIX,Index,Market Index,21.15,0.0,0.0,-10.27,17.96,29.44,0.0,0.0,0.0,0.0
KRMN,KRMN,Industrials,Aerospace & Defense,98.88,2236924.0,0.8,8.53,18.5,-3.88,0.22,0.22,0.22,13.08
AMZN,Amazon,Consumer Cyclical,Internet Retail,216.82,54286831.0,1.15,3.88,2.93,-10.76,11.77,11.77,11.77,2327.55
SMCI,Super Micro,Technology,Computer Hardware,32.65,31183507.0,1.09,6.42,-2.83,9.9,1.02,1.02,1.02,19.56
BAC,Bank of America,Financial Services,Banks - Diversified,50.3,27802012.0,0.53,0.66,-2.69,-6.9,1.4,1.4,1.4,367.32
AVGO,Broadcom,Technology,Semiconductors,317.53,27262543.0,1.11,1.18,-4.45,-4.1,8.66,8.66,8.66,1505.5
PLTR,Palantir,Technology,Software - Infrastructure,153.19,59673984.0,1.0,4.06,14.16,3.67,9.14,9.14,9.14,366.38
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,16.06,36470018.0,1.24,0.56,-8.39,-0.5,0.59,0.59,0.59,68.56
ONDS,ONDS,Technology,Communication Equipment,10.51,96531615.0,1.0,4.89,2.04,-1.22,1.01,1.01,1.01,4.73
GC=F,Gold (黃金),Index,Market Index,5148.3,135596.0,178.89,0.8,-1.12,11.37,0.7,0.7,0.7,0.0
EYE,EYE,Consumer Cyclical,Specialty Retail,29.04,2293858.0,1.71,9.05,12.25,7.28,0.07,0.07,0.07,2.3
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,236.19,4424758.0,0.67,1.0,4.09,4.68,1.05,1.05,1.05,417.62
SSRM,SSRM,Basic Materials,Gold,33.26,9631210.0,3.11,14.97,9.08,46.2,0.32,0.32,0.32,6.76
