Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,13875.0,6.6897347174163775,35.8249725,258198.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,3720.0,-0.9320905459387484,63.6863628,1711999.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3210.0,0.3125,58.6866645,1828245.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,4260.0,1.7921146953405016,42.7853952,1004352.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,9065.0,7.024793388429752,31.09739185,343049.0,一般,穎崴,一般,0,0,0,0
2059.TW,3440.0,-0.14513788098693758,22.6703568,659022.0,一般,川湖,一般,0,0,0,0
3008.TW,2820.0,5.617977528089887,119.714076,4245180.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,3070.0,0.6557377049180327,115.4590467,3760881.0,一般,創意,一般,0,0,0,0
3653.TW,4155.0,3.875,49.25881305,1185531.0,一般,健策,一般,0,0,0,0
6510.TWO,3605.0,7.291666666666667,56.14884835,1557527.0,一般,精測,一般,0,0,0,0
6223.TWO,4605.0,0.9868421052631579,48.1169082,1044884.0,一般,旺矽,一般,0,0,0,0
3131.TWO,3220.0,-1.97869101978691,23.2212554,721157.0,一般,弘塑,一般,0,0,0,0
3529.TWO,3370.0,1.0494752623688157,30.1617359,895007.0,一般,力旺,一般,0,0,0,0
2330.TW,2080.0,1.2165450121654502,907.1469264,43612833.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1630.0,-7.386363636363637,201.3659294,12353738.0,一般,群聯,一般,0,0,0,0
2383.TW,3810.0,5.6865464632454925,149.8417374,3932854.0,一般,台光電,一般,0,0,0,0
2454.TW,1790.0,4.069767441860465,404.1893927,22580413.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2350.0,2.3965141612200433,58.1429245,2474167.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1825.0,5.491329479768786,39.90349725,2186493.0,一般,富世達,一般,0,0,0,0
3017.TW,2325.0,0.6493506493506493,74.99996625,3225805.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2375.0,6.741573033707865,40.96791875,1724965.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1175.0,-1.2605042016806722,10.50204425,893791.0,一般,祥碩,一般,0,0,0,0
6442.TW,2090.0,0.7228915662650602,100.8732648,4826472.0,一般,光聖,一般,0,0,0,0
6781.TW,983.0,0.7172131147540983,8.34525714,848958.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1970.0,4.232804232804233,142.433561,7230130.0,一般,智邦,一般,0,0,0,0
2308.TW,1785.0,2.0,185.5941612,10397432.0,一般,台達電,一般,0,0,0,0
6409.TW,801.0,9.876543209876543,12.33624906,1540106.0,一般,旭隼,一般,0,0,0,0
2404.TW,910.0,-0.546448087431694,25.7614539,2830929.0,一般,漢唐,一般,0,0,0,0
7734.TWO,2430.0,-2.4096385542168677,4.0311999,165893.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1185.0,6.278026905829597,13.60893105,1148433.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,972.0,0.7253886010362695,30.11041188,3097779.0,一般,雙鴻,一般,0,0,0,0
8210.TW,992.0,3.225806451612903,54.56588256,5500593.0,一般,勤誠,一般,0,0,0,0
4749.TWO,911.0,-0.8705114254624592,16.57076204,1818964.0,一般,新應材,一般,0,0,0,0
2360.TW,2020.0,9.782608695652174,58.86381,2914050.0,一般,致茂,一般,0,0,0,0
7750.TWO,1660.0,0.3021148036253776,7.2701692,437962.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,822.0,4.314720812182741,44.4957642,5413110.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1740.0,0.5780346820809248,22.9087704,1316596.0,一般,昇達科,一般,0,0,0,0
1519.TW,877.0,5.662650602409639,46.15429996,5262748.0,一般,華城,一般,0,0,0,0
6944.TWO,927.0,1.644736842105263,14.33655558,1546554.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,1625.0,9.797297297297296,25.80147375,1587783.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
7751.TWO,1965.0,0.5115089514066496,4.8459258,246612.0,自動化(興櫃),竑騰,自動化(興櫃),0,0,0,0
3293.TWO,747.0,-1.5810276679841897,14.72428881,1971123.0,一般,鈊象,一般,0,0,0,0
7805.TWO,655.0,-0.30441400304414,0.6047484,92328.0,網通(興櫃),威聯通,網通(興櫃),0,0,0,0
6640.TWO,1730.0,-1.4245014245014245,10.4606872,604664.0,一般,均華,一般,0,0,0,0
5289.TWO,1140.0,-3.389830508474576,41.1182382,3606863.0,工控記憶體,宜鼎,工控記憶體,0,0,0,0
4583.TW,742.0,8.638360175695462,5.3495974,720970.0,一般,台灣精銳,一般,0,0,0,0
2368.TW,1165.0,1.3043478260869565,108.3498231,9300414.0,一般,金像電,一般,0,0,0,0
3081.TWO,2315.0,6.436781609195402,111.46218015,4814781.0,一般,聯亞,一般,0,0,0,0
4966.TWO,530.0,-1.6697588126159555,4.034466,761220.0,一般,譜瑞-KY,一般,0,0,0,0
7728.TWO,841.0,-1.1750881316098707,2.75418249,327489.0,光電(興櫃),光焱科技,光電(興櫃),0,0,0,0
