Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,11690.0,3.314184710561202,41.0179889,350881.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,3410.0,-0.29239766081871343,44.5808055,1307355.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,2705.0,-0.9157509157509158,62.1795104,2298688.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,3835.0,-0.5188067444876783,50.2083569,1309214.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,6605.0,-9.396433470507544,28.75902865,435413.0,一般,穎崴,一般,0,0,0,0
2059.TW,3345.0,-3.183791606367583,17.40714585,520393.0,一般,川湖,一般,0,0,0,0
3008.TW,2140.0,-2.28310502283105,9.9841914,466551.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,2320.0,-1.48619957537155,39.6250896,1707978.0,一般,創意,一般,0,0,0,0
3653.TW,3710.0,-6.075949367088607,60.6780146,1635526.0,一般,健策,一般,0,0,0,0
6510.TWO,3165.0,-5.663189269746647,18.92464275,597935.0,一般,精測,一般,0,0,0,0
6223.TWO,3765.0,-4.6835443037974684,45.604692,1211280.0,一般,旺矽,一般,0,0,0,0
3131.TWO,3090.0,5.460750853242321,36.187608,1171120.0,一般,弘塑,一般,0,0,0,0
3529.TWO,2630.0,-3.486238532110092,17.0806928,649456.0,一般,力旺,一般,0,0,0,0
2330.TW,1810.0,-2.4258760107816713,530.918069,29332490.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1555.0,-5.757575757575758,137.57823625,8847475.0,一般,群聯,一般,0,0,0,0
2383.TW,2785.0,-2.6223776223776225,115.5045887,4147382.0,一般,台光電,一般,0,0,0,0
2454.TW,1465.0,0.0,136.26839605,9301597.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,1915.0,0.2617801047120419,94.2700497,4922718.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1885.0,-2.0779220779220777,32.02933565,1699169.0,一般,富世達,一般,0,0,0,0
3017.TW,2070.0,-1.8957345971563981,64.1880297,3100871.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2045.0,-3.7647058823529407,25.75822695,1259571.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1060.0,-3.1963470319634704,8.4759932,799622.0,一般,祥碩,一般,0,0,0,0
6442.TW,2000.0,-1.477832512315271,75.99686,3799843.0,一般,光聖,一般,0,0,0,0
6781.TW,957.0,-4.108216432865731,11.19478503,1169779.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1590.0,-4.216867469879518,52.9154544,3328016.0,一般,智邦,一般,0,0,0,0
2308.TW,1430.0,-3.050847457627119,142.3364943,9953601.0,一般,台達電,一般,0,0,0,0
6409.TW,739.0,-5.012853470437018,4.43687471,600389.0,一般,旭隼,一般,0,0,0,0
2404.TW,829.0,-0.5995203836930456,21.9748833,2650770.0,一般,漢唐,一般,0,0,0,0
7734.TWO,2350.0,0.8583690987124464,22.932287,975842.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,996.0,-2.829268292682927,7.77564252,780687.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,910.0,-1.0869565217391304,25.0669692,2754612.0,一般,雙鴻,一般,0,0,0,0
8210.TW,841.0,-6.451612903225806,47.29317245,5623445.0,一般,勤誠,一般,0,0,0,0
4749.TWO,801.0,-3.260869565217391,10.25515494,1280294.0,一般,新應材,一般,0,0,0,0
2360.TW,1535.0,-4.658385093167702,91.53096015,5962929.0,一般,致茂,一般,0,0,0,0
7750.TWO,1340.0,-1.107011070110701,2.7453518,204877.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,699.0,-2.6462395543175488,9.87922563,1413337.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1495.0,0.0,36.7949699,2461202.0,一般,昇達科,一般,0,0,0,0
1519.TW,797.0,-1.8472906403940887,17.60496488,2208904.0,一般,華城,一般,0,0,0,0
6944.TWO,780.0,-3.7037037037037033,6.6488526,852417.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,1290.0,6.172839506172839,17.0428995,1321155.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
7751.TWO,1665.0,10.0,3.94057215,236671.0,自動化(興櫃),竑騰,自動化(興櫃),0,0,0,0
3293.TWO,755.0,-1.564537157757497,7.54363535,999157.0,一般,鈊象,一般,0,0,0,0
7805.TWO,674.0,-2.318840579710145,0.4088484,60660.0,網通(興櫃),威聯通,網通(興櫃),0,0,0,0
6640.TWO,1375.0,-1.079136690647482,8.9750375,652730.0,一般,均華,一般,0,0,0,0
5289.TWO,957.0,2.7926960257787328,6.4364949,672570.0,工控記憶體,宜鼎,工控記憶體,0,0,0,0
4583.TW,632.0,-1.557632398753894,0.54872136,86823.0,一般,台灣精銳,一般,0,0,0,0
2368.TW,905.0,-4.334038054968287,91.8219154,10146068.0,一般,金像電,一般,0,0,0,0
3081.TWO,1825.0,5.491329479768786,79.673879,4365692.0,一般,聯亞,一般,0,0,0,0
4966.TWO,463.5,0.0,3.07693548,663848.0,一般,譜瑞-KY,一般,0,0,0,0
7728.TWO,737.0,4.539007092198582,2.46624521,334633.0,光電(興櫃),光焱科技,光電(興櫃),0,0,0,0
^TWII,32572.4296875,-1.815806745373762,0.0,0.0,指數/原物料,加權指數,指數/原物料,0,0,0,0
^TWOII,317.8999938964844,-1.0243184781326005,0.0,0.0,指數/原物料,櫃買指數,指數/原物料,0,0,0,0
