Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,16555.0,2.858030444237341,53.55393505,323491.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,4845.0,0.9375,109.4753913,2259554.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,4005.0,0.125,69.36295545,1731909.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,5220.0,2.3529411764705883,68.4250128,1310824.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,10185.0,0.493339911198816,18.6825492,183432.0,一般,穎崴,一般,0,0,0,0
2059.TW,4160.0,4.522613065326634,40.30208,968800.0,一般,川湖,一般,0,0,0,0
3008.TW,2595.0,0.5813953488372093,40.30364565,1553127.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,4120.0,-1.6706443914081146,25.7998108,626209.0,一般,創意,一般,0,0,0,0
3653.TW,5445.0,10.0,25.51848255,468659.0,一般,健策,一般,0,0,0,0
6510.TWO,3630.0,-2.0242914979757085,37.6212111,1036397.0,一般,精測,一般,0,0,0,0
6223.TWO,4945.0,1.331967213114754,48.04003215,971487.0,一般,旺矽,一般,0,0,0,0
3131.TWO,2870.0,0.0,15.502879,540170.0,一般,弘塑,一般,0,0,0,0
3529.TWO,3900.0,-2.132998745294856,20.011251,513109.0,一般,力旺,一般,0,0,0,0
2330.TW,2180.0,-1.580135440180587,1033.0889636,47389402.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,2070.0,5.0761421319796955,276.7604076,13370068.0,一般,群聯,一般,0,0,0,0
2383.TW,4440.0,1.4857142857142858,158.9580384,3580136.0,一般,台光電,一般,0,0,0,0
2454.TW,2575.0,-1.5296367112810707,320.01379,12427720.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2780.0,5.7034220532319395,75.525928,2716760.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,2070.0,-0.7194244604316548,31.8170592,1537056.0,一般,富世達,一般,0,0,0,0
3017.TW,2835.0,1.9784172661870503,116.87976405,4122743.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2650.0,-0.7490636704119851,19.0052435,717179.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1305.0,1.953125,11.9701386,917252.0,一般,祥碩,一般,0,0,0,0
6442.TW,2005.0,5.2493438320209975,27.66384715,1379743.0,一般,光聖,一般,0,0,0,0
6781.TW,1130.0,-6.224066390041494,27.078303,2396310.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2210.0,-3.7037037037037033,100.6388474,4553794.0,一般,智邦,一般,0,0,0,0
2308.TW,2165.0,1.8823529411764703,265.4596131,12261414.0,一般,台達電,一般,0,0,0,0
6409.TW,767.0,1.9946808510638299,3.31927687,432761.0,一般,旭隼,一般,0,0,0,0
2404.TW,959.0,-1.0319917440660475,25.60670973,2670147.0,一般,漢唐,一般,0,0,0,0
7734.TWO,3260.0,-2.3952095808383236,1.5944986,48911.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1490.0,6.049822064056939,39.1422106,2626994.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1160.0,1.3100436681222707,36.6418596,3158781.0,一般,雙鴻,一般,0,0,0,0
8210.TW,1120.0,-4.273504273504273,28.6188336,2555253.0,一般,勤誠,一般,0,0,0,0
4749.TWO,1010.0,1.8145161290322582,22.9688544,2274144.0,一般,新應材,一般,0,0,0,0
2360.TW,2055.0,-0.48426150121065376,51.2429046,2493572.0,一般,致茂,一般,0,0,0,0
7750.TWO,2400.0,0.0,16.5576,689900.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,861.0,-2.2701475595913734,9.16148772,1064052.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1555.0,-4.012345679012346,39.3734086,2532052.0,一般,昇達科,一般,0,0,0,0
1519.TW,871.0,-0.4571428571428572,12.31965917,1414427.0,一般,華城,一般,0,0,0,0
6944.TWO,903.0,-0.9868421052631579,5.97419382,661594.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,1490.0,-1.65016501650165,5.8543739,392911.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
