Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,16085.0,5.510003279763858,55.2870403,343718.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,4350.0,3.080568720379147,135.8358405,3122663.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,4065.0,2.0075282308657463,137.8367517,3390818.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,4745.0,6.270996640537514,77.8280594,1640212.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,10730.0,0.1399906672888474,37.6589737,350969.0,一般,穎崴,一般,0,0,0,0
2059.TW,3935.0,2.075226977950713,22.8129264,579744.0,一般,川湖,一般,0,0,0,0
3008.TW,2585.0,-2.2684310018903595,44.40200215,1717679.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,3675.0,-1.6064257028112447,34.101942,927944.0,一般,創意,一般,0,0,0,0
3653.TW,5410.0,0.74487895716946,57.4200629,1061369.0,一般,健策,一般,0,0,0,0
6510.TWO,4200.0,2.3142509135200973,46.360692,1103826.0,一般,精測,一般,0,0,0,0
6223.TWO,4825.0,-2.327935222672065,73.81270525,1529797.0,一般,旺矽,一般,0,0,0,0
3131.TWO,3400.0,3.6585365853658534,40.010214,1176771.0,一般,弘塑,一般,0,0,0,0
3529.TWO,4055.0,-7.840909090909092,41.522389,1023980.0,一般,力旺,一般,0,0,0,0
2330.TW,2050.0,0.0,542.0418325,26441065.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1775.0,0.56657223796034,155.832646,8779304.0,一般,群聯,一般,0,0,0,0
2383.TW,4065.0,2.911392405063291,118.19926515,2907731.0,一般,台光電,一般,0,0,0,0
2454.TW,2295.0,9.808612440191387,558.0530721,24316038.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2555.0,5.360824742268041,82.87727595,3243729.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1985.0,3.6553524804177546,47.34774845,2385277.0,一般,富世達,一般,0,0,0,0
3017.TW,2695.0,5.0682261208577,138.24118385,5129543.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2650.0,0.5692599620493358,29.143852,1099768.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1380.0,10.0,36.0346566,2611207.0,一般,祥碩,一般,0,0,0,0
6442.TW,2240.0,-4.273504273504273,24.7456608,1104717.0,一般,光聖,一般,0,0,0,0
6781.TW,1120.0,9.803921568627452,28.2158688,2519274.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2200.0,0.45662100456621,103.930134,4724097.0,一般,智邦,一般,0,0,0,0
